,PC1,PC2,PC3,PC4,PC5
2012-05-24,0.029150040078965232,0.0010977460652261415,-0.00011891010148357161,2.5469438916875904e-05,-0.00010681387635058941
2012-05-25,0.02975533427433874,0.0007518850591261403,-0.00019623692885739532,-1.0220298538867178e-05,-8.828745864110366e-05
2012-05-29,0.029541264749079695,0.000624837099581577,-0.00034781084869493295,9.889315737367934e-05,4.1837594186804224e-05
2012-05-30,0.03583591965688947,0.0006024316054567631,0.00039630801133366247,0.00020359761550317685,0.0003237969126226902
2012-05-31,0.038091240054061934,0.0006263354720052474,0.0006124021082206375,0.00027376665625963436,0.0001642549734746302
2012-06-01,0.04507599862344219,-0.000981167327573001,0.0008144965564516598,0.00030190749574036,-0.0002020607100204606
2012-06-04,0.042401081440797905,-0.0017343701931647217,0.0005888583831029765,0.00022499797753428908,-0.00019959662981487865
2012-06-05,0.03890371570217077,-0.0008289038838180133,0.00044228039816063074,0.0002479484018803919,0.0002148535841815047
2012-06-06,0.03297011514381947,-0.0007010426677869998,0.0002399475535196984,7.847081880505379e-05,2.657139793019647e-05
2012-06-07,0.03205065619665019,-0.00015838801722670376,8.2065620996902e-05,0.00010967349420992799,-8.232150163112726e-05
2012-06-08,0.031249095618457262,0.0003942198656896514,-0.00025001274606265,0.00033008864352919356,-0.00031548930993557044
2012-06-11,0.03405751220163801,0.00019921988960824215,-4.511342957639946e-06,0.0003809503029470573,-0.00022170253576908106
2012-06-12,0.030045056695894138,-0.00038284973358490896,-0.00041342056007158986,0.00032839394714809147,-0.00021611673995250544
2012-06-13,0.03343076785167792,-0.00038331553744203593,-0.00021611972363922566,0.0002314929257869391,-0.0003123006497951777
2012-06-14,0.031425432162945605,-0.0005003418219871715,-0.00031022480123370504,0.00028649978461765374,-7.926580501448207e-05
2012-06-15,0.0328859906288212,0.00012468714926478462,8.975737745185188e-05,0.0002411432450645235,-0.00010730435979506528
2012-06-18,0.03366877042251082,-0.00043251925242612354,0.00013452561017686317,0.00019572703085280306,-0.0001297691533200067
2012-06-19,0.030463113843969377,-0.00016595366353927663,-0.00011596633398909973,7.027812511824791e-05,-7.341753350892648e-05
2012-06-20,0.029889444306210523,-0.000903347312077416,-0.00020628039688012846,9.477704367136607e-05,-0.00017711679618879052
2012-06-21,0.031500705408498295,-0.001172200671675631,-9.681966285906467e-05,-6.895073042795415e-05,-0.00011475634182396945
2012-06-22,0.02747391567192515,-0.000987654766864683,-0.00016388044644810454,-7.288542804566629e-05,-2.251594249731378e-05
2012-06-25,0.030429149297163914,-0.0007083727777801306,9.236851881054445e-05,-1.9270365214542145e-05,-0.00011264475206780654
2012-06-26,0.02863426604402309,-0.0010658816922728554,-0.00010398048711227873,-0.00017028024213045653,-0.0002309761299527282
2012-06-27,0.029123438776056505,-0.0008125585709209204,-0.0001744439754266208,-0.00029431617245608227,-0.00013825947271271788
2012-06-28,0.030896711750039725,-0.00018139321204143732,-0.00015729458855123345,-0.00011386178879284559,-0.00021799324747118296
2012-06-29,0.02559776624654568,0.00012557730159012005,-0.00029389965657197206,-0.00021394827218970214,-0.0004971833137660009
2012-07-02,0.02921334490608497,0.0003544100427046056,-3.191862217534827e-05,-0.0005088899380426855,0.00016684954124880007
