Security,LT02TRUU Index,
5/7/2024,367.08,367.08
5/6/2024,366.85,366.85
5/3/2024,366.76,366.76
5/2/2024,365.53,365.53
5/1/2024,364.34,364.34
4/30/2024,363.44,363.44
4/29/2024,364.25,364.25
4/26/2024,363.6,363.6
4/25/2024,363.27,363.27
4/24/2024,364.09,364.09
4/23/2024,364.42,364.42
4/22/2024,363.92,363.92
4/19/2024,363.72,363.72
4/18/2024,363.42,363.42
4/17/2024,364.28,364.28
4/16/2024,363.21,363.21
4/15/2024,363.94,363.94
4/12/2024,364.77,364.77
4/11/2024,363.91,363.91
4/10/2024,363.84,363.84
4/9/2024,367.08,367.08
4/8/2024,366.29,366.29
4/5/2024,366.89,366.89
4/4/2024,368.23,368.23
4/3/2024,367.63,367.63
4/2/2024,367.32,367.32
4/1/2024,367.28,367.28
3/29/2024,368.99,368.99
3/28/2024,368.99,368.99
3/27/2024,369.19,369.19
3/26/2024,368.68,368.68
3/25/2024,368.5,368.5
3/22/2024,368.85,368.85
3/21/2024,367.99,367.99
3/20/2024,368.05,368.05
3/19/2024,367.2,367.2
3/18/2024,366.47,366.47
3/15/2024,366.61,366.61
3/14/2024,367.12,367.12
3/13/2024,368.49,368.49
3/12/2024,368.93,368.93
3/11/2024,369.82,369.82
3/8/2024,370.24,370.24
3/7/2024,369.79,369.79
3/6/2024,369.2,369.2
3/5/2024,369.01,369.01
3/4/2024,368.05,368.05
3/1/2024,368.59,368.59
2/29/2024,367.26,367.26
2/28/2024,366.95,366.95
2/27/2024,366.16,366.16
2/26/2024,366.37,366.37
2/23/2024,366.66,366.66
2/22/2024,366.04,366.04
2/21/2024,366.44,366.44
2/20/2024,367.12,367.12
2/19/2024,366.44,366.44
2/16/2024,366.44,366.44
2/15/2024,367.34,367.34
2/14/2024,366.87,366.87
2/13/2024,365.89,365.89
2/12/2024,368.57,368.57
2/9/2024,368.25,368.25
2/8/2024,368.52,368.52
2/7/2024,369.21,369.21
2/6/2024,369.54,369.54
2/5/2024,368.36,368.36
2/2/2024,370.04,370.04
2/1/2024,372.68,372.68
1/31/2024,371.78,371.78
1/30/2024,369.93,369.93
1/29/2024,370.26,370.26
1/26/2024,369.25,369.25
1/25/2024,369.64,369.64
1/24/2024,368.62,368.62
1/23/2024,369.17,369.17
1/22/2024,369.42,369.42
1/19/2024,368.86,368.86
1/18/2024,369.06,369.06
1/17/2024,369.28,369.28
1/16/2024,370.54,370.54
1/15/2024,371.71,371.71
1/12/2024,371.71,371.71
1/11/2024,370.68,370.68
1/10/2024,369.34,369.34
1/9/2024,369.43,369.43
1/8/2024,369.36,369.36
1/5/2024,368.63,368.63
1/4/2024,369.09,369.09
1/3/2024,370.13,370.13
1/2/2024,369.74,369.74
12/29/2023,370.93,370.93
12/28/2023,370.5,370.5
12/27/2023,371.15,371.15
12/26/2023,369.84,369.84
12/25/2023,369.74,369.74
12/22/2023,369.74,369.74
12/21/2023,369.76,369.76
12/20/2023,369.83,369.83
12/19/2023,368.75,368.75
12/18/2023,368.54,368.54
12/15/2023,368.84,368.84
12/14/2023,369.22,369.22
12/13/2023,367.96,367.96
12/12/2023,364.47,364.47
12/11/2023,364.1,364.1
12/8/2023,364.03,364.03
12/7/2023,365.65,365.65
12/6/2023,365.65,365.65
12/5/2023,365.34,365.34
12/4/2023,364.33,364.33
12/1/2023,365.23,365.23
11/30/2023,363.16,363.16
11/29/2023,364.03,364.03
11/28/2023,362.94,362.94
11/27/2023,361.55,361.55
11/24/2023,360.26,360.26
11/23/2023,360.95,360.95
11/22/2023,360.95,360.95
11/21/2023,361.18,361.18
11/20/2023,360.81,360.81
11/17/2023,360.6,360.6
11/16/2023,360.84,360.84
11/15/2023,359.5,359.5
11/14/2023,360.92,360.92
11/13/2023,357.81,357.81
11/10/2023,357.58,357.58
11/9/2023,357.56,357.56
11/8/2023,359.29,359.29
11/7/2023,359.1,359.1
11/6/2023,358.35,358.35
11/3/2023,359.52,359.52
11/2/2023,357.44,357.44
11/1/2023,357.16,357.16
10/31/2023,355.13,355.13
10/30/2023,355.41,355.41
10/27/2023,355.95,355.95
10/26/2023,355.28,355.28
10/25/2023,353.89,353.89
10/24/2023,355,355
10/23/2023,355.12,355.12
10/20/2023,354.4,354.4
10/19/2023,352.98,352.98
10/18/2023,353.03,353.03
10/17/2023,353.59,353.59
10/16/2023,355.6,355.6
10/13/2023,356.4,356.4
10/12/2023,355.66,355.66
10/11/2023,357.03,357.03
10/10/2023,356.83,356.83
10/6/2023,354.8,354.8
10/5/2023,355.64,355.64
10/4/2023,355.09,355.09
10/3/2023,353.8,353.8
10/2/2023,354.88,354.88
9/29/2023,356.14,356.14
9/28/2023,355.81,355.81
9/27/2023,354.82,354.82
9/26/2023,355.65,355.65
9/25/2023,355.66,355.66
9/22/2023,356.18,356.18
9/21/2023,355.33,355.33
9/20/2023,355.97,355.97
9/19/2023,356.39,356.39
9/18/2023,357.1,357.1
9/15/2023,357.14,357.14
9/14/2023,357.55,357.55
9/13/2023,357.95,357.95
9/12/2023,357.5,357.5
9/11/2023,357.62,357.62
9/8/2023,357.64,357.64
9/7/2023,357.79,357.79
9/6/2023,356.87,356.87
9/5/2023,357.82,357.82
9/1/2023,358.73,358.73
8/31/2023,359.37,359.37
8/30/2023,358.87,358.87
8/29/2023,358.88,358.88
8/28/2023,357.24,357.24
8/25/2023,356.66,356.66
8/24/2023,357.02,357.02
8/23/2023,357.59,357.59
8/22/2023,356.01,356.01
8/21/2023,356.3,356.3
8/18/2023,357.28,357.28
8/17/2023,356.81,356.81
8/16/2023,356.66,356.66
8/15/2023,357.27,357.27
8/14/2023,357.31,357.31
8/11/2023,357.9,357.9
8/10/2023,358.94,358.94
8/9/2023,360.13,360.13
8/8/2023,360.39,360.39
8/7/2023,359.7,359.7
8/4/2023,359.7,359.7
8/3/2023,357.69,357.69
8/2/2023,358.41,358.41
8/1/2023,358.29,358.29
7/31/2023,359.09,359.09
7/28/2023,358.78,358.78
7/27/2023,357.89,357.89
7/26/2023,359.67,359.67
7/25/2023,358.8,358.8
7/24/2023,359.1,359.1
7/21/2023,359.75,359.75
7/20/2023,359.73,359.73
7/19/2023,361.24,361.24
7/18/2023,360.82,360.82
7/17/2023,360.73,360.73
7/14/2023,360.34,360.34
7/13/2023,361.79,361.79
7/12/2023,359.77,359.77
7/11/2023,357.43,357.43
7/10/2023,357.35,357.35
7/7/2023,355.87,355.87
7/6/2023,355.49,355.49
7/5/2023,356.98,356.98
7/3/2023,357.56,357.56
6/30/2023,358.37,358.37
6/29/2023,358.27,358.27
6/28/2023,360.43,360.43
6/27/2023,359.59,359.59
6/26/2023,360.56,360.56
6/23/2023,359.98,359.98
6/22/2023,359.3,359.3
6/21/2023,360.41,360.41
6/20/2023,360.34,360.34
6/16/2023,359.75,359.75
6/15/2023,360.78,360.78
6/14/2023,359.38,359.38
6/13/2023,359.57,359.57
6/12/2023,361.09,361.09
6/9/2023,360.51,360.51
6/8/2023,361.54,361.54
6/7/2023,360.44,360.44
6/6/2023,361.46,361.46
6/5/2023,361.69,361.69
6/2/2023,361.43,361.43
6/1/2023,363.4,363.4
5/31/2023,362.63,362.63
5/30/2023,361.81,361.81
5/26/2023,359.59,359.59
5/25/2023,360.15,360.15
5/24/2023,362.13,362.13
5/23/2023,362.82,362.82
5/22/2023,362.6,362.6
5/19/2023,362.71,362.71
5/18/2023,363.49,363.49
5/17/2023,364.99,364.99
5/16/2023,366.05,366.05
5/15/2023,366.79,366.79
5/12/2023,366.84,366.84
5/11/2023,368.06,368.06
5/10/2023,367.78,367.78
5/9/2023,365.89,365.89
5/8/2023,366.09,366.09
5/5/2023,367.19,367.19
5/4/2023,368.76,368.76
5/3/2023,368.2,368.2
5/2/2023,366.32,366.32
5/1/2023,363.73,363.73
4/28/2023,365.68,365.68
4/27/2023,364.16,364.16
4/26/2023,365.96,365.96
4/25/2023,366.71,366.71
4/24/2023,364.03,364.03
4/21/2023,363.03,363.03
4/20/2023,363.39,363.39
4/19/2023,362.07,362.07
4/18/2023,362.58,362.58
4/17/2023,362.48,362.48
4/14/2023,363.67,363.67
4/13/2023,365.03,365.03
4/12/2023,365.3,365.3
4/11/2023,364.31,364.31
4/10/2023,364.51,364.51
4/7/2023,364.84,364.84
4/6/2023,366.64,366.64
4/5/2023,366.64,366.64
4/4/2023,366.14,366.14
4/3/2023,364.39,364.39
3/31/2023,363.26,363.26
3/30/2023,361.99,361.99
3/29/2023,361.82,361.82
3/28/2023,362.21,362.21
3/27/2023,362.86,362.86
3/24/2023,365.46,365.46
3/23/2023,365.52,365.52
3/22/2023,363.71,363.71
3/21/2023,360.44,360.44
3/20/2023,362.65,362.65
3/17/2023,363.6,363.6
3/16/2023,360.48,360.48
3/15/2023,362.94,362.94
3/14/2023,359.23,359.23
3/13/2023,361.45,361.45
3/10/2023,357.08,357.08
3/9/2023,353.44,353.44
3/8/2023,351.48,351.48
3/7/2023,351.81,351.81
3/6/2023,352.7,352.7
3/3/2023,352.85,352.85
3/2/2023,352.03,352.03
3/1/2023,352.52,352.52
2/28/2023,353.88,353.88
2/27/2023,353.82,353.82
2/24/2023,353.18,353.18
2/23/2023,354.66,354.66
2/22/2023,354.16,354.16
2/21/2023,353.93,353.93
2/17/2023,355.69,355.69
2/16/2023,354.98,354.98
2/15/2023,355.35,355.35
2/14/2023,355.58,355.58
2/13/2023,357.03,357.03
2/10/2023,356.86,356.86
2/9/2023,357.49,357.49
2/8/2023,358.43,358.43
2/7/2023,357.97,357.97
2/6/2023,357.92,357.92
2/3/2023,360.13,360.13
2/2/2023,362.57,362.57
2/1/2023,362.66,362.66
1/31/2023,361.08,361.08
1/30/2023,359.85,359.85
1/27/2023,360.55,360.55
1/26/2023,360.77,360.77
1/25/2023,361.49,361.49
1/24/2023,361.15,361.15
1/23/2023,360.45,360.45
1/20/2023,361.25,361.25
1/19/2023,362.27,362.27
1/18/2023,362.81,362.81
1/17/2023,360.54,360.54
1/13/2023,360.43,360.43
1/12/2023,361.41,361.41
1/11/2023,359.64,359.64
1/10/2023,358.79,358.79
1/9/2023,359.38,359.38
1/6/2023,358.72,358.72
1/5/2023,355.87,355.87
1/4/2023,356.6,356.6
1/3/2023,355.54,355.54
12/30/2022,355.1,355.1
12/29/2022,355.31,355.31
12/28/2022,354.94,354.94
12/27/2022,355.12,355.12
12/23/2022,356.24,356.24
12/22/2022,356.92,356.92
12/21/2022,357.28,357.28
12/20/2022,356.93,356.93
12/19/2022,357.7,357.7
12/16/2022,358.86,358.86
12/15/2022,358.66,358.66
12/14/2022,358.7,358.7
12/13/2022,358.17,358.17
12/12/2022,356.23,356.23
12/9/2022,356.58,356.58
12/8/2022,357.24,357.24
12/7/2022,358.39,358.39
12/6/2022,356.66,356.66
12/5/2022,355.87,355.87
12/2/2022,357.99,357.99
12/1/2022,357.71,357.71
11/30/2022,355.87,355.87
11/29/2022,353.84,353.84
11/28/2022,354.27,354.27
11/25/2022,354.08,354.08
11/23/2022,353.98,353.98
11/22/2022,353.29,353.29
11/21/2022,352.74,352.74
11/18/2022,352.87,352.87
11/17/2022,353.69,353.69
11/16/2022,354.92,354.92
11/15/2022,354.25,354.25
11/14/2022,352.97,352.97
11/10/2022,353.64,353.64
11/9/2022,349.33,349.33
11/8/2022,348.46,348.46
11/7/2022,347.4,347.4
11/4/2022,347.97,347.97
11/3/2022,347.55,347.55
11/2/2022,348.66,348.66
11/1/2022,348.95,348.95
10/31/2022,349.38,349.38
10/28/2022,350.18,350.18
10/27/2022,351.34,351.34
10/26/2022,349.77,349.77
10/25/2022,349.04,349.04
10/24/2022,347.67,347.67
10/21/2022,347.69,347.69
10/20/2022,346.08,346.08
10/19/2022,347.31,347.31
10/18/2022,349.06,349.06
10/17/2022,348.52,348.52
10/14/2022,347.99,347.99
10/13/2022,348.6,348.6
10/12/2022,350.27,350.27
10/11/2022,349.52,349.52
10/7/2022,349.69,349.69
10/6/2022,350.73,350.73
10/5/2022,351.9,351.9
10/4/2022,353.16,353.16
10/3/2022,352.55,352.55
9/30/2022,350.67,350.67
9/29/2022,351.28,351.28
9/28/2022,352.21,352.21
9/27/2022,348.28,348.28
9/26/2022,348.78,348.78
9/23/2022,351.19,351.19
9/22/2022,351.95,351.95
9/21/2022,354.2,354.2
9/20/2022,354.31,354.31
9/19/2022,355.01,355.01
9/16/2022,355.78,355.78
9/15/2022,355.21,355.21
9/14/2022,355.97,355.97
9/13/2022,356.43,356.43
9/12/2022,358.31,358.31
9/9/2022,358.38,358.38
9/8/2022,358.74,358.74
9/7/2022,359.54,359.54
9/6/2022,358.38,358.38
9/2/2022,360.05,360.05
9/1/2022,358.63,358.63
8/31/2022,359.59,359.59
8/30/2022,360.06,360.06
8/29/2022,360.23,360.23
8/26/2022,360.94,360.94
8/25/2022,361.37,361.37
8/24/2022,360.74,360.74
8/23/2022,361.42,361.42
8/22/2022,361.44,361.44
8/19/2022,362.39,362.39
8/18/2022,363.23,363.23
8/17/2022,362.74,362.74
8/16/2022,364.02,364.02
8/15/2022,364.64,364.64
8/12/2022,363.94,363.94
8/11/2022,363.57,363.57
8/10/2022,364.22,364.22
8/9/2022,363.64,363.64
8/8/2022,364.44,364.44
8/5/2022,363.64,363.64
8/4/2022,366.74,366.74
8/3/2022,365.58,365.58
8/2/2022,365.25,365.25
8/1/2022,368.18,368.18
7/29/2022,367.84,367.84
7/28/2022,367.75,367.75
7/27/2022,365.89,365.89
7/26/2022,365.01,365.01
7/25/2022,365.21,365.21
7/22/2022,365.68,365.68
7/21/2022,363.56,363.56
7/20/2022,361.21,361.21
7/19/2022,361.42,361.42
7/18/2022,362.41,362.41
7/15/2022,362.69,362.69
7/14/2022,362.17,362.17
7/13/2022,363.04,363.04
7/12/2022,363.25,363.25
7/11/2022,362.81,362.81
7/8/2022,361.82,361.82
7/7/2022,362.85,362.85
7/6/2022,363.9,363.9
7/5/2022,365.87,365.87
7/1/2022,364.95,364.95
6/30/2022,362.84,362.84
6/29/2022,361.31,361.31
6/28/2022,360,360
6/27/2022,359.93,359.93
6/24/2022,360.82,360.82
6/23/2022,361.14,361.14
6/22/2022,360.05,360.05
6/21/2022,357.78,357.78
6/17/2022,358.08,358.08
6/16/2022,358.47,358.47
6/15/2022,357.37,357.37
6/14/2022,354.62,354.62
6/13/2022,355.9,355.9
6/10/2022,359.25,359.25
6/9/2022,362.02,362.02
6/8/2022,362.48,362.48
6/7/2022,362.98,362.98
6/6/2022,362.54,362.54
6/3/2022,363.67,363.67
6/2/2022,364.02,364.02
6/1/2022,363.83,363.83
5/31/2022,365.41,365.41
5/27/2022,366.36,366.36
5/26/2022,366.62,366.62
5/25/2022,366.66,366.66
5/24/2022,366.06,366.06
5/23/2022,364.28,364.28
5/20/2022,365.12,365.12
5/19/2022,364.57,364.57
5/18/2022,363.71,363.71
5/17/2022,362.97,362.97
5/16/2022,364.84,364.84
5/13/2022,364.02,364.02
5/12/2022,364.67,364.67
5/11/2022,363.8,363.8
5/10/2022,363.4,363.4
5/9/2022,363.38,363.38
5/6/2022,361.52,361.52
5/5/2022,362.12,362.12
5/4/2022,363.47,363.47
5/3/2022,361.7,361.7
5/2/2022,361.7,361.7
4/29/2022,362.61,362.61
4/28/2022,363.72,363.72
4/27/2022,364.28,364.28
4/26/2022,364.9,364.9
4/25/2022,363.46,363.46
4/22/2022,362.32,362.32
4/21/2022,362.17,362.17
4/20/2022,363.41,363.41
4/19/2022,362.66,362.66
4/18/2022,364.43,364.43
4/14/2022,364.81,364.81
4/13/2022,366.14,366.14
4/12/2022,365.85,365.85
4/11/2022,364.06,364.06
4/8/2022,364.22,364.22
4/7/2022,365.19,365.19
4/6/2022,364.81,364.81
4/5/2022,364.59,364.59
4/4/2022,366.56,366.56
4/1/2022,366.08,366.08
3/31/2022,367.9,367.9
3/30/2022,367.99,367.99
3/29/2022,367.27,367.27
3/28/2022,366.61,366.61
3/25/2022,366.71,366.71
3/24/2022,369.08,369.08
3/23/2022,369.9,369.9
3/22/2022,368.81,368.81
3/21/2022,369.65,369.65
3/18/2022,372.29,372.29
3/17/2022,372.2,372.2
3/16/2022,372.43,372.43
3/15/2022,373.23,373.23
3/14/2022,373.26,373.26
3/11/2022,375.41,375.41
3/10/2022,375.78,375.78
3/9/2022,376.51,376.51
3/8/2022,377.43,377.43
3/7/2022,378.84,378.84
3/4/2022,379.73,379.73
3/3/2022,378.34,378.34
3/2/2022,377.93,377.93
3/1/2022,380.85,380.85
2/28/2022,378.62,378.62
2/25/2022,376.75,376.75
2/24/2022,376.89,376.89
2/23/2022,376.3,376.3
2/22/2022,377.02,377.02
2/18/2022,377.4,377.4
2/17/2022,377.03,377.03
2/16/2022,376.24,376.24
2/15/2022,375.54,375.54
2/14/2022,375.68,375.68
2/11/2022,377.07,377.07
2/10/2022,374.88,374.88
2/9/2022,377.78,377.78
2/8/2022,377.99,377.99
2/7/2022,378.65,378.65
2/4/2022,378.46,378.46
2/3/2022,380.25,380.25
2/2/2022,380.97,380.97
2/1/2022,380.61,380.61
1/31/2022,380.87,380.87
1/28/2022,380.72,380.72
1/27/2022,380.12,380.12
1/26/2022,380.22,380.22
1/25/2022,381.76,381.76
1/24/2022,382.08,382.08
1/21/2022,381.79,381.79
1/20/2022,380.94,380.94
1/19/2022,380.79,380.79
1/18/2022,380.38,380.38
1/14/2022,381.79,381.79
1/13/2022,382.98,382.98
1/12/2022,382.51,382.51
1/11/2022,382.44,382.44
1/10/2022,382.13,382.13
1/7/2022,382.53,382.53
1/6/2022,382.95,382.95
1/5/2022,383.72,383.72
1/4/2022,384.71,384.71
1/3/2022,384.51,384.51
12/31/2021,385.94,385.94
12/30/2021,385.78,385.78
12/29/2021,385.36,385.36
12/28/2021,385.69,385.69
12/27/2021,385.57,385.57
12/23/2021,385.68,385.68
12/22/2021,385.97,385.97
12/21/2021,385.97,385.97
12/20/2021,386.73,386.73
12/17/2021,386.48,386.48
12/16/2021,386.49,386.49
12/15/2021,385.52,385.52
12/14/2021,385.59,385.59
12/13/2021,385.98,385.98
12/10/2021,385.42,385.42
12/9/2021,385.28,385.28
12/8/2021,385.21,385.21
12/7/2021,385.4,385.4
12/6/2021,386.23,386.23
12/3/2021,386.94,386.94
12/2/2021,386.2,386.2
12/1/2021,387.2,387.2
11/30/2021,387.04,387.04
11/29/2021,386.96,386.96
11/26/2021,386.86,386.86
11/24/2021,384.58,384.58
11/23/2021,384.63,384.63
11/22/2021,384.86,384.86
11/19/2021,386.19,386.19
11/18/2021,386.31,386.31
11/17/2021,386.17,386.17
11/16/2021,385.7,385.7
11/15/2021,385.72,385.72
11/12/2021,386.08,386.08
11/10/2021,386.21,386.21
11/9/2021,388.3,388.3
11/8/2021,387.67,387.67
11/5/2021,388.72,388.72
11/4/2021,388.13,388.13
11/3/2021,387.15,387.15
11/2/2021,387.47,387.47
11/1/2021,386.75,386.75
10/29/2021,386.71,386.71
10/28/2021,386.73,386.73
10/27/2021,387.13,387.13
10/26/2021,386.8,386.8
10/25/2021,386.97,386.97
10/22/2021,386.48,386.48
10/21/2021,386.41,386.41
10/20/2021,387.37,387.37
10/19/2021,387.27,387.27
10/18/2021,387.2,387.2
10/15/2021,387.73,387.73
10/14/2021,388.68,388.68
10/13/2021,388.39,388.39
10/12/2021,388.59,388.59
10/8/2021,388.86,388.86
10/7/2021,389.22,389.22
10/6/2021,389.74,389.74
10/5/2021,389.87,389.87
10/4/2021,390.25,390.25
10/1/2021,390.45,390.45
9/30/2021,389.73,389.73
9/29/2021,389.51,389.51
9/28/2021,389.21,389.21
9/27/2021,389.38,389.38
