date,volatility
1988-01-05,0.01920993889563259
1988-01-06,0.018141694703710628
1988-01-07,0.017323644205498853
1988-01-08,0.015718052059236372
1988-01-11,0.02222565895369647
1988-01-12,0.02583848537364565
1988-01-13,0.025560904914720434
1988-01-14,0.02392378337220665
1988-01-15,0.022099383963240342
1988-01-18,0.019268215790891278
1988-01-19,0.019144864831213023
1988-01-20,0.01867013385112928
1988-01-21,0.020352363469991298
1988-01-22,0.020475440285219446
1988-01-25,0.018379823044878504
1988-01-26,0.01661065245715912
1988-01-27,0.017558028951615328
1988-01-28,0.017030044236611853
1988-01-29,0.015165267076663562
1988-02-01,0.014167243333482817
1988-02-02,0.014694694017035765
1988-02-03,0.014066884086833997
1988-02-04,0.014389526011203926
1988-02-05,0.014202614954687118
1988-02-08,0.013628753475773454
1988-02-09,0.013626306726676807
1988-02-10,0.012658884541537144
1988-02-11,0.011441719106486543
1988-02-12,0.012018765896178656
1988-02-16,0.011121766894866984
1988-02-17,0.010362814336356687
1988-02-18,0.010414795944883388
1988-02-19,0.010411936357563182
1988-02-22,0.009426310345483776
1988-02-23,0.008843749065137189
1988-02-24,0.009418861859361716
1988-02-25,0.009240154586839138
1988-02-26,0.00983783852944504
1988-02-29,0.009804933948208127
1988-03-01,0.008441032479638797
1988-03-02,0.00906104665877377
1988-03-03,0.008542109808369861
1988-03-04,0.008162000906615887
1988-03-07,0.007972107048392478
1988-03-08,0.007680540478653687
1988-03-09,0.006918039053025297
1988-03-10,0.0070855429217877765
1988-03-11,0.008722505806202095
1988-03-14,0.009537977045858815
1988-03-15,0.008954444600522417
1988-03-16,0.008815394980224723
1988-03-17,0.007924246145603742
1988-03-18,0.00757203922832265
1988-03-21,0.007700076385895549
1988-03-22,0.008146132785126213
1988-03-23,0.008282411146362453
1988-03-24,0.007844318270974626
1988-03-25,0.009426749987454642
1988-03-28,0.012373292507228201
1988-03-29,0.013197040159111061
1988-03-30,0.012100287423878149
1988-03-31,0.012417338216194736
1988-04-04,0.011957788278563133
1988-04-05,0.012285704907200495
1988-04-06,0.01169227168808161
1988-04-07,0.010193816632431438
1988-04-08,0.010833798318243128
1988-04-11,0.009721297068701578
1988-04-12,0.009631175214481978
1988-04-13,0.008990667068819996
1988-04-14,0.008665228845775128
1988-04-15,0.012864693904140087
1988-04-18,0.016449696766606257
1988-04-19,0.01552175557674602
1988-04-20,0.015027160588435397
1988-04-21,0.014918795538763569
1988-04-22,0.014276428523388982
1988-04-25,0.012679884914424667
1988-04-26,0.012126244961223063
1988-04-27,0.011540758470257949
1988-04-28,0.011171768237854311
1988-04-29,0.010940083251773623
1988-05-02,0.010999208658485313
1988-05-03,0.010588643405794476
1988-05-04,0.009708166032786368
1988-05-05,0.010347095517855903
1988-05-06,0.0108935068301265
1988-05-09,0.011026121344965287
1988-05-10,0.01092320008968827
1988-05-11,0.01023952261640239
1988-05-12,0.011383783934520077
1988-05-13,0.011715798111059484
1988-05-16,0.010537597525185054
1988-05-17,0.010084786793113556
1988-05-18,0.011055597398517691
1988-05-19,0.01272195600039765
1988-05-20,0.012745114342382983
1988-05-23,0.012093792943514214
1988-05-24,0.012144682036706796
1988-05-25,0.011375843116199451
1988-05-26,0.011168139440005278
1988-05-27,0.010361173720909136
1988-05-31,0.010295151988396103
1988-06-01,0.00840960327772647
1988-06-02,0.00870650316187676
1988-06-03,0.009778570286387324
1988-06-06,0.009366331207373324
1988-06-07,0.008920517756268185
1988-06-08,0.009144307013547185
1988-06-09,0.00794233113305014
1988-06-10,0.009226841974321541
1988-06-13,0.008849491182945734
1988-06-14,0.008515492304693766
1988-06-15,0.007562726986995898
1988-06-16,0.007673550980357286
1988-06-17,0.008874743782694261
1988-06-20,0.009442424468352058
1988-06-21,0.009649693998811007
1988-06-22,0.009005152926515098
1988-06-23,0.008305032417219516
1988-06-24,0.008935148007490602
1988-06-27,0.008949868706816475
1988-06-28,0.010277911007539131
1988-06-29,0.010258385965024453
1988-06-30,0.010791184307620539
1988-07-01,0.010018147559333142
1988-07-05,0.010465203631677108
1988-07-06,0.009514055333072775
1988-07-07,0.01109593327975788
1988-07-08,0.01151359462922593
1988-07-11,0.011458754693654281
1988-07-12,0.011053688648773943
1988-07-13,0.0113512819474254
1988-07-14,0.011009569166331706
1988-07-15,0.010439781153896106
1988-07-18,0.009667803151454164
1988-07-19,0.009946822927295502
1988-07-20,0.010421489276190722
1988-07-21,0.01001082167173193
1988-07-22,0.010848063668480066
1988-07-25,0.012155064261667032
1988-07-26,0.011962379624891122
