Security,LUACTRUU Index,
Start Date,1/31/1973 0:00,
End Date,7/24/2025 0:00,
Period,D,
,,
Date,PX_LAST,VOLATILITY_30D
9/24/2007,1636.95,4.98
9/21/2007,1633.58,4.96
9/20/2007,1624.31,4.68
9/19/2007,1635.57,4.17
9/18/2007,1635.85,4.36
9/17/2007,1633.61,4.35
9/14/2007,1632.48,4.45
9/13/2007,1631.91,4.53
9/12/2007,1638.54,4.34
9/11/2007,1643.34,4.21
9/10/2007,1647.51,4.11
9/7/2007,1643.63,4.29
9/6/2007,1633.85,4.03
9/5/2007,1637.72,4.05
9/4/2007,1629.28,3.79
8/31/2007,1629.43,3.79
8/30/2007,1634.11,3.67
8/29/2007,1629.6,3.68
8/28/2007,1632.94,3.63
8/27/2007,1627.88,3.63
8/24/2007,1623.72,3.67
8/23/2007,1625.4,3.77
8/22/2007,1622.1,3.75
8/21/2007,1624.36,3.79
8/20/2007,1620.53,3.88
8/17/2007,1616.41,4.31
8/16/2007,1621.41,4.22
8/15/2007,1617.31,4.27
8/14/2007,1620.82,4.53
8/13/2007,1617.47,4.58
8/10/2007,1615.94,4.61
8/9/2007,1616.47,4.91
8/8/2007,1612.64,4.92
8/7/2007,1618.7,4.79
8/6/2007,1618.86,4.83
8/3/2007,1623.55,4.84
8/2/2007,1618.63,4.79
8/1/2007,1616.25,4.89
7/31/2007,1616.35,4.96
7/30/2007,1613.71,5.03
7/27/2007,1619.73,4.9
7/26/2007,1623.87,4.88
7/25/2007,1618.47,4.82
7/24/2007,1616.34,4.87
7/23/2007,1616.19,5.3
7/20/2007,1617.09,5.3
7/19/2007,1612.4,5.26
7/18/2007,1614,5.74
7/17/2007,1608.86,5.65
7/16/2007,1612.83,5.66
7/13/2007,1607.16,5.6
7/12/2007,1604.87,5.66
7/11/2007,1608.26,5.63
7/10/2007,1613.38,5.56
7/9/2007,1602.41,5.12
7/6/2007,1598.52,5.04
7/5/2007,1602.65,5.01
7/3/2007,1611.06,4.79
7/2/2007,1615.66,4.77
6/29/2007,1612.62,4.75
6/28/2007,1603.32,4.4
6/27/2007,1606.89,4.42
6/26/2007,1604.15,4.37
6/25/2007,1606.84,4.36
6/22/2007,1600.79,4.15
6/21/2007,1597.95,4.08
6/20/2007,1602.97,4.08
6/19/2007,1606.71,4.08
6/18/2007,1601.23,3.89
6/15/2007,1598.35,3.84
6/14/2007,1593.04,3.76
6/13/2007,1593.85,3.76
6/12/2007,1588.85,3.56
6/11/2007,1599,3.15
6/8/2007,1599.79,3.57
6/7/2007,1601.82,3.57
6/6/2007,1613.81,2.93
6/5/2007,1614.29,2.95
6/4/2007,1618.7,2.93
6/1/2007,1614.99,2.9
5/31/2007,1620.55,2.75
5/30/2007,1621.06,2.75
5/29/2007,1621.2,2.85
5/25/2007,1621.8,2.99
5/24/2007,1622.19,3.07
5/23/2007,1621.85,3.1
5/22/2007,1624.28,3.07
5/21/2007,1627.97,2.98
5/18/2007,1625.82,3.01
5/17/2007,1630.04,3.05
5/16/2007,1634.2,2.95
5/15/2007,1633.34,2.95
5/14/2007,1635.09,2.95
5/11/2007,1635.24,2.94
5/10/2007,1637.48,2.93
5/9/2007,1634.87,2.9
5/8/2007,1638.85,2.81
5/7/2007,1638.95,2.83
5/4/2007,1637.51,2.85
5/3/2007,1633.53,2.79
5/2/2007,1636.18,3.01
5/1/2007,1636.14,3.08
4/30/2007,1636.91,3.08
4/27/2007,1629.11,2.73
4/26/2007,1630.41,2.73
4/25/2007,1634.27,2.64
4/24/2007,1636.93,2.73
4/23/2007,1634.26,2.83
4/20/2007,1631,2.84
4/19/2007,1630.3,3.16
4/18/2007,1631.43,3.15
4/17/2007,1627.79,3.12
4/16/2007,1623,2.97
4/13/2007,1619.38,2.87
4/12/2007,1621.81,2.9
4/11/2007,1621.5,2.9
4/10/2007,1621.52,2.95
4/9/2007,1618.43,3.43
4/5/2007,1623.33,3.44
4/4/2007,1624.87,3.54
4/3/2007,1623.98,3.6
4/2/2007,1625.48,3.59
3/30/2007,1624.99,3.61
3/29/2007,1626.52,3.61
3/28/2007,1627.2,3.65
3/27/2007,1628.52,3.93
3/26/2007,1630.29,3.91
3/23/2007,1627.75,3.92
3/22/2007,1629.56,4.02
3/21/2007,1636.05,3.79
3/20/2007,1632.56,3.77
3/19/2007,1631.14,3.84
3/16/2007,1632.61,3.83
3/15/2007,1633.82,3.81
3/14/2007,1634.1,3.81
3/13/2007,1638.76,3.71
3/12/2007,1633.99,3.66
3/9/2007,1630.5,3.65
3/8/2007,1638.06,3.29
3/7/2007,1638.11,3.47
3/6/2007,1635.12,3.46
3/5/2007,1635.53,3.55
3/2/2007,1636.56,3.53
3/1/2007,1634.08,3.56
2/28/2007,1634.36,3.59
2/27/2007,1637.89,3.55
2/26/2007,1628.31,3.2
2/23/2007,1623.49,3.2
2/22/2007,1618.79,3.24
2/21/2007,1622.16,3.19
2/20/2007,1622.62,3.18
2/16/2007,1620.06,3.16
2/15/2007,1618.39,3.18
2/14/2007,1615.1,3.24
2/13/2007,1606.55,2.88
2/12/2007,1607.54,2.9
2/9/2007,1609.04,2.88
2/8/2007,1613.64,2.8
2/7/2007,1612.38,2.93
2/6/2007,1609.97,2.95
2/5/2007,1605.15,3.06
2/2/2007,1602.31,3.13
2/1/2007,1600.82,3.12
1/31/2007,1601.38,3.12
1/30/2007,1596.54,2.98
1/29/2007,1595.44,2.97
1/26/2007,1595.96,2.99
1/25/2007,1597.19,3.32
1/24/2007,1601.9,3.29
1/23/2007,1601.62,3.37
1/22/2007,1604.97,3.55
1/19/2007,1602.81,3.52
1/18/2007,1604.5,3.54
1/17/2007,1600.71,3.44
1/16/2007,1603.21,3.42
1/12/2007,1600.08,3.44
1/11/2007,1603.22,3.61
1/10/2007,1607.45,3.53
1/9/2007,1609.3,3.55
1/8/2007,1609.07,3.55
1/5/2007,1609.08,3.58
1/4/2007,1611.21,3.56
1/3/2007,1606.49,3.47
1/2/2007,1603.49,3.44
12/29/2006,1601.26,3.56
12/28/2006,1601.46,3.62
12/27/2006,1604.51,3.67
12/26/2006,1608.98,3.65
12/22/2006,1605.92,3.63
12/21/2006,1612.42,3.45
12/20/2006,1608,3.37
12/19/2006,1607.3,3.39
12/18/2006,1607.93,3.48
12/15/2006,1606.5,3.49
12/14/2006,1606.39,4.05
12/13/2006,1608.62,4.06
12/12/2006,1616.9,3.78
12/11/2006,1614.05,3.91
12/8/2006,1610.44,3.88
12/7/2006,1617.42,3.63
12/6/2006,1617.21,3.71
12/5/2006,1619.97,3.67
12/4/2006,1620.07,3.66
12/1/2006,1619.61,3.78
11/30/2006,1615.96,3.77
11/29/2006,1610,3.7
11/28/2006,1610.67,3.68
11/27/2006,1608.11,3.67
11/24/2006,1606.75,3.68
11/22/2006,1604.22,3.72
11/21/2006,1603.27,3.72
11/20/2006,1601.29,3.81
11/17/2006,1599.66,3.92
11/16/2006,1594.18,4.14
11/15/2006,1597.44,4.16
11/14/2006,1601.71,4.13
11/13/2006,1597.27,4.06
11/10/2006,1598.88,4.04
11/9/2006,1595.03,4
11/8/2006,1594.25,4.04
11/7/2006,1591.74,4.02
11/6/2006,1586.7,3.93
11/3/2006,1584.66,4
11/2/2006,1594.77,3.53
11/1/2006,1597.44,3.68
10/31/2006,1592.61,3.61
10/30/2006,1586.18,3.62
10/27/2006,1584.73,3.62
10/26/2006,1580.2,3.55
10/25/2006,1574.55,3.45
10/24/2006,1569.82,3.34
10/23/2006,1569.22,3.39
10/20/2006,1572.54,3.34
10/19/2006,1572.05,3.35
10/18/2006,1573.07,3.34
10/17/2006,1571.42,3.36
10/16/2006,1569.91,3.44
10/13/2006,1567.3,3.41
10/12/2006,1569,3.44
10/11/2006,1567.8,3.45
10/10/2006,1571.19,3.37
10/6/2006,1574.94,3.26
10/5/2006,1582.76,2.8
10/4/2006,1586.4,2.65
10/3/2006,1581.78,2.57
10/2/2006,1580.95,2.57
9/29/2006,1579.83,2.58
9/28/2006,1579.77,2.61
9/27/2006,1582.29,2.51
9/26/2006,1582.73,2.61
9/25/2006,1584.44,2.72
9/22/2006,1579.97,2.74
9/21/2006,1575.76,2.82
9/20/2006,1568.56,2.58
9/19/2006,1567.61,2.61
9/18/2006,1561.09,2.37
9/15/2006,1561.59,2.38
9/14/2006,1561.24,2.5
9/13/2006,1563.29,2.43
9/12/2006,1562.16,2.44
9/11/2006,1559,2.4
9/8/2006,1560.89,2.34
9/7/2006,1558.93,2.52
9/6/2006,1557.71,2.53
9/5/2006,1559.23,2.5
9/1/2006,1562.79,2.39
8/31/2006,1561.94,2.39
8/30/2006,1558.68,2.41
8/29/2006,1556.63,2.45
8/28/2006,1555.59,2.7
8/25/2006,1555.6,2.97
8/24/2006,1554.21,2.98
8/23/2006,1553.28,2.99
8/22/2006,1553.37,2.98
8/21/2006,1552.3,2.99
8/18/2006,1550.36,3
8/17/2006,1547.19,2.97
8/16/2006,1546.6,3.07
8/15/2006,1541.21,2.99
8/14/2006,1534.66,3.08
8/11/2006,1536.28,3.05
8/10/2006,1539.32,3.19
8/9/2006,1539.64,3.24
8/8/2006,1540.59,3.33
8/7/2006,1540.59,3.33
8/4/2006,1541.47,3.32
8/3/2006,1536.79,3.34
8/2/2006,1535.84,3.47
8/1/2006,1533.96,3.47
7/31/2006,1533.37,3.5
7/28/2006,1532.71,3.51
7/27/2006,1526.82,3.42
7/26/2006,1526.34,3.59
7/25/2006,1523.35,3.93
7/24/2006,1525.16,3.92
7/21/2006,1524.34,3.92
7/20/2006,1525.67,3.92
7/19/2006,1522.12,3.89
7/18/2006,1515.17,3.64
7/17/2006,1520.14,3.51
7/14/2006,1520.25,3.53
7/13/2006,1519.93,4.12
7/12/2006,1517.88,4.1
7/11/2006,1517.56,4.16
7/10/2006,1514.99,4.16
7/7/2006,1513.98,4.19
7/6/2006,1508.96,4.1
7/5/2006,1505.56,4.05
7/3/2006,1511.1,3.93
6/30/2006,1511.29,3.94
6/29/2006,1504.11,3.68
6/28/2006,1499.52,3.77
6/27/2006,1502.48,3.82
6/26/2006,1499.74,3.86
6/23/2006,1500.15,3.91
6/22/2006,1502.65,4
6/21/2006,1506.19,3.96
6/20/2006,1506.56,3.96
6/19/2006,1507.62,3.96
6/16/2006,1508.4,3.95
6/15/2006,1510.87,3.98
6/14/2006,1515.82,3.84
6/13/2006,1524.13,3.47
6/12/2006,1522.51,3.48
6/9/2006,1522.23,3.61
6/8/2006,1520.94,3.65
6/7/2006,1518.41,3.65
6/6/2006,1519.86,3.68
6/5/2006,1518.97,3.91
6/2/2006,1520.82,3.95
6/1/2006,1510.11,3.36
5/31/2006,1509.39,3.36
5/30/2006,1512.57,3.38
5/26/2006,1515.07,3.4
5/25/2006,1512.58,3.46
5/24/2006,1515.61,3.55
5/23/2006,1513.9,3.61
5/22/2006,1515.97,3.62
5/19/2006,1514.72,3.62
5/18/2006,1512.44,3.76
5/17/2006,1506.26,3.62
5/16/2006,1510.52,3.59
5/15/2006,1506.65,3.5
5/12/2006,1503.74,3.43
5/11/2006,1508.66,3.31
5/10/2006,1510.64,3.36
5/9/2006,1510.57,3.41
5/8/2006,1511.13,3.6
5/5/2006,1510.68,3.6
5/4/2006,1507.34,3.7
5/3/2006,1507.37,3.72
5/2/2006,1509.73,3.72
5/1/2006,1507.52,3.77
4/28/2006,1511.94,3.75
4/27/2006,1508.65,3.67
4/26/2006,1506.16,3.95
4/25/2006,1508.47,3.95
4/24/2006,1514.9,4.04
4/21/2006,1511.37,3.96
4/20/2006,1508.98,3.93
4/19/2006,1509.12,3.94
4/18/2006,1512.74,3.88
4/17/2006,1509.55,3.82
4/13/2006,1505.43,3.76
4/12/2006,1510.35,3.71
4/11/2006,1513.81,3.73
4/10/2006,1510.97,3.7
4/7/2006,1510.19,3.85
4/6/2006,1515.79,3.73
4/5/2006,1520.12,3.66
4/4/2006,1517.26,3.61
4/3/2006,1516.51,3.68
3/31/2006,1517.25,3.68
3/30/2006,1516.95,3.84
3/29/2006,1520.68,3.8
3/28/2006,1523.83,3.77
3/27/2006,1530.15,3.57
3/24/2006,1531.93,3.55
3/23/2006,1526.64,3.44
3/22/2006,1529.39,3.44
3/21/2006,1528.42,3.46
3/20/2006,1533.61,3.34
3/17/2006,1531.29,3.3
3/16/2006,1533.22,3.34
3/15/2006,1525.95,3.01
3/14/2006,1528.42,3.01
3/13/2006,1521.61,2.68
3/10/2006,1522.49,2.69
3/9/2006,1524.16,2.72
3/8/2006,1523.47,2.78
3/7/2006,1523.27,3.05
3/6/2006,1523.22,3.06
3/3/2006,1527.44,3
3/2/2006,1531.12,2.96
3/1/2006,1535.22,2.89
2/28/2006,1538.94,2.8
2/27/2006,1534.2,2.66
2/24/2006,1535.38,2.86
2/23/2006,1535.32,3.01
2/22/2006,1537.82,3.01
2/21/2006,1534.49,3.04
2/17/2006,1535.28,3.05
2/16/2006,1530.27,2.89
2/15/2006,1528.91,2.87
2/14/2006,1527.1,2.87
2/13/2006,1528.76,2.89
2/10/2006,1528.22,2.89
2/9/2006,1531.18,2.84
2/8/2006,1528.79,2.83
2/7/2006,1531.02,2.95
2/6/2006,1533.41,3.09
2/3/2006,1533.08,3.23
2/2/2006,1530.05,3.19
2/1/2006,1529.34,3.21
1/31/2006,1532.02,3.17
1/30/2006,1530.75,3.19
1/27/2006,1532.35,3.19
1/26/2006,1530.33,3.49
1/25/2006,1533.8,3.4
1/24/2006,1540.59,3.06
1/23/2006,1542.94,3.26
1/20/2006,1541.86,3.36
1/19/2006,1540,3.39
1/18/2006,1542.41,3.45
1/17/2006,1543.1,3.53
1/13/2006,1541.22,3.53
1/12/2006,1535.96,3.45
1/11/2006,1531.24,3.37
1/10/2006,1533.94,3.52
1/9/2006,1537.93,3.47
1/6/2006,1537.15,3.54
1/5/2006,1539.14,3.61
1/4/2006,1538.89,3.63
1/3/2006,1537.22,3.68
12/30/2005,1535.25,3.77
12/29/2005,1536.54,3.77
12/28/2005,1536.73,3.87
12/27/2005,1539.4,3.83
12/23/2005,1534.96,3.87
12/22/2005,1529.77,3.93
12/21/2005,1524.94,4.02
12/20/2005,1526.39,4.13
12/19/2005,1528.17,4.1
12/16/2005,1527.14,4.12
12/15/2005,1524.98,4.17
12/14/2005,1526.68,4.2
12/13/2005,1519.16,3.96
12/12/2005,1517.82,3.96
12/9/2005,1517.58,3.97
12/8/2005,1523.22,3.79
12/7/2005,1518.42,3.98
12/6/2005,1520.05,4.13
12/5/2005,1514.6,4.03
12/2/2005,1517.6,4.19
12/1/2005,1517.83,4.2
11/30/2005,1519.88,4.18
11/29/2005,1521.07,4.19
11/28/2005,1526.72,4.02
11/25/2005,1523.18,3.99
11/23/2005,1519.03,4.01
11/22/2005,1522.74,4.09
11/21/2005,1520.22,4.07
11/18/2005,1516.26,3.98
11/17/2005,1519.84,3.93
11/16/2005,1517.29,3.9
11/15/2005,1512.11,3.76
11/14/2005,1508.91,3.75
11/10/2005,1512.35,3.76
11/9/2005,1506.07,3.49
11/8/2005,1511.41,3.47
11/7/2005,1505.82,3.22
11/4/2005,1503.73,3.18
11/3/2005,1504.52,3.29
11/2/2005,1507.36,3.29
11/1/2005,1510.06,3.46
10/31/2005,1511,3.47
10/28/2005,1509.93,3.48
10/27/2005,1511.1,3.54
10/26/2005,1509.03,3.57
10/25/2005,1516.27,3.35
10/24/2005,1521.85,3.31
10/21/2005,1525.53,3.28
10/20/2005,1519.28,3.01
10/19/2005,1518.32,3
10/18/2005,1517.2,3.08
10/17/2005,1515.32,3.06
10/14/2005,1514.22,3.02
10/13/2005,1515.87,3.03
10/12/2005,1520.28,3.22
10/11/2005,1525.93,3.4
10/7/2005,1527.47,3.41
10/6/2005,1526.75,3.43
10/5/2005,1527.28,3.47
10/4/2005,1525.65,3.45
10/3/2005,1524.4,3.49
9/30/2005,1528.65,3.41
9/29/2005,1532.41,3.34
9/28/2005,1534.9,3.47
9/27/2005,1531.59,3.49
9/26/2005,1532.21,3.58
9/23/2005,1534.9,3.58
9/22/2005,1540.28,3.65
9/21/2005,1539.68,3.76
9/20/2005,1534.94,3.67
9/19/2005,1534.85,3.68
9/16/2005,1533.32,3.7
9/15/2005,1537.49,3.86
9/14/2005,1542.5,3.73
9/13/2005,1544.77,3.71
9/12/2005,1541.7,3.7
9/9/2005,1544.72,3.69
9/8/2005,1542.94,3.9
9/7/2005,1542.76,4.1
9/6/2005,1547.82,3.97
9/2/2005,1551.5,3.87
9/1/2005,1553.29,3.86
8/31/2005,1553.74,3.93
8/30/2005,1548.37,4.23
8/29/2005,1541.64,4.07
8/26/2005,1540.44,4.09
8/25/2005,1543.04,4.11
8/24/2005,1540.86,4.1
8/23/2005,1540.11,4.1
8/22/2005,1537.51,4.07
8/19/2005,1536.9,4.1
8/18/2005,1536.31,4.13
8/17/2005,1530.96,4.11
8/16/2005,1534.76,4.08
8/15/2005,1530.76,4.05
8/12/2005,1533.42,4.13
8/11/2005,1526.4,4.12
8/10/2005,1521.38,4.07
8/9/2005,1520.91,4.07
8/8/2005,1518.84,4.1
8/5/2005,1520.21,4.14
8/4/2005,1526.95,4.05
8/3/2005,1528.72,4.04
8/2/2005,1526.05,4.4
8/1/2005,1527.65,4.5
7/29/2005,1530.31,4.48
7/28/2005,1536.39,4.3
7/27/2005,1529.66,4.17
7/26/2005,1530.99,4.16
7/25/2005,1530.09,4.22
7/22/2005,1531.11,4.25
7/21/2005,1526.24,4.32
7/20/2005,1534.67,4.04
7/19/2005,1532.18,4.04
7/18/2005,1529.54,4.11
7/15/2005,1532.84,4.1
7/14/2005,1532.06,4.25
7/13/2005,1532.29,4.29
7/12/2005,1533.14,4.61
7/11/2005,1535.55,4.77
7/8/2005,1533.25,4.78
7/7/2005,1538.42,4.65
7/6/2005,1536.05,4.65
7/5/2005,1532.81,4.64
7/1/2005,1537.75,4.63
6/30/2005,1545.57,4.31
6/29/2005,1541.49,4.28
6/28/2005,1542.86,4.31
6/27/2005,1547.61,4.15
6/24/2005,1545.47,4.15
6/23/2005,1541.88,4.14
6/22/2005,1542.96,4.12
6/21/2005,1534.03,3.81
6/20/2005,1529.32,3.8
6/17/2005,1530.65,3.78
6/16/2005,1530.46,4.32
6/15/2005,1526.57,4.27
6/14/2005,1525.6,4.28
6/13/2005,1528.98,4.23
6/10/2005,1531.71,4.18
6/9/2005,1538.45,4.05
6/8/2005,1541.4,4.07
6/7/2005,1544.61,3.98
6/6/2005,1540.17,3.96
6/3/2005,1538.02,3.96
6/2/2005,1544.15,3.77
6/1/2005,1541.41,3.96
5/31/2005,1533,3.68
5/27/2005,1526.2,3.59
5/26/2005,1523.56,3.59
5/25/2005,1522.71,3.59
5/24/2005,1524.21,3.58
5/23/2005,1521.67,3.61
5/20/2005,1515.76,3.69
5/19/2005,1516.22,3.68
5/18/2005,1517.34,3.69
5/17/2005,1513.02,3.67
5/16/2005,1512.51,3.69
5/13/2005,1512.28,3.7
5/12/2005,1513.12,3.69
5/11/2005,1511.29,3.72
5/10/2005,1511.04,3.73
5/9/2005,1506.72,3.66
5/6/2005,1505.39,3.66
5/5/2005,1515.1,3.06
5/4/2005,1513.88,3.06
5/3/2005,1511.45,3.05
5/2/2005,1512.85,3.44
4/29/2005,1512.21,3.47
4/28/2005,1516.88,3.39
4/27/2005,1511.84,3.28
4/26/2005,1509.7,3.27
4/25/2005,1511.17,3.31
4/22/2005,1510.15,3.32
4/21/2005,1505.15,3.38
4/20/2005,1510.2,3.33
4/19/2005,1509.09,3.96
4/18/2005,1503.81,3.93
4/15/2005,1501.28,3.9
4/14/2005,1499.82,4.13
4/13/2005,1500.87,4.12
4/12/2005,1502.88,4.11
4/11/2005,1495.81,3.81
4/8/2005,1494.3,3.92
4/7/2005,1495.59,3.95
4/6/2005,1497.96,3.93
4/5/2005,1495.28,3.9
4/4/2005,1495.87,3.9
4/1/2005,1496.16,4.04
3/31/2005,1492.85,3.94
3/30/2005,1492.87,3.98
3/29/2005,1491.06,3.93
3/28/2005,1489.47,3.94
3/24/2005,1491.7,3.94
3/23/2005,1489.87,4.07
3/22/2005,1489.87,4.23
3/21/2005,1497.24,4.09
3/18/2005,1499.15,4.2
3/17/2005,1502.14,4.55
3/16/2005,1499.79,4.51
3/15/2005,1500.25,4.52
3/14/2005,1503.28,4.49
3/11/2005,1501.9,4.48
3/10/2005,1507.68,4.5
3/9/2005,1503.44,4.4
3/8/2005,1514.08,3.87
3/7/2005,1519.49,3.83
3/4/2005,1517.9,3.85
3/3/2005,1511.43,3.65
3/2/2005,1511.77,3.67
3/1/2005,1512.23,3.67
2/28/2005,1512.9,3.69
2/25/2005,1518.69,3.58
2/24/2005,1517.26,3.66
2/23/2005,1517.94,3.66
2/22/2005,1516.32,3.7
2/18/2005,1518.06,3.67
2/17/2005,1524.08,3.44
2/16/2005,1525.62,3.42
2/15/2005,1529.92,3.26
2/14/2005,1531.66,3.46
2/11/2005,1529.66,3.45
2/10/2005,1531.63,3.44
2/9/2005,1539.36,3.06
2/8/2005,1534.84,3.05
2/7/2005,1533.38,3.06
2/4/2005,1529.84,3.22
2/3/2005,1521.63,2.85
2/2/2005,1522.6,2.87
2/1/2005,1522.02,2.91
1/31/2005,1521.97,2.91
1/28/2005,1521.5,2.93
1/27/2005,1516.34,3.25
1/26/2005,1516.51,3.39
1/25/2005,1516.14,3.41
1/24/2005,1520.71,3.26
1/21/2005,1518.03,3.23
1/20/2005,1515.84,3.26
1/19/2005,1513.99,3.63
1/18/2005,1512.96,3.63
1/14/2005,1511.12,3.68
1/13/2005,1514.89,4.12
1/12/2005,1510.63,4.09
1/11/2005,1509.73,4.1
1/10/2005,1506.55,4.09
1/7/2005,1505.96,4.31
1/6/2005,1506.73,4.34
1/5/2005,1506.48,4.35
1/4/2005,1505.75,4.35
1/3/2005,1511.22,4.23
12/31/2004,1509.94,4.43
12/30/2004,1506.8,4.42
12/29/2004,1502.12,4.45
12/28/2004,1504.18,4.44
12/27/2004,1504.03,4.44
12/23/2004,1508.79,4.45
12/22/2004,1509.52,4.48
12/21/2004,1511.2,4.47
12/20/2004,1508.29,4.45
12/17/2004,1507.02,4.89
12/16/2004,1508.26,4.88
12/15/2004,1516.58,4.57
12/14/2004,1511.69,4.49
12/13/2004,1509.97,4.59
12/10/2004,1509.54,4.71
12/9/2004,1508.81,4.71
12/8/2004,1511.32,4.9
12/7/2004,1502.92,4.6
12/6/2004,1501.8,4.61
12/3/2004,1498.15,4.55
12/2/2004,1487.35,3.94
12/1/2004,1488.73,4
11/30/2004,1489.56,4
11/29/2004,1490.7,4
11/26/2004,1496.94,3.85
11/24/2004,1499.64,3.95
11/23/2004,1500.45,3.97
11/22/2004,1501.07,4.01
11/19/2004,1497.83,4.36
11/18/2004,1504.07,4.16
11/17/2004,1501.55,4.25
11/16/2004,1496.15,4.13
11/15/2004,1497.36,4.13
11/12/2004,1496.66,4.26
11/10/2004,1490.77,4.1
11/9/2004,1492.89,4.23
11/8/2004,1494,4.23
11/5/2004,1494.99,4.27
11/4/2004,1504.65,3.77
11/3/2004,1503.74,3.85
11/2/2004,1501.96,3.9
11/1/2004,1500.17,3.9
10/29/2004,1504.87,3.92
10/28/2004,1499.45,3.92
10/27/2004,1498.27,4.22
10/26/2004,1505.2,3.96
10/25/2004,1505.36,3.97
10/22/2004,1504.09,3.99
10/21/2004,1502.88,3.99
10/20/2004,1502.6,4.05
10/19/2004,1499.63,4.21
10/18/2004,1499.08,4.28
10/15/2004,1498.97,4.61
10/14/2004,1502.03,4.68
10/13/2004,1496.9,4.59
10/12/2004,1494.59,4.66
10/8/2004,1491.49,4.69
10/7/2004,1482.25,4.34
10/6/2004,1483.82,4.35
10/5/2004,1487.98,4.25
10/4/2004,1487.67,4.24
10/1/2004,1485.54,4.3
9/30/2004,1490.32,4.18
9/29/2004,1491.19,4.17
9/28/2004,1496.8,3.97
9/27/2004,1497.71,4
9/24/2004,1494.68,4.05
9/23/2004,1494.85,4.09
9/22/2004,1498.35,3.98
9/21/2004,1494.7,3.95
9/20/2004,1493.16,4.06
9/17/2004,1487.21,3.95
9/16/2004,1491.69,4.63
9/15/2004,1483.62,4.42
9/14/2004,1485.12,4.39
9/13/2004,1482.55,4.39
9/10/2004,1479.64,4.38
9/9/2004,1478.39,4.63
9/8/2004,1480.93,4.56
9/7/2004,1474.18,4.42
9/3/2004,1469.6,4.81
9/2/2004,1477.05,4.54
9/1/2004,1481.84,4.38
8/31/2004,1481.2,4.38
8/30/2004,1476.33,4.38
8/27/2004,1472.14,4.62
8/26/2004,1471.63,4.62
8/25/2004,1468.59,4.94
8/24/2004,1467,4.94
8/23/2004,1466.35,4.94
8/20/2004,1469.37,4.91
8/19/2004,1470.66,4.9
8/18/2004,1468.99,4.9
8/17/2004,1469.92,4.88
8/16/2004,1465.83,4.84
8/13/2004,1468.51,4.79
8/12/2004,1464.68,4.97
8/11/2004,1462.56,4.99
8/10/2004,1461.86,5.08
8/9/2004,1465.21,4.99
8/6/2004,1466.62,5.25
8/5/2004,1452.8,4.54
8/4/2004,1450.74,4.59
8/3/2004,1450.75,4.58
8/2/2004,1448.38,4.58
7/30/2004,1446.8,4.59
7/29/2004,1438.42,4.31
7/28/2004,1436.74,4.36
7/27/2004,1435.8,4.43
7/26/2004,1444.31,4.8
7/23/2004,1446.69,4.95
7/22/2004,1444.67,4.95
7/21/2004,1443.02,5.02
7/20/2004,1445.61,4.97
7/19/2004,1452.38,4.68
7/16/2004,1451.89,4.84
7/15/2004,1442.45,4.51
7/14/2004,1441.85,4.56
7/13/2004,1441.66,4.66
7/12/2004,1443.6,4.63
7/9/2004,1441.35,4.73
7/8/2004,1440.75,4.91
7/7/2004,1440.02,4.98
7/6/2004,1439.68,4.98
7/2/2004,1440.36,4.98
7/1/2004,1432.56,4.81
6/30/2004,1429.02,4.88
6/29/2004,1423.44,4.84
6/28/2004,1420.3,4.82
6/25/2004,1427.04,4.78
6/24/2004,1426.99,4.84
6/23/2004,1422.96,4.9
6/22/2004,1422.05,4.93
6/21/2004,1422.76,4.92
6/18/2004,1420.76,4.93
6/17/2004,1421.88,5.63
6/16/2004,1418.24,5.7
6/15/2004,1421.55,5.68
6/14/2004,1408.14,4.85
6/10/2004,1413.61,4.75
6/9/2004,1412.31,4.77
6/8/2004,1415.28,4.85
6/7/2004,1415.13,4.94
6/4/2004,1413.07,4.95
6/3/2004,1417.69,4.92
6/2/2004,1416.53,5.02
6/1/2004,1419,5.14
5/31/2004,1422.74,5.1
5/28/2004,1422.74,5.12
5/27/2004,1426.9,5.07
5/26/2004,1420.08,4.9
5/25/2004,1415.56,4.77
5/24/2004,1414.57,4.78
5/21/2004,1412.04,4.93
5/20/2004,1414.86,4.92
5/19/2004,1409.58,4.7
5/18/2004,1413.23,4.7
5/17/2004,1414.84,4.83
5/14/2004,1407.86,4.54
5/13/2004,1403.49,5.4
5/12/2004,1407.6,5.4
5/11/2004,1409.49,5.6
5/10/2004,1408.2,5.56
5/7/2004,1409.5,5.56
5/6/2004,1422,5.21
5/5/2004,1427.94,5.14
5/4/2004,1430.33,5.16
5/3/2004,1433.44,5.19
4/30/2004,1433.11,5.35
4/29/2004,1430.8,5.28
4/28/2004,1436.22,5.25
4/27/2004,1441.72,5.21
4/26/2004,1439.5,5.43
4/23/2004,1437.24,5.37
4/22/2004,1443.04,5.29
4/21/2004,1438.29,5.13
4/20/2004,1439.58,5.13
4/19/2004,1442.62,5.21
4/16/2004,1444.14,5.34
4/15/2004,1440.38,6.2
4/14/2004,1442.72,6.23
4/13/2004,1445.96,6.2
4/12/2004,1454.15,6.03
4/8/2004,1454.78,6.03
4/7/2004,1456.76,6.14
4/6/2004,1455.97,6.15
4/5/2004,1452.22,6.1
4/2/2004,1457.49,6.02
4/1/2004,1475.24,4.77
