Security,LUACTRUU Index,
Start Date,1/31/1973 0:00,
End Date,7/24/2025 0:00,
Period,D,
,,
Date,PX_LAST,VOLATILITY_30D
1/5/2017,2745.21,4.09
1/4/2017,2730.16,3.78
1/3/2017,2727.96,3.78
12/30/2016,2726.78,3.99
12/29/2016,2719.21,4.03
12/28/2016,2714.06,4.01
12/27/2016,2704.4,3.85
12/23/2016,2706.94,4.28
12/22/2016,2704.33,4.25
12/21/2016,2704.07,5.65
12/20/2016,2698.06,5.56
12/19/2016,2701.16,5.56
12/16/2016,2689.84,5.38
12/15/2016,2691.42,5.38
12/14/2016,2698.38,5.37
12/13/2016,2703.43,5.38
12/12/2016,2700.2,5.36
12/9/2016,2699.04,5.34
12/8/2016,2710.99,5.29
12/7/2016,2718.19,5.3
12/6/2016,2707.97,5.1
12/5/2016,2709.11,5.1
12/2/2016,2706.88,5.08
12/1/2016,2697.86,4.9
11/30/2016,2708.65,4.86
11/29/2016,2716.96,4.89
11/28/2016,2711.64,4.92
11/25/2016,2703.4,4.79
11/23/2016,2705.01,4.95
11/22/2016,2708.77,4.96
11/21/2016,2706.87,4.93
11/18/2016,2706.45,4.95
11/17/2016,2717.38,4.86
11/16/2016,2726.49,4.81
11/15/2016,2722.75,4.84
11/14/2016,2722.05,4.83
11/10/2016,2739.64,4.6
11/9/2016,2741.57,4.64
11/8/2016,2777.18,2.76
11/7/2016,2781.44,2.85
11/4/2016,2784.88,2.86
11/3/2016,2780.94,2.88
11/2/2016,2783.97,3.08
11/1/2016,2783.69,3.14
10/31/2016,2783.32,3.16
10/28/2016,2781.25,3.17
10/27/2016,2783.03,3.16
10/26/2016,2792.6,2.98
10/25/2016,2800.56,2.91
10/24/2016,2800.14,3.25
10/21/2016,2803.76,3.24
10/20/2016,2803.58,3.51
10/19/2016,2802.7,3.94
10/18/2016,2800.84,3.93
10/17/2016,2796.35,4.05
10/14/2016,2789.67,4.01
10/13/2016,2797.62,3.93
10/12/2016,2788.94,3.8
10/11/2016,2790.76,3.8
10/7/2016,2792.94,4.14
10/6/2016,2790.6,4.23
10/5/2016,2791.33,4.25
10/4/2016,2794.71,4.24
10/3/2016,2805.59,4.08
9/30/2016,2806.15,4.2
9/29/2016,2815.75,4.11
9/28/2016,2812.18,4.14
9/27/2016,2813.65,4.17
9/26/2016,2807.66,4.13
9/23/2016,2804.52,4.17
9/22/2016,2799.93,4.33
9/21/2016,2789.89,4.39
9/20/2016,2784.77,4.45
9/19/2016,2781.21,4.56
9/16/2016,2778.17,4.58
9/15/2016,2777.05,4.7
9/14/2016,2778.6,4.83
9/13/2016,2771.34,4.76
9/12/2016,2783.75,4.7
9/9/2016,2786.61,4.8
9/8/2016,2798.66,4.73
9/7/2016,2815.28,4.37
9/6/2016,2816.21,4.43
9/2/2016,2806.6,4.32
9/1/2016,2812.47,4.27
8/31/2016,2813.12,4.27
8/30/2016,2813.48,4.28
8/29/2016,2815.66,4.29
8/26/2016,2800.98,4.04
8/25/2016,2810.12,3.9
8/24/2016,2814.03,4.04
8/23/2016,2814.21,4.22
8/22/2016,2813.69,4.36
8/19/2016,2804.67,4.36
8/18/2016,2810.12,4.36
8/17/2016,2804.48,4.4
8/16/2016,2799.26,4.41
8/15/2016,2800.97,4.43
8/12/2016,2807.14,4.88
8/11/2016,2795.42,4.86
8/10/2016,2807.78,4.64
8/9/2016,2799.61,4.58
8/8/2016,2789.87,4.48
8/5/2016,2785.47,4.9
8/4/2016,2795.84,4.86
8/3/2016,2786.01,4.85
8/2/2016,2787.29,4.84
8/1/2016,2797.84,4.67
7/29/2016,2807.62,4.5
7/28/2016,2798.9,4.59
7/27/2016,2800.06,4.59
7/26/2016,2792.4,4.55
7/25/2016,2793.24,4.6
7/22/2016,2794.13,4.59
7/21/2016,2793.59,4.6
7/20/2016,2789.58,4.62
7/19/2016,2792.57,4.59
7/18/2016,2787.69,4.59
7/15/2016,2785.76,4.62
7/14/2016,2795.94,4.69
7/13/2016,2806.5,4.46
7/12/2016,2795.7,4.42
7/11/2016,2804,4.24
7/8/2016,2808.98,4.18
7/7/2016,2800.97,4.25
7/6/2016,2794.96,4.25
7/5/2016,2798.57,4.22
7/1/2016,2778.15,3.79
6/30/2016,2767.19,3.71
6/29/2016,2768.82,3.72
6/28/2016,2766.1,4.56
6/27/2016,2764.28,4.56
6/24/2016,2744.94,4.27
6/23/2016,2732.61,4.2
6/22/2016,2738,4.24
6/21/2016,2735.23,4.27
6/20/2016,2737.78,4.25
6/17/2016,2738.74,4.24
6/16/2016,2746.91,4.22
6/15/2016,2742.25,4.23
6/14/2016,2739.07,4.23
6/13/2016,2744.15,4.27
6/10/2016,2743.66,4.39
6/9/2016,2739.69,4.41
6/8/2016,2733.57,4.38
6/7/2016,2729.24,4.54
6/6/2016,2724.9,4.56
6/3/2016,2727.6,4.55
6/2/2016,2710.75,4.18
6/1/2016,2704.25,4.13
5/31/2016,2706.27,4.2
5/27/2016,2704.26,4.22
5/26/2016,2705.83,4.23
5/25/2016,2694.26,4.12
5/24/2016,2693.31,4.12
5/23/2016,2695.14,4.19
5/20/2016,2694.1,4.26
5/19/2016,2695.91,4.25
5/18/2016,2688.63,4.25
5/17/2016,2709.56,3.75
5/16/2016,2709.36,3.79
5/13/2016,2718.37,3.74
5/12/2016,2708.43,3.64
5/11/2016,2715.88,3.51
5/10/2016,2710.79,3.59
5/9/2016,2709.34,3.61
5/6/2016,2707.99,3.71
5/5/2016,2715.07,3.57
5/4/2016,2709.22,3.67
5/3/2016,2709.57,3.89
5/2/2016,2700.32,3.82
4/29/2016,2708.36,3.75
4/28/2016,2703.17,3.82
4/27/2016,2700.26,3.89
4/26/2016,2687.78,3.73
4/25/2016,2690.67,3.68
4/22/2016,2692.31,3.8
4/21/2016,2691.83,3.79
4/20/2016,2689.85,3.8
4/19/2016,2696.44,3.8
4/18/2016,2692.09,3.98
4/15/2016,2695.27,3.91
4/14/2016,2687.79,3.94
4/13/2016,2688.5,3.95
4/12/2016,2680.96,3.92
4/11/2016,2687.16,4.11
4/8/2016,2685.98,4.13
4/7/2016,2693.05,4.15
4/6/2016,2680.71,4.11
4/5/2016,2684.66,4.07
4/4/2016,2674.95,4.01
4/1/2016,2670.59,4.01
3/31/2016,2671.78,3.98
3/30/2016,2662.77,4.19
3/29/2016,2664.92,4.26
3/28/2016,2656.12,4.23
3/24/2016,2651.6,4.73
3/23/2016,2657.8,4.67
3/22/2016,2644.22,4.49
3/21/2016,2640.42,4.6
3/18/2016,2646.14,4.66
3/17/2016,2637.1,4.6
3/16/2016,2628.15,4.52
3/15/2016,2624.46,4.62
3/14/2016,2622.6,4.8
3/11/2016,2610.92,4.81
3/10/2016,2608.39,4.89
3/9/2016,2607.91,4.89
3/8/2016,2614.44,4.82
3/7/2016,2601.46,4.62
3/4/2016,2597.54,4.61
3/3/2016,2600.36,4.59
3/2/2016,2593.11,4.67
3/1/2016,2588.83,4.67
2/29/2016,2599.67,4.49
2/26/2016,2593.08,4.47
2/25/2016,2600.64,4.68
2/24/2016,2590.07,4.53
2/23/2016,2591.52,4.64
2/22/2016,2586.05,4.66
2/19/2016,2584.88,4.67
2/18/2016,2582.72,4.67
2/17/2016,2567.32,4.51
2/16/2016,2572.61,4.47
2/12/2016,2573.29,4.48
2/11/2016,2588.83,4.11
2/10/2016,2591.39,4.1
2/9/2016,2586.69,4.45
2/8/2016,2593.68,4.38
2/5/2016,2581.82,4.2
2/4/2016,2578.91,4.21
2/3/2016,2576.48,4.27
2/2/2016,2582.9,4.2
2/1/2016,2570.02,3.94
1/29/2016,2578.84,3.96
1/28/2016,2570.23,3.84
1/27/2016,2570.32,3.92
1/26/2016,2572.4,4.67
1/25/2016,2571.36,4.85
1/22/2016,2569.53,4.88
1/21/2016,2567.28,4.89
1/20/2016,2576.03,4.86
1/19/2016,2579.31,4.97
1/15/2016,2582.32,5.13
1/14/2016,2577.26,5.94
1/13/2016,2591.14,5.73
1/12/2016,2588.38,5.9
1/11/2016,2579.56,5.81
1/8/2016,2585.65,5.77
1/7/2016,2582.2,5.75
1/6/2016,2583.04,5.75
1/5/2016,2571.36,5.59
1/4/2016,2572.39,5.59
12/31/2015,2569.73,5.62
12/30/2015,2564.12,5.57
12/29/2015,2560.93,5.58
12/28/2015,2575.3,5.33
12/24/2015,2570.91,5.33
12/23/2015,2566.74,5.31
12/22/2015,2569.89,5.31
12/21/2015,2576.29,5.25
12/18/2015,2577.88,5.49
12/17/2015,2574.83,5.48
12/16/2015,2565.07,5.34
12/15/2015,2567.05,5.36
12/14/2015,2573.56,5.33
12/11/2015,2595.6,4.7
12/10/2015,2584.87,4.81
12/9/2015,2590.39,4.9
12/8/2015,2586.73,4.89
12/7/2015,2594.14,4.91
12/4/2015,2585.27,4.81
12/3/2015,2574.15,4.63
12/2/2015,2600.35,3.74
12/1/2015,2602.04,3.8
11/30/2015,2589.92,3.51
11/27/2015,2588.27,3.51
11/25/2015,2587.49,3.62
11/24/2015,2585.65,3.88
11/23/2015,2585.6,3.95
11/20/2015,2583.42,3.99
11/19/2015,2585.67,4.07
11/18/2015,2580.47,4.02
11/17/2015,2580.8,4.15
11/16/2015,2576.29,4.2
11/13/2015,2577.24,4.3
11/12/2015,2572.78,4.26
11/10/2015,2574.5,4.26
11/9/2015,2571.67,4.24
11/6/2015,2571.32,4.36
11/5/2015,2584.85,4.19
11/4/2015,2586.77,4.19
11/3/2015,2586.18,4.2
11/2/2015,2591.26,4.46
10/30/2015,2595.6,4.77
10/29/2015,2592.27,5.04
10/28/2015,2606.77,5.05
10/27/2015,2616.91,4.86
10/26/2015,2614.2,5.38
10/23/2015,2607.14,5.33
10/22/2015,2612.47,5.31
10/21/2015,2608.19,5.39
10/20/2015,2597.7,5.33
10/19/2015,2603.52,5.41
10/16/2015,2603.26,5.47
10/15/2015,2601.5,5.52
10/14/2015,2609.96,5.42
10/13/2015,2598.42,5.28
10/9/2015,2592.38,5.25
10/8/2015,2587.2,5.24
10/7/2015,2594.39,5.23
10/6/2015,2592.69,5.33
10/5/2015,2584.51,5.92
10/2/2015,2592.39,5.85
10/1/2015,2585.18,5.79
9/30/2015,2584.8,5.82
9/29/2015,2586.49,5.9
9/28/2015,2588.04,5.99
9/25/2015,2579.93,6
9/24/2015,2588.65,5.91
9/23/2015,2587.02,5.99
9/22/2015,2589.61,6.01
9/21/2015,2575.56,6.03
9/18/2015,2590.32,5.91
9/17/2015,2575.82,5.74
9/16/2015,2559.11,5.4
9/15/2015,2559.76,5.5
9/14/2015,2577.53,5.2
9/11/2015,2577.5,5.3
9/10/2015,2571.69,5.32
9/9/2015,2578.85,5.27
9/8/2015,2571.24,5.21
9/4/2015,2580.6,5.1
9/3/2015,2572.39,5.02
9/2/2015,2565.32,4.95
9/1/2015,2567.89,5.02
8/31/2015,2565.67,5.03
8/28/2015,2565.76,5.06
8/27/2015,2568.04,5.09
8/26/2015,2559.79,5.01
8/25/2015,2567.49,4.92
8/24/2015,2590.39,4.12
8/21/2015,2590.05,4.12
8/20/2015,2587.94,4.13
8/19/2015,2582.83,4.66
8/18/2015,2574.26,4.96
8/17/2015,2582.85,4.89
8/14/2015,2574.06,4.85
8/13/2015,2573.39,5.25
8/12/2015,2581.54,5.18
8/11/2015,2586.64,5.29
8/10/2015,2572.06,5.03
8/7/2015,2582.68,5.16
8/6/2015,2574.28,5.34
8/5/2015,2571.18,5.35
8/4/2015,2580.62,5.28
8/3/2015,2589.56,5.24
7/31/2015,2580.95,5.46
7/30/2015,2574.18,5.62
7/29/2015,2570.09,5.69
7/28/2015,2573.38,5.68
7/27/2015,2576.1,5.69
7/24/2015,2573.44,5.69
7/23/2015,2575.35,5.68
7/22/2015,2568.01,5.92
7/21/2015,2564.93,6.05
7/20/2015,2560.34,6.1
7/17/2015,2565.68,6.09
7/16/2015,2562.62,6.3
7/15/2015,2561.94,6.47
7/14/2015,2554.98,6.55
7/13/2015,2552.5,6.65
7/10/2015,2552.56,7
7/9/2015,2570.45,6.77
7/8/2015,2587.22,6.51
7/7/2015,2583.24,6.49
7/6/2015,2576.16,6.77
7/2/2015,2558.91,6.47
7/1/2015,2553.52,6.55
6/30/2015,2563.65,6.46
6/29/2015,2562.08,6.48
6/26/2015,2546.5,6.33
6/25/2015,2559.57,6.6
6/24/2015,2562.58,6.65
6/23/2015,2555.08,6.58
6/22/2015,2562.15,6.55
6/19/2015,2576.78,6.75
6/18/2015,2563.47,6.58
6/17/2015,2571.85,6.63
6/16/2015,2571.51,6.73
6/15/2015,2567.07,6.72
6/12/2015,2565.38,6.72
6/11/2015,2566.75,6.84
6/10/2015,2550.75,6.48
6/9/2015,2561.03,6.54
6/8/2015,2569.47,6.57
6/5/2015,2565.72,6.53
6/4/2015,2579.93,6.45
6/3/2015,2567.67,6.27
6/2/2015,2579.59,6.23
6/1/2015,2591.16,6.14
5/29/2015,2611.64,5.79
5/28/2015,2607.01,5.8
5/27/2015,2607.23,5.82
5/26/2015,2607.07,5.82
5/22/2015,2589.5,5.4
5/21/2015,2597.75,5.37
5/20/2015,2588.24,5.22
5/19/2015,2589.97,5.33
5/18/2015,2596.62,5.33
5/15/2015,2611.07,5.22
5/14/2015,2592.89,4.77
5/13/2015,2587.06,4.91
5/12/2015,2590.73,4.92
5/11/2015,2588.17,5.16
5/8/2015,2608.83,4.72
5/7/2015,2603.42,4.66
5/6/2015,2594.28,4.82
5/5/2015,2605.4,4.96
5/4/2015,2611.58,4.98
5/1/2015,2615.78,5.06
4/30/2015,2628.8,4.86
4/29/2015,2631.75,4.94
4/28/2015,2645.78,4.68
4/27/2015,2656.92,4.93
4/24/2015,2657.49,4.93
4/23/2015,2652.85,4.92
4/22/2015,2647.74,4.93
4/21/2015,2657.86,4.76
4/20/2015,2659.28,4.76
4/17/2015,2667.59,4.69
4/16/2015,2662.5,4.73
4/15/2015,2659.91,5.44
4/14/2015,2659.89,5.44
4/13/2015,2655.2,5.43
4/10/2015,2652.96,5.46
4/9/2015,2650.8,5.72
4/8/2015,2662.54,5.55
4/7/2015,2660.44,5.62
4/6/2015,2653.53,5.58
4/3/2015,2664.46,5.58
4/2/2015,2653.76,5.68
4/1/2015,2659.59,5.62
3/31/2015,2647.34,5.51
3/30/2015,2642.11,5.74
3/27/2015,2644.62,6.13
3/26/2015,2630.8,5.98
3/25/2015,2646.26,5.7
3/24/2015,2653.87,5.62
3/23/2015,2646.96,5.62
3/20/2015,2645.39,5.62
3/19/2015,2637.77,5.86
3/18/2015,2640.72,5.86
3/17/2015,2622.25,5.43
3/16/2015,2618.15,5.65
3/13/2015,2618.89,5.66
3/12/2015,2622.66,5.88
3/11/2015,2621.77,5.91
3/10/2015,2619.16,6.27
3/9/2015,2610.31,6.17
3/6/2015,2602.21,6.07
3/5/2015,2623.59,5.87
3/4/2015,2620.79,5.86
3/3/2015,2620.43,5.91
3/2/2015,2624.79,5.93
2/27/2015,2638.92,5.82
2/26/2015,2637.59,5.91
2/25/2015,2644.77,5.86
2/24/2015,2641.05,5.85
2/23/2015,2628.75,5.78
2/20/2015,2614.44,5.61
2/19/2015,2615.46,5.7
2/18/2015,2619.58,5.69
2/17/2015,2604.12,5.54
2/13/2015,2621.85,5.28
2/12/2015,2628.07,5.29
2/11/2015,2626.5,5.29
2/10/2015,2625.5,5.29
2/9/2015,2630.91,5.27
2/6/2015,2631.24,5.27
2/5/2015,2647.61,4.8
2/4/2015,2650.51,5.21
2/3/2015,2650.42,5.21
2/2/2015,2666.55,4.76
1/30/2015,2665.94,4.79
1/29/2015,2653.12,4.82
1/28/2015,2660.19,4.71
1/27/2015,2642.73,4.45
1/26/2015,2642.35,4.51
1/23/2015,2643.57,4.54
1/22/2015,2628.6,4.3
1/21/2015,2631.56,4.26
1/20/2015,2638.25,4.22
1/16/2015,2633.03,4.35
1/15/2015,2643.19,4.12
1/14/2015,2633.95,4.05
1/13/2015,2630.52,4.34
1/12/2015,2628.97,4.47
1/9/2015,2619.59,4.38
1/8/2015,2612,4.33
1/7/2015,2621.04,4.26
1/6/2015,2618.48,4.26
1/5/2015,2607.69,4.2
1/2/2015,2596.58,4.06
12/31/2014,2587.44,4.04
12/30/2014,2585.64,4.07
12/29/2014,2583.14,4.09
12/26/2014,2575.67,4.02
12/24/2014,2572.59,4.01
12/23/2014,2570.2,4
12/22/2014,2585.58,3.65
12/19/2014,2580.82,3.74
12/18/2014,2573.57,3.7
12/17/2014,2575.07,3.7
12/16/2014,2583.29,3.55
12/15/2014,2584,3.57
12/12/2014,2588.47,3.57
12/11/2014,2579.59,3.43
12/10/2014,2582.6,3.45
12/9/2014,2577.21,3.43
12/8/2014,2575.25,3.44
12/5/2014,2566.07,3.26
12/4/2014,2573.22,3.3
12/3/2014,2567.99,3.24
12/2/2014,2567.36,3.24
12/1/2014,2578.67,3.01
11/28/2014,2585.87,2.89
11/26/2014,2581.58,3.32
11/25/2014,2577.85,3.73
11/24/2014,2568.51,3.83
11/21/2014,2564.24,3.8
11/20/2014,2556.12,3.66
11/19/2014,2552.84,3.63
11/18/2014,2558.65,3.84
11/17/2014,2561.9,3.86
11/14/2014,2565.04,3.86
11/13/2014,2561.87,3.89
11/12/2014,2561.54,4.42
11/10/2014,2561.32,4.45
11/7/2014,2568.54,4.36
11/6/2014,2559.98,4.34
11/5/2014,2564.16,4.39
11/4/2014,2565.89,4.47
11/3/2014,2566.38,4.49
10/31/2014,2568.56,4.48
10/30/2014,2573.25,4.51
10/29/2014,2571.49,4.52
10/28/2014,2575.78,4.49
10/27/2014,2579.92,4.44
10/24/2014,2577.01,4.44
10/23/2014,2576.91,4.76
10/22/2014,2585.42,4.62
10/21/2014,2588.78,4.71
10/20/2014,2590,4.75
10/17/2014,2586.95,4.74
10/16/2014,2588.22,4.76
10/15/2014,2603.38,4.5
10/14/2014,2588.98,4.21
10/10/2014,2576.96,4.27
10/9/2014,2575.83,4.27
10/8/2014,2576.08,4.31
10/7/2014,2574.97,4.39
10/6/2014,2563.68,4.18
10/3/2014,2558.79,4.15
10/2/2014,2555.47,4.15
10/1/2014,2560.42,4.15
9/30/2014,2542.53,3.54
9/29/2014,2546.23,3.53
9/26/2014,2543.21,3.64
9/25/2014,2549.58,3.77
9/24/2014,2541.46,3.7
9/23/2014,2548.16,3.68
9/22/2014,2544.13,3.67
9/19/2014,2540.99,3.65
9/18/2014,2532.72,3.49
9/17/2014,2533.91,3.63
9/16/2014,2535.99,3.62
9/15/2014,2536.56,3.63
9/12/2014,2533.86,3.62
9/11/2014,2546.98,3.3
9/10/2014,2545.75,3.3
9/9/2014,2553.11,3.59
9/8/2014,2557.79,3.61
9/5/2014,2557.43,3.63
9/4/2014,2560.67,3.71
9/3/2014,2568.75,3.66
9/2/2014,2567.01,3.66
8/29/2014,2579.75,3.3
8/28/2014,2581.01,3.29
8/27/2014,2575.99,3.28
8/26/2014,2569.04,3.34
8/25/2014,2569.35,3.34
8/22/2014,2566.2,3.33
8/21/2014,2563.72,3.36
8/20/2014,2558.66,3.34
8/19/2014,2560.31,3.33
8/18/2014,2563.01,3.32
8/15/2014,2572.03,3.21
8/14/2014,2562.7,3.12
8/13/2014,2556.75,3.1
8/12/2014,2551.89,3.33
8/11/2014,2556.17,3.41
8/8/2014,2555.72,3.43
8/7/2014,2556.34,3.46
8/6/2014,2548.61,3.4
8/5/2014,2549.63,3.42
8/4/2014,2548.5,3.5
8/1/2014,2546.98,3.5
7/31/2014,2543.07,3.47
7/30/2014,2543.47,3.48
7/29/2014,2557.51,3.04
7/28/2014,2552.06,3.18
7/25/2014,2555.22,3.15
7/24/2014,2547.71,3.07
7/23/2014,2554.17,3.12
7/22/2014,2553.8,3.12
7/21/2014,2551.24,3.15
7/18/2014,2549.34,3.15
7/17/2014,2552,3.13
7/16/2014,2543.34,3
7/15/2014,2541.31,3
7/14/2014,2541.01,3.19
7/11/2014,2544.84,3.44
7/10/2014,2541.41,3.42
7/9/2014,2542.14,3.43
7/8/2014,2538.99,3.74
7/7/2014,2530.92,3.66
7/3/2014,2524.55,3.63
7/2/2014,2527.02,3.63
7/1/2014,2537.1,3.51
6/30/2014,2544.49,3.41
6/27/2014,2541.53,3.42
6/26/2014,2545.02,3.41
6/25/2014,2539.37,3.41
6/24/2014,2535.42,3.66
6/23/2014,2528.99,3.64
6/20/2014,2527.33,3.67
6/19/2014,2526.15,3.71
6/18/2014,2527.48,3.71
6/17/2014,2521.82,3.65
6/16/2014,2529.75,3.54
6/13/2014,2528.22,3.58
6/12/2014,2530.82,3.58
6/11/2014,2521.43,3.54
6/10/2014,2521.64,3.62
6/9/2014,2524.3,3.63
6/6/2014,2525.35,3.64
6/5/2014,2525.1,3.65
6/4/2014,2521.59,3.63
6/3/2014,2522.82,3.69
6/2/2014,2531.31,3.5
5/30/2014,2542.51,3.16
5/29/2014,2543.93,3.45
5/28/2014,2546.66,3.42
5/27/2014,2533.91,3.14
5/23/2014,2528.85,3.12
5/22/2014,2524.13,3.09
5/21/2014,2526.91,3.28
5/20/2014,2533.45,3.14
5/19/2014,2529.94,3.13
5/16/2014,2532.62,3.13
5/15/2014,2535.78,3.24
5/14/2014,2530.13,3.22
5/13/2014,2518.13,3.11
5/12/2014,2512.68,3.13
5/9/2014,2515.94,3.1
5/8/2014,2520.24,3.13
5/7/2014,2518.49,3.16
5/6/2014,2519.51,3.22
5/5/2014,2515.87,3.21
5/2/2014,2520,3.14
5/1/2014,2516.5,3.22
4/30/2014,2508.22,3.12
4/29/2014,2501.35,3.35
4/28/2014,2504.74,3.31
4/25/2014,2506.14,3.44
4/24/2014,2503.11,3.44
4/23/2014,2502.43,3.62
4/22/2014,2495.85,3.58
4/21/2014,2494.32,3.59
4/17/2014,2494.16,3.59
4/16/2014,2504.47,3.51
4/15/2014,2504.72,3.66
4/14/2014,2501.95,3.66
4/11/2014,2504.01,3.89
4/10/2014,2502.33,3.94
4/9/2014,2491.59,3.75
4/8/2014,2491.03,3.8
4/7/2014,2489.33,3.84
4/4/2014,2483.84,3.9
4/3/2014,2473.52,3.73
4/2/2014,2469.34,3.73
4/1/2014,2475.02,3.69
3/31/2014,2478.53,3.68
3/28/2014,2479.84,3.73
3/27/2014,2485.13,3.66
3/26/2014,2480.46,3.76
3/25/2014,2473.33,3.74
3/24/2014,2471.82,3.77
3/21/2014,2468.26,3.75
3/20/2014,2460.68,3.71
3/19/2014,2459.16,3.72
3/18/2014,2469.04,3.59
3/17/2014,2466.35,3.71
3/14/2014,2473.33,3.9
3/13/2014,2473.48,3.91
3/12/2014,2463.13,3.75
3/11/2014,2458.84,3.88
3/10/2014,2456.31,3.89
3/7/2014,2455.97,3.93
3/6/2014,2464.53,3.76
3/5/2014,2471.66,3.79
3/4/2014,2472.53,3.87
3/3/2014,2482.8,3.6
2/28/2014,2476.88,3.56
2/27/2014,2477.28,3.58
2/26/2014,2471.62,3.56
2/25/2014,2466.31,3.67
2/24/2014,2458.17,3.59
2/21/2014,2459.71,3.95
2/20/2014,2455.12,3.95
2/19/2014,2458.59,4.1
2/18/2014,2461.78,4.07
2/14/2014,2455.77,4.07
2/13/2014,2456.46,4.07
2/12/2014,2447.55,3.99
2/11/2014,2451.72,3.98
2/10/2014,2454.93,3.98
2/7/2014,2454.16,3.99
2/6/2014,2448.11,3.96
2/5/2014,2449.95,4.1
2/4/2014,2456.14,4.04
2/3/2014,2463.96,3.94
1/31/2014,2451.39,3.7
1/30/2014,2448.48,3.74
1/29/2014,2451.54,3.77
1/28/2014,2442.32,3.65
1/27/2014,2438.22,3.64
1/24/2014,2441.83,3.64
1/23/2014,2442.66,3.73
1/22/2014,2432.69,3.78
1/21/2014,2438.07,3.71
1/17/2014,2436.56,3.72
1/16/2014,2434.2,3.74
1/15/2014,2428.87,3.95
1/14/2014,2429.87,3.96
1/13/2014,2436.82,3.94
1/10/2014,2432.03,3.91
1/9/2014,2417.64,3.54
1/8/2014,2413.12,3.6
1/7/2014,2421.84,3.43
1/6/2014,2419.03,3.51
1/3/2014,2412.78,3.46
1/2/2014,2412.84,3.67
12/31/2013,2407.75,3.69
12/30/2013,2411.38,3.78
12/27/2013,2405.09,3.7
12/26/2013,2406.13,3.81
12/24/2013,2406.93,3.85
12/23/2013,2414.59,3.72
12/20/2013,2417.74,4.41
12/19/2013,2410.21,4.36
12/18/2013,2410.18,4.36
12/17/2013,2413.7,4.5
12/16/2013,2406.66,4.43
12/13/2013,2406.41,4.58
12/12/2013,2403.21,4.56
12/11/2013,2406.78,4.54
12/10/2013,2412.42,4.49
12/9/2013,2401.36,4.25
12/6/2013,2396.57,4.22
12/5/2013,2397.25,4.24
12/4/2013,2398.79,4.25
12/3/2013,2408.83,4.37
12/2/2013,2405.49,4.36
11/29/2013,2411.69,4.29
11/27/2013,2411.12,4.59
11/26/2013,2415.24,4.71
11/25/2013,2408.15,4.69
11/22/2013,2405.19,4.69
11/21/2013,2398.31,4.63
11/20/2013,2394.52,4.62
11/19/2013,2403.76,4.45
11/18/2013,2409.29,4.38
11/15/2013,2401.78,4.34
11/14/2013,2399.75,4.35
11/13/2013,2392.34,4.29
11/12/2013,2386.98,4.25
11/8/2013,2389.05,4.25
11/7/2013,2407.52,3.51
11/6/2013,2402.64,3.56
11/5/2013,2401.05,3.6
11/4/2013,2410.33,3.54
11/1/2013,2407.11,3.53
10/31/2013,2416.48,3.27
10/30/2013,2417.93,3.31
10/29/2013,2418.94,4.04
10/28/2013,2418.08,4.04
10/25/2013,2418.47,4.03
10/24/2013,2415.91,4.04
10/23/2013,2420.06,3.95
10/22/2013,2418.14,3.96
10/21/2013,2405.76,4.07
10/18/2013,2407.75,4.08
10/17/2013,2406.77,4.08
10/16/2013,2393.47,4.36
10/15/2013,2383.07,4.27
10/11/2013,2387.6,4.48
10/10/2013,2384.35,4.47
10/9/2013,2383.99,4.53
10/8/2013,2385.83,4.67
10/7/2013,2385.48,4.87
10/4/2013,2382.57,4.89
10/3/2013,2386.51,5.07
10/2/2013,2383.31,5.11
10/1/2013,2379.11,5.19
9/30/2013,2381.27,5.23
9/27/2013,2383.8,5.34
9/26/2013,2382.2,5.56
9/25/2013,2387.79,5.65
9/24/2013,2382.97,5.63
9/23/2013,2373.3,5.8
9/20/2013,2371.25,5.81
9/19/2013,2366.84,5.78
9/18/2013,2370.23,5.78
9/17/2013,2350.03,5.16
9/16/2013,2346.06,5.12
9/13/2013,2342.89,5.13
9/12/2013,2342.41,5.59
9/11/2013,2340.82,5.93
9/10/2013,2335.37,5.87
9/9/2013,2344.91,5.78
9/6/2013,2337.82,5.68
9/5/2013,2334.88,5.76
9/4/2013,2348.97,5.54
9/3/2013,2353.96,5.61
8/30/2013,2364.84,5.47
8/29/2013,2363.03,5.48
8/28/2013,2356.62,5.6
8/27/2013,2364.91,5.54
8/26/2013,2353.23,5.36
8/23/2013,2348.48,5.36
8/22/2013,2335.45,5.17
8/21/2013,2339.21,5.17
8/20/2013,2345.13,5.61
8/19/2013,2337.42,5.52
8/16/2013,2344.93,5.5
8/15/2013,2355.75,5.56
8/14/2013,2365.09,6.4
8/13/2013,2364.43,6.42
8/12/2013,2378.73,6.18
8/9/2013,2382.65,6.16
8/8/2013,2382.83,6.18
8/7/2013,2380.19,6.27
8/6/2013,2375.51,6.37
8/5/2013,2375.54,6.5
8/2/2013,2381.17,6.54
8/1/2013,2364.8,6.36
7/31/2013,2381.57,6.72
7/30/2013,2380.32,7.15
7/29/2013,2381.72,7.15
7/26/2013,2385.72,7.17
7/25/2013,2378.26,7.2
7/24/2013,2383.4,7.25
7/23/2013,2392.5,7.19
7/22/2013,2395.48,7.19
7/19/2013,2392.55,7.2
7/18/2013,2381.85,7.18
7/17/2013,2386.25,7.17
7/16/2013,2380.39,7.11
7/15/2013,2375.69,7.08
