Security,USOSFRC BGN Curncy
Start Date,1/1/2007 0:00
End Date,7/25/2025 0:00
Period,D
Currency,USD
Pricing Source,BGN
,
Date,PX_LAST
9/5/2013,0.1385
9/4/2013,0.1383
9/3/2013,0.1392
9/2/2013,0.1367
8/30/2013,0.1367
8/29/2013,0.1372
8/28/2013,0.1407
8/27/2013,0.1422
8/26/2013,0.1447
8/23/2013,0.1432
8/22/2013,0.1462
8/21/2013,0.1447
8/20/2013,0.1412
8/19/2013,0.1407
8/16/2013,0.1411
8/15/2013,0.1418
8/14/2013,0.1392
8/13/2013,0.1396
8/12/2013,0.138
8/9/2013,0.14
8/8/2013,0.1398
8/7/2013,0.1402
8/6/2013,0.1402
8/5/2013,0.1412
8/2/2013,0.1387
8/1/2013,0.1452
7/31/2013,0.1443
7/30/2013,0.1442
7/29/2013,0.1427
7/26/2013,0.14395
7/25/2013,0.1422
7/24/2013,0.1472
7/23/2013,0.1452
7/22/2013,0.1464
7/19/2013,0.1427
7/18/2013,0.1462
7/17/2013,0.1459
7/16/2013,0.14645
7/15/2013,0.1487
7/12/2013,0.1491
7/11/2013,0.1487
7/10/2013,0.1522
7/9/2013,0.1523
7/8/2013,0.151
7/5/2013,0.1522
7/4/2013,0.1502
7/3/2013,0.1512
7/2/2013,0.1482
7/1/2013,0.1506
6/28/2013,0.1552
6/27/2013,0.1582
6/26/2013,0.1602
6/25/2013,0.1642
6/24/2013,0.1672
6/21/2013,0.1612
6/20/2013,0.1587
6/19/2013,0.1532
6/18/2013,0.1519
6/17/2013,0.1492
6/14/2013,0.1449
6/13/2013,0.1452
6/12/2013,0.1495
6/11/2013,0.1462
6/10/2013,0.14645
6/7/2013,0.1494
6/6/2013,0.1488
6/5/2013,0.1492
6/4/2013,0.1483
6/3/2013,0.1482
5/31/2013,0.1514
5/30/2013,0.1464
5/29/2013,0.1512
5/28/2013,0.1552
5/27/2013,0.1502
5/24/2013,0.1512
5/23/2013,0.1522
5/22/2013,0.1532
5/21/2013,0.1521
5/20/2013,0.1522
5/17/2013,0.1612
5/16/2013,0.1602
5/15/2013,0.1642
5/14/2013,0.1632
5/13/2013,0.1622
5/10/2013,0.1637
5/9/2013,0.1632
5/8/2013,0.1627
5/7/2013,0.1627
5/6/2013,0.1627
5/3/2013,0.1647
5/2/2013,0.1662
5/1/2013,0.1633
4/30/2013,0.1627
4/29/2013,0.1622
4/26/2013,0.1687
4/25/2013,0.1712
4/24/2013,0.1737
4/23/2013,0.1735
4/22/2013,0.1702
4/19/2013,0.1742
4/18/2013,0.1727
4/17/2013,0.1729
4/16/2013,0.1722
4/15/2013,0.1707
4/12/2013,0.1702
4/11/2013,0.1722
4/10/2013,0.1712
4/9/2013,0.1718
4/8/2013,0.1712
4/5/2013,0.1722
4/4/2013,0.1722
4/3/2013,0.1752
4/2/2013,0.1783
4/1/2013,0.1776
3/29/2013,0.1802
3/28/2013,0.1802
3/27/2013,0.1807
3/26/2013,0.1812
3/25/2013,0.1847
3/22/2013,0.1822
3/21/2013,0.1822
3/20/2013,0.1817
3/19/2013,0.1832
3/18/2013,0.1782
3/15/2013,0.1784
3/14/2013,0.1762
3/13/2013,0.1783
3/12/2013,0.1762
3/11/2013,0.1809
3/8/2013,0.1822
3/7/2013,0.1812
3/6/2013,0.1822
3/5/2013,0.1782
3/4/2013,0.1782
3/1/2013,0.1782
2/28/2013,0.1772
2/27/2013,0.1806
2/26/2013,0.1811
2/25/2013,0.1811
2/22/2013,0.1832
2/21/2013,0.184
2/20/2013,0.1838
2/19/2013,0.1847
2/18/2013,0.1842
2/15/2013,0.1832
2/14/2013,0.1787
2/13/2013,0.1807
2/12/2013,0.1807
2/11/2013,0.1767
2/8/2013,0.1747
2/7/2013,0.1747
2/6/2013,0.1707
2/5/2013,0.1692
2/4/2013,0.1727
2/1/2013,0.1702
1/31/2013,0.1712
1/30/2013,0.1712
1/29/2013,0.1717
1/28/2013,0.1757
1/25/2013,0.1772
1/24/2013,0.1722
1/23/2013,0.1682
1/22/2013,0.1662
1/21/2013,0.1792
1/18/2013,0.1737
1/17/2013,0.1812
1/16/2013,0.1797
1/15/2013,0.1802
1/14/2013,0.1772
1/11/2013,0.1747
1/10/2013,0.1742
1/9/2013,0.1797
1/8/2013,0.1837
1/7/2013,0.1837
1/4/2013,0.1857
1/3/2013,0.1857
1/2/2013,0.1872
1/1/2013,0.1872
12/31/2012,0.1872
12/28/2012,0.1912
12/27/2012,0.1932
12/26/2012,0.1927
12/25/2012,0.1952
12/24/2012,0.1942
12/21/2012,0.1947
12/20/2012,0.1917
12/19/2012,0.1972
12/18/2012,0.1972
12/17/2012,0.1822
12/14/2012,0.1807
12/13/2012,0.1817
12/12/2012,0.1837
12/11/2012,0.1837
12/10/2012,0.1842
12/7/2012,0.1839
12/6/2012,0.1852
12/5/2012,0.1887
12/4/2012,0.1832
12/3/2012,0.1877
11/30/2012,0.1882
11/29/2012,0.1877
11/28/2012,0.1897
11/27/2012,0.1887
11/26/2012,0.1897
11/23/2012,0.1867
11/22/2012,0.1882
11/21/2012,0.1867
11/20/2012,0.1857
11/19/2012,0.1842
11/16/2012,0.1887
11/15/2012,0.1897
11/14/2012,0.1867
11/13/2012,0.1867
11/12/2012,0.1887
11/9/2012,0.1862
11/8/2012,0.1837
11/7/2012,0.1892
11/6/2012,0.1937
11/5/2012,0.1917
11/2/2012,0.1927
11/1/2012,0.1962
10/31/2012,0.1922
10/30/2012,0.1927
10/29/2012,0.1932
10/26/2012,0.1917
10/25/2012,0.1982
10/24/2012,0.1882
10/23/2012,0.1827
10/22/2012,0.1827
10/19/2012,0.1807
10/18/2012,0.1857
10/17/2012,0.1867
10/16/2012,0.1857
10/15/2012,0.1817
10/12/2012,0.1797
10/11/2012,0.1782
10/10/2012,0.1807
10/9/2012,0.1807
10/8/2012,0.1822
10/5/2012,0.1807
10/4/2012,0.1797
10/3/2012,0.1777
10/2/2012,0.1777
10/1/2012,0.1787
9/28/2012,0.1767
9/27/2012,0.1797
9/26/2012,0.1822
9/25/2012,0.1797
9/24/2012,0.1777
9/21/2012,0.1777
9/20/2012,0.1797
9/19/2012,0.1847
9/18/2012,0.1802
9/17/2012,0.1757
9/14/2012,0.1767
9/13/2012,0.1687
9/12/2012,0.16895
9/11/2012,0.1665
9/10/2012,0.1687
9/7/2012,0.1712
9/6/2012,0.1727
9/5/2012,0.1667
9/4/2012,0.1627
9/3/2012,0.1672
8/31/2012,0.1647
8/30/2012,0.1707
8/29/2012,0.1712
8/28/2012,0.1752
8/27/2012,0.1737
8/24/2012,0.1727
8/23/2012,0.1767
8/22/2012,0.1797
8/21/2012,0.1832
8/20/2012,0.1817
8/17/2012,0.1827
8/16/2012,0.1817
8/15/2012,0.1827
8/14/2012,0.1797
8/13/2012,0.1832
8/10/2012,0.1842
8/9/2012,0.1852
8/8/2012,0.1862
8/7/2012,0.1817
8/6/2012,0.1827
8/3/2012,0.1847
8/2/2012,0.1792
8/1/2012,0.1862
7/31/2012,0.1767
7/30/2012,0.1742
7/27/2012,0.1852
7/26/2012,0.1872
7/25/2012,0.1827
7/24/2012,0.1837
7/23/2012,0.1832
7/20/2012,0.1837
7/19/2012,0.1817
7/18/2012,0.1852
7/17/2012,0.1952
7/16/2012,0.1927
7/13/2012,0.1872
7/12/2012,0.2007
7/11/2012,0.2027
7/10/2012,0.2067
7/9/2012,0.2072
7/6/2012,0.2067
7/5/2012,0.2157
7/4/2012,0.2192
7/3/2012,0.2192
7/2/2012,0.2157
6/29/2012,0.2172
6/28/2012,0.2177
6/27/2012,0.2172
6/26/2012,0.2182
6/25/2012,0.2162
6/22/2012,0.2177
6/21/2012,0.2152
6/20/2012,0.2117
6/19/2012,0.2077
6/18/2012,0.2012
6/15/2012,0.2022
6/14/2012,0.2107
6/13/2012,0.2117
6/12/2012,0.2127
6/11/2012,0.2097
6/8/2012,0.2002
6/7/2012,0.1987
6/6/2012,0.1997
6/5/2012,0.2002
6/4/2012,0.1977
6/1/2012,0.1977
5/31/2012,0.2022
5/30/2012,0.2017
5/29/2012,0.2037
5/28/2012,0.2022
5/25/2012,0.2042
5/24/2012,0.1992
5/23/2012,0.1987
5/22/2012,0.2012
5/21/2012,0.2047
5/18/2012,0.2067
5/17/2012,0.2082
5/16/2012,0.2022
5/15/2012,0.1987
5/14/2012,0.1972
5/11/2012,0.1932
5/10/2012,0.1892
5/9/2012,0.1887
5/8/2012,0.1902
5/7/2012,0.1857
5/4/2012,0.1842
5/3/2012,0.1842
5/2/2012,0.1822
5/1/2012,0.1822
4/30/2012,0.1772
4/27/2012,0.1762
4/26/2012,0.1787
4/25/2012,0.1767
4/24/2012,0.1762
4/23/2012,0.1717
4/20/2012,0.1767
4/19/2012,0.1787
4/18/2012,0.1817
4/17/2012,0.1817
4/16/2012,0.1817
4/13/2012,0.1827
4/12/2012,0.1832
4/11/2012,0.1832
4/10/2012,0.1837
4/9/2012,0.1832
4/6/2012,0.1832
4/5/2012,0.1837
4/4/2012,0.1822
4/3/2012,0.1802
4/2/2012,0.1722
3/30/2012,0.1677
3/29/2012,0.1712
3/28/2012,0.1707
3/27/2012,0.1707
3/26/2012,0.1742
3/23/2012,0.1762
3/22/2012,0.1757
3/21/2012,0.1787
3/20/2012,0.1877
3/19/2012,0.1777
3/16/2012,0.1737
3/15/2012,0.1747
3/14/2012,0.1727
3/13/2012,0.1687
3/12/2012,0.1652
3/9/2012,0.1617
3/8/2012,0.1592
3/7/2012,0.1562
3/6/2012,0.1527
3/5/2012,0.1527
3/2/2012,0.1517
3/1/2012,0.1537
2/29/2012,0.1577
2/28/2012,0.1567
2/27/2012,0.1592
2/24/2012,0.1562
2/23/2012,0.1577
2/22/2012,0.1537
2/21/2012,0.1502
2/20/2012,0.1552
2/17/2012,0.1527
2/16/2012,0.1637
2/15/2012,0.1627
2/14/2012,0.1697
2/13/2012,0.1727
2/10/2012,0.1702
2/9/2012,0.1617
2/8/2012,0.1537
2/7/2012,0.1517
2/6/2012,0.1527
2/3/2012,0.1517
2/2/2012,0.1487
2/1/2012,0.1447
1/31/2012,0.1357
1/30/2012,0.1327
1/27/2012,0.1307
1/26/2012,0.1292
1/25/2012,0.1327
1/24/2012,0.1317
1/23/2012,0.1292
1/20/2012,0.1317
1/19/2012,0.1277
1/18/2012,0.1297
1/17/2012,0.1252
1/16/2012,0.1227
1/13/2012,0.1237
1/12/2012,0.1242
1/11/2012,0.1207
1/10/2012,0.12145
1/9/2012,0.1207
1/6/2012,0.1212
1/5/2012,0.1192
1/4/2012,0.1217
1/3/2012,0.1237
1/2/2012,0.1272
12/30/2011,0.1242
12/29/2011,0.1272
12/28/2011,0.1267
12/27/2011,0.1262
12/26/2011,0.1262
12/23/2011,0.1272
12/22/2011,0.1267
12/21/2011,0.1247
12/20/2011,0.1277
12/19/2011,0.1292
12/16/2011,0.1257
12/15/2011,0.1277
12/14/2011,0.12895
12/13/2011,0.1287
12/12/2011,0.1302
12/9/2011,0.1307
12/8/2011,0.1322
12/7/2011,0.1297
12/6/2011,0.1352
12/5/2011,0.1377
12/2/2011,0.1372
12/1/2011,0.1377
11/30/2011,0.1457
11/29/2011,0.1452
11/28/2011,0.1477
11/25/2011,0.1542
11/24/2011,0.1442
11/23/2011,0.1427
11/22/2011,0.1402
11/21/2011,0.1417
11/18/2011,0.1392
11/17/2011,0.1417
11/16/2011,0.1302
11/15/2011,0.1267
11/14/2011,0.1277
11/11/2011,0.1272
11/10/2011,0.1257
11/9/2011,0.1252
11/8/2011,0.1277
11/7/2011,0.1277
11/4/2011,0.1277
11/3/2011,0.1267
11/2/2011,0.1257
11/1/2011,0.1262
10/31/2011,0.1237
10/28/2011,0.1257
10/27/2011,0.1277
10/26/2011,0.1232
10/25/2011,0.1217
10/24/2011,0.1207
10/21/2011,0.1252
10/20/2011,0.1227
10/19/2011,0.1227
10/18/2011,0.1207
10/17/2011,0.1217
10/14/2011,0.1227
10/13/2011,0.1227
10/12/2011,0.1227
10/11/2011,0.1247
10/10/2011,0.1282
10/7/2011,0.1297
10/6/2011,0.1287
10/5/2011,0.1292
10/4/2011,0.1287
10/3/2011,0.1317
9/30/2011,0.1292
9/29/2011,0.1267
9/28/2011,0.1292
9/27/2011,0.1307
9/26/2011,0.1287
9/23/2011,0.1292
9/22/2011,0.1282
9/21/2011,0.1307
9/20/2011,0.1097
9/19/2011,0.1057
9/16/2011,0.1082
9/15/2011,0.1087
9/14/2011,0.1132
9/13/2011,0.1182
9/12/2011,0.1247
9/9/2011,0.1192
9/8/2011,0.1192
9/7/2011,0.1267
9/6/2011,0.1262
9/5/2011,0.1272
9/2/2011,0.1277
9/1/2011,0.1287
8/31/2011,0.1287
8/30/2011,0.1262
8/29/2011,0.1217
8/26/2011,0.1187
8/25/2011,0.1237
8/24/2011,0.1272
8/23/2011,0.1277
8/22/2011,0.1272
8/19/2011,0.1292
8/18/2011,0.1247
8/17/2011,0.1357
8/16/2011,0.1357
8/15/2011,0.1372
8/12/2011,0.1407
8/11/2011,0.1327
8/10/2011,0.1267
8/9/2011,0.1252
8/8/2011,0.1267
8/5/2011,0.1282
8/4/2011,0.1177
8/3/2011,0.1467
8/2/2011,0.1537
8/1/2011,0.1717
7/29/2011,0.1667
7/28/2011,0.1617
7/27/2011,0.1582
7/26/2011,0.1482
7/25/2011,0.1417
7/22/2011,0.1427
7/21/2011,0.1467
7/20/2011,0.1437
7/19/2011,0.1447
7/18/2011,0.1327
7/15/2011,0.1347
7/14/2011,0.1347
7/13/2011,0.1397
7/12/2011,0.1487
7/11/2011,0.1457
7/8/2011,0.1477
7/7/2011,0.1517
7/6/2011,0.1517
7/5/2011,0.1577
7/4/2011,0.1592
7/1/2011,0.1607
6/30/2011,0.1602
6/29/2011,0.1597
6/28/2011,0.1602
6/27/2011,0.1537
6/24/2011,0.1527
6/23/2011,0.1537
6/22/2011,0.1577
6/21/2011,0.1612
6/20/2011,0.1587
6/17/2011,0.1627
6/16/2011,0.1612
6/15/2011,0.1567
6/14/2011,0.1537
6/13/2011,0.1557
6/10/2011,0.1517
6/9/2011,0.1527
6/8/2011,0.1522
6/7/2011,0.1522
6/6/2011,0.1507
6/3/2011,0.1497
6/2/2011,0.1492
6/1/2011,0.1502
5/31/2011,0.1477
5/30/2011,0.1462
5/27/2011,0.1522
5/26/2011,0.1462
5/25/2011,0.1552
5/24/2011,0.1487
5/23/2011,0.1437
5/20/2011,0.1422
5/19/2011,0.1422
5/18/2011,0.1462
5/17/2011,0.1387
5/16/2011,0.1407
5/13/2011,0.1407
5/12/2011,0.14095
5/11/2011,0.1402
5/10/2011,0.1397
5/9/2011,0.1422
5/6/2011,0.1472
5/5/2011,0.1422
5/4/2011,0.1412
5/3/2011,0.1472
5/2/2011,0.1492
4/29/2011,0.1572
4/28/2011,0.1597
4/27/2011,0.1587
4/26/2011,0.1592
4/25/2011,0.1622
4/22/2011,0.1642
4/21/2011,0.1632
4/20/2011,0.1582
4/19/2011,0.1572
4/18/2011,0.1577
4/15/2011,0.1522
4/14/2011,0.1507
4/13/2011,0.1512
4/12/2011,0.1567
4/11/2011,0.1637
4/8/2011,0.1592
4/7/2011,0.1637
4/6/2011,0.1562
4/5/2011,0.1652
4/4/2011,0.1597
4/1/2011,0.1632
3/31/2011,0.1717
3/30/2011,0.16995
3/29/2011,0.1717
3/28/2011,0.1797
3/25/2011,0.1797
3/24/2011,0.1847
3/23/2011,0.1897
3/22/2011,0.1867
3/21/2011,0.1842
3/18/2011,0.1812
3/17/2011,0.1797
3/16/2011,0.1787
3/15/2011,0.1777
3/14/2011,0.1777
3/11/2011,0.1767
3/10/2011,0.1767
3/9/2011,0.1797
3/8/2011,0.1797
3/7/2011,0.1827
3/4/2011,0.1837
3/3/2011,0.1837
3/2/2011,0.1837
3/1/2011,0.1837
2/28/2011,0.1827
2/25/2011,0.1857
2/24/2011,0.1817
2/23/2011,0.1827
2/22/2011,0.1827
2/21/2011,0.1862
2/18/2011,0.1847
2/17/2011,0.1867
2/16/2011,0.1887
2/15/2011,0.1927
2/14/2011,0.1937
2/11/2011,0.1917
2/10/2011,0.1977
2/9/2011,0.2007
2/8/2011,0.2007
2/7/2011,0.20295
2/4/2011,0.2017
2/3/2011,0.20145
2/2/2011,0.1997
2/1/2011,0.2017
1/31/2011,0.1987
1/28/2011,0.1957
1/27/2011,0.1997
1/26/2011,0.2047
1/25/2011,0.2037
1/24/2011,0.2027
1/21/2011,0.20295
1/20/2011,0.2057
1/19/2011,0.2057
1/18/2011,0.2077
1/17/2011,0.20795
1/14/2011,0.2067
1/13/2011,0.2097
1/12/2011,0.2127
1/11/2011,0.2127
1/10/2011,0.2157
1/7/2011,0.2187
1/6/2011,0.22245
1/5/2011,0.2197
1/4/2011,0.2212
1/3/2011,0.2227
12/31/2010,0.2232
12/30/2010,0.2237
12/29/2010,0.2012
12/28/2010,0.2227
12/27/2010,0.2252
12/24/2010,0.2202
12/23/2010,0.2222
12/22/2010,0.2232
12/21/2010,0.2257
12/20/2010,0.2202
12/17/2010,0.2192
12/16/2010,0.2202
12/15/2010,0.2207
12/14/2010,0.2202
12/13/2010,0.2142
12/10/2010,0.2162
12/9/2010,0.2162
12/8/2010,0.2197
12/7/2010,0.2202
12/6/2010,0.2197
12/3/2010,0.2272
12/2/2010,0.2362
12/1/2010,0.2352
11/30/2010,0.2352
11/29/2010,0.2282
11/26/2010,0.2347
11/25/2010,0.2312
11/24/2010,0.2237
11/23/2010,0.2257
11/22/2010,0.22495
11/19/2010,0.2217
11/18/2010,0.2202
11/17/2010,0.2207
11/16/2010,0.2212
11/15/2010,0.2197
11/12/2010,0.2192
11/11/2010,0.2172
11/10/2010,0.2142
11/9/2010,0.2147
11/8/2010,0.2212
11/5/2010,0.22445
11/4/2010,0.21645
11/3/2010,0.22195
11/2/2010,0.21495
11/1/2010,0.2147
10/29/2010,0.21545
10/28/2010,0.21545
10/27/2010,0.2207
10/26/2010,0.2142
10/25/2010,0.20995
10/22/2010,0.2157
10/21/2010,0.2092
10/20/2010,0.2112
10/19/2010,0.2127
10/18/2010,0.2132
10/15/2010,0.2127
10/14/2010,0.20995
10/13/2010,0.2072
10/12/2010,0.21545
10/11/2010,0.2102
10/8/2010,0.2112
10/7/2010,0.21395
10/6/2010,0.2177
10/5/2010,0.21945
10/4/2010,0.2242
10/1/2010,0.22595
9/30/2010,0.2227
9/29/2010,0.2217
9/28/2010,0.22395
9/27/2010,0.22845
9/24/2010,0.2297
9/23/2010,0.2282
9/22/2010,0.2282
9/21/2010,0.2282
9/20/2010,0.2307
9/17/2010,0.2282
9/16/2010,0.2282
9/15/2010,0.2272
9/14/2010,0.2252
9/13/2010,0.2252
9/10/2010,0.2357
9/9/2010,0.2292
9/8/2010,0.2302
9/7/2010,0.2282
9/6/2010,0.2242
9/3/2010,0.2257
9/2/2010,0.2232
9/1/2010,0.2252
8/31/2010,0.22745
8/30/2010,0.2217
8/27/2010,0.22145
8/26/2010,0.21145
8/25/2010,0.2172
8/24/2010,0.2182
8/23/2010,0.2172
8/20/2010,0.2162
8/19/2010,0.2132
8/18/2010,0.2162
8/17/2010,0.2177
8/16/2010,0.21195
8/13/2010,0.2092
8/12/2010,0.2132
8/11/2010,0.2142
8/10/2010,0.2162
8/9/2010,0.2122
8/6/2010,0.2147
8/5/2010,0.2167
8/4/2010,0.2172
8/3/2010,0.21845
8/2/2010,0.2272
7/30/2010,0.2332
7/29/2010,0.2342
7/28/2010,0.22745
7/27/2010,0.2312
7/26/2010,0.22595
7/23/2010,0.2242
7/22/2010,0.2252
7/21/2010,0.2212
7/20/2010,0.2252
7/19/2010,0.2292
7/16/2010,0.2262
7/15/2010,0.2237
7/14/2010,0.2287
7/13/2010,0.2312
7/12/2010,0.2317
7/9/2010,0.2332
7/8/2010,0.2382
7/7/2010,0.2322
7/6/2010,0.2382
7/5/2010,0.2372
7/2/2010,0.2352
7/1/2010,0.2442
6/30/2010,0.24095
6/29/2010,0.2457
6/28/2010,0.2362
6/25/2010,0.2372
6/24/2010,0.2452
6/23/2010,0.2482
6/22/2010,0.2547
6/21/2010,0.2512
6/18/2010,0.2532
6/17/2010,0.2572
6/16/2010,0.2542
6/15/2010,0.2562
6/14/2010,0.2512
6/11/2010,0.25295
6/10/2010,0.2482
6/9/2010,0.2562
6/8/2010,0.2562
6/7/2010,0.2552
6/4/2010,0.2647
6/3/2010,0.2712
6/2/2010,0.2692
6/1/2010,0.2682
5/31/2010,0.2617
5/28/2010,0.2742
5/27/2010,0.2702
5/26/2010,0.2712
5/25/2010,0.2642
5/24/2010,0.2657
5/21/2010,0.2667
5/20/2010,0.2722
5/19/2010,0.2712
5/18/2010,0.2682
5/17/2010,0.2637
5/14/2010,0.2652
5/13/2010,0.2647
5/12/2010,0.2622
5/11/2010,0.2712
5/10/2010,0.2722
5/7/2010,0.2872
5/6/2010,0.2922
5/5/2010,0.2772
5/4/2010,0.2767
5/3/2010,0.2652
4/30/2010,0.2727
4/29/2010,0.2687
4/28/2010,0.2662
4/27/2010,0.2672
4/26/2010,0.2702
4/23/2010,0.2722
4/22/2010,0.2662
4/21/2010,0.2642
4/20/2010,0.2652
4/19/2010,0.2602
4/16/2010,0.2592
4/15/2010,0.2637
4/14/2010,0.2632
4/13/2010,0.2602
4/12/2010,0.2602
4/9/2010,0.2552
4/8/2010,0.2542
4/7/2010,0.2527
4/6/2010,0.2527
4/5/2010,0.2562
4/2/2010,0.2452
4/1/2010,0.24445
3/31/2010,0.2427
3/30/2010,0.2427
3/29/2010,0.2412
3/26/2010,0.2462
3/25/2010,0.2452
3/24/2010,0.2447
3/23/2010,0.2382
3/22/2010,0.2402
3/19/2010,0.2552
3/18/2010,0.2502
3/17/2010,0.2337
3/16/2010,0.2392
3/15/2010,0.2387
3/12/2010,0.2362
3/11/2010,0.2242
3/10/2010,0.2192
3/9/2010,0.2162
3/8/2010,0.2237
3/5/2010,0.2232
3/4/2010,0.2177
3/3/2010,0.1972
3/2/2010,0.1922
3/1/2010,0.1962
2/26/2010,0.2042
2/25/2010,0.1977
2/24/2010,0.1992
2/23/2010,0.2042
2/22/2010,0.2012
2/19/2010,0.2072
2/18/2010,0.2102
2/17/2010,0.1927
2/16/2010,0.1872
2/15/2010,0.1932
2/12/2010,0.1942
2/11/2010,0.1902
2/10/2010,0.1902
2/9/2010,0.1922
2/8/2010,0.1942
2/5/2010,0.1882
2/4/2010,0.1902
2/3/2010,0.1932
2/2/2010,0.1892
2/1/2010,0.1852
1/29/2010,0.1857
1/28/2010,0.1902
1/27/2010,0.1887
1/26/2010,0.1867
1/25/2010,0.1872
1/22/2010,0.1887
1/21/2010,0.1857
1/20/2010,0.1812
1/19/2010,0.1817
1/18/2010,0.1812
1/15/2010,0.1782
1/14/2010,0.1832
1/13/2010,0.1872
1/12/2010,0.1817
1/11/2010,0.1832
1/8/2010,0.1827
1/7/2010,0.1852
1/6/2010,0.1867
1/5/2010,0.1952
1/4/2010,0.2022
1/1/2010,0.1987
12/31/2009,0.2022
12/30/2009,0.2097
12/29/2009,0.2107
12/28/2009,0.2202
12/25/2009,0.2052
12/24/2009,0.2062
12/23/2009,0.1962
12/22/2009,0.2002
12/21/2009,0.2002
12/18/2009,0.1992
12/17/2009,0.1962
12/16/2009,0.2037
12/15/2009,0.2172
12/14/2009,0.2062
12/11/2009,0.2002
12/10/2009,0.1932
12/9/2009,0.1927
12/8/2009,0.1942
12/7/2009,0.1902
12/4/2009,0.1942
12/3/2009,0.1882
12/2/2009,0.1857
12/1/2009,0.1857
11/30/2009,0.1872
11/27/2009,0.1732
11/26/2009,0.1797
11/25/2009,0.1757
11/24/2009,0.1717
11/23/2009,0.1717
11/20/2009,0.1692
11/19/2009,0.1722
11/18/2009,0.1777
11/17/2009,0.1792
11/16/2009,0.1802
11/13/2009,0.1822
11/12/2009,0.1817
11/11/2009,0.1812
11/10/2009,0.1862
11/9/2009,0.1872
11/6/2009,0.1832
11/5/2009,0.1822
11/4/2009,0.1872
11/3/2009,0.1942
11/2/2009,0.1892
10/30/2009,0.1912
10/29/2009,0.1902
10/28/2009,0.1912
10/27/2009,0.1972
10/26/2009,0.2042
10/23/2009,0.2042
10/22/2009,0.2002
10/21/2009,0.2032
10/20/2009,0.2092
10/19/2009,0.2152
10/16/2009,0.2027
10/15/2009,0.1952
10/14/2009,0.1962
10/13/2009,0.1922
10/12/2009,0.1982
10/9/2009,0.2007
10/8/2009,0.1942
10/7/2009,0.1932
10/6/2009,0.1962
10/5/2009,0.1947
10/2/2009,0.1952
10/1/2009,0.1927
9/30/2009,0.2017
9/29/2009,0.2042
9/28/2009,0.2067
9/25/2009,0.2102
9/24/2009,0.2077
9/23/2009,0.2147
9/22/2009,0.2227
9/21/2009,0.2227
9/18/2009,0.2267
9/17/2009,0.2252
9/16/2009,0.2182
9/15/2009,0.2237
9/14/2009,0.2172
9/11/2009,0.2092
9/10/2009,0.2192
9/9/2009,0.2132
9/8/2009,0.2192
9/7/2009,0.2132
9/4/2009,0.2137
9/3/2009,0.2242
9/2/2009,0.2152
9/1/2009,0.2177
8/31/2009,0.2192
8/28/2009,0.2182
8/27/2009,0.2202
8/26/2009,0.2252
8/25/2009,0.2272
8/24/2009,0.2262
8/21/2009,0.2312
8/20/2009,0.2252
8/19/2009,0.2242
8/18/2009,0.2277
8/17/2009,0.2302
8/14/2009,0.2212
8/13/2009,0.2242
8/12/2009,0.2282
8/11/2009,0.2302
8/10/2009,0.2332
8/7/2009,0.2332
8/6/2009,0.2387
8/5/2009,0.2392
8/4/2009,0.2412
8/3/2009,0.2427
7/31/2009,0.2412
7/30/2009,0.2392
7/29/2009,0.2372
7/28/2009,0.2372
7/27/2009,0.2342
7/24/2009,0.2362
7/23/2009,0.2372
7/22/2009,0.2332
7/21/2009,0.2342
7/20/2009,0.2377
7/17/2009,0.2312
7/16/2009,0.2322
7/15/2009,0.2382
7/14/2009,0.2352
7/13/2009,0.2342
7/10/2009,0.2342
7/9/2009,0.2392
7/8/2009,0.2402
7/7/2009,0.2392
7/6/2009,0.2432
7/3/2009,0.2412
7/2/2009,0.2512
7/1/2009,0.2632
6/30/2009,0.2562
6/29/2009,0.2622
6/26/2009,0.2562
6/25/2009,0.2592
6/24/2009,0.2762
6/23/2009,0.2782
6/22/2009,0.2782
6/19/2009,0.2802
6/18/2009,0.2772
6/17/2009,0.2682
6/16/2009,0.2582
6/15/2009,0.2552
6/12/2009,0.2512
6/11/2009,0.2612
6/10/2009,0.2652
6/9/2009,0.2642
6/8/2009,0.2802
6/5/2009,0.2852
6/4/2009,0.2582
6/3/2009,0.2512
6/2/2009,0.2402
6/1/2009,0.2512
5/29/2009,0.2402
5/28/2009,0.2462
5/27/2009,0.2522
5/26/2009,0.2532
5/25/2009,0.2472
5/22/2009,0.2472
5/21/2009,0.2432
5/20/2009,0.2412
5/19/2009,0.2452
5/18/2009,0.2472
5/15/2009,0.2382
5/14/2009,0.2442
5/13/2009,0.2402
5/12/2009,0.2422
5/11/2009,0.2402
5/8/2009,0.2372
5/7/2009,0.2502
5/6/2009,0.2462
5/5/2009,0.2432
5/4/2009,0.2522
5/1/2009,0.2552
4/30/2009,0.2332
4/29/2009,0.2357
4/28/2009,0.2392
4/27/2009,0.2342
4/24/2009,0.2382
4/23/2009,0.2422
4/22/2009,0.2417
4/21/2009,0.2362
4/20/2009,0.2382
4/17/2009,0.2362
4/16/2009,0.2322
4/15/2009,0.2322
4/14/2009,0.2322
4/13/2009,0.2307
4/10/2009,0.2422
4/9/2009,0.2402
4/8/2009,0.2472
4/7/2009,0.2457
4/6/2009,0.2582
4/3/2009,0.2582
4/2/2009,0.2622
4/1/2009,0.2622
3/31/2009,0.2582
3/30/2009,0.2692
3/27/2009,0.2822
