Security,USOSFRC BGN Curncy
Start Date,1/1/2007 0:00
End Date,7/25/2025 0:00
Period,D
Currency,USD
Pricing Source,BGN
,
Date,PX_LAST
3/26/2009,0.2722
3/25/2009,0.2792
3/24/2009,0.2792
3/23/2009,0.2722
3/20/2009,0.2592
3/19/2009,0.2702
3/18/2009,0.2602
3/17/2009,0.2712
3/16/2009,0.2722
3/13/2009,0.2782
3/12/2009,0.2882
3/11/2009,0.3022
3/10/2009,0.2992
3/9/2009,0.3022
3/6/2009,0.3042
3/5/2009,0.2862
3/4/2009,0.2932
3/3/2009,0.2957
3/2/2009,0.2872
2/27/2009,0.2877
2/26/2009,0.2872
2/25/2009,0.2827
2/24/2009,0.2777
2/23/2009,0.2762
2/20/2009,0.2692
2/19/2009,0.2802
2/18/2009,0.3042
2/17/2009,0.3082
2/16/2009,0.3082
2/13/2009,0.3082
2/12/2009,0.3057
2/11/2009,0.3072
2/10/2009,0.3017
2/9/2009,0.3107
2/6/2009,0.2977
2/5/2009,0.3057
2/4/2009,0.3012
2/3/2009,0.2867
2/2/2009,0.2902
1/30/2009,0.3062
1/29/2009,0.2727
1/28/2009,0.2647
1/27/2009,0.2662
1/26/2009,0.2822
1/23/2009,0.2947
1/22/2009,0.2642
1/21/2009,0.2402
1/20/2009,0.2307
1/19/2009,0.2262
1/16/2009,0.2292
1/15/2009,0.2327
1/14/2009,0.2132
1/13/2009,0.2132
1/12/2009,0.2152
1/9/2009,0.2227
1/8/2009,0.2267
1/7/2009,0.2262
1/6/2009,0.2182
1/5/2009,0.2352
1/2/2009,0.2282
1/1/2009,0.2182
12/31/2008,0.2537
12/30/2008,0.2202
12/29/2008,0.2232
12/26/2008,0.2632
12/25/2008,0.3212
12/24/2008,0.2452
12/23/2008,0.2627
12/22/2008,0.2477
12/19/2008,0.2462
12/18/2008,0.2307
12/17/2008,0.2362
12/16/2008,0.2102
12/15/2008,0.3707
12/12/2008,0.3412
12/11/2008,0.3022
12/10/2008,0.2957
12/9/2008,0.2872
12/8/2008,0.3327
12/5/2008,0.3242
12/4/2008,0.3612
12/3/2008,0.3907
12/2/2008,0.4077
12/1/2008,0.4322
11/28/2008,0.4752
11/27/2008,0.4597
11/26/2008,0.4462
11/25/2008,0.4597
11/24/2008,0.5252
11/21/2008,0.4987
11/20/2008,0.4487
11/19/2008,0.4922
11/18/2008,0.4977
11/17/2008,0.5237
11/14/2008,0.5447
11/13/2008,0.5907
11/12/2008,0.5137
11/11/2008,0.4982
11/10/2008,0.5352
11/7/2008,0.5722
11/6/2008,0.5947
11/5/2008,0.6217
11/4/2008,0.6192
11/3/2008,0.6712
10/31/2008,0.6792
10/30/2008,0.6907
10/29/2008,0.8187
10/28/2008,0.8887
10/27/2008,0.9217
10/24/2008,0.9482
10/23/2008,1.0317
10/22/2008,1.0472
10/21/2008,1.0932
10/20/2008,1.1957
10/17/2008,1.1592
10/16/2008,1.1477
10/15/2008,1.1372
10/14/2008,1.2302
10/13/2008,1.2562
10/10/2008,1.2147
10/9/2008,1.2482
10/8/2008,1.3167
10/7/2008,1.4722
10/6/2008,1.4507
10/3/2008,1.4867
10/2/2008,1.5452
10/1/2008,1.6797
9/30/2008,1.7737
9/29/2008,1.6007
9/26/2008,1.7262
9/25/2008,1.8432
9/24/2008,1.8512
9/23/2008,1.8862
9/22/2008,1.9472
9/19/2008,1.9752
9/18/2008,1.8562
9/17/2008,1.7792
9/16/2008,1.9032
9/15/2008,1.8027
9/12/2008,1.9932
9/11/2008,2.0182
9/10/2008,2.0117
9/9/2008,2.0302
9/8/2008,2.0457
9/5/2008,2.0482
9/4/2008,2.0677
9/3/2008,2.0577
9/2/2008,2.0657
9/1/2008,2.0707
8/29/2008,2.0687
8/28/2008,2.0782
8/27/2008,2.0797
8/26/2008,2.0707
8/25/2008,2.0737
8/22/2008,2.0837
8/21/2008,2.0742
8/20/2008,2.0702
8/19/2008,2.0712
8/18/2008,2.0727
8/15/2008,2.0747
8/14/2008,2.0762
8/13/2008,2.0812
8/12/2008,2.0817
8/11/2008,2.0847
8/8/2008,2.0792
8/7/2008,2.0817
8/6/2008,2.0877
8/5/2008,2.0917
8/4/2008,2.0957
8/1/2008,2.1047
7/31/2008,2.0947
7/30/2008,2.1017
7/29/2008,2.1142
7/28/2008,2.0922
7/25/2008,2.1087
7/24/2008,2.1002
7/23/2008,2.1157
7/22/2008,2.1022
7/21/2008,2.0897
7/18/2008,2.1012
7/17/2008,2.0802
7/16/2008,2.0777
7/15/2008,2.0677
7/14/2008,2.0862
7/11/2008,2.0967
7/10/2008,2.1007
7/9/2008,2.0957
7/8/2008,2.0987
7/7/2008,2.0972
7/4/2008,2.0987
7/3/2008,2.0992
7/2/2008,2.1172
7/1/2008,2.1092
6/30/2008,2.1157
6/27/2008,2.1072
6/26/2008,2.1072
6/25/2008,2.1202
6/24/2008,2.1357
6/23/2008,2.1362
6/20/2008,2.1347
6/19/2008,2.1342
6/18/2008,2.1307
6/17/2008,2.1407
6/16/2008,2.1997
6/13/2008,2.1752
6/12/2008,2.1887
6/11/2008,2.1222
6/10/2008,2.1372
6/9/2008,2.0952
6/6/2008,2.0527
6/5/2008,2.0527
6/4/2008,2.0557
6/3/2008,2.0407
6/2/2008,2.0427
5/30/2008,2.0457
5/29/2008,2.0507
5/28/2008,2.0377
5/27/2008,2.0327
5/26/2008,2.0187
5/23/2008,2.0237
5/22/2008,2.0277
5/21/2008,2.0307
5/20/2008,2.0227
5/19/2008,2.0177
5/16/2008,2.0247
5/15/2008,2.0237
5/14/2008,2.0332
5/13/2008,2.0357
5/12/2008,2.0257
5/9/2008,2.0227
5/8/2008,2.0207
5/7/2008,2.0247
5/6/2008,2.0287
5/5/2008,2.0357
5/2/2008,2.0277
5/1/2008,2.0222
4/30/2008,2.0152
4/29/2008,2.0737
4/28/2008,2.0807
4/25/2008,2.0857
4/24/2008,2.0757
4/23/2008,2.0787
4/22/2008,2.0867
4/21/2008,2.0602
4/18/2008,2.0592
4/17/2008,2.0062
4/16/2008,2.0027
4/15/2008,1.9922
4/14/2008,1.9632
4/11/2008,1.9552
4/10/2008,1.9632
4/9/2008,1.9817
4/8/2008,1.9857
4/7/2008,2.0132
4/4/2008,2.0057
4/3/2008,2.0407
4/2/2008,2.0657
4/1/2008,2.0567
3/31/2008,1.9957
3/28/2008,2.0137
3/27/2008,2.0222
3/26/2008,2.0407
3/25/2008,2.0547
3/24/2008,2.0722
3/21/2008,2.0397
3/20/2008,2.0397
3/19/2008,1.9777
3/18/2008,2.0102
3/17/2008,1.8052
3/14/2008,1.9812
3/13/2008,2.1872
3/12/2008,2.2667
3/11/2008,2.3032
3/10/2008,2.1727
3/7/2008,2.2082
3/6/2008,2.2127
3/5/2008,2.3512
3/4/2008,2.3247
3/3/2008,2.3257
2/29/2008,2.3272
2/28/2008,2.4487
2/27/2008,2.5292
2/26/2008,2.5932
2/25/2008,2.6252
2/22/2008,2.6027
2/21/2008,2.5782
2/20/2008,2.6397
2/19/2008,2.6227
2/18/2008,2.5877
2/15/2008,2.5772
2/14/2008,2.5742
2/13/2008,2.6147
2/12/2008,2.6242
2/11/2008,2.6192
2/8/2008,2.6217
2/7/2008,2.6567
2/6/2008,2.6302
2/5/2008,2.6467
2/4/2008,2.7732
2/1/2008,2.7722
1/31/2008,2.7817
1/30/2008,2.8397
1/29/2008,2.9597
1/28/2008,2.9272
1/25/2008,2.9647
1/24/2008,3.0372
1/23/2008,2.9187
1/22/2008,2.9477
1/21/2008,3.4432
1/18/2008,3.5137
1/17/2008,3.5717
1/16/2008,3.6752
1/15/2008,3.6562
1/14/2008,3.6482
1/11/2008,3.6782
1/10/2008,3.8082
1/9/2008,3.8772
1/8/2008,3.8932
1/7/2008,3.9127
1/4/2008,3.9217
1/3/2008,3.9957
1/2/2008,4.0327
1/1/2008,4.2162
12/31/2007,4.0797
12/28/2007,4.1107
12/27/2007,4.1272
12/26/2007,4.1472
12/25/2007,4.1567
12/24/2007,4.1457
12/21/2007,4.1532
12/20/2007,4.1087
12/19/2007,4.1287
12/18/2007,4.1467
12/17/2007,4.1502
12/14/2007,4.1777
12/13/2007,4.1482
12/12/2007,4.1417
12/11/2007,4.1382
12/10/2007,4.1492
12/7/2007,4.1532
12/6/2007,4.1392
12/5/2007,4.1387
12/4/2007,4.1267
12/3/2007,4.1572
11/30/2007,4.1662
11/29/2007,4.1832
11/28/2007,4.2572
11/27/2007,4.2832
11/26/2007,4.2332
11/23/2007,4.2787
11/22/2007,4.2617
11/21/2007,4.2717
11/20/2007,4.3282
11/19/2007,4.3132
11/16/2007,4.3412
11/15/2007,4.3372
11/14/2007,4.3832
11/13/2007,4.3932
11/12/2007,4.3557
11/9/2007,4.3577
11/8/2007,4.3702
11/7/2007,4.4012
11/6/2007,4.4402
11/5/2007,4.4447
11/2/2007,4.4402
11/1/2007,4.4502
10/31/2007,4.5042
10/30/2007,4.4927
10/29/2007,4.4782
10/26/2007,4.5832
10/25/2007,4.4432
10/24/2007,4.4532
10/23/2007,4.5207
10/22/2007,4.5367
10/19/2007,4.4922
10/18/2007,4.5722
10/17/2007,4.6352
10/16/2007,4.6757
10/15/2007,4.7132
10/12/2007,4.7172
10/11/2007,4.6897
10/10/2007,4.6882
10/9/2007,4.7097
10/8/2007,4.6802
10/5/2007,4.6882
10/4/2007,4.6272
10/3/2007,4.6482
10/2/2007,4.6422
10/1/2007,4.6352
9/28/2007,4.6272
9/27/2007,4.6157
9/26/2007,4.6347
9/25/2007,4.6377
9/24/2007,4.6737
9/21/2007,4.6627
9/20/2007,4.6507
9/19/2007,4.6762
9/18/2007,4.6737
9/17/2007,4.8352
9/14/2007,4.8442
9/13/2007,4.8262
9/12/2007,4.9082
9/11/2007,4.8052
9/10/2007,4.8682
9/7/2007,4.8162
9/6/2007,4.8872
9/5/2007,4.8462
9/4/2007,4.8737
9/3/2007,4.9217
8/31/2007,4.9267
8/30/2007,4.8857
8/29/2007,4.9512
8/28/2007,4.9447
8/27/2007,4.9762
8/24/2007,4.9642
8/23/2007,4.9642
8/22/2007,4.9552
8/21/2007,4.8487
8/20/2007,4.8722
8/17/2007,4.9432
8/16/2007,4.9482
8/15/2007,4.9677
8/14/2007,5.0752
8/13/2007,5.1312
8/10/2007,5.1322
8/9/2007,5.1417
8/8/2007,5.2862
8/7/2007,5.2827
8/6/2007,5.2512
8/3/2007,5.2152
8/2/2007,5.2767
8/1/2007,5.2772
7/31/2007,5.2797
7/30/2007,5.2882
7/27/2007,5.2617
7/26/2007,5.2712
7/25/2007,5.3182
7/24/2007,5.3182
7/23/2007,5.3152
7/20/2007,5.3077
7/19/2007,5.3202
7/18/2007,5.3202
7/17/2007,5.3182
7/16/2007,5.3182
7/13/2007,5.3157
7/12/2007,5.3182
7/11/2007,5.3232
7/10/2007,5.3127
7/9/2007,5.3167
7/6/2007,5.3197
7/5/2007,5.3232
7/4/2007,5.3167
7/3/2007,5.3167
7/2/2007,5.3137
6/29/2007,5.3202
6/28/2007,5.3237
6/27/2007,5.3152
6/26/2007,5.3202
6/25/2007,5.3102
6/22/2007,5.3152
6/21/2007,5.3227
6/20/2007,5.3237
6/19/2007,5.3237
6/18/2007,5.3242
6/15/2007,5.3252
6/14/2007,5.3257
6/13/2007,5.3317
6/12/2007,5.3237
6/11/2007,5.3247
6/8/2007,5.3202
6/7/2007,5.3202
6/6/2007,5.3202
6/5/2007,5.3232
6/4/2007,5.3232
6/1/2007,5.3232
5/31/2007,5.3267
5/30/2007,5.3232
5/29/2007,5.3252
5/28/2007,5.3222
5/25/2007,5.3167
5/24/2007,5.3227
5/23/2007,5.3232
5/22/2007,5.3182
5/21/2007,5.3197
5/18/2007,5.3217
5/17/2007,5.3182
5/16/2007,5.3622
5/15/2007,5.3207
5/14/2007,5.3207
5/11/2007,5.3247
5/10/2007,5.3167
5/9/2007,5.3247
5/8/2007,5.3152
5/7/2007,5.3152
5/4/2007,5.3182
5/3/2007,5.3172
5/2/2007,5.3157
5/1/2007,5.3152
4/30/2007,5.3167
4/27/2007,5.3152
4/26/2007,5.3152
4/25/2007,5.3137
4/24/2007,5.3107
4/23/2007,5.3102
4/20/2007,5.3182
4/19/2007,5.3102
4/18/2007,5.3102
4/17/2007,5.3182
4/16/2007,5.3182
4/13/2007,5.3222
4/12/2007,5.3187
4/11/2007,5.3152
4/10/2007,5.3177
4/9/2007,5.3182
4/6/2007,5.3177
4/5/2007,5.3132
4/4/2007,5.3102
4/3/2007,5.3132
4/2/2007,5.3097
3/30/2007,5.3152
3/29/2007,5.3052
3/28/2007,5.3182
3/27/2007,5.3132
3/26/2007,5.3132
3/23/2007,5.3117
3/22/2007,5.3117
3/21/2007,5.3132
3/20/2007,5.3147
3/19/2007,5.3137
3/16/2007,5.3057
3/15/2007,5.3097
3/14/2007,5.3077
3/13/2007,5.3052
3/12/2007,5.3152
3/9/2007,5.3152
3/8/2007,5.3017
3/7/2007,5.3032
3/6/2007,5.2982
3/5/2007,5.2882
3/2/2007,5.2852
3/1/2007,5.2962
2/28/2007,5.3072
2/27/2007,5.2872
2/26/2007,5.3232
2/23/2007,5.3237
2/22/2007,5.3237
2/21/2007,5.3267
2/20/2007,5.3232
2/19/2007,5.3237
2/16/2007,5.3237
2/15/2007,5.3247
2/14/2007,5.3227
2/13/2007,5.3227
2/12/2007,5.3262
2/9/2007,5.2922
2/8/2007,5.3232
2/7/2007,5.3232
2/6/2007,5.3232
2/5/2007,5.3232
2/2/2007,5.3252
2/1/2007,5.3252
1/31/2007,5.3202
1/30/2007,5.3202
1/29/2007,5.3202
1/26/2007,5.3217
1/25/2007,5.3202
1/24/2007,5.3182
1/23/2007,5.3217
1/22/2007,5.3197
1/19/2007,5.3202
1/18/2007,5.3212
1/17/2007,5.3217
1/16/2007,5.3232
1/15/2007,5.3157
1/12/2007,5.3157
1/11/2007,5.3177
1/10/2007,5.3157
1/9/2007,5.3142
1/8/2007,5.5802
1/5/2007,5.3137
1/4/2007,5.3152
1/3/2007,5.3182
1/2/2007,5.3132
1/1/2007,5.3187
