Security,USSFCT10 BGN Curncy
Start Date,10/19/2020 0:00
End Date,7/22/2025 0:00
Period,D
Pricing Source,BGN
,
Date,PX_LAST
11/24/2020,-22.75
11/23/2020,-23.5
11/20/2020,-23.5
11/19/2020,-23.25
11/18/2020,-23.25
11/17/2020,-23.75
11/16/2020,-24.25
11/13/2020,-24.75
11/12/2020,-24.5
11/11/2020,-23.75
11/10/2020,-23.75
11/9/2020,-23.875
11/6/2020,-22
11/5/2020,-21.25
11/4/2020,-21.25
11/3/2020,-23.75
11/2/2020,-23.375
10/30/2020,-22.375
10/29/2020,-22.25
10/28/2020,-21
10/27/2020,-17.5
10/26/2020,-21.75
10/23/2020,-21
10/22/2020,-21
10/21/2020,-21
10/20/2020,-21.5
10/19/2020,-20.75
