date,corr
1999-02-02,-0.00790100238578734
1999-02-03,-0.028003450709615883
1999-02-04,-0.003848437868395597
1999-02-05,-0.1358488890200941
1999-02-08,-0.13057302041113583
1999-02-09,-0.14830668223053017
1999-02-10,-0.10917945759656182
1999-02-11,-0.12359927696505582
1999-02-12,0.056703144499063426
1999-02-16,0.0014898959931771874
1999-02-17,0.010519668861293914
1999-02-18,-0.07843683464291824
1999-02-19,-0.10333917276066651
1999-02-22,-0.09822705342549061
1999-02-23,-0.06465166810233701
1999-02-24,-0.03254455977976749
1999-02-25,0.01505055453344455
1999-02-26,0.06893909181427357
1999-03-01,-0.004424530717152779
1999-03-02,-0.045847785288891496
1999-03-03,-0.05602589693336575
1999-03-04,-0.027949311080817794
1999-03-05,0.08157549916672116
1999-03-08,0.14508004710999212
1999-03-09,0.15699445274880447
1999-03-10,0.1657879190489812
1999-03-11,0.3003357931981273
1999-03-12,0.261193547578336
1999-03-15,0.2957201268386212
1999-03-16,0.20851347666652192
1999-03-17,0.1527303186761283
1999-03-18,0.3238130829740468
1999-03-19,0.3366487729128196
1999-03-22,0.3253198233054977
1999-03-23,0.3654983434046208
1999-03-24,0.37392974722128813
1999-03-25,0.2779522185044892
1999-03-26,0.24334479593202432
1999-03-29,0.21674760541412516
1999-03-30,0.2090404925656197
1999-03-31,0.17748824144602776
1999-04-01,0.16914201582126354
1999-04-05,0.316291999062039
1999-04-06,0.28382451674895376
1999-04-07,0.2730166700189409
1999-04-08,0.29535260040903805
1999-04-09,0.271960521719588
1999-04-12,0.2585223727116182
1999-04-13,0.3005452828850224
1999-04-14,0.2602755028117947
1999-04-15,0.2754293229458723
1999-04-16,0.3187492954427939
1999-04-19,0.2054402147674335
1999-04-20,0.1246000344366362
1999-04-21,0.11109879829983653
1999-04-22,0.0799731419847037
1999-04-23,0.07600778162337189
1999-04-26,0.16999616805881693
1999-04-27,0.14529046625183092
1999-04-28,0.13510953295056308
1999-04-29,0.09811026007562164
1999-04-30,0.11187827789235046
1999-05-03,0.07667200047400191
1999-05-04,0.06734158530325327
1999-05-05,0.10866047536396305
1999-05-06,0.1829515170197786
1999-05-07,0.0592758135750132
1999-05-10,0.04514526130195881
1999-05-11,-0.08100985631758517
1999-05-12,-0.08266552441123784
1999-05-13,0.01879282663093468
1999-05-14,0.15062625271811464
1999-05-17,0.1241944580701146
1999-05-18,0.27741680457311624
1999-05-19,0.3345251704514239
1999-05-20,0.2739563297217018
1999-05-21,0.2667303263592644
1999-05-24,0.20329587828924742
1999-05-25,0.22291052108552056
1999-05-26,0.12731413422301993
1999-05-27,0.20619674742725203
1999-05-28,0.22243801888262987
1999-06-01,0.2259428181442447
1999-06-02,0.19321092399556225
1999-06-03,0.17062960813359493
1999-06-04,0.1923544745194176
1999-06-07,0.18049377890597304
1999-06-08,0.08565763388016265
1999-06-09,0.08689261433922427
1999-06-10,0.1800269408820298
1999-06-11,0.18495026099630418
1999-06-14,0.16122340129716944
1999-06-15,0.13415077198848557
1999-06-16,0.31822070409506087
1999-06-17,0.33414168363098024
1999-06-18,0.307765315973746
1999-06-21,0.3221303836859295
1999-06-22,0.3224527495882974
1999-06-23,0.3708210156358845
1999-06-24,0.32489908865259437
1999-06-25,0.4060907818743059
1999-06-28,0.36321535870963617
1999-06-29,0.4595079684588725
1999-06-30,0.4828846614086996
1999-07-01,0.48306617538890656
1999-07-02,0.515323386527141
1999-07-06,0.5719566632756845
1999-07-07,0.5693322707112214
1999-07-08,0.6628835904811479
1999-07-09,0.6674931653985229
1999-07-12,0.5549501494067465
1999-07-13,0.4533390574526474
1999-07-14,0.4730894835539951
1999-07-15,0.47746112498990595
1999-07-16,0.40353841700671794
1999-07-19,0.30661241290550995
1999-07-20,0.14417137849846134
1999-07-21,0.14690233880660417
1999-07-22,0.1747414843658074
1999-07-23,0.1861947279188656
1999-07-26,0.23198592855588945
1999-07-27,0.12974787221573175
1999-07-28,0.12229044293331709
1999-07-29,0.2001395632997624
1999-07-30,0.14679780328021907
1999-08-02,0.05126153064932483
1999-08-03,0.06391597380396617
1999-08-04,0.14434072005513163
1999-08-05,0.13749988052788162
1999-08-06,0.1633034991812463
1999-08-09,0.12984536418470063
1999-08-10,0.1839556970046112
1999-08-11,0.19224608798712134
1999-08-12,0.1645707373823762
1999-08-13,0.2945326559458455
1999-08-16,0.27171174946393256
1999-08-17,0.38983019541010716
1999-08-18,0.4912936104274887
1999-08-19,0.46397921670208203
1999-08-20,0.46775292343056957
1999-08-23,0.45826097502952895
1999-08-24,0.4398467369341243
1999-08-25,0.5060651834242774
1999-08-26,0.3992782469092638
1999-08-27,0.3556464115855992
1999-08-30,0.34434608923696564
1999-08-31,0.38523093245473633
1999-09-01,0.32257944979104725
1999-09-02,0.29117984608067676
1999-09-03,0.272927051915942
1999-09-07,0.22403260827675617
