Security,LD20TRUU Index,
Start Date,12/31/1991 0:00,
End Date,5/21/2025 0:00,
Period,D,
,,
Date,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS
12/15/1999,146.29,146.29
12/14/1999,146.27,146.27
12/13/1999,146.26,146.26
12/10/1999,146.23,146.23
12/9/1999,146.21,146.21
12/8/1999,146.19,146.19
12/7/1999,146.17,146.17
12/6/1999,146.15,146.15
12/3/1999,146.08,146.08
12/2/1999,146.05,146.05
12/1/1999,146.03,146.03
11/30/1999,146,146
11/29/1999,145.97,145.97
11/26/1999,145.92,145.92
11/24/1999,145.88,145.88
11/23/1999,145.88,145.88
11/22/1999,145.86,145.86
11/19/1999,145.81,145.81
11/18/1999,145.78,145.78
11/17/1999,145.76,145.76
11/16/1999,145.73,145.73
11/15/1999,145.72,145.72
11/12/1999,145.67,145.67
11/10/1999,145.66,145.66
11/9/1999,145.62,145.62
11/8/1999,145.61,145.61
11/5/1999,145.57,145.57
11/4/1999,145.55,145.55
11/3/1999,145.53,145.53
11/2/1999,145.51,145.51
11/1/1999,145.49,145.49
10/29/1999,145.49,145.49
10/28/1999,145.42,145.42
10/27/1999,145.39,145.39
10/26/1999,145.37,145.37
10/25/1999,145.35,145.35
10/22/1999,145.31,145.31
10/21/1999,145.28,145.28
10/20/1999,145.27,145.27
10/19/1999,145.26,145.26
10/18/1999,145.24,145.24
10/15/1999,145.2,145.2
10/14/1999,145.18,145.18
10/13/1999,145.16,145.16
10/12/1999,145.16,145.16
10/8/1999,145.09,145.09
10/7/1999,145.07,145.07
10/6/1999,145.06,145.06
10/5/1999,145.02,145.02
10/4/1999,145.02,145.02
10/1/1999,144.96,144.96
9/30/1999,144.95,144.95
9/29/1999,144.93,144.93
9/28/1999,144.92,144.92
9/27/1999,144.89,144.89
9/24/1999,144.85,144.85
9/23/1999,144.81,144.81
9/22/1999,144.78,144.78
9/21/1999,144.77,144.77
9/20/1999,144.75,144.75
9/17/1999,144.7,144.7
9/16/1999,144.69,144.69
9/15/1999,144.65,144.65
9/14/1999,144.61,144.61
9/13/1999,144.6,144.6
9/10/1999,144.54,144.54
9/9/1999,144.5,144.5
9/8/1999,144.48,144.48
9/7/1999,144.47,144.47
9/3/1999,144.39,144.39
9/2/1999,144.35,144.35
9/1/1999,144.32,144.32
8/31/1999,144.3,144.3
8/30/1999,144.27,144.27
8/27/1999,144.23,144.23
8/26/1999,144.23,144.23
8/25/1999,144.22,144.22
8/24/1999,144.18,144.18
8/23/1999,144.17,144.17
8/20/1999,144.14,144.14
8/19/1999,144.14,144.14
8/18/1999,144.12,144.12
8/17/1999,144.08,144.08
8/16/1999,144.06,144.06
8/13/1999,144,144
8/12/1999,143.96,143.96
8/11/1999,143.93,143.93
8/10/1999,143.9,143.9
8/9/1999,143.88,143.88
8/6/1999,143.86,143.86
8/5/1999,143.88,143.88
8/4/1999,143.84,143.84
8/3/1999,143.8,143.8
8/2/1999,143.79,143.79
7/30/1999,143.78,143.78
7/29/1999,143.75,143.75
7/28/1999,143.74,143.74
7/27/1999,143.73,143.73
7/26/1999,143.72,143.72
7/23/1999,143.68,143.68
7/22/1999,143.67,143.67
7/21/1999,143.66,143.66
7/20/1999,143.62,143.62
7/19/1999,143.6,143.6
7/16/1999,143.53,143.53
7/15/1999,143.48,143.48
7/14/1999,143.49,143.49
7/13/1999,143.47,143.47
7/12/1999,143.44,143.44
7/9/1999,143.39,143.39
7/8/1999,143.38,143.38
7/7/1999,143.36,143.36
7/6/1999,143.33,143.33
7/2/1999,143.24,143.24
7/1/1999,143.22,143.22
6/30/1999,143.19,143.19
6/29/1999,143.15,143.15
6/28/1999,143.12,143.12
6/25/1999,143.07,143.07
6/24/1999,143.07,143.07
6/23/1999,143.06,143.06
6/22/1999,143.04,143.04
6/21/1999,143.03,143.03
6/18/1999,142.98,142.98
6/17/1999,142.98,142.98
6/16/1999,142.94,142.94
6/15/1999,142.9,142.9
6/14/1999,142.87,142.87
6/11/1999,142.79,142.79
6/10/1999,142.8,142.8
6/9/1999,142.8,142.8
6/8/1999,142.77,142.77
6/7/1999,142.76,142.76
6/4/1999,142.69,142.69
6/3/1999,142.67,142.67
6/2/1999,142.64,142.64
6/1/1999,142.62,142.62
5/28/1999,142.64,142.64
5/27/1999,142.57,142.57
5/26/1999,142.56,142.56
5/25/1999,142.55,142.55
5/24/1999,142.53,142.53
5/21/1999,142.49,142.49
5/20/1999,142.44,142.44
5/19/1999,142.41,142.41
5/18/1999,142.4,142.4
5/17/1999,142.39,142.39
5/14/1999,142.38,142.38
5/13/1999,142.36,142.36
5/12/1999,142.34,142.34
5/11/1999,142.32,142.32
5/7/1999,142.25,142.25
5/6/1999,142.23,142.23
5/5/1999,142.22,142.22
5/4/1999,142.19,142.19
5/3/1999,142.18,142.18
4/30/1999,142.13,142.13
4/29/1999,142.13,142.13
4/28/1999,142.1,142.1
4/27/1999,142.09,142.09
4/26/1999,142.08,142.08
4/23/1999,142.04,142.04
4/22/1999,142.03,142.03
4/21/1999,142.03,142.03
4/20/1999,142.01,142.01
4/19/1999,141.99,141.99
4/16/1999,141.94,141.94
4/15/1999,141.93,141.93
4/14/1999,141.92,141.92
4/13/1999,141.9,141.9
4/12/1999,141.88,141.88
4/9/1999,141.82,141.82
4/8/1999,141.79,141.79
4/7/1999,141.77,141.77
4/6/1999,141.75,141.75
4/5/1999,141.73,141.73
4/1/1999,141.65,141.65
3/31/1999,141.62,141.62
3/30/1999,141.6,141.6
3/29/1999,141.58,141.58
3/26/1999,141.53,141.53
3/25/1999,141.51,141.51
3/24/1999,141.5,141.5
3/23/1999,141.49,141.49
3/22/1999,141.46,141.46
3/19/1999,141.41,141.41
3/18/1999,141.39,141.39
3/17/1999,141.36,141.36
3/16/1999,141.34,141.34
3/15/1999,141.31,141.31
3/12/1999,141.26,141.26
3/11/1999,141.24,141.24
3/10/1999,141.22,141.22
3/9/1999,141.2,141.2
3/8/1999,141.17,141.17
3/5/1999,141.12,141.12
3/4/1999,141.09,141.09
3/3/1999,141.07,141.07
3/2/1999,141.04,141.04
3/1/1999,141.02,141.02
2/26/1999,141.01,141.01
2/25/1999,140.96,140.96
2/24/1999,140.94,140.94
2/23/1999,140.93,140.93
2/22/1999,140.93,140.93
2/19/1999,140.88,140.88
2/18/1999,140.88,140.88
2/17/1999,140.87,140.87
2/16/1999,140.84,140.84
2/12/1999,140.77,140.77
2/11/1999,140.77,140.77
2/10/1999,140.76,140.76
2/9/1999,140.73,140.73
2/8/1999,140.71,140.71
2/5/1999,140.66,140.66
2/4/1999,140.66,140.66
2/3/1999,140.64,140.64
2/2/1999,140.61,140.61
2/1/1999,140.6,140.6
1/29/1999,140.6,140.6
1/28/1999,140.55,140.55
1/27/1999,140.54,140.54
1/26/1999,140.52,140.52
1/25/1999,140.52,140.52
1/22/1999,140.48,140.48
1/21/1999,140.47,140.47
1/20/1999,140.43,140.43
1/19/1999,140.41,140.41
1/15/1999,140.34,140.34
1/14/1999,140.33,140.33
1/13/1999,140.29,140.29
1/12/1999,140.26,140.26
1/11/1999,140.23,140.23
1/8/1999,140.19,140.19
1/7/1999,140.19,140.19
1/6/1999,140.15,140.15
1/5/1999,140.13,140.13
1/4/1999,140.12,140.12
12/31/1998,140.06,140.06
12/30/1998,140.03,140.03
12/29/1998,139.99,139.99
12/28/1998,139.97,139.97
12/24/1998,139.88,139.88
12/23/1998,139.87,139.87
12/22/1998,139.88,139.88
12/21/1998,139.87,139.87
12/18/1998,139.83,139.83
12/17/1998,139.83,139.83
12/16/1998,139.81,139.81
12/15/1998,139.78,139.78
12/14/1998,139.76,139.76
12/11/1998,139.71,139.71
12/10/1998,139.7,139.7
12/9/1998,139.69,139.69
12/8/1998,139.66,139.66
12/7/1998,139.63,139.63
12/4/1998,139.61,139.61
12/3/1998,139.61,139.61
12/2/1998,139.59,139.59
12/1/1998,139.56,139.56
11/30/1998,139.51,139.51
11/27/1998,139.45,139.45
11/25/1998,139.41,139.41
11/24/1998,139.38,139.38
11/23/1998,139.39,139.39
11/20/1998,139.36,139.36
11/19/1998,139.35,139.35
11/18/1998,139.34,139.34
11/17/1998,139.34,139.34
11/16/1998,139.29,139.29
11/13/1998,139.25,139.25
11/12/1998,139.23,139.23
11/10/1998,139.16,139.16
11/9/1998,139.13,139.13
11/6/1998,139.07,139.07
11/5/1998,139.09,139.09
11/4/1998,139.08,139.08
11/3/1998,139.1,139.1
11/2/1998,139.07,139.07
10/30/1998,139.11,139.11
10/29/1998,139.11,139.11
10/28/1998,139.11,139.11
10/27/1998,139.13,139.13
10/26/1998,139.1,139.1
10/23/1998,139.09,139.09
10/22/1998,139.08,139.08
10/21/1998,139.07,139.07
10/20/1998,139.07,139.07
10/19/1998,139.07,139.07
10/16/1998,139.08,139.08
10/15/1998,138.89,138.89
10/14/1998,138.91,138.91
10/13/1998,138.9,138.9
10/9/1998,138.87,138.87
10/8/1998,138.86,138.86
10/7/1998,138.78,138.78
10/6/1998,138.75,138.75
10/5/1998,138.72,138.72
10/2/1998,138.64,138.64
10/1/1998,138.62,138.62
9/30/1998,138.54,138.54
9/29/1998,138.5,138.5
9/28/1998,138.47,138.47
9/25/1998,138.43,138.43
9/24/1998,138.38,138.38
9/23/1998,138.32,138.32
9/22/1998,138.26,138.26
9/21/1998,138.24,138.24
9/18/1998,138.21,138.21
9/17/1998,138.18,138.18
9/16/1998,138.14,138.14
9/15/1998,138.11,138.11
9/14/1998,138.08,138.08
9/11/1998,138.04,138.04
9/10/1998,138.06,138.06
9/9/1998,137.98,137.98
9/8/1998,137.94,137.94
9/4/1998,137.87,137.87
9/3/1998,137.86,137.86
9/2/1998,137.83,137.83
9/1/1998,137.82,137.82
8/31/1998,137.78,137.78
8/28/1998,137.72,137.72
8/27/1998,137.68,137.68
8/26/1998,137.64,137.64
8/25/1998,137.61,137.61
8/24/1998,137.59,137.59
8/21/1998,137.55,137.55
8/20/1998,137.52,137.52
8/19/1998,137.49,137.49
8/18/1998,137.47,137.47
8/17/1998,137.45,137.45
8/14/1998,137.4,137.4
8/13/1998,137.38,137.38
8/12/1998,137.36,137.36
8/11/1998,137.35,137.35
8/10/1998,137.32,137.32
8/7/1998,137.26,137.26
8/6/1998,137.23,137.23
8/5/1998,137.2,137.2
8/4/1998,137.17,137.17
8/3/1998,137.15,137.15
7/31/1998,137.09,137.09
7/30/1998,137.07,137.07
7/29/1998,137.05,137.05
7/28/1998,137.03,137.03
7/27/1998,137.01,137.01
7/24/1998,136.95,136.95
7/23/1998,136.93,136.93
7/22/1998,136.91,136.91
7/21/1998,136.88,136.88
7/20/1998,136.86,136.86
7/17/1998,136.8,136.8
7/16/1998,136.78,136.78
7/15/1998,136.77,136.77
7/14/1998,136.74,136.74
7/13/1998,136.73,136.73
7/10/1998,136.68,136.68
7/9/1998,136.66,136.66
7/8/1998,136.63,136.63
7/7/1998,136.61,136.61
7/6/1998,136.6,136.6
7/2/1998,136.52,136.52
7/1/1998,136.49,136.49
6/30/1998,136.47,136.47
6/29/1998,136.44,136.44
6/26/1998,136.39,136.39
6/25/1998,136.37,136.37
6/24/1998,136.35,136.35
6/23/1998,136.32,136.32
6/22/1998,136.29,136.29
6/19/1998,136.24,136.24
6/18/1998,136.21,136.21
6/17/1998,136.19,136.19
6/16/1998,136.18,136.18
6/15/1998,136.18,136.18
6/12/1998,136.12,136.12
6/11/1998,136.1,136.1
6/10/1998,136.06,136.06
6/9/1998,136.03,136.03
6/8/1998,136.01,136.01
6/5/1998,135.96,135.96
6/4/1998,135.95,135.95
6/3/1998,135.93,135.93
6/2/1998,135.92,135.92
6/1/1998,135.91,135.91
5/29/1998,135.88,135.88
5/28/1998,135.81,135.81
5/27/1998,135.79,135.79
5/26/1998,135.75,135.75
5/22/1998,135.67,135.67
5/21/1998,135.64,135.64
5/20/1998,135.64,135.64
5/19/1998,135.61,135.61
5/18/1998,135.59,135.59
5/15/1998,135.53,135.53
5/14/1998,135.51,135.51
5/13/1998,135.5,135.5
5/12/1998,135.48,135.48
5/11/1998,135.45,135.45
5/8/1998,135.41,135.41
5/7/1998,135.39,135.39
5/6/1998,135.38,135.38
5/5/1998,135.36,135.36
5/4/1998,135.34,135.34
5/1/1998,135.29,135.29
4/30/1998,135.29,135.29
4/29/1998,135.24,135.24
4/28/1998,135.2,135.2
4/27/1998,135.19,135.19
4/24/1998,135.15,135.15
4/23/1998,135.13,135.13
4/22/1998,135.11,135.11
4/21/1998,135.09,135.09
4/20/1998,135.07,135.07
4/17/1998,135.02,135.02
4/16/1998,135,135
4/15/1998,134.97,134.97
4/14/1998,134.94,134.94
4/13/1998,134.91,134.91
4/9/1998,134.88,134.88
4/8/1998,134.87,134.87
4/7/1998,134.85,134.85
4/6/1998,134.81,134.81
4/3/1998,134.78,134.78
4/2/1998,134.74,134.74
4/1/1998,134.71,134.71
3/31/1998,134.67,134.67
3/30/1998,134.64,134.64
3/27/1998,134.59,134.59
3/26/1998,134.57,134.57
3/25/1998,134.56,134.56
3/24/1998,134.55,134.55
3/23/1998,134.53,134.53
3/20/1998,134.47,134.47
3/19/1998,134.45,134.45
3/18/1998,134.44,134.44
3/17/1998,134.42,134.42
3/16/1998,134.41,134.41
3/13/1998,134.35,134.35
3/12/1998,134.33,134.33
3/11/1998,134.31,134.31
3/10/1998,134.28,134.28
3/9/1998,134.26,134.26
3/6/1998,134.2,134.2
3/5/1998,134.17,134.17
3/4/1998,134.13,134.13
3/3/1998,134.1,134.1
3/2/1998,134.07,134.07
2/27/1998,134.03,134.03
2/26/1998,134,134
2/25/1998,133.99,133.99
2/24/1998,133.95,133.95
2/23/1998,133.96,133.96
2/20/1998,133.91,133.91
2/19/1998,133.9,133.9
2/18/1998,133.88,133.88
2/17/1998,133.88,133.88
2/13/1998,133.79,133.79
2/12/1998,133.76,133.76
2/11/1998,133.75,133.75
2/10/1998,133.73,133.73
2/9/1998,133.71,133.71
2/6/1998,133.66,133.66
2/5/1998,133.66,133.66
2/4/1998,133.64,133.64
2/3/1998,133.6,133.6
2/2/1998,133.57,133.57
1/30/1998,133.55,133.55
1/29/1998,133.51,133.51
1/28/1998,133.47,133.47
1/27/1998,133.45,133.45
1/26/1998,133.45,133.45
1/23/1998,133.39,133.39
1/22/1998,133.4,133.4
1/21/1998,133.38,133.38
1/20/1998,133.36,133.36
1/16/1998,133.27,133.27
1/15/1998,133.27,133.27
1/14/1998,133.24,133.24
1/13/1998,133.22,133.22
1/12/1998,133.23,133.23
1/9/1998,133.19,133.19
1/8/1998,133.13,133.13
1/7/1998,133.08,133.08
1/6/1998,133.06,133.06
1/5/1998,133.04,133.04
1/2/1998,132.93,132.93
12/31/1997,132.88,132.88
12/30/1997,132.88,132.88
12/29/1997,132.81,132.81
12/26/1997,132.76,132.76
12/24/1997,132.71,132.71
12/23/1997,132.66,132.66
12/22/1997,132.64,132.64
12/19/1997,132.59,132.59
12/18/1997,132.61,132.61
12/17/1997,132.6,132.6
12/16/1997,132.59,132.59
12/15/1997,132.57,132.57
12/12/1997,132.53,132.53
12/11/1997,132.5,132.5
12/10/1997,132.47,132.47
12/9/1997,132.42,132.42
12/8/1997,132.38,132.38
12/5/1997,132.35,132.35
12/4/1997,132.36,132.36
12/3/1997,132.34,132.34
12/2/1997,132.31,132.31
12/1/1997,132.29,132.29
11/28/1997,132.28,132.28
11/26/1997,132.2,132.2
11/25/1997,132.17,132.17
11/24/1997,132.16,132.16
11/21/1997,132.12,132.12
11/20/1997,132.09,132.09
11/19/1997,132.07,132.07
11/18/1997,132.05,132.05
11/17/1997,132.03,132.03
11/14/1997,131.98,131.98
11/13/1997,131.96,131.96
11/12/1997,131.93,131.93
11/10/1997,131.88,131.88
11/7/1997,131.84,131.84
11/6/1997,131.82,131.82
11/5/1997,131.81,131.81
11/4/1997,131.78,131.78
11/3/1997,131.77,131.77
10/31/1997,131.74,131.74
10/30/1997,131.73,131.73
10/29/1997,131.71,131.71
10/28/1997,131.67,131.67
10/27/1997,131.7,131.7
10/24/1997,131.61,131.61
10/23/1997,131.59,131.59
10/22/1997,131.56,131.56
10/21/1997,131.56,131.56
10/20/1997,131.54,131.54
10/17/1997,131.49,131.49
10/16/1997,131.48,131.48
10/15/1997,131.46,131.46
10/14/1997,131.44,131.44
10/10/1997,131.35,131.35
10/9/1997,131.34,131.34
10/8/1997,131.33,131.33
10/7/1997,131.33,131.33
10/6/1997,131.31,131.31
10/3/1997,131.25,131.25
10/2/1997,131.22,131.22
10/1/1997,131.19,131.19
9/30/1997,131.17,131.17
9/29/1997,131.16,131.16
9/26/1997,131.1,131.1
9/25/1997,131.1,131.1
9/24/1997,131.08,131.08
9/23/1997,131.04,131.04
9/22/1997,131.02,131.02
9/19/1997,130.96,130.96
9/18/1997,130.91,130.91
9/17/1997,130.9,130.9
9/16/1997,130.86,130.86
9/15/1997,130.86,130.86
9/12/1997,130.78,130.78
9/11/1997,130.76,130.76
9/10/1997,130.74,130.74
9/9/1997,130.71,130.71
9/8/1997,130.65,130.65
9/5/1997,130.64,130.64
9/4/1997,130.62,130.62
9/3/1997,130.59,130.59
9/2/1997,130.59,130.59
8/29/1997,130.54,130.54
8/28/1997,130.45,130.45
8/27/1997,130.43,130.43
8/26/1997,130.41,130.41
8/25/1997,130.37,130.37
8/22/1997,130.35,130.35
8/21/1997,130.33,130.33
8/20/1997,130.32,130.32
8/19/1997,130.32,130.32
8/18/1997,130.31,130.31
8/15/1997,130.24,130.24
8/14/1997,130.2,130.2
8/13/1997,130.18,130.18
8/12/1997,130.15,130.15
8/11/1997,130.13,130.13
8/8/1997,130.08,130.08
8/7/1997,130.07,130.07
8/6/1997,130.05,130.05
8/5/1997,130.03,130.03
8/4/1997,130.02,130.02
8/1/1997,129.96,129.96
7/31/1997,129.97,129.97
7/30/1997,129.95,129.95
7/29/1997,129.93,129.93
7/28/1997,129.91,129.91
7/25/1997,129.84,129.84
7/24/1997,129.84,129.84
7/23/1997,129.79,129.79
7/22/1997,129.76,129.76
7/21/1997,129.71,129.71
7/18/1997,129.71,129.71
7/17/1997,129.7,129.7
7/16/1997,129.67,129.67
7/15/1997,129.67,129.67
7/14/1997,129.61,129.61
7/11/1997,129.59,129.59
7/10/1997,129.58,129.58
7/9/1997,129.56,129.56
7/8/1997,129.54,129.54
7/7/1997,129.45,129.45
7/3/1997,129.4,129.4
7/2/1997,129.38,129.38
7/1/1997,129.35,129.35
6/30/1997,129.35,129.35
6/27/1997,129.29,129.29
6/26/1997,129.28,129.28
6/25/1997,129.25,129.25
6/24/1997,129.23,129.23
6/23/1997,129.23,129.23
6/20/1997,129.2,129.2
6/19/1997,129.18,129.18
6/18/1997,129.16,129.16
6/17/1997,129.15,129.15
6/16/1997,129.13,129.13
6/13/1997,129.08,129.08
6/12/1997,129.06,129.06
6/11/1997,129.02,129.02
6/10/1997,128.99,128.99
6/9/1997,128.97,128.97
6/6/1997,128.92,128.92
6/5/1997,128.88,128.88
6/4/1997,128.87,128.87
6/3/1997,128.86,128.86
6/2/1997,128.82,128.82
5/30/1997,128.79,128.79
5/29/1997,128.74,128.74
5/28/1997,128.7,128.7
5/27/1997,128.68,128.68
5/22/1997,128.6,128.6
5/21/1997,128.58,128.58
5/20/1997,128.53,128.53
5/19/1997,128.48,128.48
4/30/1997,128.11,128.11
3/31/1997,127.49,127.49
2/28/1997,126.98,126.98
1/31/1997,126.49,126.49
12/31/1996,125.92,125.92
11/29/1996,125.39,125.39
10/31/1996,124.83,124.83
9/30/1996,124.23,124.23
8/30/1996,123.62,123.62
7/31/1996,123.04,123.04
6/28/1996,122.51,122.51
5/31/1996,121.97,121.97
4/30/1996,121.44,121.44
3/29/1996,120.93,120.93
2/29/1996,120.46,120.46
1/31/1996,120.02,120.02
12/29/1995,119.47,119.47
11/30/1995,118.82,118.82
10/31/1995,118.27,118.27
9/29/1995,117.7,117.7
8/31/1995,117.17,117.17
7/31/1995,116.6,116.6
6/30/1995,116.05,116.05
5/31/1995,115.44,115.44
4/28/1995,114.8,114.8
3/31/1995,114.2,114.2
2/28/1995,113.61,113.61
1/31/1995,112.99,112.99
12/30/1994,112.35,112.35
11/30/1994,111.82,111.82
10/31/1994,111.47,111.47
9/30/1994,111.01,111.01
8/31/1994,110.64,110.64
7/29/1994,110.25,110.25
6/30/1994,109.78,109.78
5/31/1994,109.35,109.35
4/29/1994,109.02,109.02
3/31/1994,108.79,108.79
2/28/1994,108.51,108.51
1/31/1994,108.36,108.36
12/31/1993,108.03,108.03
11/30/1993,107.69,107.69
10/29/1993,107.43,107.43
9/30/1993,107.17,107.17
8/31/1993,106.87,106.87
7/30/1993,106.55,106.55
6/30/1993,106.26,106.26
5/28/1993,105.95,105.95
4/30/1993,105.73,105.73
3/31/1993,105.46,105.46
2/26/1993,105.17,105.17
1/29/1993,104.91,104.91
12/31/1992,104.55,104.55
11/30/1992,104.18,104.18
10/30/1992,103.98,103.98
9/30/1992,103.8,103.8
8/31/1992,103.4,103.4
7/31/1992,103.08,103.08
6/30/1992,102.64,102.64
5/29/1992,102.27,102.27
4/30/1992,101.92,101.92
3/31/1992,101.47,101.47
2/28/1992,101.15,101.15
1/31/1992,100.85,100.85
12/31/1991,100.51,100.51
