Date,0,1,2
8/19/16,0.6596120744744495,-0.76455991,-1.794685471
8/26/16,0.6674973276071707,-0.754064403,-1.810704129
9/2/16,0.8820396107644526,-0.98561381,-2.090737158
9/9/16,0.9313763128000772,-1.048437832,-2.188534916
9/16/16,0.9979169781521376,-1.154126416,-2.360451495
9/23/16,0.8606469672559071,-0.974145393,-2.159681276
9/30/16,0.8587355156721403,-1.041333626,-2.248605118
10/7/16,0.9182235281325385,-1.112095753,-2.235246168
10/14/16,0.9103767052209717,-1.127383192,-2.145383047
10/21/16,0.8852967531102339,-1.079294505,-2.092571216
10/28/16,0.9029412085318953,-1.106123246,-2.072000019
11/4/16,0.8590793727400875,-1.073184178,-2.036080234
11/11/16,0.9008514772232451,-1.129478861,-1.947913479
11/18/16,0.9703281598804077,-1.237393259,-1.714649512
11/25/16,0.9584325533850904,-1.166085143,-1.737090641
12/2/16,0.9716788200502255,-1.195901213,-1.781428253
12/9/16,1.1235679737560098,-1.344352348,-2.070744264
12/16/16,1.057220412360004,-1.318202641,-1.772160842
12/23/16,1.0727956198766428,-1.32779106,-1.847615009
12/30/16,1.1293528507260742,-1.3496878,-2.096523534
1/6/17,1.1667951206540514,-1.408176162,-2.144289353
1/13/17,1.1682630673269965,-1.400111483,-2.164090511
1/20/17,1.2672246944643077,-1.511641784,-2.315029948
1/27/17,1.2895072309942448,-1.489209377,-2.337094201
2/3/17,1.3301084813268924,-1.55166724,-2.333963542
2/10/17,1.3006271485484175,-1.49106985,-2.333162154
2/17/17,1.3941329022656854,-1.554367502,-2.542886875
2/24/17,1.324605400594102,-1.473244469,-2.563600406
3/3/17,1.3385469473149492,-1.525747458,-2.616635636
3/10/17,1.3753115192545626,-1.606183897,-2.561830826
3/17/17,1.3339707812380013,-1.569102763,-2.494371274
3/24/17,1.310786317054753,-1.518048726,-2.534552241
3/31/17,1.3111646442637421,-1.445607233,-2.567422151
4/7/17,1.310436190801278,-1.378869002,-2.745737116
4/14/17,1.2407567188914062,-1.292752865,-2.775948364
4/21/17,1.2344887961929238,-1.28293238,-2.77772937
4/28/17,1.2609430424927182,-1.29174368,-2.825294907
5/5/17,1.2766922606370208,-1.313485528,-2.833122017
5/12/17,1.337526723,-1.340520273,-2.885956075
5/19/17,1.2693370545991158,-1.277217744,-2.743868848
5/26/17,1.2735128042927077,-1.271178737,-2.779560432
6/2/17,1.2945479590025857,-1.275708272,-2.829358674
6/9/17,1.2712345835193632,-1.22419246,-2.790502255
6/16/17,1.2521767354336766,-1.214582916,-2.703120071
6/23/17,1.2371658892639816,-1.188289936,-2.68453504
6/30/17,1.2964525184404407,-1.249347281,-2.697018622
7/7/17,1.3360955077711651,-1.272508852,-2.710350206
7/14/17,1.3105592686987348,-1.2580296,-2.701962977
7/21/17,1.3115571503659886,-1.260320789,-2.734577495
7/28/17,1.3101517494473875,-1.265505054,-2.719256062
8/4/17,1.306125647,-1.252282548,-2.730636233
8/11/17,1.2970350498861238,-1.243324931,-2.752132479
8/18/17,1.3137189651528332,-1.252406227,-2.872608455
8/25/17,1.3074340870912315,-1.250034182,-2.976181521
9/1/17,1.3108288797364893,-1.253902276,-3.033428391
9/8/17,1.2989496854818985,-1.245965386,-3.073820326
9/15/17,1.3115460315004566,-1.266627391,-2.982453559
9/22/17,1.292796097986225,-1.249800475,-2.89955871
9/29/17,1.3337980833339287,-1.296212088,-2.825740873
10/6/17,1.3603952278431124,-1.327795368,-2.893182704
10/13/17,1.3464824053310094,-1.326631012,-2.837048598
10/20/17,1.3659353656999842,-1.354487588,-2.823938499
10/27/17,1.347854774907741,-1.34548783,-2.788922982
11/3/17,1.325951880802933,-1.333744243,-2.766461774
11/10/17,1.2970410445894551,-1.323638501,-2.764859371
11/17/17,1.3103289875182906,-1.335939354,-2.818908239
11/24/17,1.318328199692202,-1.332192225,-2.869604722
12/1/17,1.3221091737653012,-1.299792912,-2.916673954
12/8/17,1.3006189282148146,-1.276754922,-2.863208507
12/15/17,1.2760410566678517,-1.251147723,-2.802683466
12/22/17,1.2736283241234578,-1.260299652,-2.751348267
12/29/17,1.2567666510835416,-1.226942758,-2.726706317
1/5/18,1.2645092536231843,-1.243404195,-2.714671173
1/12/18,1.2778221681240607,-1.256458649,-2.674373098
1/19/18,1.272564040865358,-1.251567478,-2.625394852
1/26/18,1.244285443915629,-1.220136904,-2.575675575
2/2/18,1.2452118108205241,-1.234510011,-2.522932964
2/9/18,1.2449022288778235,-1.245692831,-2.555571907
2/16/18,1.2252731131203913,-1.224050373,-2.580463297
2/23/18,1.1964971504747042,-1.197989745,-2.553978279
3/2/18,1.194458300540385,-1.201250175,-2.490186881
3/9/18,1.1811373451066371,-1.186183789,-2.52829643
3/16/18,1.188916994628342,-1.167884512,-2.606257218
3/23/18,1.1693523581718928,-1.159540467,-2.619535297
3/30/18,1.1517969318320886,-1.128104298,-2.527096306
4/6/18,1.1608470319267037,-1.145524655,-2.535181595
4/13/18,1.1066430600056039,-1.119604171,-2.406667029
4/20/18,1.1365221935295349,-1.132062537,-2.367146259
4/27/18,1.157156834008187,-1.153858797,-2.422384545
5/4/18,1.136446029506608,-1.123748733,-2.441099153
5/11/18,1.1515271930395559,-1.13872686,-2.474724366
5/18/18,1.1877635286383315,-1.170407791,-2.506148205
5/25/18,1.160059531103638,-1.142765505,-2.507561113
6/1/18,1.1391250891538287,-1.133395876,-2.443860776
6/8/18,1.1239550909569047,-1.103146594,-2.403045209
6/15/18,1.1241408292048447,-1.11731863,-2.426864527
6/22/18,1.1204759161812416,-1.102136828,-2.45492425
6/29/18,1.131685801,-1.10475844,-2.486999771
7/6/18,1.0885135661037302,-1.061376091,-2.424519629
7/13/18,1.0842706306055638,-1.061870662,-2.39470088
7/20/18,1.077980577167761,-1.061719478,-2.377156852
7/27/18,1.245052206148281,-1.205374321,-2.604341976
8/3/18,1.287771974020277,-1.25122667,-2.588983292
8/10/18,1.2670426413889417,-1.235639556,-2.562454824
8/17/18,1.2958389494189793,-1.274178565,-2.647674577
8/24/18,1.2861408571575244,-1.245990212,-2.644945819
8/31/18,1.2988724019128148,-1.259170563,-2.647743245
9/7/18,1.2798973323350147,-1.24734846,-2.600946285
9/14/18,1.2802735676711023,-1.250114665,-2.592705634
9/21/18,1.3397815713902412,-1.304399557,-2.654535469
9/28/18,1.3607957044469188,-1.340810652,-2.683365295
10/5/18,1.4013400709934627,-1.386860723,-2.73011849
10/12/18,1.3877627335542608,-1.379527341,-2.711897876
10/19/18,1.4075141386545267,-1.400533268,-2.757394244
