date,hsvol
1974-10-31,0.026416297971710308
1974-11-29,0.026391019296274406
1974-12-31,0.026422838959926084
1975-01-31,0.03027289918672914
1975-02-28,0.030540823839929482
1975-03-31,0.031335611219198034
1975-04-30,0.030332504054997215
1975-05-30,0.029820849497119436
1975-06-30,0.02961460371848496
1975-07-31,0.029495994648090516
1975-08-29,0.029450902240394594
1975-09-30,0.02942159950254132
1975-10-31,0.031058165421278136
1975-11-28,0.031103024976764582
1975-12-31,0.030863064297747256
1976-01-30,0.030093504115408634
1976-02-27,0.03009162333132205
1976-03-31,0.027324631075654134
1976-04-30,0.026992866846825784
1976-05-28,0.026131886659582083
1976-05-31,0.026284232411016777
1976-06-30,0.02272665552588559
1976-07-30,0.022539909649150047
1976-08-31,0.02223555336661199
1976-09-30,0.01854373226497667
1976-10-29,0.018401267205403183
1976-11-30,0.016014323791655384
1976-12-31,0.01563902592734714
1977-01-31,0.017233063850043875
1977-02-28,0.016958557168219285
1977-03-31,0.016731422195085943
1977-04-29,0.016342974701354658
1977-05-31,0.015448908109585375
1977-06-30,0.013395609422634696
1977-07-29,0.013063160968748001
1977-08-31,0.011914119316047644
1977-09-30,0.011370835183182871
1977-10-31,0.011837703511345596
1977-11-30,0.011745117664568311
1977-12-30,0.01222915067570371
1978-01-31,0.01190068646374651
1978-02-28,0.011792897115755293
1978-03-31,0.011733616212620956
1978-04-28,0.011734491290352148
1978-05-31,0.011673583293702411
1978-06-30,0.011375774877066617
1978-07-31,0.011467787832388297
1978-08-31,0.01118658398093814
1978-09-29,0.009935967972416658
1978-10-31,0.009650158296197699
1978-11-30,0.009793222700137287
1978-12-29,0.010473878373552
1979-01-31,0.011034438368453438
1979-02-28,0.01126484686729163
1979-03-30,0.011006140614200365
1979-04-30,0.011122285373285348
1979-05-31,0.011933341958421844
1979-06-29,0.012786172816405109
1979-07-31,0.012618745119182005
1979-08-31,0.01257719400643993
1979-09-28,0.013403147652528967
1979-10-31,0.02316363526507239
1979-11-30,0.023859549915794535
1979-12-31,0.02386091242907508
1980-01-31,0.026092073413886484
1980-02-28,0.030078070109088563
1980-02-29,0.030050656543952205
1980-03-31,0.029720848462264568
1980-04-30,0.04055939322143472
1980-05-30,0.04254541171280533
1980-06-30,0.04259925531088057
1980-07-31,0.04302261433445845
1980-08-29,0.04388880273607535
1980-09-30,0.04378653424709254
1980-10-31,0.04378712646879411
1980-11-28,0.043669315032143295
1980-12-31,0.044184639929010214
1981-01-30,0.04381539267622432
1981-02-27,0.04361015446318567
1981-03-31,0.04402453986030163
1981-04-30,0.045277400669291853
1981-05-29,0.04639768473261405
1981-06-30,0.042568396893695785
1981-07-31,0.04246318706491288
1981-08-31,0.0427897997158071
1981-09-30,0.04161295035568558
1981-10-30,0.04022570211780216
1981-11-30,0.04542965347496252
1981-12-31,0.04703094857674098
1982-01-29,0.039140731016559016
1982-02-26,0.037455885090218764
1982-03-31,0.037213304932409444
