Security,LT01TRUU Index,
Start Date,1/31/1992 0:00,
End Date,5/21/2025 0:00,
Period,D,
,,
Date,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS
5/21/2010,242.75,242.75
5/20/2010,242.8,242.8
5/19/2010,242.63,242.63
5/18/2010,242.75,242.75
5/17/2010,242.49,242.49
5/14/2010,242.53,242.53
5/13/2010,242.2,242.2
5/12/2010,242.13,242.13
5/11/2010,242.18,242.18
5/10/2010,242.15,242.15
5/7/2010,242.29,242.29
5/6/2010,242.49,242.49
5/5/2010,242.01,242.01
5/4/2010,241.69,241.69
5/3/2010,241.44,241.44
4/30/2010,241.63,241.63
4/29/2010,241.45,241.45
4/28/2010,241.25,241.25
4/27/2010,241.42,241.42
4/26/2010,240.99,240.99
4/23/2010,240.9,240.9
4/22/2010,241.12,241.12
4/21/2010,241.22,241.22
4/20/2010,241.15,241.15
4/19/2010,241.26,241.26
4/16/2010,241.39,241.39
4/15/2010,241.06,241.06
4/14/2010,240.93,240.93
4/13/2010,240.97,240.97
4/12/2010,240.95,240.95
4/9/2010,240.77,240.77
4/8/2010,240.79,240.79
4/7/2010,240.79,240.79
4/6/2010,240.41,240.41
4/5/2010,240.27,240.27
4/2/2010,240.55,240.55
4/1/2010,240.85,240.85
3/31/2010,240.96,240.96
3/30/2010,240.78,240.78
3/29/2010,240.83,240.83
3/26/2010,240.71,240.71
3/25/2010,240.54,240.54
3/24/2010,240.58,240.58
3/23/2010,240.93,240.93
3/22/2010,240.92,240.92
3/19/2010,240.77,240.77
3/18/2010,240.98,240.98
3/17/2010,241.15,241.15
3/16/2010,241.22,241.22
3/15/2010,241.03,241.03
3/12/2010,240.93,240.93
3/11/2010,241,241
3/10/2010,241.15,241.15
3/9/2010,241.29,241.29
3/8/2010,241.22,241.22
3/5/2010,241.15,241.15
3/4/2010,241.36,241.36
3/3/2010,241.56,241.56
3/2/2010,241.61,241.61
3/1/2010,241.58,241.58
2/26/2010,241.58,241.58
2/25/2010,241.44,241.44
2/24/2010,241.22,241.22
2/23/2010,241.18,241.18
2/22/2010,240.95,240.95
2/19/2010,240.77,240.77
2/18/2010,240.97,240.97
2/17/2010,241.08,241.08
2/16/2010,241.35,241.35
2/12/2010,241.18,241.18
2/11/2010,240.97,240.97
2/10/2010,240.94,240.94
2/9/2010,241.2,241.2
2/8/2010,241.39,241.39
2/5/2010,241.51,241.51
2/4/2010,241.25,241.25
2/3/2010,240.91,240.91
2/2/2010,241.04,241.04
2/1/2010,241,241
1/29/2010,241.12,241.12
1/28/2010,240.93,240.93
1/27/2010,240.78,240.78
1/26/2010,240.93,240.93
1/25/2010,240.97,240.97
1/22/2010,240.98,240.98
1/21/2010,240.84,240.84
1/20/2010,240.67,240.67
1/19/2010,240.58,240.58
1/15/2010,240.65,240.65
1/14/2010,240.44,240.44
1/13/2010,240.25,240.25
1/12/2010,240.45,240.45
1/11/2010,240.27,240.27
1/8/2010,240.15,240.15
1/7/2010,239.9,239.9
1/6/2010,240.01,240.01
1/5/2010,239.96,239.96
1/4/2010,239.59,239.59
12/31/2009,239.28,239.28
12/30/2009,239.56,239.56
12/29/2009,239.49,239.49
12/28/2009,239.5,239.5
12/24/2009,239.74,239.74
12/23/2009,239.97,239.97
12/22/2009,240.09,240.09
12/21/2009,240.25,240.25
12/18/2009,240.57,240.57
12/17/2009,240.77,240.77
12/16/2009,240.36,240.36
12/15/2009,240.22,240.22
12/14/2009,240.37,240.37
12/11/2009,240.53,240.53
12/10/2009,240.75,240.75
12/9/2009,240.87,240.87
12/8/2009,240.92,240.92
12/7/2009,240.68,240.68
12/4/2009,240.3,240.3
12/3/2009,240.83,240.83
12/2/2009,240.9,240.9
12/1/2009,241.14,241.14
11/30/2009,241.2,241.2
11/27/2009,241.04,241.04
11/25/2009,240.76,240.76
11/24/2009,240.8,240.8
11/23/2009,240.57,240.57
11/20/2009,240.61,240.61
11/19/2009,240.67,240.67
11/18/2009,240.52,240.52
11/17/2009,240.5,240.5
11/16/2009,240.45,240.45
11/13/2009,240.21,240.21
11/12/2009,240.22,240.22
11/10/2009,240.08,240.08
11/9/2009,240.02,240.02
11/6/2009,239.99,239.99
11/5/2009,239.85,239.85
11/4/2009,239.72,239.72
11/3/2009,239.67,239.67
11/2/2009,239.69,239.69
10/30/2009,239.74,239.74
10/29/2009,239.37,239.37
10/28/2009,239.58,239.58
10/27/2009,239.36,239.36
10/26/2009,238.94,238.94
10/23/2009,239.06,239.06
10/22/2009,239.32,239.32
10/21/2009,239.22,239.22
10/20/2009,239.49,239.49
10/19/2009,239.26,239.26
10/16/2009,239.22,239.22
10/15/2009,239.24,239.24
10/14/2009,239.4,239.4
10/13/2009,239.6,239.6
10/9/2009,239.19,239.19
10/8/2009,239.56,239.56
10/7/2009,239.73,239.73
10/6/2009,239.47,239.47
10/5/2009,239.57,239.57
10/2/2009,239.55,239.55
10/1/2009,239.6,239.6
9/30/2009,239.21,239.21
9/29/2009,239.05,239.05
9/28/2009,239.09,239.09
9/25/2009,238.98,238.98
9/24/2009,239.18,239.18
9/23/2009,239.1,239.1
9/22/2009,238.83,238.83
9/21/2009,238.7,238.7
9/18/2009,238.64,238.64
9/17/2009,238.88,238.88
9/16/2009,238.7,238.7
9/15/2009,238.91,238.91
9/14/2009,239.01,239.01
9/11/2009,239.08,239.08
9/10/2009,239.12,239.12
9/9/2009,238.88,238.88
9/8/2009,238.84,238.84
9/4/2009,238.81,238.81
9/3/2009,239,239
9/2/2009,239.05,239.05
9/1/2009,238.95,238.95
8/31/2009,238.64,238.64
8/28/2009,238.39,238.39
8/27/2009,238.3,238.3
8/26/2009,238.27,238.27
8/25/2009,238.22,238.22
8/24/2009,238.21,238.21
8/21/2009,237.9,237.9
8/20/2009,238.3,238.3
8/19/2009,238.29,238.29
8/18/2009,238.1,238.1
8/17/2009,238.22,238.22
8/14/2009,237.99,237.99
8/13/2009,237.81,237.81
8/12/2009,237.59,237.59
8/11/2009,237.34,237.34
8/10/2009,237.17,237.17
8/7/2009,236.8,236.8
8/6/2009,237.23,237.23
8/5/2009,237.14,237.14
8/4/2009,237.29,237.29
8/3/2009,237.35,237.35
7/31/2009,237.71,237.71
7/30/2009,237.27,237.27
7/29/2009,237.32,237.32
7/28/2009,237.55,237.55
7/27/2009,237.71,237.71
7/24/2009,237.76,237.76
7/23/2009,237.61,237.61
7/22/2009,238.08,238.08
7/21/2009,238.22,238.22
7/20/2009,238,238
7/17/2009,237.77,237.77
7/16/2009,237.9,237.9
7/15/2009,237.71,237.71
7/14/2009,238.17,238.17
7/13/2009,238.32,238.32
7/10/2009,238.33,238.33
7/9/2009,238.14,238.14
7/8/2009,238.36,238.36
7/7/2009,237.99,237.99
7/6/2009,238.05,238.05
7/2/2009,237.84,237.84
7/1/2009,237.61,237.61
6/30/2009,237.36,237.36
6/29/2009,237.39,237.39
6/26/2009,237.36,237.36
6/25/2009,237.29,237.29
6/24/2009,236.87,236.87
6/23/2009,237.03,237.03
6/22/2009,236.91,236.91
6/19/2009,236.52,236.52
6/18/2009,236.38,236.38
6/17/2009,236.78,236.78
6/16/2009,236.59,236.59
6/15/2009,236.46,236.46
6/12/2009,236.19,236.19
6/11/2009,235.99,235.99
6/10/2009,235.87,235.87
6/9/2009,236.07,236.07
6/8/2009,235.61,235.61
6/5/2009,235.98,235.98
6/4/2009,237.54,237.54
6/3/2009,237.75,237.75
6/2/2009,237.52,237.52
6/1/2009,237.47,237.47
5/29/2009,237.74,237.74
5/28/2009,237.4,237.4
5/27/2009,237.42,237.42
5/26/2009,237.55,237.55
5/22/2009,237.62,237.62
5/21/2009,237.77,237.77
5/20/2009,237.9,237.9
5/19/2009,237.64,237.64
5/18/2009,237.6,237.6
5/15/2009,237.81,237.81
5/14/2009,237.79,237.79
5/13/2009,237.74,237.74
5/12/2009,237.6,237.6
5/11/2009,237.56,237.56
5/8/2009,237.12,237.12
5/7/2009,237.1,237.1
5/6/2009,237.25,237.25
5/5/2009,237.18,237.18
5/4/2009,237.26,237.26
5/1/2009,237.29,237.29
4/30/2009,237.34,237.34
4/29/2009,237.21,237.21
4/28/2009,237.24,237.24
4/27/2009,237.43,237.43
4/24/2009,237.1,237.1
4/23/2009,237.19,237.19
4/22/2009,237.07,237.07
4/21/2009,237.23,237.23
4/20/2009,237.34,237.34
4/17/2009,237.06,237.06
4/16/2009,237.37,237.37
4/15/2009,237.58,237.58
4/14/2009,237.55,237.55
4/13/2009,237.4,237.4
4/9/2009,236.98,236.98
4/8/2009,237.07,237.07
4/7/2009,237.06,237.06
4/6/2009,236.89,236.89
4/3/2009,236.8,236.8
4/2/2009,237.3,237.3
4/1/2009,237.62,237.62
3/31/2009,237.69,237.69
3/30/2009,237.42,237.42
3/27/2009,237.16,237.16
3/26/2009,237.21,237.21
3/25/2009,236.98,236.98
3/24/2009,237.17,237.17
3/23/2009,237.13,237.13
3/20/2009,237.21,237.21
3/19/2009,237.26,237.26
3/18/2009,237.46,237.46
3/17/2009,236.38,236.38
3/16/2009,236.53,236.53
3/13/2009,236.61,236.61
3/12/2009,236.39,236.39
3/11/2009,236.38,236.38
3/10/2009,236.34,236.34
3/9/2009,236.56,236.56
3/6/2009,236.73,236.73
3/5/2009,236.89,236.89
3/4/2009,236.52,236.52
3/3/2009,236.76,236.76
3/2/2009,236.94,236.94
2/27/2009,236.39,236.39
2/26/2009,236.11,236.11
2/25/2009,236.12,236.12
2/24/2009,236.53,236.53
2/23/2009,236.65,236.65
2/20/2009,236.68,236.68
2/19/2009,236.49,236.49
2/18/2009,236.62,236.62
2/17/2009,236.99,236.99
2/13/2009,236.55,236.55
2/12/2009,236.93,236.93
2/11/2009,236.76,236.76
2/10/2009,236.82,236.82
2/9/2009,236.28,236.28
2/6/2009,236.47,236.47
2/5/2009,236.59,236.59
2/4/2009,236.51,236.51
2/3/2009,236.67,236.67
2/2/2009,236.92,236.92
1/30/2009,236.63,236.63
1/29/2009,236.68,236.68
1/28/2009,236.95,236.95
1/27/2009,237.11,237.11
1/26/2009,236.99,236.99
1/23/2009,237.04,237.04
1/22/2009,237.3,237.3
1/21/2009,237.2,237.2
1/20/2009,237.49,237.49
1/16/2009,237.38,237.38
1/15/2009,237.45,237.45
1/14/2009,237.49,237.49
1/13/2009,237.39,237.39
1/12/2009,237.45,237.45
1/9/2009,237.23,237.23
1/8/2009,237.06,237.06
1/7/2009,237.12,237.12
1/6/2009,237.09,237.09
1/5/2009,237.17,237.17
1/2/2009,236.83,236.83
12/31/2008,237.37,237.37
12/30/2008,237.54,237.54
12/29/2008,237.37,237.37
12/26/2008,236.95,236.95
12/24/2008,236.8,236.8
12/23/2008,236.88,236.88
12/22/2008,236.92,236.92
12/19/2008,237.23,237.23
12/18/2008,237.51,237.51
12/17/2008,237.37,237.37
12/16/2008,237.72,237.72
12/15/2008,237.33,237.33
12/12/2008,237.11,237.11
12/11/2008,237.01,237.01
12/10/2008,236.69,236.69
12/9/2008,236.74,236.74
12/8/2008,236.37,236.37
12/5/2008,236.43,236.43
12/4/2008,236.88,236.88
12/3/2008,236.65,236.65
12/2/2008,236.46,236.46
12/1/2008,236.43,236.43
11/28/2008,236.04,236.04
11/26/2008,235.63,235.63
11/25/2008,235.5,235.5
11/24/2008,234.99,234.99
11/21/2008,235.54,235.54
11/20/2008,235.82,235.82
11/19/2008,235.37,235.37
11/18/2008,235.18,235.18
11/17/2008,234.82,234.82
11/14/2008,234.67,234.67
11/13/2008,234.73,234.73
11/12/2008,234.9,234.9
11/10/2008,234.49,234.49
11/7/2008,234.15,234.15
11/6/2008,234.3,234.3
11/5/2008,234.12,234.12
11/4/2008,234.04,234.04
11/3/2008,233.81,233.81
10/31/2008,233.22,233.22
10/30/2008,233.26,233.26
10/29/2008,233.27,233.27
10/28/2008,232.99,232.99
10/27/2008,233.01,233.01
10/24/2008,233.13,233.13
10/23/2008,233.42,233.42
10/22/2008,233.22,233.22
10/21/2008,233.09,233.09
10/20/2008,232.61,232.61
10/17/2008,232.92,232.92
10/16/2008,232.99,232.99
10/15/2008,232.75,232.75
10/14/2008,232.17,232.17
10/10/2008,232.69,232.69
10/9/2008,232.23,232.23
10/8/2008,232.61,232.61
10/7/2008,233.15,233.15
10/6/2008,233.56,233.56
10/3/2008,232.41,232.41
10/2/2008,232.44,232.44
10/1/2008,231.54,231.54
9/30/2008,231.01,231.01
9/29/2008,232.22,232.22
9/26/2008,230.75,230.75
9/25/2008,230.41,230.41
9/24/2008,231.08,231.08
9/23/2008,230.39,230.39
9/22/2008,230.24,230.24
9/19/2008,230.18,230.18
9/18/2008,232.3,232.3
9/17/2008,232.22,232.22
9/16/2008,231.12,231.12
9/15/2008,231.6,231.6
9/12/2008,229.85,229.85
9/11/2008,230.01,230.01
9/10/2008,229.88,229.88
9/9/2008,229.92,229.92
9/8/2008,229.58,229.58
9/5/2008,229.68,229.68
9/4/2008,229.88,229.88
9/3/2008,229.69,229.69
9/2/2008,229.6,229.6
8/29/2008,229.21,229.21
8/28/2008,229.09,229.09
8/27/2008,229.28,229.28
8/26/2008,229.1,229.1
8/25/2008,229.17,229.17
8/22/2008,228.82,228.82
8/21/2008,229.14,229.14
8/20/2008,229.39,229.39
8/19/2008,229.12,229.12
8/18/2008,229.04,229.04
8/15/2008,228.77,228.77
8/14/2008,228.63,228.63
8/13/2008,228.43,228.43
8/12/2008,228.58,228.58
8/11/2008,228.13,228.13
8/8/2008,228.24,228.24
8/7/2008,228.51,228.51
8/6/2008,228,228
8/5/2008,228.12,228.12
8/4/2008,228.09,228.09
8/1/2008,228.16,228.16
7/31/2008,228.08,228.08
7/30/2008,227.66,227.66
7/29/2008,227.7,227.7
7/28/2008,227.86,227.86
7/25/2008,227.35,227.35
7/24/2008,227.63,227.63
7/23/2008,226.88,226.88
7/22/2008,227.17,227.17
7/21/2008,227.34,227.34
7/18/2008,227.36,227.36
7/17/2008,227.54,227.54
7/16/2008,228.08,228.08
7/15/2008,228.16,228.16
7/14/2008,227.85,227.85
7/11/2008,227.29,227.29
7/10/2008,227.99,227.99
7/9/2008,228.04,228.04
7/8/2008,227.84,227.84
7/7/2008,227.82,227.82
7/3/2008,227.53,227.53
7/2/2008,227.33,227.33
7/1/2008,227.12,227.12
6/30/2008,227.15,227.15
6/27/2008,227.02,227.02
6/26/2008,226.96,226.96
6/25/2008,226.34,226.34
6/24/2008,226.12,226.12
6/23/2008,225.72,225.72
6/20/2008,226.03,226.03
6/19/2008,225.57,225.57
6/18/2008,225.95,225.95
6/17/2008,225.64,225.64
6/16/2008,225.29,225.29
6/13/2008,225.15,225.15
6/12/2008,225.31,225.31
6/11/2008,225.99,225.99
6/10/2008,225.61,225.61
6/9/2008,226.31,226.31
6/6/2008,227.46,227.46
6/5/2008,227.16,227.16
6/4/2008,227.35,227.35
6/3/2008,227.42,227.42
6/2/2008,227.03,227.03
5/30/2008,226.51,226.51
5/29/2008,226.35,226.35
5/28/2008,226.45,226.45
5/27/2008,226.81,226.81
5/23/2008,227.01,227.01
5/22/2008,226.6,226.6
5/21/2008,227.06,227.06
5/20/2008,227.44,227.44
5/19/2008,227.03,227.03
5/16/2008,226.79,226.79
5/15/2008,226.81,226.81
5/14/2008,226.44,226.44
5/13/2008,226.69,226.69
5/12/2008,227.43,227.43
5/9/2008,227.61,227.61
5/8/2008,227.55,227.55
5/7/2008,227.24,227.24
5/6/2008,227.07,227.07
5/5/2008,226.93,226.93
5/2/2008,226.73,226.73
5/1/2008,227.06,227.06
4/30/2008,227.31,227.31
4/29/2008,227.04,227.04
4/28/2008,226.96,226.96
4/25/2008,226.7,226.7
4/24/2008,226.79,226.79
4/23/2008,227.4,227.4
4/22/2008,227.35,227.35
4/21/2008,227.47,227.47
4/18/2008,227.36,227.36
4/17/2008,227.6,227.6
4/16/2008,228.12,228.12
4/15/2008,228.64,228.64
4/14/2008,228.91,228.91
4/11/2008,228.89,228.89
4/10/2008,228.61,228.61
4/9/2008,228.88,228.88
4/8/2008,228.42,228.42
4/7/2008,228.17,228.17
4/4/2008,228.5,228.5
4/3/2008,228.18,228.18
4/2/2008,228.27,228.27
4/1/2008,228.68,228.68
3/31/2008,229.34,229.34
3/28/2008,229.11,229.11
3/27/2008,228.94,228.94
3/26/2008,228.95,228.95
3/25/2008,228.67,228.67
3/24/2008,228.56,228.56
3/20/2008,229.42,229.42
3/19/2008,229.58,229.58
3/18/2008,229.14,229.14
3/17/2008,230.14,230.14
3/14/2008,229.74,229.74
3/13/2008,228.98,228.98
3/12/2008,228.91,228.91
3/11/2008,228.49,228.49
3/10/2008,229.53,229.53
3/7/2008,229.21,229.21
3/6/2008,229.08,229.08
3/5/2008,228.67,228.67
3/4/2008,228.96,228.96
3/3/2008,228.92,228.92
2/29/2008,228.76,228.76
2/28/2008,227.9,227.9
2/27/2008,227.43,227.43
2/26/2008,227.28,227.28
2/25/2008,226.98,226.98
2/22/2008,227.42,227.42
2/21/2008,227.37,227.37
2/20/2008,226.81,226.81
2/19/2008,227.18,227.18
2/15/2008,227.56,227.56
2/14/2008,227.64,227.64
2/13/2008,227.67,227.67
2/12/2008,227.42,227.42
2/11/2008,227.53,227.53
2/8/2008,227.4,227.4
2/7/2008,227.18,227.18
2/6/2008,227.28,227.28
2/5/2008,227.32,227.32
2/4/2008,226.87,226.87
2/1/2008,226.74,226.74
1/31/2008,226.39,226.39
1/30/2008,226.03,226.03
1/29/2008,226.04,226.04
1/28/2008,226.29,226.29
1/25/2008,226.2,226.2
1/24/2008,226.06,226.06
1/23/2008,226.94,226.94
1/22/2008,226.67,226.67
1/18/2008,225.48,225.48
1/17/2008,225.18,225.18
1/16/2008,224.9,224.9
1/15/2008,224.78,224.78
1/14/2008,224.57,224.57
1/11/2008,224.47,224.47
1/10/2008,224,224
1/9/2008,224.08,224.08
1/8/2008,223.78,223.78
1/7/2008,223.76,223.76
1/4/2008,223.83,223.83
1/3/2008,223.48,223.48
1/2/2008,223.31,223.31
12/31/2007,222.52,222.52
12/28/2007,222.27,222.27
12/27/2007,221.88,221.88
12/26/2007,221.58,221.58
12/24/2007,221.77,221.77
12/21/2007,221.88,221.88
12/20/2007,222.34,222.34
12/19/2007,222.06,222.06
12/18/2007,221.86,221.86
12/17/2007,221.6,221.6
12/14/2007,221.34,221.34
12/13/2007,221.69,221.69
12/12/2007,221.95,221.95
12/11/2007,222.52,222.52
12/10/2007,221.77,221.77
12/7/2007,221.82,221.82
12/6/2007,222.24,222.24
12/5/2007,222.67,222.67
12/4/2007,222.62,222.62
12/3/2007,222.53,222.53
11/30/2007,221.97,221.97
11/29/2007,221.93,221.93
11/28/2007,221.49,221.49
11/27/2007,221.94,221.94
11/26/2007,222.37,222.37
11/23/2007,221.76,221.76
11/21/2007,221.93,221.93
11/20/2007,221.49,221.49
11/19/2007,221.31,221.31
11/16/2007,220.77,220.77
11/15/2007,220.69,220.69
11/14/2007,219.92,219.92
11/13/2007,219.93,219.93
11/9/2007,220.2,220.2
11/8/2007,220.08,220.08
11/7/2007,219.59,219.59
11/6/2007,219.23,219.23
11/5/2007,219.26,219.26
11/2/2007,219.3,219.3
11/1/2007,218.73,218.73
10/31/2007,218.19,218.19
10/30/2007,218.57,218.57
10/29/2007,218.6,218.6
10/26/2007,218.64,218.64
10/25/2007,218.69,218.69
10/24/2007,218.74,218.74
10/23/2007,218.38,218.38
10/22/2007,218.34,218.34
10/19/2007,218.31,218.31
10/18/2007,217.9,217.9
10/17/2007,217.66,217.66
10/16/2007,217.1,217.1
10/15/2007,216.81,216.81
10/12/2007,216.66,216.66
10/11/2007,216.86,216.86
10/10/2007,216.88,216.88
10/9/2007,216.94,216.94
10/5/2007,217.01,217.01
10/4/2007,217.33,217.33
10/3/2007,217.28,217.28
10/2/2007,217.36,217.36
10/1/2007,217.19,217.19
9/28/2007,217.34,217.34
9/27/2007,217.32,217.32
9/26/2007,217.23,217.23
9/25/2007,217.13,217.13
9/24/2007,216.89,216.89
9/21/2007,216.76,216.76
9/20/2007,216.6,216.6
9/19/2007,216.96,216.96
9/18/2007,216.92,216.92
9/17/2007,216.59,216.59
9/14/2007,216.59,216.59
9/13/2007,216.49,216.49
9/12/2007,216.83,216.83
9/11/2007,216.89,216.89
9/10/2007,217.21,217.21
9/7/2007,216.98,216.98
9/6/2007,216.29,216.29
9/5/2007,216.45,216.45
9/4/2007,215.98,215.98
8/31/2007,215.84,215.84
8/30/2007,216.07,216.07
8/29/2007,215.84,215.84
8/28/2007,215.97,215.97
8/27/2007,215.43,215.43
8/24/2007,215.26,215.26
8/23/2007,215.66,215.66
8/22/2007,215.79,215.79
8/21/2007,216.06,216.06
8/20/2007,215.78,215.78
8/17/2007,215.46,215.46
8/16/2007,215.65,215.65
8/15/2007,214.89,214.89
8/14/2007,214.56,214.56
8/13/2007,214.27,214.27
8/10/2007,214.22,214.22
8/9/2007,214.07,214.07
8/8/2007,213.49,213.49
8/7/2007,213.84,213.84
8/6/2007,213.99,213.99
8/3/2007,214.06,214.06
8/2/2007,213.67,213.67
8/1/2007,213.7,213.7
7/31/2007,213.62,213.62
7/30/2007,213.57,213.57
7/27/2007,213.6,213.6
7/26/2007,213.59,213.59
7/25/2007,212.92,212.92
7/24/2007,212.76,212.76
7/23/2007,212.63,212.63
7/20/2007,212.63,212.63
7/19/2007,212.34,212.34
7/18/2007,212.39,212.39
7/17/2007,212.1,212.1
7/16/2007,212.21,212.21
7/13/2007,211.92,211.92
7/12/2007,211.87,211.87
7/11/2007,212.02,212.02
7/10/2007,212.08,212.08
7/9/2007,211.64,211.64
7/6/2007,211.48,211.48
7/5/2007,211.52,211.52
7/3/2007,211.76,211.76
7/2/2007,211.88,211.88
6/29/2007,211.73,211.73
6/28/2007,211.4,211.4
6/27/2007,211.61,211.61
6/26/2007,211.52,211.52
6/25/2007,211.6,211.6
6/22/2007,211.34,211.34
6/21/2007,211.15,211.15
6/20/2007,211.12,211.12
6/19/2007,211.2,211.2
6/18/2007,210.98,210.98
6/15/2007,210.79,210.79
6/14/2007,210.58,210.58
6/13/2007,210.6,210.6
6/12/2007,210.58,210.58
6/11/2007,210.79,210.79
6/8/2007,210.69,210.69
6/7/2007,210.65,210.65
6/6/2007,210.83,210.83
6/5/2007,210.68,210.68
6/4/2007,210.76,210.76
6/1/2007,210.64,210.64
5/31/2007,210.81,210.81
5/30/2007,210.87,210.87
5/29/2007,210.85,210.85
5/25/2007,210.86,210.86
5/24/2007,210.84,210.84
5/23/2007,210.83,210.83
5/22/2007,210.83,210.83
5/21/2007,210.91,210.91
5/18/2007,210.77,210.77
5/17/2007,210.85,210.85
5/16/2007,210.98,210.98
5/15/2007,210.93,210.93
5/14/2007,210.93,210.93
5/11/2007,210.93,210.93
5/10/2007,210.97,210.97
5/9/2007,210.81,210.81
5/8/2007,210.97,210.97
5/7/2007,210.93,210.93
5/4/2007,210.88,210.88
5/3/2007,210.74,210.74
5/2/2007,210.89,210.89
5/1/2007,210.92,210.92
4/30/2007,211.02,211.02
4/27/2007,210.7,210.7
4/26/2007,210.69,210.69
4/25/2007,210.83,210.83
4/24/2007,210.9,210.9
4/23/2007,210.77,210.77
4/20/2007,210.62,210.62
4/19/2007,210.6,210.6
4/18/2007,210.58,210.58
4/17/2007,210.41,210.41
4/16/2007,210.16,210.16
4/13/2007,210.02,210.02
4/12/2007,210.11,210.11
4/11/2007,210.1,210.1
4/10/2007,210.14,210.14
4/9/2007,209.99,209.99
4/5/2007,210.28,210.28
4/4/2007,210.32,210.32
4/3/2007,210.22,210.22
4/2/2007,210.31,210.31
3/30/2007,210.28,210.28
3/29/2007,210.24,210.24
3/28/2007,210.35,210.35
3/27/2007,210.27,210.27
3/26/2007,210.27,210.27
3/23/2007,210.08,210.08
3/22/2007,210.14,210.14
3/21/2007,210.35,210.35
3/20/2007,210.03,210.03
3/19/2007,209.92,209.92
3/16/2007,209.96,209.96
3/15/2007,209.98,209.98
3/14/2007,210.08,210.08
3/13/2007,210.12,210.12
3/12/2007,209.75,209.75
3/9/2007,209.53,209.53
3/8/2007,209.9,209.9
3/7/2007,209.91,209.91
3/6/2007,209.77,209.77
3/5/2007,209.86,209.86
3/2/2007,209.79,209.79
3/1/2007,209.55,209.55
2/28/2007,209.47,209.47
2/27/2007,209.58,209.58
2/26/2007,209.01,209.01
2/23/2007,208.78,208.78
2/22/2007,208.57,208.57
2/21/2007,208.69,208.69
2/20/2007,208.73,208.73
2/16/2007,208.59,208.59
2/15/2007,208.54,208.54
2/14/2007,208.4,208.4
2/13/2007,208.11,208.11
2/12/2007,208.12,208.12
2/9/2007,208.11,208.11
2/8/2007,208.22,208.22
2/7/2007,208.19,208.19
2/6/2007,208.08,208.08
2/5/2007,207.96,207.96
2/2/2007,207.82,207.82
2/1/2007,207.75,207.75
1/31/2007,207.79,207.79
1/30/2007,207.62,207.62
1/29/2007,207.53,207.53
1/26/2007,207.49,207.49
1/25/2007,207.48,207.48
1/24/2007,207.6,207.6
1/23/2007,207.55,207.55
1/22/2007,207.62,207.62
1/19/2007,207.52,207.52
1/18/2007,207.58,207.58
1/17/2007,207.48,207.48
1/16/2007,207.6,207.6
1/12/2007,207.45,207.45
1/11/2007,207.47,207.47
1/10/2007,207.66,207.66
1/9/2007,207.7,207.7
1/8/2007,207.69,207.69
1/5/2007,207.7,207.7
1/4/2007,207.83,207.83
1/3/2007,207.62,207.62
1/2/2007,207.47,207.47
12/29/2006,207.36,207.36
12/28/2006,207.31,207.31
12/27/2006,207.41,207.41
12/26/2006,207.58,207.58
12/22/2006,207.46,207.46
12/21/2006,207.66,207.66
12/20/2006,207.44,207.44
12/19/2006,207.41,207.41
12/18/2006,207.39,207.39
12/15/2006,207.3,207.3
12/14/2006,207.26,207.26
12/13/2006,207.33,207.33
12/12/2006,207.64,207.64
12/11/2006,207.46,207.46
12/8/2006,207.32,207.32
12/7/2006,207.64,207.64
12/6/2006,207.61,207.61
12/5/2006,207.82,207.82
12/4/2006,207.77,207.77
12/1/2006,207.7,207.7
11/30/2006,207.35,207.35
11/29/2006,207.1,207.1
11/28/2006,207.12,207.12
11/27/2006,206.96,206.96
11/24/2006,206.86,206.86
11/22/2006,206.73,206.73
11/21/2006,206.65,206.65
11/20/2006,206.61,206.61
11/17/2006,206.52,206.52
11/16/2006,206.22,206.22
11/15/2006,206.31,206.31
11/14/2006,206.53,206.53
11/13/2006,206.41,206.41
11/10/2006,206.43,206.43
11/9/2006,206.33,206.33
11/8/2006,206.31,206.31
11/7/2006,206.21,206.21
11/6/2006,206.01,206.01
11/3/2006,205.93,205.93
11/2/2006,206.41,206.41
11/1/2006,206.5,206.5
10/31/2006,206.29,206.29
10/30/2006,206.03,206.03
10/27/2006,205.98,205.98
10/26/2006,205.76,205.76
10/25/2006,205.54,205.54
10/24/2006,205.36,205.36
10/23/2006,205.35,205.35
10/20/2006,205.42,205.42
10/19/2006,205.41,205.41
10/18/2006,205.43,205.43
10/17/2006,205.42,205.42
10/16/2006,205.34,205.34
10/13/2006,205.22,205.22
10/12/2006,205.29,205.29
10/11/2006,205.2,205.2
10/10/2006,205.34,205.34
10/6/2006,205.48,205.48
10/5/2006,205.76,205.76
10/4/2006,205.93,205.93
10/3/2006,205.69,205.69
10/2/2006,205.66,205.66
9/29/2006,205.5,205.5
9/28/2006,205.49,205.49
9/27/2006,205.53,205.53
9/26/2006,205.48,205.48
9/25/2006,205.59,205.59
9/22/2006,205.43,205.43
9/21/2006,205.26,205.26
9/20/2006,204.87,204.87
9/19/2006,204.88,204.88
9/18/2006,204.58,204.58
9/15/2006,204.56,204.56
9/14/2006,204.62,204.62
9/13/2006,204.72,204.72
9/12/2006,204.63,204.63
9/11/2006,204.56,204.56
9/8/2006,204.59,204.59
9/7/2006,204.48,204.48
