Security,USOSFR10 BGN Curncy
Start Date,1/1/2007 0:00
End Date,7/25/2025 0:00
Period,D
Currency,USD
Pricing Source,BGN
,
Date,PX_LAST
12/29/2020,0.7399
12/28/2020,0.7283
12/24/2020,0.726
12/23/2020,0.7396
12/22/2020,0.7115
12/21/2020,0.72425
12/18/2020,0.73425
12/17/2020,0.71785
12/16/2020,0.70025
12/15/2020,0.695
12/14/2020,0.684
12/11/2020,0.677
12/10/2020,0.69
12/9/2020,0.7191
12/8/2020,0.7034
12/7/2020,0.69985
12/4/2020,0.74115
12/3/2020,0.68225
12/2/2020,0.71105
12/1/2020,0.716
11/30/2020,0.62905
11/27/2020,0.609
11/26/2020,0.652
11/25/2020,0.65145
11/24/2020,0.64845
11/23/2020,0.61935
11/20/2020,0.58655
11/19/2020,0.6003
11/18/2020,0.63475
11/17/2020,0.61855
11/16/2020,0.66555
11/13/2020,0.65025
11/12/2020,0.6312
11/11/2020,0.727
11/10/2020,0.72865
11/9/2020,0.6941
11/6/2020,0.59785
11/5/2020,0.54785
11/4/2020,0.55
11/3/2020,0.6659
11/2/2020,0.6165
10/30/2020,0.653
10/29/2020,0.6075
10/28/2020,0.5616
10/27/2020,0.55505
10/26/2020,0.58975
10/23/2020,0.6339
10/22/2020,0.647
10/21/2020,0.6121
10/20/2020,0.5768
10/19/2020,0.559
10/16/2020,0.5365
10/15/2020,0.5287
10/14/2020,0.51925
10/13/2020,0.52125
10/12/2020,0.568
10/9/2020,0.56475
10/8/2020,0.57525
10/7/2020,0.5755
10/6/2020,0.5243
10/5/2020,0.563
10/2/2020,0.4885
10/1/2020,0.467
9/30/2020,0.474
9/29/2020,0.4458
9/28/2020,0.4458
9/25/2020,0.4465
9/24/2020,0.4482
9/23/2020,0.4545
9/22/2020,0.4515
9/21/2020,0.4463
9/18/2020,0.4748
9/17/2020,0.459
9/16/2020,0.471
9/15/2020,0.455
9/14/2020,0.452
9/11/2020,0.448
9/10/2020,0.456
9/9/2020,0.475
9/8/2020,0.4515
9/7/2020,0.498
9/4/2020,0.495
9/3/2020,0.4273
9/2/2020,0.438
9/1/2020,0.449
8/31/2020,0.4785
8/28/2020,0.5013
8/27/2020,0.5195
8/26/2020,0.462
8/25/2020,0.4518
8/24/2020,0.4083
8/21/2020,0.3978
8/20/2020,0.4132
8/19/2020,0.4298
8/18/2020,0.4133
8/17/2020,0.4363
8/14/2020,0.4648
8/13/2020,0.4581
8/12/2020,0.428
8/11/2020,0.4013
8/10/2020,0.352
8/7/2020,0.328
8/6/2020,0.298
8/5/2020,0.3028
8/4/2020,0.2612
8/3/2020,0.3033
7/31/2020,0.2695
7/30/2020,0.2903
7/29/2020,0.3143
7/28/2020,0.3193
7/27/2020,0.351
7/24/2020,0.328
7/23/2020,0.315
7/22/2020,0.3273
7/21/2020,0.3282
7/20/2020,0.335
7/17/2020,0.358
7/16/2020,0.3411
7/15/2020,0.3521
7/14/2020,0.3428
7/13/2020,0.3397
7/10/2020,0.3742
7/9/2020,0.337
7/8/2020,0.3799
7/7/2020,0.3511
7/6/2020,0.3886
7/3/2020,0.399
7/2/2020,0.383
7/1/2020,0.3914
6/30/2020,0.379
6/29/2020,0.3424
6/26/2020,0.3583
6/25/2020,0.406
6/24/2020,0.401
6/23/2020,0.4316
6/22/2020,0.424
6/19/2020,0.4038
6/18/2020,0.423
6/17/2020,0.4433
6/16/2020,0.4679
6/15/2020,0.4437
6/12/2020,0.426
6/11/2020,0.3906
6/10/2020,0.4569
6/9/2020,0.54875
6/8/2020,0.5872
6/5/2020,0.6057
6/4/2020,0.5404
6/3/2020,0.4659
6/2/2020,0.409
6/1/2020,0.3876
5/29/2020,0.3875
5/28/2020,0.4209
5/27/2020,0.41
5/26/2020,0.434
5/25/2020,0.396
5/22/2020,0.396
5/21/2020,0.4023
5/20/2020,0.3983
5/19/2020,0.4004
5/18/2020,0.436
5/15/2020,0.3488
5/14/2020,0.314
5/13/2020,0.33
5/12/2020,0.3467
5/11/2020,0.3815
5/8/2020,0.3675
5/7/2020,0.33
5/6/2020,0.3919
5/5/2020,0.3854
5/4/2020,0.3738
5/1/2020,0.3624
4/30/2020,0.3885
4/29/2020,0.38
4/28/2020,0.36
4/27/2020,0.4112
4/24/2020,0.3591
4/23/2020,0.3661
4/22/2020,0.3931
4/21/2020,0.3695
4/20/2020,0.4125
4/17/2020,0.456
4/16/2020,0.4451
4/15/2020,0.4433
4/14/2020,0.5713
4/13/2020,0.5838
4/10/2020,0.573
4/9/2020,0.557
4/8/2020,0.5567
4/7/2020,0.5068
4/6/2020,0.4568
4/3/2020,0.403
4/2/2020,0.3962
4/1/2020,0.414
3/31/2020,0.4507
3/30/2020,0.4649
3/27/2020,0.376
3/26/2020,0.51
3/25/2020,0.547
3/24/2020,0.4765
3/23/2020,0.421
3/20/2020,0.4636
3/19/2020,0.6974
3/18/2020,0.8029
3/17/2020,0.739
3/16/2020,0.5062
3/13/2020,0.7039
3/12/2020,0.5837
3/11/2020,0.6499
3/10/2020,0.6045
3/9/2020,0.3887
3/6/2020,0.618
3/5/2020,0.673
3/4/2020,0.814
3/3/2020,0.7499
3/2/2020,0.916
2/28/2020,0.8745
2/27/2020,0.975
2/26/2020,1.0726
2/25/2020,1.071
2/24/2020,1.0875
2/21/2020,1.177
2/20/2020,1.2231
2/19/2020,1.2786
2/18/2020,1.2765
2/17/2020,1.3107
2/14/2020,1.3107
2/13/2020,1.3481
2/12/2020,1.3761
2/11/2020,1.341
2/10/2020,1.312
2/7/2020,1.335
2/6/2020,1.3855
2/5/2020,1.3895
2/4/2020,1.329
2/3/2020,1.2615
1/31/2020,1.2245
1/30/2020,1.303
1/29/2020,1.305
1/28/2020,1.3715
1/27/2020,1.319
1/24/2020,1.402
1/23/2020,1.442
1/22/2020,1.481
1/21/2020,1.496
1/20/2020,1.5226
1/17/2020,1.535
1/16/2020,1.5226
1/15/2020,1.5159
1/14/2020,1.534
1/13/2020,1.556
1/10/2020,1.536
1/9/2020,1.5705
1/8/2020,1.584
1/7/2020,1.529
1/6/2020,1.518
1/3/2020,1.516
1/2/2020,1.615
12/31/2019,1.66375
12/30/2019,1.611
12/27/2019,1.601
12/26/2019,1.615
12/24/2019,1.628
12/23/2019,1.65
12/20/2019,1.641
12/19/2019,1.631
12/18/2019,1.627
12/17/2019,1.5943
12/16/2019,1.5886
12/13/2019,1.523
12/12/2019,1.583
12/11/2019,1.487
12/10/2019,1.536
12/9/2019,1.522
12/6/2019,1.54
12/5/2019,1.5014
12/4/2019,1.473
12/3/2019,1.4
12/2/2019,1.51
11/29/2019,1.4735
11/27/2019,1.452
11/26/2019,1.425
11/25/2019,1.4225
11/22/2019,1.437
11/21/2019,1.4231
11/20/2019,1.412
11/19/2019,1.4412
11/18/2019,1.48
11/15/2019,1.4918
11/14/2019,1.4759
11/13/2019,1.556
11/12/2019,1.5819
11/11/2019,1.5802
11/8/2019,1.614
11/7/2019,1.5913
11/6/2019,1.4939
11/5/2019,1.536
11/4/2019,1.4545
11/1/2019,1.396
10/31/2019,1.356
10/30/2019,1.447
10/29/2019,1.507
10/28/2019,1.516
10/25/2019,1.4656
10/24/2019,1.449
10/23/2019,1.446
10/22/2019,1.452
10/21/2019,1.498
10/18/2019,1.442
10/17/2019,1.4213
10/16/2019,1.425
10/15/2019,1.454
10/11/2019,1.416
10/10/2019,1.331
10/9/2019,1.224
10/8/2019,1.2039
10/7/2019,1.237
10/4/2019,1.2084
10/3/2019,1.1984
10/2/2019,1.2676
10/1/2019,1.3011
9/30/2019,1.3283
9/27/2019,1.3389
9/26/2019,1.3185
9/25/2019,1.347
9/24/2019,1.277
9/23/2019,1.369
9/20/2019,1.391
9/19/2019,1.405
9/18/2019,1.414
9/17/2019,1.435
9/16/2019,1.468
9/13/2019,1.5226
9/12/2019,1.403
9/11/2019,1.367
9/10/2019,1.367
9/9/2019,1.2662
9/6/2019,1.185
9/5/2019,1.1866
9/4/2019,1.095
9/3/2019,1.09
9/2/2019,1.1341
8/30/2019,1.1304
8/29/2019,1.1434
8/28/2019,1.1184
8/27/2019,1.1373
8/26/2019,1.193
8/23/2019,1.206
8/22/2019,1.291
8/21/2019,1.247
8/20/2019,1.2102
8/19/2019,1.2584
8/16/2019,1.198
8/15/2019,1.176
8/14/2019,1.232
8/13/2019,1.3413
8/12/2019,1.3053
8/9/2019,1.3613
8/8/2019,1.358
8/7/2019,1.367
8/6/2019,1.371
8/5/2019,1.3288
8/2/2019,1.507
8/1/2019,1.555
7/31/2019,1.6822
7/30/2019,1.7054
7/29/2019,1.729
7/26/2019,1.7303
7/25/2019,1.7325
7/24/2019,1.6969
7/23/2019,1.7263
7/22/2019,1.706
7/19/2019,1.7023
7/18/2019,1.6799
7/17/2019,1.7241
7/16/2019,1.782
7/15/2019,1.7682
7/12/2019,1.8056
7/11/2019,1.8166
7/10/2019,1.7254
7/9/2019,1.7423
7/8/2019,1.7062
7/5/2019,1.7217
7/4/2019,1.6384
7/3/2019,1.6377
7/2/2019,1.6605
7/1/2019,1.716
6/28/2019,1.699
6/27/2019,1.706
6/26/2019,1.6908
6/25/2019,1.6581
6/24/2019,1.6637
6/21/2019,1.7203
6/20/2019,1.6274
6/19/2019,1.693
6/18/2019,1.7179
6/17/2019,1.7585
6/14/2019,1.7283
6/13/2019,1.763
6/12/2019,1.7913
6/11/2019,1.854
6/10/2019,1.835
6/7/2019,1.791
6/6/2019,1.8262
6/5/2019,1.8365
6/4/2019,1.826
6/3/2019,1.7538
5/31/2019,1.8108
5/30/2019,1.8998
5/29/2019,1.9444
5/28/2019,1.9479
5/27/2019,1.9895
5/24/2019,1.9875
5/23/2019,1.9895
5/22/2019,2.101
5/21/2019,2.1041
5/20/2019,2.0638
5/17/2019,2.065
5/16/2019,2.0579
5/15/2019,2.0416
5/14/2019,2.0929
5/13/2019,2.086
5/10/2019,2.1627
5/9/2019,2.1377
5/8/2019,2.177
5/7/2019,2.1528
5/6/2019,2.1627
5/3/2019,2.2283
5/2/2019,2.24555
5/1/2019,2.2099
4/30/2019,2.20388
4/29/2019,2.22754
4/26/2019,2.20416
4/25/2019,2.24082
4/24/2019,2.22283
4/23/2019,2.26748
4/22/2019,2.29235
4/19/2019,2.27027
4/18/2019,2.27245
4/17/2019,2.30393
4/16/2019,2.2995
4/15/2019,2.26588
4/12/2019,2.27114
4/11/2019,2.20245
4/10/2019,2.1631
4/9/2019,2.19935
4/8/2019,2.21588
4/5/2019,2.18943
4/4/2019,2.20636
4/3/2019,2.20746
4/2/2019,2.16285
4/1/2019,2.2019
3/29/2019,2.11094
3/28/2019,2.10281
3/27/2019,2.05945
3/26/2019,2.10526
3/25/2019,2.07029
3/22/2019,2.1322
3/21/2019,2.2362
3/20/2019,2.23051
3/19/2019,2.31565
3/18/2019,2.30573
3/15/2019,2.29279
3/14/2019,2.33093
3/13/2019,2.32285
3/12/2019,2.30914
3/11/2019,2.35375
3/8/2019,2.34655
3/7/2019,2.35054
3/6/2019,2.40319
3/5/2019,2.41937
3/4/2019,2.41893
3/1/2019,2.45054
2/28/2019,2.41417
2/27/2019,2.37604
2/26/2019,2.32425
2/25/2019,2.34659
2/22/2019,2.34494
2/21/2019,2.3804
2/20/2019,2.34599
2/19/2019,2.32806
2/18/2019,2.36121
2/15/2019,2.3587
2/14/2019,2.35077
2/13/2019,2.39032
2/12/2019,2.37437
2/11/2019,2.34159
2/8/2019,2.32216
2/7/2019,2.33775
2/6/2019,2.37615
2/5/2019,2.37891
2/4/2019,2.40758
2/1/2019,2.37229
1/31/2019,2.3191
1/30/2019,2.37106
1/29/2019,2.39905
1/28/2019,2.42971
1/25/2019,2.44428
1/24/2019,2.39824
1/23/2019,2.41806
1/22/2019,2.4163
1/21/2019,2.46731
1/18/2019,2.46534
1/17/2019,2.42503
1/16/2019,2.40052
1/15/2019,2.3866
1/14/2019,2.37677
1/11/2019,2.37444
1/10/2019,2.41389
1/9/2019,2.38986
1/8/2019,2.413
1/7/2019,2.37984
1/4/2019,2.35092
1/3/2019,2.23121
1/2/2019,2.32257
1/1/2019,2.38481
12/31/2018,2.3823
12/28/2018,2.41668
12/27/2018,2.46056
12/26/2018,2.48902
12/25/2018,2.42186
12/24/2018,2.42063
12/21/2018,2.48562
12/20/2018,2.49558
12/19/2018,2.42855
12/18/2018,2.48569
12/17/2018,2.53144
12/14/2018,2.56346
12/13/2018,2.58758
12/12/2018,2.58433
12/11/2018,2.54806
12/10/2018,2.52117
12/7/2018,2.52403
12/6/2018,2.60063
12/5/2018,2.61423
12/4/2018,2.61752
12/3/2018,2.66794
11/30/2018,2.68433
11/29/2018,2.72008
11/28/2018,2.73007
11/27/2018,2.75019
11/26/2018,2.73192
11/23/2018,2.71882
11/22/2018,2.74242
11/21/2018,2.74283
11/20/2018,2.74427
11/19/2018,2.73534
11/16/2018,2.7415
11/15/2018,2.79354
11/14/2018,2.81897
11/13/2018,2.83425
11/12/2018,2.87333
11/9/2018,2.87393
11/8/2018,2.92169
11/7/2018,2.91639
11/6/2018,2.90871
11/5/2018,2.88199
11/2/2018,2.88842
11/1/2018,2.80728
10/31/2018,2.82354
10/30/2018,2.79895
10/29/2018,2.75836
10/26/2018,2.74521
10/25/2018,2.78108
10/24/2018,2.77293
10/23/2018,2.84086
10/22/2018,2.86507
10/19/2018,2.85652
10/18/2018,2.83922
10/17/2018,2.87467
10/16/2018,2.837
10/15/2018,2.82695
10/12/2018,2.83558
10/11/2018,2.82409
10/10/2018,2.84651
10/9/2018,2.90163
10/8/2018,2.91724
10/5/2018,2.92026
10/4/2018,2.87924
10/3/2018,2.86776
10/2/2018,2.75443
10/1/2018,2.7739
9/28/2018,2.75755
9/27/2018,2.74643
9/26/2018,2.74184
9/25/2018,2.78136
9/24/2018,2.78087
9/21/2018,2.76357
9/20/2018,2.76817
9/19/2018,2.76892
9/18/2018,2.76313
9/17/2018,2.69259
9/14/2018,2.70143
9/13/2018,2.67987
9/12/2018,2.66108
9/11/2018,2.66974
9/10/2018,2.61003
9/7/2018,2.62906
9/6/2018,2.56558
9/5/2018,2.57938
9/4/2018,2.56835
8/31/2018,2.53213
8/30/2018,2.53598
8/29/2018,2.56687
8/28/2018,2.56561
8/27/2018,2.5393
8/24/2018,2.50574
8/23/2018,2.51975
8/22/2018,2.51088
8/21/2018,2.51661
8/20/2018,2.5061
8/17/2018,2.54764
8/16/2018,2.54773
8/15/2018,2.54372
8/14/2018,2.58569
8/13/2018,2.56332
8/10/2018,2.55493
8/9/2018,2.60048
8/8/2018,2.63229
8/7/2018,2.64391
8/6/2018,2.61665
8/3/2018,2.62941
8/2/2018,2.66575
8/1/2018,2.682
7/31/2018,2.63768
7/30/2018,2.65669
7/27/2018,2.63833
7/26/2018,2.65643
7/25/2018,2.64626
7/24/2018,2.6233
7/23/2018,2.62309
7/20/2018,2.56446
7/19/2018,2.5072
7/18/2018,2.538
7/17/2018,2.51366
7/16/2018,2.51033
7/13/2018,2.47804
7/12/2018,2.50216
7/11/2018,2.50613
7/10/2018,2.51017
7/9/2018,2.51993
7/6/2018,2.48698
7/5/2018,2.48893
7/4/2018,2.4887
7/3/2018,2.48584
7/2/2018,2.5217
6/29/2018,2.51392
6/28/2018,2.4929
6/27/2018,2.48334
6/26/2018,2.539
6/25/2018,2.53995
6/22/2018,2.5563
6/21/2018,2.55512
6/20/2018,2.59236
6/19/2018,2.54514
6/18/2018,2.56978
6/15/2018,2.56437
6/14/2018,2.57958
6/13/2018,2.60877
6/12/2018,2.59749
6/11/2018,2.57647
6/8/2018,2.56904
6/7/2018,2.54351
6/6/2018,2.59018
6/5/2018,2.54708
6/4/2018,2.55761
6/1/2018,2.51662
5/31/2018,2.47398
5/30/2018,2.46423
5/29/2018,2.38602
5/25/2018,2.5512
5/24/2018,2.58762
5/23/2018,2.60116
5/22/2018,2.67131
5/21/2018,2.68537
5/18/2018,2.68125
5/17/2018,2.72996
5/16/2018,2.7218
5/15/2018,2.70313
5/14/2018,2.63053
5/11/2018,2.58549
5/10/2018,2.57713
5/9/2018,2.5936
5/8/2018,2.5688
5/7/2018,2.54226
5/4/2018,2.53729
5/3/2018,2.53469
5/2/2018,2.55363
5/1/2018,2.55284
4/30/2018,2.54217
4/27/2018,2.54483
4/26/2018,2.56644
4/25/2018,2.6083
4/24/2018,2.57867
4/23/2018,2.55544
4/20/2018,2.54854
4/19/2018,2.4895
4/18/2018,2.4546
4/17/2018,2.41592
4/16/2018,2.40658
4/13/2018,2.41044
4/12/2018,2.43057
4/11/2018,2.37974
4/10/2018,2.39122
4/9/2018,2.36067
4/6/2018,2.36012
4/5/2018,2.42611
4/4/2018,2.40319
4/3/2018,2.37145
4/2/2018,2.33885
3/30/2018,2.35192
3/29/2018,2.34941
3/28/2018,2.38656
3/27/2018,2.37395
3/26/2018,2.45035
3/23/2018,2.41199
3/22/2018,2.43638
3/21/2018,2.48582
3/20/2018,2.49117
3/19/2018,2.45011
3/16/2018,2.4352
3/15/2018,2.43427
3/14/2018,2.38775
3/13/2018,2.40813
3/12/2018,2.44297
3/9/2018,2.48402
3/8/2018,2.47031
3/7/2018,2.49042
3/6/2018,2.4922
3/5/2018,2.47782
3/2/2018,2.47229
3/1/2018,2.40923
2/28/2018,2.45586
2/27/2018,2.48202
2/26/2018,2.4354
2/23/2018,2.45365
2/22/2018,2.50227
2/21/2018,2.53282
2/20/2018,2.46864
2/19/2018,2.459
2/16/2018,2.45755
2/15/2018,2.49065
2/14/2018,2.48882
2/13/2018,2.40934
2/12/2018,2.43102
2/9/2018,2.40869
2/8/2018,2.39468
2/7/2018,2.43135
2/6/2018,2.41851
2/5/2018,2.31739
2/2/2018,2.47851
2/1/2018,2.43848
1/31/2018,2.35611
1/30/2018,2.36261
1/29/2018,2.33603
1/26/2018,2.30587
1/25/2018,2.26329
1/24/2018,2.3062
1/23/2018,2.27372
1/22/2018,2.32743
1/19/2018,2.34314
1/18/2018,2.25824
1/17/2018,2.22786
1/16/2018,2.17875
1/12/2018,2.17674
1/11/2018,2.16417
1/10/2018,2.17707
1/9/2018,2.18065
1/8/2018,2.10724
1/5/2018,2.11012
1/4/2018,2.08972
1/3/2018,2.07298
1/2/2018,2.08271
12/29/2017,2.03821
12/28/2017,2.06019
12/27/2017,2.03289
12/26/2017,2.08592
12/22/2017,2.09738
12/21/2017,2.10439
12/20/2017,2.11798
12/19/2017,2.09112
12/18/2017,2.03229
12/15/2017,1.99137
12/14/2017,1.9919
12/13/2017,1.99027
12/12/2017,2.05571
12/11/2017,2.05046
12/8/2017,2.0358
12/7/2017,2.02619
12/6/2017,2.00953
12/5/2017,2.01891
12/4/2017,2.04435
12/1/2017,2.02356
11/30/2017,2.06827
11/29/2017,2.0439
11/28/2017,1.98171
11/27/2017,1.97826
11/24/2017,1.99872
11/23/2017,1.98259
11/22/2017,1.97904
11/21/2017,2.01312
11/20/2017,2.02081
11/17/2017,2.0052
11/16/2017,2.03539
11/15/2017,1.97858
11/14/2017,2.02103
11/13/2017,2.05591
11/10/2017,2.0422
11/9/2017,1.98024
11/8/2017,1.96421
11/7/2017,1.95026
11/6/2017,1.95422
11/3/2017,1.97968
11/2/2017,1.99647
11/1/2017,2.02353
10/31/2017,2.02041
10/30/2017,2.01448
10/27/2017,2.04723
10/26/2017,2.10228
10/25/2017,2.07703
10/24/2017,2.06454
10/23/2017,2.003
10/20/2017,2.02458
10/19/2017,1.96403
10/18/2017,1.99019
10/17/2017,1.94433
10/16/2017,1.93518
10/13/2017,1.88449
10/12/2017,1.92304
10/11/2017,1.94969
10/10/2017,1.96219
10/6/2017,1.96229
10/5/2017,1.95208
10/4/2017,1.93438
10/3/2017,1.93553
10/2/2017,1.95368
9/29/2017,1.94413
9/28/2017,1.92326
9/27/2017,1.92765
9/26/2017,1.85705
9/25/2017,1.84328
9/22/2017,1.87677
9/21/2017,1.90626
9/20/2017,1.89403
9/19/2017,1.86627
9/18/2017,1.8554
9/15/2017,1.83207
9/14/2017,1.81213
9/13/2017,1.80312
9/12/2017,1.77407
9/11/2017,1.74184
9/8/2017,1.66572
9/7/2017,1.6525
9/6/2017,1.71401
9/5/2017,1.65871
9/1/2017,1.76853
8/31/2017,1.71628
8/30/2017,1.72328
8/29/2017,1.71392
8/28/2017,1.73933
8/25/2017,1.75241
8/24/2017,1.77833
8/23/2017,1.74837
8/22/2017,1.79751
8/21/2017,1.77014
8/18/2017,1.78752
8/17/2017,1.7783
8/16/2017,1.81929
8/15/2017,1.86745
8/14/2017,1.81839
8/11/2017,1.79381
8/10/2017,1.80834
8/9/2017,1.85981
8/8/2017,1.86748
8/7/2017,1.85294
8/4/2017,1.86683
8/3/2017,1.83702
8/2/2017,1.88304
8/1/2017,1.8604
7/31/2017,1.90498
7/28/2017,1.90446
7/27/2017,1.93088
7/26/2017,1.90881
7/25/2017,1.95753
7/24/2017,1.87764
7/21/2017,1.86195
7/20/2017,1.88576
7/19/2017,1.89308
7/18/2017,1.86027
7/17/2017,1.91143
7/14/2017,1.93416
7/13/2017,1.95148
7/12/2017,1.933
7/11/2017,1.97736
7/10/2017,2.00575
7/7/2017,2.02688
7/6/2017,2.02035
7/5/2017,1.98343
7/3/2017,2.00044
6/30/2017,1.9612
6/29/2017,1.92452
6/28/2017,1.89017
6/27/2017,1.86051
6/26/2017,1.79878
6/23/2017,1.78793
6/22/2017,1.76782
6/21/2017,1.78923
6/20/2017,1.79228
6/19/2017,1.82143
6/16/2017,1.79461
6/15/2017,1.81741
6/14/2017,1.78864
6/13/2017,1.86111
6/12/2017,1.8374
6/9/2017,1.83745
6/8/2017,1.83173
6/7/2017,1.81579
6/6/2017,1.79068
6/5/2017,1.82317
6/2/2017,1.80189
6/1/2017,1.85582
5/31/2017,1.84583
5/30/2017,1.85779
5/29/2017,1.88534
5/26/2017,1.88869
5/25/2017,1.88848
5/24/2017,1.87318
5/23/2017,1.9006
5/22/2017,1.86576
5/19/2017,1.84607
5/18/2017,1.82908
5/17/2017,1.81761
5/16/2017,1.9196
5/15/2017,1.93295
5/12/2017,1.92925
5/11/2017,1.98716
5/10/2017,2.00113
5/9/2017,1.98934
5/8/2017,1.97686
5/5/2017,1.93045
5/4/2017,1.94449
5/3/2017,1.91114
5/2/2017,1.88227
5/1/2017,1.92014
4/28/2017,1.8907
4/27/2017,1.90349
4/26/2017,1.90945
4/25/2017,1.9415
4/24/2017,1.86824
4/21/2017,1.82747
4/20/2017,1.81718
4/19/2017,1.778
4/18/2017,1.7436
4/17/2017,1.83156
4/14/2017,1.82879
4/13/2017,1.82854
4/12/2017,1.82405
4/11/2017,1.87674
4/10/2017,1.95001
4/7/2017,1.97642
4/6/2017,1.93847
4/5/2017,1.93501
4/4/2017,1.96603
4/3/2017,1.92707
3/31/2017,2.00685
3/30/2017,2.03027
3/29/2017,1.9795
3/28/2017,2.00138
3/27/2017,1.97032
3/24/2017,2.02065
3/23/2017,2.02585
3/22/2017,1.9882
3/21/2017,1.99438
3/20/2017,2.029
3/17/2017,2.06707
3/16/2017,2.08882
3/15/2017,2.03991
3/14/2017,2.14654
3/13/2017,2.17445
3/10/2017,2.12907
3/9/2017,2.15516
3/8/2017,2.10351
3/7/2017,2.05092
3/6/2017,2.04808
3/3/2017,2.03502
3/2/2017,2.02912
3/1/2017,1.98678
2/28/2017,1.93846
2/27/2017,1.90694
2/24/2017,1.85047
2/23/2017,1.91164
2/22/2017,1.95093
2/21/2017,1.97602
2/20/2017,1.94326
2/17/2017,1.94226
2/16/2017,1.95702
2/15/2017,1.99601
2/14/2017,1.96671
2/13/2017,1.93353
2/10/2017,1.90045
2/9/2017,1.88434
2/8/2017,1.82061
2/7/2017,1.8902
2/6/2017,1.91296
2/3/2017,1.95883
2/2/2017,1.95848
2/1/2017,1.95356
1/31/2017,1.93636
1/30/2017,1.96885
1/27/2017,1.97046
1/26/2017,1.98661
1/25/2017,1.98256
1/24/2017,1.93326
1/23/2017,1.87525
1/20/2017,1.93232
1/19/2017,1.94156
1/18/2017,1.88408
1/17/2017,1.76913
1/16/2017,1.84486
1/13/2017,1.84985
1/12/2017,1.82187
1/11/2017,1.82969
1/10/2017,1.83558
1/9/2017,1.82504
1/6/2017,1.88959
1/5/2017,1.81071
1/4/2017,1.88715
1/3/2017,1.91278
1/2/2017,1.93668
12/30/2016,1.93954
12/29/2016,1.9714
12/28/2016,1.99958
12/27/2016,2.04554
12/26/2016,2.02877
12/23/2016,2.02812
12/22/2016,2.04252
12/21/2016,2.02984
12/20/2016,2.05036
12/19/2016,2.03034
12/16/2016,2.08548
12/15/2016,2.09337
12/14/2016,2.04519
12/13/2016,1.93098
12/12/2016,1.94817
12/9/2016,1.9433
12/8/2016,1.88416
12/7/2016,1.80577
12/6/2016,1.8587
12/5/2016,1.85596
12/2/2016,1.84345
12/1/2016,1.90323
11/30/2016,1.83132
11/29/2016,1.74337
11/28/2016,1.76891
11/25/2016,1.80976
11/24/2016,1.79721
11/23/2016,1.79647
11/22/2016,1.75819
11/21/2016,1.76768
11/18/2016,1.81034
11/17/2016,1.75591
11/16/2016,1.68753
11/15/2016,1.69144
11/14/2016,1.73919
11/11/2016,1.61926
11/10/2016,1.62112
11/9/2016,1.52425
11/8/2016,1.31653
11/7/2016,1.28314
11/4/2016,1.23519
11/3/2016,1.26778
11/2/2016,1.26134
11/1/2016,1.28522
10/31/2016,1.28223
10/28/2016,1.30007
10/27/2016,1.29452
10/26/2016,1.22546
10/25/2016,1.18869
10/24/2016,1.19129
10/21/2016,1.1635
10/20/2016,1.18777
10/19/2016,1.16925
10/18/2016,1.17033
10/17/2016,1.20527
10/14/2016,1.2301
10/13/2016,1.17822
10/12/2016,1.20672
10/11/2016,1.19809
10/10/2016,1.15163
10/7/2016,1.14986
10/6/2016,1.17221
10/5/2016,1.13476
10/4/2016,1.11251
10/3/2016,1.05058
9/30/2016,1.02902
9/29/2016,0.99251
9/28/2016,0.996
9/27/2016,0.97873
9/26/2016,1.00199
9/23/2016,1.03824
9/22/2016,1.03316
9/21/2016,1.0767
9/20/2016,1.10876
9/19/2016,1.12061
9/16/2016,1.09882
9/15/2016,1.09485
9/14/2016,1.09851
9/13/2016,1.13352
9/12/2016,1.06952
9/9/2016,1.0872
9/8/2016,1.01134
9/7/2016,0.95314
9/6/2016,0.95017
9/5/2016,1.01411
9/2/2016,1.02209
9/1/2016,0.99723
8/31/2016,1.00517
8/30/2016,0.98353
8/29/2016,0.97417
8/26/2016,1.04715
8/25/2016,0.99654
8/24/2016,0.9679
8/23/2016,0.95245
8/22/2016,0.9575
8/19/2016,1.009
8/18/2016,0.98354
8/17/2016,0.99196
8/16/2016,1.01391
8/15/2016,1.01118
8/12/2016,0.97168
8/11/2016,1.00211
8/10/2016,0.93106
8/9/2016,0.97047
8/8/2016,1.02062
8/5/2016,1.01724
8/4/2016,0.92995
8/3/2016,0.97284
8/2/2016,0.99302
8/1/2016,0.98004
7/29/2016,0.91441
7/28/2016,0.95598
7/27/2016,0.95936
7/26/2016,1.01218
7/25/2016,1.02949
7/22/2016,1.03848
7/21/2016,1.02387
7/20/2016,1.02605
7/19/2016,1.00025
7/18/2016,1.03338
7/15/2016,1.00986
7/14/2016,0.99384
7/13/2016,0.9346
7/12/2016,0.99071
7/11/2016,0.91977
7/8/2016,0.84784
7/7/2016,0.88727
7/6/2016,0.8796
7/5/2016,0.898
7/4/2016,0.95407
6/30/2016,0.97023
6/29/2016,1.0055
6/28/2016,0.95006
6/27/2016,0.91154
6/24/2016,1.03388
6/23/2016,1.23213
6/22/2016,1.17136
6/21/2016,1.19532
6/20/2016,1.17571
6/17/2016,1.09569
6/16/2016,1.0569
6/15/2016,1.05961
6/14/2016,1.09887
6/13/2016,1.0996
6/10/2016,1.13589
6/9/2016,1.17836
