date,hsvol
1980-01-30,0.004990937159460675
1980-01-31,0.004715372092155436
1980-02-01,0.004871284267028783
1980-02-04,0.0049746243775932696
1980-02-05,0.006099365229470817
1980-02-06,0.006136866722033518
1980-02-07,0.0070007037571192905
1980-02-08,0.006829352337063351
1980-02-11,0.006970407179958356
1980-02-12,0.006993470120427501
1980-02-13,0.007310267822729011
1980-02-14,0.007303097373659088
1980-02-15,0.007486072240524825
1980-02-18,0.0075105306544856676
1980-02-19,0.010446274561834688
1980-02-20,0.010220539439083829
1980-02-21,0.010622445950477757
1980-02-22,0.011056970046603628
1980-02-25,0.011141750003155515
1980-02-26,0.011568173262112782
1980-02-27,0.012148590434584433
1980-02-28,0.014693771482716342
1980-02-29,0.014901531783468855
1980-03-03,0.014866547940020456
1980-03-04,0.01486555758928128
1980-03-05,0.01448946566892273
1980-03-06,0.014396749400723885
1980-03-07,0.01444925203673339
1980-03-10,0.014814754383651969
1980-03-11,0.01492189037660787
1980-03-12,0.015088007422525846
1980-03-13,0.015027189753263035
1980-03-14,0.014989433595320572
1980-03-17,0.014829726714985333
1980-03-18,0.015018843308793063
1980-03-19,0.012476315514831804
1980-03-20,0.012480150295454797
1980-03-21,0.012573951962671158
1980-03-24,0.013483417737062008
1980-03-25,0.013243493572330484
1980-03-26,0.012349714217350932
1980-03-27,0.01218903170433952
1980-03-28,0.010336012277727818
1980-03-31,0.010220637050668212
1980-04-01,0.010176544967393116
1980-04-02,0.010068172107288472
1980-04-03,0.009975787806291428
1980-04-04,0.009957220698354153
1980-04-07,0.009612015290784504
1980-04-08,0.00994808796173979
1980-04-09,0.00978953495476779
1980-04-10,0.009380903955690734
1980-04-11,0.0093310742260888
1980-04-14,0.010565595470601694
1980-04-15,0.010482520548793605
1980-04-16,0.012876652477231921
1980-04-17,0.013355823887660117
1980-04-18,0.013335081857894221
1980-04-21,0.012021120460636919
1980-04-22,0.010226284544307448
1980-04-23,0.010454101368633627
1980-04-24,0.010674940097044698
1980-04-25,0.010710306737576385
1980-04-28,0.010940834402390603
1980-04-29,0.011079811292104117
1980-04-30,0.011189269242356224
1980-05-01,0.011242512784044454
1980-05-02,0.011682500744903665
1980-05-05,0.011669120896587927
1980-05-06,0.012268455862381317
1980-05-07,0.012710659241638084
1980-05-08,0.013358018620037044
1980-05-09,0.013608899852565264
1980-05-12,0.013575399209112035
1980-05-13,0.01285524656947014
1980-05-14,0.012922432657037526
1980-05-15,0.010695440093253867
1980-05-16,0.0103025173515304
1980-05-19,0.010550544136786882
1980-05-20,0.011113357902855657
1980-05-21,0.011185022238742764
1980-05-22,0.011133846784151621
1980-05-23,0.011399941496694375
1980-05-26,0.011412363484268552
1980-05-27,0.011023065757562182
1980-05-28,0.010989331261494727
1980-05-29,0.011630192762416842
1980-05-30,0.011435887262149575
1980-06-02,0.010675714606406327
1980-06-03,0.010859257721820342
1980-06-04,0.009275493814229353
1980-06-05,0.009089525603341279
1980-06-06,0.008944479969245524
1980-06-09,0.008886450440743822
1980-06-10,0.008922797283988107
1980-06-11,0.008831826355642301
1980-06-12,0.008813152926569763
1980-06-13,0.008459700017947687
1980-06-16,0.00835769994168615
1980-06-17,0.007958418195011398
1980-06-18,0.007130407558143575
1980-06-19,0.007016372540690175
1980-06-20,0.006987886074952802
1980-06-23,0.0062759350472532125
1980-06-24,0.006282437981698165
1980-06-25,0.006896254558479176
1980-06-26,0.007804939684341488
1980-06-27,0.0070422821313490605
1980-06-30,0.007450380543002568
1980-07-01,0.007305764538819972
1980-07-02,0.007147232322769809
1980-07-03,0.007232342906322462
1980-07-04,0.0071218045835638516
1980-07-07,0.006643389080400402
1980-07-08,0.006316823642399498
1980-07-09,0.006300836665272076
1980-07-10,0.006317262837082744
1980-07-11,0.006358977909546514
1980-07-14,0.006212142364270738
1980-07-15,0.006374606247495422
1980-07-16,0.006375729525307161
1980-07-17,0.006531400078636608
1980-07-18,0.006564139263261803
1980-07-21,0.006592351870560983
1980-07-22,0.006646714972350895
1980-07-23,0.006671387474542492
1980-07-24,0.006152922503809181
1980-07-25,0.004535625431867167
1980-07-28,0.0043004964743848005
1980-07-29,0.003902762054868559
1980-07-30,0.003905669238700596
1980-07-31,0.005244378417609518
1980-08-01,0.00491050441542437
1980-08-04,0.005545448587012801
1980-08-05,0.005566636646116854
1980-08-06,0.005683852241059731
1980-08-07,0.005793037264564247
1980-08-08,0.0058439258827055075
1980-08-11,0.0060032995660232544
1980-08-12,0.006003280528139077
1980-08-13,0.005766515348972497
1980-08-14,0.0057712382457392065
1980-08-15,0.005661840077438757
1980-08-18,0.005855611874482479
1980-08-19,0.005724622014619983
