Security,USOSFR2 BGN Curncy
4/19/2024,4.89385
4/18/2024,4.8938
4/17/2024,4.845
4/16/2024,4.9012
4/15/2024,4.8395
4/12/2024,4.819
4/11/2024,4.8767
4/10/2024,4.8871
4/9/2024,4.6442
4/8/2024,4.69276
4/5/2024,4.65375
4/4/2024,4.5579
4/3/2024,4.58525
4/2/2024,4.602
4/1/2024,4.61975
3/28/2024,4.54545
3/27/2024,4.49355
3/26/2024,4.51905
3/25/2024,4.5197
3/22/2024,4.47955
3/21/2024,4.5311
3/20/2024,4.50225
3/19/2024,4.5895
3/18/2024,4.63034
3/15/2024,4.6245
3/14/2024,4.5795
3/13/2024,4.5258
3/12/2024,4.477
3/11/2024,4.426
3/8/2024,4.3795
3/7/2024,4.4105
3/6/2024,4.4662
3/5/2024,4.46468
3/4/2024,4.51415
3/1/2024,4.4501
2/29/2024,4.52055
2/28/2024,4.5395
2/27/2024,4.5938
2/26/2024,4.5885
2/23/2024,4.5589
2/22/2024,4.574
2/21/2024,4.5362
2/20/2024,4.4863
2/16/2024,4.509
2/15/2024,4.4565
2/14/2024,4.4686
2/13/2024,4.5409
2/12/2024,4.33655
2/9/2024,4.3436
2/8/2024,4.3167
2/7/2024,4.2926
2/6/2024,4.2656
2/5/2024,4.3362
2/2/2024,4.237
2/1/2024,4.0579
1/31/2024,4.0715
1/30/2024,4.1977
1/29/2024,4.1771
1/26/2024,4.20535
1/25/2024,4.15485
1/24/2024,4.2432
1/23/2024,4.205
1/22/2024,4.226
1/19/2024,4.2295
1/18/2024,4.1874
1/17/2024,4.2034
1/16/2024,4.0614
1/12/2024,3.97655
1/11/2024,4.0733
1/10/2024,4.1926
1/9/2024,4.2075
1/8/2024,4.218
1/5/2024,4.21605
1/4/2024,4.2227
1/3/2024,4.1609
1/2/2024,4.141
12/29/2023,4.0657
12/28/2023,4.0964
12/27/2023,4.07495
12/26/2023,4.13895
12/22/2023,4.1035
12/21/2023,4.131
12/20/2023,4.1317
12/19/2023,4.24325
12/18/2023,4.2556
12/15/2023,4.2535
12/14/2023,4.206
12/13/2023,4.2451
12/12/2023,4.5327
12/11/2023,4.5181
12/8/2023,4.523
12/7/2023,4.4042
12/6/2023,4.40635
12/5/2023,4.39
12/4/2023,4.4365
12/1/2023,4.3608
11/30/2023,4.5084
11/29/2023,4.48595
11/28/2023,4.5857
11/27/2023,4.7038
11/24/2023,4.746
11/23/2023,4.72215
11/22/2023,4.7129
11/21/2023,4.6927
11/20/2023,4.7205
11/17/2023,4.705
11/16/2023,4.6624
11/15/2023,4.74636
11/14/2023,4.6669
11/13/2023,4.87
11/10/2023,4.8921
11/9/2023,4.85435
11/8/2023,4.773
11/7/2023,4.7596
11/6/2023,4.788
11/3/2023,4.7081
11/2/2023,4.85745
11/1/2023,4.82675
10/31/2023,4.9689
10/30/2023,4.9329
10/27/2023,4.89175
10/26/2023,4.93
10/25/2023,5.01375
10/24/2023,4.9795
10/23/2023,4.91495
10/20/2023,4.9522
10/19/2023,5.04155
10/18/2023,5.1029
10/17/2023,5.08645
10/16/2023,4.98015
10/13/2023,4.942
10/12/2023,4.9605
10/11/2023,4.885
10/10/2023,4.8715
10/9/2023,4.9255
10/6/2023,4.9835
10/5/2023,4.92515
10/4/2023,4.9729
10/3/2023,5.0602
10/2/2023,5.0295
9/29/2023,4.969
9/28/2023,4.97975
9/27/2023,5.063
9/26/2023,5.00513
9/25/2023,5.015
9/22/2023,5.0103
9/21/2023,5.0446
9/20/2023,5.08125
9/19/2023,4.99185
9/18/2023,4.94788
9/15/2023,4.9365
9/14/2023,4.9137
9/13/2023,4.876
9/12/2023,4.9184
9/11/2023,4.8828
9/8/2023,4.885
9/7/2023,4.845
9/6/2023,4.9095
9/5/2023,4.855
9/1/2023,4.773
8/31/2023,4.7669
8/30/2023,4.792
8/29/2023,4.812
8/28/2023,4.924
8/25/2023,4.949
8/24/2023,4.89135
8/23/2023,4.8442
8/22/2023,4.9235
8/21/2023,4.8905
8/18/2023,4.82895
8/17/2023,4.82281
8/16/2023,4.8605
8/15/2023,4.83595
8/14/2023,4.852
8/11/2023,4.78725
8/10/2023,4.72988
8/9/2023,4.7085
8/8/2023,4.6578
8/7/2023,4.67975
8/4/2023,4.6835
8/3/2023,4.786
8/2/2023,4.7752
8/1/2023,4.81495
7/31/2023,4.79745
7/28/2023,4.81155
7/27/2023,4.8645
7/26/2023,4.781
7/25/2023,4.80425
7/24/2023,4.8069
7/21/2023,4.738
7/20/2023,4.737
7/19/2023,4.66885
7/18/2023,4.66425
7/17/2023,4.644
7/14/2023,4.673
7/13/2023,4.54575
7/12/2023,4.67245
7/11/2023,4.80905
7/10/2023,4.7865
7/7/2023,4.885
7/6/2023,4.90045
7/5/2023,4.86775
7/3/2023,4.857
6/30/2023,4.8155
6/29/2023,4.7936
6/28/2023,4.64875
6/27/2023,4.699
6/26/2023,4.6255
6/23/2023,4.6313
6/22/2023,4.68915
6/21/2023,4.61225
6/20/2023,4.6
6/16/2023,4.62655
6/15/2023,4.5615
6/14/2023,4.5984
6/13/2023,4.57387
6/12/2023,4.4741
6/9/2023,4.5015
6/8/2023,4.4255
6/7/2023,4.463
6/6/2023,4.36485
6/5/2023,4.34075
6/2/2023,4.395
6/1/2023,4.2275
5/31/2023,4.2995
5/30/2023,4.362
5/26/2023,4.4807
5/25/2023,4.45335
5/24/2023,4.303
5/23/2023,4.2035
5/22/2023,4.2095
5/19/2023,4.167
5/18/2023,4.15675
5/17/2023,4.047
5/16/2023,3.979
5/15/2023,3.9168
5/12/2023,3.90975
5/11/2023,3.82055
5/10/2023,3.83625
5/9/2023,3.956
5/8/2023,3.9511
5/5/2023,3.881
5/4/2023,3.7562
5/3/2023,3.7885
5/2/2023,3.9555
5/1/2023,4.1453
4/28/2023,4.015
4/27/2023,4.0806
4/26/2023,3.981
4/25/2023,3.925
4/24/2023,4.0715
4/21/2023,4.17175
4/20/2023,4.14825
4/19/2023,4.2565
4/18/2023,4.20895
4/17/2023,4.212
4/14/2023,4.1145
4/13/2023,3.9845
4/12/2023,3.982
4/11/2023,4.0525
4/10/2023,4.0464
4/7/2023,4.013
4/6/2023,3.87415
4/5/2023,3.81623
4/4/2023,3.851
4/3/2023,4.004
3/31/2023,4.061
3/30/2023,4.146
3/29/2023,4.11805
3/28/2023,4.0955
3/27/2023,3.99
3/24/2023,3.761
3/23/2023,3.82055
3/22/2023,3.95213
3/21/2023,4.168
3/20/2023,3.965
3/17/2023,3.803
3/16/2023,4.154
3/15/2023,3.86
3/14/2023,4.214
3/13/2023,3.866
3/10/2023,4.60965
3/9/2023,4.9195
3/8/2023,5.1469
3/7/2023,5.102
3/6/2023,4.97
3/3/2023,4.9565
3/2/2023,4.9885
3/1/2023,4.9855
2/28/2023,4.9205
2/27/2023,4.8944
2/24/2023,4.915
2/23/2023,4.781
2/22/2023,4.7925
2/21/2023,4.792
2/17/2023,4.6775
2/16/2023,4.71295
2/15/2023,4.711
2/14/2023,4.6987
2/13/2023,4.562
2/10/2023,4.5672
2/9/2023,4.509
2/8/2023,4.45235
2/7/2023,4.4815
2/6/2023,4.4855
2/3/2023,4.313
2/2/2023,4.1295
2/1/2023,4.1378
1/31/2023,4.224
1/30/2023,4.263
1/27/2023,4.21965
1/26/2023,4.20937
1/25/2023,4.1618
1/24/2023,4.19025
1/23/2023,4.2125
1/20/2023,4.1615
1/19/2023,4.12735
1/18/2023,4.08625
1/17/2023,4.199
1/13/2023,4.22395
1/12/2023,4.16415
1/11/2023,4.2357
1/10/2023,4.26135
1/9/2023,4.24
1/6/2023,4.28305
1/5/2023,4.48075
1/4/2023,4.3767
1/3/2023,4.39375
12/30/2022,4.446
12/29/2022,4.40955
12/28/2022,4.41595
12/27/2022,4.408
12/23/2022,4.3475
12/22/2022,4.3075
12/21/2022,4.267
12/20/2022,4.289
12/19/2022,4.277
12/16/2022,4.221
12/15/2022,4.262
12/14/2022,4.227
12/13/2022,4.2525
12/12/2022,4.4093
12/9/2022,4.39005
12/8/2022,4.3555
12/7/2022,4.309
12/6/2022,4.40165
12/5/2022,4.4289
12/2/2022,4.2975
12/1/2022,4.26975
11/30/2022,4.3295
11/29/2022,4.4995
11/28/2022,4.46885
11/25/2022,4.498
11/24/2022,4.4893
11/23/2022,4.4995
11/22/2022,4.535
11/21/2022,4.57315
11/18/2022,4.5553
11/17/2022,4.46515
11/16/2022,4.3605
11/15/2022,4.3378
11/14/2022,4.423
11/11/2022,4.3835
11/10/2022,4.3832
11/9/2022,4.639
11/8/2022,4.701
11/7/2022,4.7751
11/4/2022,4.728
11/3/2022,4.7905
11/2/2022,4.7114
11/1/2022,4.6345
10/31/2022,4.55725
10/28/2022,4.494
10/27/2022,4.332
10/26/2022,4.463
10/25/2022,4.539
10/24/2022,4.5805
10/21/2022,4.5575
10/20/2022,4.71263
10/19/2022,4.633
10/18/2022,4.51
10/17/2022,4.532
10/14/2022,4.5745
10/13/2022,4.525
10/12/2022,4.33
10/11/2022,4.36025
10/7/2022,4.3625
10/6/2022,4.28365
10/5/2022,4.17585
10/4/2022,4.10025
10/3/2022,4.12035
9/30/2022,4.25305
9/29/2022,4.19085
9/28/2022,4.144
9/27/2022,4.28
9/26/2022,4.3895
9/23/2022,4.32915
9/22/2022,4.2571
9/21/2022,4.18745
9/20/2022,4.0825
9/19/2022,4.04555
9/16/2022,3.97765
9/15/2022,4.0165
9/14/2022,3.939
9/13/2022,3.869
9/12/2022,3.65925
9/9/2022,3.645
9/8/2022,3.59575
9/7/2022,3.5335
9/6/2022,3.60485
9/2/2022,3.478
9/1/2022,3.59375
8/31/2022,3.5765
8/30/2022,3.52455
8/29/2022,3.49
8/26/2022,3.45665
8/25/2022,3.42805
8/24/2022,3.43
8/23/2022,3.39585
8/22/2022,3.4025
8/19/2022,3.30505
8/18/2022,3.2701
8/17/2022,3.32465
8/16/2022,3.2598
8/15/2022,3.19765
8/12/2022,3.258
8/11/2022,3.231
8/10/2022,3.19345
8/9/2022,3.23785
8/8/2022,3.1725
8/5/2022,3.2015
8/4/2022,3.01685
8/3/2022,3.0415
8/2/2022,3.01285
8/1/2022,2.83615
7/29/2022,2.84715
7/28/2022,2.81915
7/27/2022,2.9495
7/26/2022,2.9915
7/25/2022,2.949
7/22/2022,2.8905
7/21/2022,3.0282
7/20/2022,3.16895
7/19/2022,3.1935
7/18/2022,3.11825
7/15/2022,3.081
7/14/2022,3.1152
7/13/2022,3.13
7/12/2022,3.00175
7/11/2022,3.04595
7/8/2022,3.109
7/7/2022,3.005
7/6/2022,2.97045
7/5/2022,2.8096
7/4/2022,2.859
7/1/2022,2.8425
6/30/2022,2.992
6/29/2022,3.098
6/28/2022,3.15485
6/27/2022,3.159
6/24/2022,3.1135
6/23/2022,3.09395
6/22/2022,3.16545
6/21/2022,3.317
6/20/2022,3.34
6/17/2022,3.319
6/16/2022,3.2585
6/15/2022,3.29635
6/14/2022,3.511
6/13/2022,3.4672
6/10/2022,3.16175
6/9/2022,2.8925
6/8/2022,2.83775
6/7/2022,2.7997
6/6/2022,2.8126
6/3/2022,2.7465
6/2/2022,2.714
6/1/2022,2.7078
5/31/2022,2.6084
5/27/2022,2.53455
5/26/2022,2.51665
5/25/2022,2.504
5/24/2022,2.5151
5/23/2022,2.6329
5/20/2022,2.587
5/19/2022,2.6249
5/18/2022,2.66975
5/17/2022,2.70447
5/16/2022,2.5746
5/13/2022,2.586
5/12/2022,2.56395
5/11/2022,2.643
5/10/2022,2.619
5/9/2022,2.6055
5/6/2022,2.76975
5/5/2022,2.75385
5/4/2022,2.68925
5/3/2022,2.799
5/2/2022,2.7615
4/29/2022,2.747
4/28/2022,2.63135
4/27/2022,2.59175
4/26/2022,2.49356
4/25/2022,2.6245
4/22/2022,2.673
4/21/2022,2.6839
4/20/2022,2.56
4/19/2022,2.57535
4/18/2022,2.43547
4/15/2022,2.433
4/14/2022,2.42225
4/13/2022,2.3341
4/12/2022,2.3791
4/11/2022,2.481
4/8/2022,2.49265
4/7/2022,2.42894
4/6/2022,2.4305
4/5/2022,2.4625
4/4/2022,2.36845
4/1/2022,2.3987
3/31/2022,2.28115
3/30/2022,2.25077
3/29/2022,2.31242
3/28/2022,2.30845
3/25/2022,2.2495
3/24/2022,2.13825
3/23/2022,2.05925
3/22/2022,2.11723
3/21/2022,2.0715
3/18/2022,1.9059
3/17/2022,1.8645
3/16/2022,1.871
3/15/2022,1.7827
3/14/2022,1.785
3/11/2022,1.66495
3/10/2022,1.6117
3/9/2022,1.588
3/8/2022,1.494
3/7/2022,1.4398
3/4/2022,1.38905
3/3/2022,1.4491
3/2/2022,1.43176
3/1/2022,1.2384
2/28/2022,1.3579
2/25/2022,1.5291
2/24/2022,1.53155
2/23/2022,1.5559
2/22/2022,1.5305
2/21/2022,1.4237
2/18/2022,1.4345
2/17/2022,1.4557
2/16/2022,1.5019
2/15/2022,1.5604
2/14/2022,1.5577
2/11/2022,1.507
2/10/2022,1.5809
2/9/2022,1.3485
2/8/2022,1.3334
2/7/2022,1.2772
2/4/2022,1.30016
2/3/2022,1.18885
2/2/2022,1.13585
2/1/2022,1.13935
1/31/2022,1.1615
1/28/2022,1.13616
1/27/2022,1.155
1/26/2022,1.11945
1/25/2022,0.9762
1/24/2022,0.9612
1/21/2022,0.99566
1/20/2022,1.01601
1/19/2022,1.04427
1/18/2022,1.0466
1/14/2022,0.96375
1/13/2022,0.89435
1/12/2022,0.90626
1/11/2022,0.8735
1/10/2022,0.88977
1/7/2022,0.8598
1/6/2022,0.853
1/5/2022,0.82035
1/4/2022,0.7515
1/3/2022,0.7629
12/31/2021,0.739
12/30/2021,0.73065
12/29/2021,0.74525
12/28/2021,0.7385
12/27/2021,0.7375
12/24/2021,0.71785
12/23/2021,0.719
12/22/2021,0.69715
12/21/2021,0.69225
12/20/2021,0.654
12/17/2021,0.6592
12/16/2021,0.64505
12/15/2021,0.6875
12/14/2021,0.6674
12/13/2021,0.638
12/10/2021,0.6617
12/9/2021,0.6903
12/8/2021,0.67505
12/7/2021,0.6893
12/6/2021,0.641
12/3/2021,0.5968
12/2/2021,0.62787
12/1/2021,0.5705
11/30/2021,0.5805
11/29/2021,0.5049
11/26/2021,0.51805
11/25/2021,0.65795
11/24/2021,0.6575
11/23/2021,0.6226
11/22/2021,0.64015
11/19/2021,0.57173
11/18/2021,0.54465
11/17/2021,0.54692
11/16/2021,0.57195
11/15/2021,0.57345
11/12/2021,0.5626
11/11/2021,0.546
11/10/2021,0.54285
11/9/2021,0.4466
11/8/2021,0.45728
11/5/2021,0.414
11/4/2021,0.4477
11/3/2021,0.4857
11/2/2021,0.45591
11/1/2021,0.49955
10/29/2021,0.516
10/28/2021,0.48505
10/27/2021,0.49385
10/26/2021,0.458
10/25/2021,0.44863
10/22/2021,0.46467
10/21/2021,0.4681
10/20/2021,0.40139
10/19/2021,0.4068
10/18/2021,0.421
10/15/2021,0.3903
10/14/2021,0.35235
10/13/2021,0.34825
10/12/2021,0.3227
10/8/2021,0.29055
10/7/2021,0.27126
10/6/2021,0.254
10/5/2021,0.2453
10/4/2021,0.233
10/1/2021,0.2268
9/30/2021,0.239
9/29/2021,0.24435
9/28/2021,0.25509
9/27/2021,0.2572
9/24/2021,0.2468
9/23/2021,0.2381
9/22/2021,0.21175
9/21/2021,0.1866
9/20/2021,0.189
9/17/2021,0.19808
9/16/2021,0.1944
9/15/2021,0.1834
9/14/2021,0.1794
9/13/2021,0.1798
9/10/2021,0.18275
9/9/2021,0.17535
9/8/2021,0.1772
9/7/2021,0.17816
9/3/2021,0.1661
9/2/2021,0.1684
9/1/2021,0.1745
8/31/2021,0.1707
8/30/2021,0.169
8/27/2021,0.1766
8/26/2021,0.1973
8/25/2021,0.19365
8/24/2021,0.1915
8/23/2021,0.1877
8/20/2021,0.18915
8/19/2021,0.18685
8/18/2021,0.188
8/17/2021,0.18935
8/16/2021,0.1824
8/13/2021,0.183
8/12/2021,0.1913
8/11/2021,0.1815
8/10/2021,0.1988
8/9/2021,0.18355
8/6/2021,0.17775
8/5/2021,0.1613
8/4/2021,0.1435
8/3/2021,0.1296
8/2/2021,0.133
7/30/2021,0.14
7/29/2021,0.1551
7/28/2021,0.1508
7/27/2021,0.151
7/26/2021,0.1578
7/23/2021,0.1555
7/22/2021,0.15653
7/21/2021,0.16165
7/20/2021,0.147
7/19/2021,0.15815
7/16/2021,0.18
7/15/2021,0.17915
7/14/2021,0.17755
7/13/2021,0.1995
7/12/2021,0.1695
7/9/2021,0.166
7/8/2021,0.1473
7/7/2021,0.1632
7/6/2021,0.1647
7/2/2021,0.1817
7/1/2021,0.1972
6/30/2021,0.189
6/29/2021,0.1901
6/28/2021,0.18955
6/25/2021,0.1954
6/24/2021,0.1929
6/23/2021,0.1867
6/22/2021,0.1733
6/21/2021,0.1822
6/18/2021,0.1764
6/17/2021,0.1602
6/16/2021,0.152
6/15/2021,0.11185
6/14/2021,0.1139
6/11/2021,0.10265
6/10/2021,0.0965
6/9/2021,0.1012
6/8/2021,0.1024
6/7/2021,0.10102
6/4/2021,0.0967
6/3/2021,0.1075
6/2/2021,0.0994
6/1/2021,0.1015
5/28/2021,0.0967
5/27/2021,0.0995
5/26/2021,0.0987
5/25/2021,0.099
5/24/2021,0.10595
5/21/2021,0.10905
5/20/2021,0.10955
5/19/2021,0.11975
5/18/2021,0.11005
5/17/2021,0.1096
5/14/2021,0.10855
5/13/2021,0.1097
5/12/2021,0.11675
5/11/2021,0.1035
5/10/2021,0.097
5/7/2021,0.09275
5/6/2021,0.1064
5/5/2021,0.105
5/4/2021,0.1105
5/3/2021,0.1133
4/30/2021,0.1144
4/29/2021,0.1155
4/28/2021,0.1111
4/27/2021,0.1212
4/26/2021,0.1145
4/23/2021,0.1126
4/22/2021,0.109
4/21/2021,0.105
4/20/2021,0.1028
4/19/2021,0.1075
4/16/2021,0.10995
4/15/2021,0.109
4/14/2021,0.10825
4/13/2021,0.1046
4/12/2021,0.11465
4/9/2021,0.10665
4/8/2021,0.1036
4/7/2021,0.1111
4/6/2021,0.1123
4/5/2021,0.1252
4/2/2021,0.1368
4/1/2021,0.1137
3/31/2021,0.115
3/30/2021,0.1081
3/29/2021,0.1022
3/26/2021,0.0964
3/25/2021,0.0917
3/24/2021,0.0932
3/23/2021,0.0955
3/22/2021,0.098
3/19/2021,0.0992
3/18/2021,0.1011
3/17/2021,0.0879
3/16/2021,0.1072
3/15/2021,0.107
3/12/2021,0.1087
3/11/2021,0.101
3/10/2021,0.1043
3/9/2021,0.1
3/8/2021,0.1087
3/5/2021,0.10105
3/4/2021,0.10375
3/3/2021,0.10135
3/2/2021,0.0936
3/1/2021,0.08995
2/26/2021,0.0972
2/25/2021,0.113
2/24/2021,0.07825
2/23/2021,0.076
2/22/2021,0.0782
2/19/2021,0.0752
2/18/2021,0.071
2/17/2021,0.0695
2/16/2021,0.0767
2/15/2021,0.066
2/12/2021,0.066
2/11/2021,0.06535
2/10/2021,0.0602
2/9/2021,0.0668
2/8/2021,0.068
2/5/2021,0.06435
2/4/2021,0.0635
2/3/2021,0.06455
2/2/2021,0.065
2/1/2021,0.06
1/29/2021,0.0574
1/28/2021,0.0634
1/27/2021,0.0583
1/26/2021,0.0606
1/25/2021,0.0625
1/22/2021,0.063
1/21/2021,0.064
1/20/2021,0.06825
1/19/2021,0.0715
1/18/2021,0.071
1/15/2021,0.0724
1/14/2021,0.0761
1/13/2021,0.0789
1/12/2021,0.0845
1/11/2021,0.084
1/8/2021,0.08045
1/7/2021,0.08315
1/6/2021,0.07155
1/5/2021,0.058
1/4/2021,0.058
1/1/2021,0.062
12/31/2020,0.062
12/30/2020,0.06795
12/29/2020,0.0673
12/28/2020,0.064
12/24/2020,0.06615
12/23/2020,0.0642
12/22/2020,0.0631
12/21/2020,0.06555
12/18/2020,0.0646
12/17/2020,0.0657
12/16/2020,0.06175
12/15/2020,0.06365
12/14/2020,0.062
12/11/2020,0.06505
12/10/2020,0.0719
12/9/2020,0.0748
12/8/2020,0.07725
12/7/2020,0.07455
12/4/2020,0.08
12/3/2020,0.0802
12/2/2020,0.08015
