Security,USGGBE03 Index,
Start Date,2/9/2004 0:00,
End Date,6/23/2025 0:00,
Period,D,
,,
Date,PX_LAST,VOLATILITY_30D
6/23/2025,2.4163,18.7742
6/20/2025,2.4581,23.3547
6/19/2025,2.4353,23.2067
6/18/2025,2.4353,24.1999
6/17/2025,2.43,24.1822
6/16/2025,2.3985,23.9709
6/13/2025,2.3847,23.9039
6/12/2025,2.3429,23.1827
6/11/2025,2.3674,23.1262
6/10/2025,2.4138,22.488
6/9/2025,2.4333,22.6511
6/6/2025,2.4463,22.6212
6/5/2025,2.4107,22.19
6/4/2025,2.4196,22.5312
6/3/2025,2.475,21.9223
6/2/2025,2.4954,24.2043
5/30/2025,2.4772,24.9909
5/29/2025,2.4901,43.9623
5/28/2025,2.5258,45.3024
5/27/2025,2.5289,45.3337
5/23/2025,2.5454,45.6602
5/22/2025,2.5498,45.8374
5/21/2025,2.563,47.2675
5/20/2025,2.5519,52.2624
5/19/2025,2.5381,53.3271
5/16/2025,2.5367,53.9321
5/15/2025,2.5077,53.7474
5/14/2025,2.5423,55.6242
5/13/2025,2.4833,54.9334
5/12/2025,2.4455,54.8562
5/9/2025,2.5692,53.1711
5/8/2025,2.5561,53.1336
5/7/2025,2.5024,52.5424
5/6/2025,2.5028,53.1743
5/5/2025,2.4818,53.1044
5/2/2025,2.4952,53.1561
5/1/2025,2.5117,53.4654
4/30/2025,2.5013,53.4096
4/29/2025,2.4991,53.4506
4/28/2025,2.5305,53.5977
4/25/2025,2.53,53.5892
4/24/2025,2.5528,53.5614
4/23/2025,2.5243,53.3849
4/22/2025,2.4924,53.2239
4/21/2025,2.406,51.9958
4/18/2025,2.4563,51.8687
4/17/2025,2.7706,37.4139
4/16/2025,2.6758,35.8127
4/15/2025,2.6965,35.933
4/14/2025,2.7531,35.4816
4/11/2025,2.7982,35.3353
4/10/2025,2.7007,33.5753
4/9/2025,2.9162,24.2924
4/8/2025,2.8245,22.8069
4/7/2025,2.7591,21.9313
4/4/2025,2.7667,22.1807
4/3/2025,2.9145,15.7246
4/2/2025,2.9288,16.958
4/1/2025,2.8909,16.5874
3/31/2025,2.9107,16.6795
3/28/2025,2.9035,16.7235
3/27/2025,2.9276,16.5121
3/26/2025,2.8632,15.149
3/25/2025,2.8491,15.118
3/24/2025,2.8402,15.1189
3/21/2025,2.7982,14.8513
3/20/2025,2.8111,15.0715
3/19/2025,2.7987,15.3552
3/18/2025,2.7643,14.9374
3/17/2025,2.7703,15.0087
3/14/2025,2.7734,15.2941
3/13/2025,2.778,15.6423
3/12/2025,2.8142,16.9192
3/11/2025,2.7874,16.7304
3/10/2025,2.7703,16.667
3/7/2025,2.7997,16.6167
3/6/2025,2.7917,17.1501
3/5/2025,2.8281,16.7039
3/4/2025,2.8474,17.343
3/3/2025,2.8816,16.7813
2/28/2025,2.8636,18.3033
2/27/2025,2.8603,18.3058
2/26/2025,2.815,17.8819
2/25/2025,2.8513,17.3316
2/24/2025,2.8865,16.8848
2/21/2025,2.8741,17.0539
2/20/2025,2.9359,15.9757
2/19/2025,2.9177,18.0613
2/18/2025,2.892,18.1135
2/17/2025,2.8781,18.3123
2/14/2025,2.8781,18.458
2/13/2025,2.8919,18.2081
2/12/2025,2.9062,17.9335
2/11/2025,2.8971,18.0524
2/10/2025,2.8629,18.0456
2/7/2025,2.8379,18.0188
2/6/2025,2.8083,18.524
2/5/2025,2.824,18.327
2/4/2025,2.8404,18.1517
2/3/2025,2.8151,18.1734
1/31/2025,2.7855,18.0875
1/30/2025,2.7149,17.196
1/29/2025,2.7177,17.1664
1/28/2025,2.7092,19.1353
1/27/2025,2.6766,19.072
1/24/2025,2.711,18.7325
1/23/2025,2.7244,19.1704
1/22/2025,2.6724,18.5068
1/21/2025,2.6647,18.5099
1/20/2025,2.7243,17.0941
1/17/2025,2.7228,17.1427
1/16/2025,2.701,17.101
1/15/2025,2.6982,17.9214
1/14/2025,2.7099,17.8998
1/13/2025,2.6819,17.983
1/10/2025,2.6355,17.9788
1/9/2025,2.5528,15.5385
