"Date","Price","Open","High","Low","Change %"
"10/12/2020","-0.089","-0.084","-0.083","-0.089","5.95%"
"10/11/2020","-0.084","-0.084","-0.084","-0.084","-41.67%"
"10/09/2020","-0.144","-0.144","-0.144","-0.208","-33.33%"
"10/08/2020","-0.216","-0.144","-0.144","-0.216","-2.48%"
"10/07/2020","-0.221","-0.144","-0.144","-0.221","53.82%"
"10/06/2020","-0.144","-0.122","-0.122","-0.144","0.00%"
"10/05/2020","-0.144","-0.149","-0.137","-0.149","-3.36%"
"10/04/2020","-0.149","-0.149","-0.149","-0.149","-1.65%"
"10/02/2020","-0.152","-0.174","-0.152","-0.174","-6.77%"
"10/01/2020","-0.162","-0.174","-0.162","-0.174","-6.61%"
"09/30/2020","-0.174","-0.179","-0.162","-0.179","6.10%"
"09/29/2020","-0.164","-0.179","-0.164","-0.179","-10.87%"
"09/28/2020","-0.184","-0.194","-0.169","-0.194","-5.15%"
"09/27/2020","-0.194","-0.194","-0.194","-0.194","39.57%"
"09/25/2020","-0.139","-0.129","-0.129","-0.139","7.75%"
"09/24/2020","-0.129","-0.119","-0.119","-0.213","8.40%"
"09/23/2020","-0.119","-0.109","-0.109","-0.119","9.17%"
"09/22/2020","-0.109","-0.109","-0.109","-0.109","-47.85%"
"09/18/2020","-0.209","-0.119","-0.119","-0.209","91.74%"
"09/17/2020","-0.109","-0.119","-0.109","-0.119","-8.40%"
"09/16/2020","-0.119","-0.109","-0.109","-0.119","10.19%"
"09/15/2020","-0.108","-0.119","-0.108","-0.119","-4.85%"
"09/14/2020","-0.113","-0.119","-0.113","-0.119","-4.62%"
"09/13/2020","-0.119","-0.119","-0.119","-0.119","0.00%"
"09/11/2020","-0.119","-0.134","-0.119","-0.134","-5.93%"
"09/10/2020","-0.126","-0.134","-0.126","-0.134","-1.94%"
"09/09/2020","-0.129","-0.134","-0.129","-0.134","-3.73%"
"09/08/2020","-0.134","-0.139","-0.124","-0.139","-40.18%"
"09/07/2020","-0.224","-0.139","-0.139","-0.224","67.16%"
"09/06/2020","-0.134","-0.134","-0.134","-0.134","0.00%"
"09/04/2020","-0.134","-0.124","-0.124","-0.134","25.82%"
"09/03/2020","-0.106","-0.124","-0.106","-0.124","-14.11%"
"09/02/2020","-0.124","-0.101","-0.101","-0.124","22.17%"
"09/01/2020","-0.101","-0.124","-0.101","-0.124","-18.15%"
"08/31/2020","-0.124","-0.124","-0.124","-0.124","4.20%"
"08/30/2020","-0.119","-0.119","-0.119","-0.119","20.20%"
"08/28/2020","-0.099","-0.099","-0.099","-0.099","8.20%"
"08/27/2020","-0.091","-0.094","-0.091","-0.094","5.78%"
"08/26/2020","-0.086","-0.094","-0.086","-0.094","-7.98%"
"08/25/2020","-0.094","-0.089","-0.089","-0.094","5.62%"
"08/24/2020","-0.089","-0.089","-0.089","-0.089","0.00%"
"08/23/2020","-0.089","-0.089","-0.089","-0.089","0.00%"
"08/21/2020","-0.089","-0.089","-0.089","-0.089","-10.10%"
"08/20/2020","-0.099","-0.099","-0.099","-0.099","5.32%"
"08/19/2020","-0.094","-0.094","-0.094","-0.094","0.00%"
"08/18/2020","-0.094","-0.089","-0.071","-0.094","32.39%"
"08/17/2020","-0.071","-0.089","-0.071","-0.089","-20.22%"
"08/16/2020","-0.089","-0.089","-0.089","-0.089","-46.06%"
"08/14/2020","-0.165","-0.064","-0.064","-0.165","157.81%"
"08/13/2020","-0.064","-0.059","-0.059","-0.064","-58.71%"
"08/12/2020","-0.155","-0.059","-0.059","-0.155","179.28%"
"08/11/2020","-0.056","-0.059","-0.056","-0.059","-13.28%"
"08/10/2020","-0.064","-0.064","-0.064","-0.064","8.47%"
"08/07/2020","-0.059","-0.074","-0.059","-0.074","-20.27%"
"08/06/2020","-0.074","-0.079","-0.069","-0.079","4.23%"
"08/05/2020","-0.071","-0.079","-0.071","-0.079","-10.13%"
"08/04/2020","-0.079","-0.079","-0.079","-0.079","0.00%"
"08/03/2020","-0.079","-0.089","-0.079","-0.089","-11.24%"
"08/02/2020","-0.089","-0.089","-0.089","-0.089","9.20%"
"07/31/2020","-0.082","-0.089","-0.082","-0.089","0.62%"
"07/30/2020","-0.081","-0.089","-0.080","-0.089","0.62%"
"07/29/2020","-0.080","-0.089","-0.080","-0.089","-9.55%"
"07/28/2020","-0.089","-0.094","-0.082","-0.094","30.88%"
"07/27/2020","-0.068","-0.094","-0.068","-0.094","-23.60%"
"07/26/2020","-0.089","-0.089","-0.089","-0.089","5.95%"
"07/22/2020","-0.084","-0.084","-0.084","-0.089","0.00%"
"07/21/2020","-0.084","-0.089","-0.079","-0.089","3.07%"
"07/20/2020","-0.082","-0.089","-0.082","-0.089","-8.43%"
"07/19/2020","-0.089","-0.089","-0.089","-0.089","9.20%"
"07/17/2020","-0.082","-0.089","-0.082","-0.089","1.24%"
"07/16/2020","-0.080","-0.089","-0.080","-0.089","-9.55%"
"07/15/2020","-0.089","-0.084","-0.080","-0.089","10.56%"
"07/14/2020","-0.080","-0.084","-0.080","-0.084","-4.17%"
"07/13/2020","-0.084","-0.089","-0.082","-0.089","-5.62%"
"07/12/2020","-0.089","-0.089","-0.089","-0.089","-21.93%"
"07/10/2020","-0.114","-0.114","-0.114","-0.114","10.14%"
"07/09/2020","-0.104","-0.114","-0.104","-0.114","2.48%"
"07/08/2020","-0.101","-0.114","-0.101","-0.114","0.00%"
"07/07/2020","-0.101","-0.114","-0.101","-0.114","0.00%"
"07/06/2020","-0.101","-0.114","-0.101","-0.114","-7.34%"
"07/05/2020","-0.109","-0.109","-0.109","-0.109","29.76%"
"07/03/2020","-0.084","-0.094","-0.084","-0.094","6.33%"
"07/02/2020","-0.079","-0.079","-0.079","-0.079","-8.67%"
"07/01/2020","-0.086","-0.089","-0.086","-0.089","-7.98%"
"06/30/2020","-0.094","-0.087","-0.087","-0.094","6.21%"
"06/29/2020","-0.089","-0.094","-0.089","-0.094","-5.85%"
"06/28/2020","-0.094","-0.094","-0.094","-0.094","2.73%"
"06/26/2020","-0.091","-0.099","-0.091","-0.099","-7.58%"
"06/25/2020","-0.099","-0.099","-0.099","-0.099","-4.81%"
"06/24/2020","-0.104","-0.104","-0.104","-0.104","0.00%"
"06/23/2020","-0.104","-0.104","-0.104","-0.104","0.00%"
"06/22/2020","-0.104","-0.104","-0.104","-0.104","0.00%"
"06/21/2020","-0.104","-0.104","-0.104","-0.104","-10.73%"
"06/19/2020","-0.116","-0.124","-0.116","-0.134","-6.05%"
"06/18/2020","-0.124","-0.114","-0.110","-0.124","15.89%"
"06/17/2020","-0.107","-0.114","-0.107","-0.114","-0.47%"
"06/16/2020","-0.108","-0.119","-0.108","-0.119","-5.70%"
"06/15/2020","-0.114","-0.119","-0.108","-0.119","0.00%"
"06/12/2020","-0.114","-0.109","-0.109","-0.124","12.32%"
"06/11/2020","-0.101","-0.109","-0.101","-0.109","0.00%"
"06/10/2020","-0.101","-0.109","-0.101","-0.109","1.00%"
"06/09/2020","-0.101","-0.109","-0.101","-0.109","-7.80%"
"06/08/2020","-0.109","-0.099","-0.099","-0.109","10.10%"
"06/07/2020","-0.099","-0.099","-0.099","-0.099","-4.81%"
"06/05/2020","-0.104","-0.109","-0.104","-0.109","0.97%"
"06/04/2020","-0.103","-0.109","-0.103","-0.109","-5.50%"
"06/03/2020","-0.109","-0.103","-0.103","-0.109","-48.22%"
"06/02/2020","-0.211","-0.124","-0.124","-0.211","69.76%"
"06/01/2020","-0.124","-0.114","-0.114","-0.124","8.77%"
"05/31/2020","-0.114","-0.114","-0.114","-0.114","9.62%"
"05/29/2020","-0.104","-0.119","-0.104","-0.119","-12.61%"
"05/28/2020","-0.119","-0.114","-0.106","-0.119","11.74%"
"05/27/2020","-0.106","-0.114","-0.106","-0.114","-2.29%"
"05/26/2020","-0.109","-0.114","-0.109","-0.114","-8.40%"
"05/25/2020","-0.119","-0.119","-0.119","-0.119","0.00%"
"05/24/2020","-0.119","-0.119","-0.119","-0.119","2.15%"
"05/22/2020","-0.116","-0.134","-0.116","-0.134","-13.06%"
"05/21/2020","-0.134","-0.129","-0.129","-0.134","3.88%"
"05/20/2020","-0.129","-0.129","-0.129","-0.129","8.40%"
"05/19/2020","-0.119","-0.129","-0.119","-0.129","2.15%"
"05/18/2020","-0.116","-0.129","-0.116","-0.129","-9.69%"
"05/17/2020","-0.129","-0.129","-0.129","-0.129","0.00%"
"05/15/2020","-0.129","-0.139","-0.129","-0.139","-7.19%"
"05/14/2020","-0.139","-0.144","-0.116","-0.144","15.83%"
"05/13/2020","-0.120","-0.144","-0.120","-0.144","-16.67%"
"05/12/2020","-0.144","-0.122","-0.122","-0.144","16.13%"
"05/11/2020","-0.124","-0.144","-0.124","-0.144","-16.78%"
"05/10/2020","-0.149","-0.149","-0.149","-0.149","-6.29%"
"05/08/2020","-0.159","-0.144","-0.144","-0.159","10.42%"
"05/07/2020","-0.144","-0.129","-0.126","-0.144","11.63%"
"05/06/2020","-0.129","-0.129","-0.129","-0.129","0.00%"
"05/01/2020","-0.129","-0.149","-0.129","-0.149","-13.42%"
"04/30/2020","-0.149","-0.154","-0.124","-0.154","-3.25%"
"04/29/2020","-0.154","-0.154","-0.154","-0.154","0.00%"
"04/28/2020","-0.154","-0.154","-0.154","-0.154","0.00%"
"04/27/2020","-0.154","-0.154","-0.154","-0.154","6.94%"
"04/26/2020","-0.144","-0.144","-0.144","-0.144","-14.79%"
"04/24/2020","-0.169","-0.169","-0.169","-0.169","0.00%"
"04/23/2020","-0.169","-0.169","-0.169","-0.169","2.42%"
"04/22/2020","-0.165","-0.159","-0.149","-0.169","7.14%"
"04/21/2020","-0.154","-0.159","-0.154","-0.159","-3.14%"
"04/20/2020","-0.159","-0.154","-0.144","-0.159","3.25%"
"04/19/2020","-0.154","-0.154","-0.154","-0.154","-36.23%"
"04/17/2020","-0.242","-0.159","-0.159","-0.242","51.89%"
"04/16/2020","-0.159","-0.149","-0.141","-0.159","6.71%"
"04/15/2020","-0.149","-0.144","-0.129","-0.149","3.47%"
"04/14/2020","-0.144","-0.154","-0.144","-0.154","-6.49%"
"04/13/2020","-0.154","-0.149","-0.149","-0.154","3.36%"
"04/12/2020","-0.149","-0.149","-0.149","-0.149","-9.15%"
"04/10/2020","-0.164","-0.164","-0.164","-0.164","0.00%"
"04/09/2020","-0.164","-0.159","-0.159","-0.231","3.14%"
"04/08/2020","-0.159","-0.149","-0.144","-0.159","23.26%"
"04/07/2020","-0.129","-0.149","-0.129","-0.149","-13.42%"
"04/06/2020","-0.149","-0.144","-0.125","-0.149","3.47%"
"04/05/2020","-0.144","-0.144","-0.144","-0.144","5.49%"
"04/03/2020","-0.137","-0.129","-0.129","-0.137","-25.82%"
"04/02/2020","-0.184","-0.199","-0.184","-0.199","-7.54%"
"04/01/2020","-0.199","-0.229","-0.189","-0.229","-13.10%"
"03/31/2020","-0.229","-0.209","-0.209","-0.229","9.57%"
"03/30/2020","-0.209","-0.179","-0.179","-0.209","16.76%"
"03/29/2020","-0.179","-0.179","-0.179","-0.179","-10.05%"
"03/27/2020","-0.199","-0.329","-0.199","-0.329","-39.51%"
"03/26/2020","-0.329","-0.438","-0.329","-0.438","-24.89%"
"03/25/2020","-0.438","-0.438","-0.438","-0.438","0.00%"
"03/24/2020","-0.438","-0.419","-0.419","-0.438","4.78%"
"03/23/2020","-0.419","-0.279","-0.279","-0.419","50.00%"
"03/22/2020","-0.279","-0.279","-0.279","-0.279","0.00%"
"03/19/2020","-0.279","-0.279","-0.279","-0.279","3.72%"
"03/18/2020","-0.269","-0.269","-0.269","-0.269","-15.67%"
"03/17/2020","-0.319","-0.319","-0.319","-0.319","0.00%"
"03/16/2020","-0.319","-0.264","-0.264","-0.319","20.83%"
"03/15/2020","-0.264","-0.264","-0.264","-0.264","-11.71%"
"03/13/2020","-0.299","-0.339","-0.299","-0.339","-11.80%"
"03/12/2020","-0.339","-0.339","-0.339","-0.339","0.00%"
"03/11/2020","-0.339","-0.339","-0.339","-0.339","0.00%"
"03/10/2020","-0.339","-0.344","-0.322","-0.344","-1.45%"
"03/09/2020","-0.344","-0.329","-0.329","-0.344","4.56%"
"03/08/2020","-0.329","-0.329","-0.329","-0.329","-13.08%"
"03/06/2020","-0.379","-0.199","-0.199","-0.379","38.64%"
"03/05/2020","-0.273","-0.199","-0.199","-0.273","37.19%"
"03/04/2020","-0.199","-0.199","-0.199","-0.274","-27.24%"
"03/03/2020","-0.273","-0.199","-0.199","-0.273","0.00%"
"03/02/2020","-0.273","-0.199","-0.199","-0.273","52.79%"
"03/01/2020","-0.179","-0.179","-0.179","-0.179","0.00%"
"02/28/2020","-0.179","-0.144","-0.144","-0.179","24.31%"
"02/27/2020","-0.144","-0.139","-0.139","-0.144","3.60%"
"02/26/2020","-0.139","-0.134","-0.134","-0.139","3.73%"
"02/25/2020","-0.134","-0.129","-0.126","-0.134","3.88%"
"02/24/2020","-0.129","-0.129","-0.129","-0.129","0.00%"
"02/21/2020","-0.129","-0.124","-0.124","-0.134","4.03%"
"02/20/2020","-0.124","-0.124","-0.124","-0.124","4.64%"
"02/19/2020","-0.119","-0.124","-0.119","-0.124","0.42%"
"02/18/2020","-0.118","-0.124","-0.118","-0.124","-4.84%"
"02/17/2020","-0.124","-0.119","-0.116","-0.124","4.20%"
"02/16/2020","-0.119","-0.119","-0.119","-0.119","-2.06%"
"02/14/2020","-0.122","-0.139","-0.122","-0.139","-12.59%"
"02/13/2020","-0.139","-0.144","-0.129","-0.144","6.11%"
"02/12/2020","-0.131","-0.144","-0.131","-0.144","-9.03%"
"02/11/2020","-0.144","-0.144","-0.144","-0.144","9.92%"
"02/10/2020","-0.131","-0.139","-0.131","-0.144","-5.76%"
"02/09/2020","-0.139","-0.139","-0.139","-0.139","0.00%"
"02/07/2020","-0.139","-0.144","-0.139","-0.144","7.75%"
"02/06/2020","-0.129","-0.144","-0.129","-0.144","-10.42%"
"02/05/2020","-0.144","-0.149","-0.124","-0.149","-3.36%"
"02/04/2020","-0.149","-0.144","-0.144","-0.149","3.47%"
"02/03/2020","-0.144","-0.134","-0.123","-0.144","7.46%"
"02/02/2020","-0.134","-0.134","-0.134","-0.134","11.67%"
"01/31/2020","-0.120","-0.129","-0.120","-0.134","-6.98%"
"01/30/2020","-0.129","-0.139","-0.119","-0.139","-7.19%"
"01/29/2020","-0.139","-0.129","-0.117","-0.139","7.75%"
"01/28/2020","-0.129","-0.119","-0.112","-0.129","17.27%"
"01/27/2020","-0.110","-0.119","-0.110","-0.120","-7.56%"
"01/26/2020","-0.119","-0.119","-0.119","-0.119","4.39%"
"01/24/2020","-0.114","-0.129","-0.114","-0.129","0.00%"
"01/23/2020","-0.114","-0.129","-0.114","-0.129","0.44%"
"01/22/2020","-0.113","-0.129","-0.113","-0.129","0.89%"
"01/21/2020","-0.112","-0.129","-0.112","-0.129","-12.79%"
"01/20/2020","-0.129","-0.124","-0.124","-0.129","4.03%"
"01/19/2020","-0.124","-0.124","-0.124","-0.124","11.21%"
"01/17/2020","-0.112","-0.124","-0.112","-0.124","-47.16%"
"01/16/2020","-0.211","-0.124","-0.124","-0.211","70.16%"
"01/15/2020","-0.124","-0.119","-0.119","-0.124","4.20%"
"01/14/2020","-0.119","-0.119","-0.119","-0.119","0.00%"
"01/13/2020","-0.119","-0.119","-0.119","-0.119","-2.06%"
"01/10/2020","-0.122","-0.124","-0.122","-0.134","-2.02%"
"01/09/2020","-0.124","-0.109","-0.109","-0.124","22.17%"
"01/08/2020","-0.101","-0.109","-0.101","-0.109","-6.88%"
"01/07/2020","-0.109","-0.099","-0.094","-0.109","22.47%"
"01/06/2020","-0.089","-0.109","-0.089","-0.109","-18.35%"
"01/05/2020","-0.109","-0.109","-0.109","-0.109","26.01%"
"12/30/2019","-0.086","-0.109","-0.086","-0.109","-20.64%"
"12/29/2019","-0.109","-0.109","-0.109","-0.109","26.01%"
"12/27/2019","-0.086","-0.109","-0.086","-0.109","-20.64%"
"12/26/2019","-0.109","-0.109","-0.109","-0.109","0.00%"
"12/25/2019","-0.109","-0.109","-0.109","-0.109","22.47%"
"12/24/2019","-0.089","-0.109","-0.089","-0.109","0.00%"
"12/23/2019","-0.089","-0.109","-0.089","-0.109","-18.35%"
"12/22/2019","-0.109","-0.109","-0.109","-0.109","-51.34%"
"12/20/2019","-0.224","-0.149","-0.149","-0.224","50.34%"
"12/19/2019","-0.149","-0.164","-0.149","-0.224","17.79%"
"12/18/2019","-0.126","-0.164","-0.126","-0.164","-22.87%"
"12/17/2019","-0.164","-0.159","-0.130","-0.164","24.71%"
"12/16/2019","-0.132","-0.159","-0.129","-0.159","-17.30%"
"12/15/2019","-0.159","-0.159","-0.159","-0.159","20.91%"
"12/13/2019","-0.132","-0.139","-0.132","-0.164","25.24%"
"12/12/2019","-0.105","-0.139","-0.105","-0.139","-24.46%"
"12/11/2019","-0.139","-0.109","-0.100","-0.139","27.52%"
"12/10/2019","-0.109","-0.104","-0.104","-0.109","22.47%"
"12/09/2019","-0.089","-0.104","-0.089","-0.104","-14.42%"
"12/08/2019","-0.104","-0.104","-0.104","-0.104","-49.02%"
"12/06/2019","-0.204","-0.144","-0.134","-0.204","41.67%"
"12/05/2019","-0.144","-0.149","-0.144","-0.234","-3.36%"
"12/04/2019","-0.149","-0.154","-0.139","-0.154","-3.25%"
"12/03/2019","-0.154","-0.141","-0.141","-0.154","8.83%"
"12/02/2019","-0.141","-0.154","-0.141","-0.154","-8.12%"
"12/01/2019","-0.154","-0.154","-0.154","-0.154","-8.88%"
"11/29/2019","-0.169","-0.214","-0.152","-0.214","-11.75%"
"11/28/2019","-0.191","-0.214","-0.191","-0.214","-10.51%"
"11/27/2019","-0.214","-0.214","-0.194","-0.214","4.90%"
"11/26/2019","-0.204","-0.214","-0.204","-0.214","-4.67%"
"11/25/2019","-0.214","-0.224","-0.206","-0.224","-4.46%"
"11/24/2019","-0.224","-0.224","-0.224","-0.224","-31.39%"
"11/22/2019","-0.326","-0.239","-0.239","-0.326","36.61%"
"11/21/2019","-0.239","-0.219","-0.212","-0.239","13.00%"
"11/20/2019","-0.212","-0.219","-0.212","-0.219","6.28%"
"11/19/2019","-0.199","-0.219","-0.199","-0.219","0.00%"
"11/18/2019","-0.199","-0.219","-0.199","-0.219","-32.31%"
"11/15/2019","-0.294","-0.294","-0.294","-0.294","4.44%"
"11/14/2019","-0.282","-0.214","-0.214","-0.282","0.00%"
"11/13/2019","-0.282","-0.214","-0.214","-0.282","0.00%"
"11/12/2019","-0.282","-0.214","-0.214","-0.282","31.54%"
"11/11/2019","-0.214","-0.209","-0.199","-0.214","2.39%"
"11/10/2019","-0.209","-0.209","-0.209","-0.209","5.03%"
"11/08/2019","-0.199","-0.169","-0.169","-0.209","17.75%"
"11/07/2019","-0.169","-0.169","-0.169","-0.169","16.15%"
"11/06/2019","-0.146","-0.169","-0.146","-0.169","-13.91%"
"11/05/2019","-0.169","-0.174","-0.159","-0.174","-2.87%"
"11/04/2019","-0.174","-0.174","-0.174","-0.174","1.46%"
"11/01/2019","-0.171","-0.199","-0.171","-0.199","-6.79%"
"10/31/2019","-0.184","-0.199","-0.184","-0.199","0.00%"
"10/30/2019","-0.184","-0.199","-0.184","-0.199","0.00%"
"10/29/2019","-0.184","-0.199","-0.184","-0.199","-0.54%"
"10/28/2019","-0.185","-0.199","-0.185","-0.199","-7.04%"
"10/27/2019","-0.199","-0.199","-0.199","-0.199","0.00%"
"10/25/2019","-0.199","-0.224","-0.199","-0.224","-11.16%"
"10/24/2019","-0.224","-0.219","-0.219","-0.224","2.28%"
"10/23/2019","-0.219","-0.209","-0.204","-0.219","4.78%"
"10/22/2019","-0.209","-0.209","-0.209","-0.209","1.21%"
"10/21/2019","-0.206","-0.209","-0.204","-0.209","-1.20%"
"10/20/2019","-0.209","-0.209","-0.209","-0.209","-4.57%"
"10/18/2019","-0.219","-0.279","-0.219","-0.279","-21.51%"
"10/17/2019","-0.279","-0.279","-0.279","-0.279","0.00%"
"10/16/2019","-0.279","-0.280","-0.279","-0.289","24.00%"
"10/15/2019","-0.225","-0.280","-0.225","-0.280","-19.64%"
"10/14/2019","-0.280","-0.280","-0.280","-0.280","-6.67%"
"10/11/2019","-0.300","-0.350","-0.300","-0.350","-14.29%"
"10/10/2019","-0.350","-0.355","-0.300","-0.355","-1.41%"
"10/09/2019","-0.355","-0.360","-0.300","-0.360","18.33%"
