Security,USSW10 BGN Curncy
Start Date,9/30/2009 0:00
End Date,6/30/2023 0:00
Period,D
Pricing Source,
,
Date,PX_LAST
6/30/2023,3.8605
6/29/2023,3.856
6/28/2023,3.735
6/27/2023,3.7933
6/26/2023,3.758
6/23/2023,3.765
6/22/2023,3.816
6/21/2023,3.747
6/20/2023,3.7512
6/19/2023,3.7925
6/16/2023,3.7925
6/15/2023,3.7498
6/14/2023,3.81
6/13/2023,3.8313
6/12/2023,3.754
6/9/2023,3.7675
6/8/2023,3.7445
6/7/2023,3.8142
6/6/2023,3.6875
6/5/2023,3.7197
6/2/2023,3.7476
6/1/2023,3.631
5/31/2023,3.6765
5/30/2023,3.7185
5/26/2023,3.8334
5/25/2023,3.8452
5/24/2023,3.7587
5/23/2023,3.7113
5/22/2023,3.7282
5/19/2023,3.6829
5/18/2023,3.6481
5/17/2023,3.5584
5/16/2023,3.5315
5/15/2023,3.4986
5/12/2023,3.469
5/11/2023,3.3928
5/10/2023,3.4536
5/9/2023,3.5299
5/8/2023,3.5243
5/5/2023,3.4657
5/4/2023,3.408
5/3/2023,3.384
5/2/2023,3.4586
5/1/2023,3.5992
4/28/2023,3.4368
4/27/2023,3.5222
4/26/2023,3.4542
4/25/2023,3.4003
4/24/2023,3.4935
4/21/2023,3.5738
4/20/2023,3.5293
4/19/2023,3.5882
4/18/2023,3.5835
4/17/2023,3.5961
4/14/2023,3.5045
4/13/2023,3.4369
4/12/2023,3.3849
4/11/2023,3.43
4/10/2023,3.4258
4/7/2023,3.408
4/6/2023,3.3112
4/5/2023,3.3131
4/4/2023,3.3362
4/3/2023,3.4095
3/31/2023,3.4637
3/30/2023,3.5519
3/29/2023,3.5702
3/28/2023,3.5626
3/27/2023,3.5283
3/24/2023,3.375
3/23/2023,3.4299
3/22/2023,3.4673
3/21/2023,3.6439
3/20/2023,3.5117
3/17/2023,3.4665
3/16/2023,3.6281
3/15/2023,3.5239
3/14/2023,3.7372
3/13/2023,3.5868
3/10/2023,3.6878
3/9/2023,3.9062
3/8/2023,3.9975
3/7/2023,3.9707
3/6/2023,3.9682
3/3/2023,3.9759
3/2/2023,4.0744
3/1/2023,4.0104
2/28/2023,3.9336
2/27/2023,3.9255
2/24/2023,3.9558
2/23/2023,3.8802
2/22/2023,3.9252
2/21/2023,3.9553
2/17/2023,3.8181
2/16/2023,3.8615
2/15/2023,3.7995
2/14/2023,3.7385
2/13/2023,3.6904
2/10/2023,3.7199
2/9/2023,3.6457
2/8/2023,3.5904
2/7/2023,3.6557
2/6/2023,3.621
2/3/2023,3.522
2/2/2023,3.3914
2/1/2023,3.4119
1/31/2023,3.4876
1/30/2023,3.5231
1/27/2023,3.4875
1/26/2023,3.4786
1/25/2023,3.4169
1/24/2023,3.4188
1/23/2023,3.4774
1/20/2023,3.4435
1/19/2023,3.3572
1/18/2023,3.3467
1/17/2023,3.5137
1/13/2023,3.4708
1/12/2023,3.4135
1/11/2023,3.4975
1/10/2023,3.5625
1/9/2023,3.477
1/6/2023,3.5002
1/5/2023,3.6685
1/4/2023,3.6367
1/3/2023,3.6795
12/30/2022,3.8375
12/29/2022,3.7838
12/28/2022,3.848
12/27/2022,3.7922
12/23/2022,3.7187
12/22/2022,3.6537
12/21/2022,3.6303
12/20/2022,3.6343
12/19/2022,3.556
12/16/2022,3.472
12/15/2022,3.4383
12/14/2022,3.4635
12/13/2022,3.489
12/12/2022,3.5942
12/9/2022,3.5689
12/8/2022,3.4595
12/7/2022,3.393
12/6/2022,3.4935
12/5/2022,3.5448
12/2/2022,3.4495
12/1/2022,3.4658
11/30/2022,3.5663
11/29/2022,3.7118
11/28/2022,3.6555
11/25/2022,3.662
11/24/2022,3.67
11/23/2022,3.6685
11/22/2022,3.7233
11/21/2022,3.8217
11/18/2022,3.8152
11/17/2022,3.7478
11/16/2022,3.6567
11/15/2022,3.7588
11/14/2022,3.8473
11/11/2022,3.8205
11/10/2022,3.8202
11/9/2022,4.0958
11/8/2022,4.1367
11/7/2022,4.231
11/4/2022,4.2012
11/3/2022,4.193
11/2/2022,4.162
11/1/2022,4.1006
10/31/2022,4.0918
10/28/2022,4.0505
10/27/2022,3.9346
10/26/2022,4.0214
10/25/2022,4.131
10/24/2022,4.2546
10/21/2022,4.2304
10/20/2022,4.2506
10/19/2022,4.1357
10/18/2022,4.0004
10/17/2022,4.0067
10/14/2022,4.0214
10/13/2022,3.9464
10/12/2022,3.9221
10/11/2022,3.9622
10/7/2022,3.8966
10/6/2022,3.846
10/5/2022,3.7913
10/4/2022,3.6381
10/3/2022,3.6752
9/30/2022,3.877
9/29/2022,3.8437
9/28/2022,3.7746
9/27/2022,3.9295
9/26/2022,3.9416
9/23/2022,3.734
9/22/2022,3.7666
9/21/2022,3.6004
9/20/2022,3.6318
9/19/2022,3.5638
9/16/2022,3.5245
9/15/2022,3.5256
9/14/2022,3.479
9/13/2022,3.4722
9/12/2022,3.4287
9/9/2022,3.3887
9/8/2022,3.3941
9/7/2022,3.3444
9/6/2022,3.4307
9/2/2022,3.2878
9/1/2022,3.3483
8/31/2022,3.2804
8/30/2022,3.1991
8/29/2022,3.1929
8/26/2022,3.1258
8/25/2022,3.113
8/24/2022,3.1919
8/23/2022,3.1308
8/22/2022,3.0817
8/19/2022,3.0294
8/18/2022,2.9304
8/17/2022,2.9533
8/16/2022,2.845
8/15/2022,2.8305
8/12/2022,2.8832
8/11/2022,2.9414
8/10/2022,2.8312
8/9/2022,2.8326
8/8/2022,2.8164
8/5/2022,2.8913
8/4/2022,2.7571
8/3/2022,2.7786
8/2/2022,2.8245
8/1/2022,2.6391
7/29/2022,2.7256
7/28/2022,2.7547
7/27/2022,2.8672
7/26/2022,2.8865
7/25/2022,2.8741
7/22/2022,2.8254
7/21/2022,2.9534
7/20/2022,3.0983
7/19/2022,3.0885
7/18/2022,3.0546
7/15/2022,2.9918
7/14/2022,3.0411
7/13/2022,3.0125
7/12/2022,3.0492
7/11/2022,3.0763
7/8/2022,3.1727
7/7/2022,3.0867
7/6/2022,3.0131
7/5/2022,2.8855
7/1/2022,2.9634
6/30/2022,3.0938
6/29/2022,3.1729
6/28/2022,3.2495
6/27/2022,3.2747
6/24/2022,3.2163
6/23/2022,3.1653
6/22/2022,3.2343
6/21/2022,3.3476
6/17/2022,3.2906
6/16/2022,3.2432
6/15/2022,3.3459
6/14/2022,3.542
6/13/2022,3.4356
6/10/2022,3.2215
6/9/2022,3.1139
6/8/2022,3.0949
6/7/2022,3.0567
6/6/2022,3.1296
6/3/2022,3.0175
6/2/2022,2.9894
6/1/2022,2.98
5/31/2022,2.93
5/27/2022,2.8182
5/26/2022,2.8247
5/25/2022,2.8142
5/24/2022,2.8085
5/23/2022,2.9025
5/20/2022,2.8425
5/19/2022,2.9077
5/18/2022,2.9535
5/17/2022,3.0542
5/16/2022,2.9551
5/13/2022,2.998
5/12/2022,2.9403
5/11/2022,2.9963
5/10/2022,3.0545
5/9/2022,3.0885
5/6/2022,3.195
5/5/2022,3.1077
5/4/2022,3.0265
5/3/2022,3.052
5/2/2022,3.0649
4/29/2022,3.0237
4/28/2022,2.9173
4/27/2022,2.9048
4/26/2022,2.7845
4/25/2022,2.8719
4/22/2022,2.9518
4/21/2022,2.9611
4/20/2022,2.8849
4/19/2022,3.0019
4/18/2022,2.9015
4/15/2022,2.8757
4/14/2022,2.8788
4/13/2022,2.7522
4/12/2022,2.7725
4/11/2022,2.8472
4/8/2022,2.758
4/7/2022,2.6971
4/6/2022,2.6428
4/5/2022,2.5918
4/4/2022,2.4435
4/1/2022,2.4485
3/31/2022,2.4065
3/30/2022,2.4234
3/29/2022,2.4794
3/28/2022,2.5473
3/25/2022,2.5571
3/24/2022,2.4566
3/23/2022,2.371
3/22/2022,2.4721
3/21/2022,2.3968
3/18/2022,2.2629
3/17/2022,2.2766
3/16/2022,2.3022
3/15/2022,2.2418
3/14/2022,2.224
3/11/2022,2.0802
3/10/2022,2.0752
3/9/2022,2.0423
3/8/2022,1.929
3/7/2022,1.8562
3/4/2022,1.8175
3/3/2022,1.9334
3/2/2022,1.9646
3/1/2022,1.8031
2/28/2022,1.9162
2/25/2022,2.048
2/24/2022,2.0535
2/23/2022,2.0765
2/22/2022,2.0255
2/21/2022,1.9964
2/18/2022,2.0068
2/17/2022,2.0395
2/16/2022,2.1187
2/15/2022,2.1249
2/14/2022,2.0717
2/11/2022,2.0185
2/10/2022,2.1109
2/9/2022,2.0142
2/8/2022,2.0308
2/7/2022,1.985
2/4/2022,1.9784
2/3/2022,1.8942
2/2/2022,1.8408
2/1/2022,1.8518
1/31/2022,1.8438
1/28/2022,1.8423
1/27/2022,1.8633
1/26/2022,1.9269
1/25/2022,1.8344
1/24/2022,1.8298
1/21/2022,1.8196
1/20/2022,1.8618
1/19/2022,1.9136
1/18/2022,1.9384
1/17/2022,1.8504
1/14/2022,1.8489
1/13/2022,1.7628
1/12/2022,1.8034
1/11/2022,1.8055
1/10/2022,1.8375
1/7/2022,1.83
1/6/2022,1.7858
1/5/2022,1.7629
1/4/2022,1.6982
1/3/2022,1.6843
12/31/2021,1.581
12/30/2021,1.5782
12/29/2021,1.623
12/28/2021,1.5545
12/27/2021,1.5505
12/24/2021,1.571
12/23/2021,1.5686
12/22/2021,1.5376
12/21/2021,1.5417
12/20/2021,1.4949
12/17/2021,1.4665
12/16/2021,1.474
12/15/2021,1.533
12/14/2021,1.5267
12/13/2021,1.5032
12/10/2021,1.5742
12/9/2021,1.5806
12/8/2021,1.5969
12/7/2021,1.5694
12/6/2021,1.5282
12/3/2021,1.437
12/2/2021,1.5168
12/1/2021,1.478
11/30/2021,1.522
11/29/2021,1.5559
11/26/2021,1.5301
11/25/2021,1.692
11/24/2021,1.6883
11/23/2021,1.7237
11/22/2021,1.6845
11/19/2021,1.594
11/18/2021,1.627
11/17/2021,1.638
11/16/2021,1.6822
11/15/2021,1.6638
11/12/2021,1.6175
11/11/2021,1.5822
11/10/2021,1.5845
11/9/2021,1.4727
11/8/2021,1.5173
11/5/2021,1.4772
11/4/2021,1.5624
11/3/2021,1.6395
11/2/2021,1.5811
11/1/2021,1.5726
10/29/2021,1.562
10/28/2021,1.5738
10/27/2021,1.5684
10/26/2021,1.6423
10/25/2021,1.6605
10/22/2021,1.6509
10/21/2021,1.7138
10/20/2021,1.6663
10/19/2021,1.6449
10/18/2021,1.6047
10/15/2021,1.5756
10/14/2021,1.5245
10/13/2021,1.5504
10/12/2021,1.5985
10/11/2021,1.633
10/8/2021,1.6356
10/7/2021,1.5936
10/6/2021,1.533
10/5/2021,1.5349
10/4/2021,1.49
10/1/2021,1.4798
9/30/2021,1.5075
9/29/2021,1.5343
9/28/2021,1.5626
9/27/2021,1.5158
9/24/2021,1.482
9/23/2021,1.4595
9/22/2021,1.3313
9/21/2021,1.3482
9/20/2021,1.3435
9/17/2021,1.4036
9/16/2021,1.377
9/15/2021,1.3347
9/14/2021,1.3137
9/13/2021,1.3519
9/10/2021,1.3702
9/9/2021,1.3273
9/8/2021,1.3678
9/7/2021,1.3911
9/6/2021,1.3414
9/3/2021,1.3403
9/2/2021,1.3016
9/1/2021,1.3142
8/31/2021,1.3254
8/30/2021,1.2991
8/27/2021,1.3263
8/26/2021,1.3649
8/25/2021,1.3578
8/24/2021,1.3074
8/23/2021,1.2622
8/20/2021,1.2678
8/19/2021,1.258
8/18/2021,1.2755
8/17/2021,1.2765
8/16/2021,1.2711
8/13/2021,1.2824
8/12/2021,1.3632
8/11/2021,1.344
8/10/2021,1.3618
8/9/2021,1.3391
8/6/2021,1.3213
8/5/2021,1.2486
8/4/2021,1.2045
8/3/2021,1.193
8/2/2021,1.207
7/30/2021,1.2512
7/29/2021,1.2973
7/28/2021,1.2533
7/27/2021,1.2455
7/26/2021,1.2943
7/23/2021,1.2777
7/22/2021,1.2838
7/21/2021,1.2924
7/20/2021,1.2155
7/19/2021,1.1645
7/16/2021,1.2805
7/15/2021,1.2872
7/14/2021,1.3426
7/13/2021,1.414
7/12/2021,1.3606
7/9/2021,1.364
7/8/2021,1.2831
7/7/2021,1.3025
7/6/2021,1.3257
7/5/2021,1.4114
7/2/2021,1.4045
7/1/2021,1.4419
6/30/2021,1.4426
6/29/2021,1.447
6/28/2021,1.4475
6/25/2021,1.486
6/24/2021,1.462
6/23/2021,1.4623
6/22/2021,1.4312
6/21/2021,1.4518
6/18/2021,1.3993
6/17/2021,1.4763
6/16/2021,1.5529
6/15/2021,1.465
6/14/2021,1.4694
6/11/2021,1.4315
6/10/2021,1.4103
6/9/2021,1.4646
6/8/2021,1.5083
6/7/2021,1.5389
6/4/2021,1.5278
6/3/2021,1.5988
6/2/2021,1.561
6/1/2021,1.5831
5/31/2021,1.566
5/28/2021,1.566
5/27/2021,1.5709
5/26/2021,1.538
5/25/2021,1.5203
5/24/2021,1.572
5/21/2021,1.5933
5/20/2021,1.599
5/19/2021,1.6337
5/18/2021,1.6025
5/17/2021,1.6072
5/14/2021,1.5965
5/13/2021,1.6038
5/12/2021,1.6642
5/11/2021,1.5945
5/10/2021,1.5754
5/7/2021,1.5592
5/6/2021,1.5609
5/5/2021,1.561
5/4/2021,1.5869
5/3/2021,1.5975
4/30/2021,1.629
4/29/2021,1.6377
4/28/2021,1.6117
4/27/2021,1.6135
4/26/2021,1.5599
4/23/2021,1.5577
4/22/2021,1.5396
4/21/2021,1.5494
4/20/2021,1.5503
4/19/2021,1.5869
4/16/2021,1.5664
4/15/2021,1.5666
4/14/2021,1.6247
4/13/2021,1.62
4/12/2021,1.6833
4/9/2021,1.6881
4/8/2021,1.6461
4/7/2021,1.7074
4/6/2021,1.6936
4/5/2021,1.7411
4/2/2021,1.7585
4/1/2021,1.7134
3/31/2021,1.7817
3/30/2021,1.7365
3/29/2021,1.736
3/26/2021,1.709
3/25/2021,1.665
3/24/2021,1.6363
3/23/2021,1.6362
3/22/2021,1.7125
3/19/2021,1.7464
3/18/2021,1.6995
3/17/2021,1.6575
3/16/2021,1.6232
3/15/2021,1.619
3/12/2021,1.6449
3/11/2021,1.5602
3/10/2021,1.5263
3/9/2021,1.5453
3/8/2021,1.6255
3/5/2021,1.6199
3/4/2021,1.6349
3/3/2021,1.5498
3/2/2021,1.4596
3/1/2021,1.4964
2/26/2021,1.47
2/25/2021,1.5727
2/24/2021,1.4365
2/23/2021,1.4248
2/22/2021,1.4497
2/19/2021,1.4237
2/18/2021,1.3748
2/17/2021,1.3464
2/16/2021,1.405
2/15/2021,1.3228
2/12/2021,1.2857
2/11/2021,1.2332
2/10/2021,1.1997
2/9/2021,1.2327
2/8/2021,1.2503
2/5/2021,1.2405
2/4/2021,1.2121
2/3/2021,1.2019
2/2/2021,1.1533
2/1/2021,1.1291
1/29/2021,1.1094
1/28/2021,1.087
1/27/2021,1.0562
1/26/2021,1.0689
1/25/2021,1.0626
1/22/2021,1.1129
1/21/2021,1.12
1/20/2021,1.0858
1/19/2021,1.0933
1/18/2021,1.0951
1/15/2021,1.0855
1/14/2021,1.1349
1/13/2021,1.0927
1/12/2021,1.1387
1/11/2021,1.1503
1/8/2021,1.1256
1/7/2021,1.0777
1/6/2021,1.0252
1/5/2021,0.9525
1/4/2021,0.914
1/1/2021,0.9253
12/31/2020,0.9253
12/30/2020,0.9356
12/29/2020,0.9521
12/28/2020,0.9403
12/25/2020,0.9359
12/24/2020,0.9359
12/23/2020,0.9513
12/22/2020,0.9245
12/21/2020,0.9374
12/18/2020,0.9494
12/17/2020,0.9353
12/16/2020,0.9201
12/15/2020,0.9117
12/14/2020,0.8978
12/11/2020,0.8926
12/10/2020,0.9072
12/9/2020,0.9415
12/8/2020,0.9275
12/7/2020,0.9291
12/4/2020,0.9727
12/3/2020,0.901
12/2/2020,0.9291
12/1/2020,0.9205
11/30/2020,0.8442
11/27/2020,0.844
11/26/2020,0.8672
11/25/2020,0.8845
11/24/2020,0.8826
11/23/2020,0.8527
11/20/2020,0.8231
11/19/2020,0.8317
11/18/2020,0.8716
11/17/2020,0.8565
11/16/2020,0.9065
11/13/2020,0.8943
11/12/2020,0.8767
11/11/2020,0.9502
11/10/2020,0.9703
11/9/2020,0.9345
11/6/2020,0.84
11/5/2020,0.7905
11/4/2020,0.7879
11/3/2020,0.9034
11/2/2020,0.8544
10/30/2020,0.895
10/29/2020,0.8465
10/28/2020,0.8013
10/27/2020,0.7965
10/26/2020,0.8305
10/23/2020,0.8729
10/22/2020,0.8826
10/21/2020,0.8517
10/20/2020,0.8158
10/19/2020,0.8003
10/16/2020,0.7791
10/15/2020,0.7701
10/14/2020,0.7603
10/13/2020,0.7636
10/12/2020,0.7959
10/9/2020,0.8091
10/8/2020,0.8182
10/7/2020,0.8121
10/6/2020,0.7621
10/5/2020,0.7973
10/2/2020,0.7243
10/1/2020,0.7054
9/30/2020,0.7098
9/29/2020,0.6847
9/28/2020,0.6901
9/25/2020,0.6867
9/24/2020,0.689
9/23/2020,0.6873
9/22/2020,0.6817
9/21/2020,0.675
9/18/2020,0.7025
9/17/2020,0.6938
9/16/2020,0.703
9/15/2020,0.6882
9/14/2020,0.6795
9/11/2020,0.6765
9/10/2020,0.6851
9/9/2020,0.7039
9/8/2020,0.6811
9/7/2020,0.7149
9/4/2020,0.7245
9/3/2020,0.654
9/2/2020,0.6645
9/1/2020,0.6776
8/31/2020,0.7097
8/28/2020,0.7286
8/27/2020,0.753
8/26/2020,0.6915
8/25/2020,0.6803
8/24/2020,0.6455
8/21/2020,0.6298
8/20/2020,0.6439
8/19/2020,0.6639
8/18/2020,0.6539
8/17/2020,0.6775
8/14/2020,0.7072
8/13/2020,0.7
8/12/2020,0.6703
8/11/2020,0.6445
8/10/2020,0.5943
8/7/2020,0.577
8/6/2020,0.5376
8/5/2020,0.5445
8/4/2020,0.506
8/3/2020,0.5483
7/31/2020,0.5214
7/30/2020,0.5409
7/29/2020,0.568
7/28/2020,0.5745
7/27/2020,0.6066
7/24/2020,0.5822
7/23/2020,0.5689
7/22/2020,0.5825
7/21/2020,0.5874
7/20/2020,0.5899
7/17/2020,0.615
7/16/2020,0.6
7/15/2020,0.6111
7/14/2020,0.6039
7/13/2020,0.6015
7/10/2020,0.6322
7/9/2020,0.595
7/8/2020,0.6375
7/7/2020,0.6106
7/6/2020,0.6502
7/3/2020,0.649
7/2/2020,0.649
7/1/2020,0.6561
6/30/2020,0.639
6/29/2020,0.6092
6/26/2020,0.6272
6/25/2020,0.676
6/24/2020,0.6693
6/23/2020,0.7015
6/22/2020,0.694
6/19/2020,0.6755
6/18/2020,0.6846
6/17/2020,0.7116
6/16/2020,0.7362
6/15/2020,0.7119
6/12/2020,0.6965
6/11/2020,0.6636
6/10/2020,0.7277
6/9/2020,0.8135
6/8/2020,0.8594
6/5/2020,0.8814
6/4/2020,0.8174
6/3/2020,0.7375
6/2/2020,0.6756
6/1/2020,0.6531
5/29/2020,0.6506
5/28/2020,0.6855
5/27/2020,0.6732
5/26/2020,0.6904
5/25/2020,0.66
5/22/2020,0.6596
5/21/2020,0.6629
5/20/2020,0.6656
5/19/2020,0.6715
5/18/2020,0.708
5/15/2020,0.6263
5/14/2020,0.5914
5/13/2020,0.6162
5/12/2020,0.6283
5/11/2020,0.6585
5/8/2020,0.6439
5/7/2020,0.608
5/6/2020,0.6667
5/5/2020,0.6569
5/4/2020,0.6306
5/1/2020,0.6195
4/30/2020,0.6452
4/29/2020,0.638
4/28/2020,0.6235
4/27/2020,0.6786
4/24/2020,0.6323
4/23/2020,0.6389
4/22/2020,0.663
4/21/2020,0.6378
4/20/2020,0.6723
4/17/2020,0.7128
4/16/2020,0.7027
4/15/2020,0.6999
4/14/2020,0.8236
4/13/2020,0.8426
4/10/2020,0.808
4/9/2020,0.8092
4/8/2020,0.8253
4/7/2020,0.7693
4/6/2020,0.7163
4/3/2020,0.6522
4/2/2020,0.6572
4/1/2020,0.6793
3/31/2020,0.7161
3/30/2020,0.7285
3/27/2020,0.6403
3/26/2020,0.7634
3/25/2020,0.8074
3/24/2020,0.7555
3/23/2020,0.7129
3/20/2020,0.7661
3/19/2020,1.0096
3/18/2020,1.072
3/17/2020,0.994
3/16/2020,0.7518
3/13/2020,0.9633
3/12/2020,0.772
3/11/2020,0.8721
3/10/2020,0.8333
3/9/2020,0.6226
3/6/2020,0.8408
3/5/2020,0.918
3/4/2020,1.0471
3/3/2020,0.9843
3/2/2020,1.154
2/28/2020,1.1175
2/27/2020,1.2065
2/26/2020,1.2872
2/25/2020,1.2886
2/24/2020,1.3021
2/21/2020,1.3978
2/20/2020,1.4539
2/19/2020,1.5101
2/18/2020,1.5012
2/17/2020,1.5339
2/14/2020,1.5318
2/13/2020,1.5687
2/12/2020,1.5894
2/11/2020,1.5473
2/10/2020,1.5169
2/7/2020,1.54
2/6/2020,1.6031
2/5/2020,1.6115
2/4/2020,1.5548
2/3/2020,1.4835
1/31/2020,1.4525
1/30/2020,1.5361
1/29/2020,1.5362
1/28/2020,1.6042
1/27/2020,1.5508
1/24/2020,1.6343
1/23/2020,1.6834
1/22/2020,1.7257
1/21/2020,1.737
1/20/2020,1.78
1/17/2020,1.7804
1/16/2020,1.7658
1/15/2020,1.7464
1/14/2020,1.7715
1/13/2020,1.7945
1/10/2020,1.7687
1/9/2020,1.7996
1/8/2020,1.8172
1/7/2020,1.765
1/6/2020,1.7498
1/3/2020,1.7521
1/2/2020,1.8468
1/1/2020,1.893
12/31/2019,1.895
12/30/2019,1.8482
12/27/2019,1.8399
12/26/2019,1.8528
12/25/2019,1.8643
12/24/2019,1.8613
12/23/2019,1.887
12/20/2019,1.8773
12/19/2019,1.8713
12/18/2019,1.8657
12/17/2019,1.8339
12/16/2019,1.818
12/13/2019,1.756
12/12/2019,1.8355
12/11/2019,1.7205
12/10/2019,1.7685
12/9/2019,1.7524
12/6/2019,1.7688
12/5/2019,1.7412
12/4/2019,1.7003
12/3/2019,1.6411
12/2/2019,1.7434
11/29/2019,1.7006
11/28/2019,1.687
11/27/2019,1.6872
11/26/2019,1.6554
11/25/2019,1.666
11/22/2019,1.6714
11/21/2019,1.6631
11/20/2019,1.6441
11/19/2019,1.6772
11/18/2019,1.7136
11/15/2019,1.7364
11/14/2019,1.7228
11/13/2019,1.789
11/12/2019,1.8435
11/11/2019,1.849
11/8/2019,1.849
11/7/2019,1.8336
11/6/2019,1.7443
11/5/2019,1.775
11/4/2019,1.6975
11/1/2019,1.6279
10/31/2019,1.602
10/30/2019,1.6876
10/29/2019,1.7545
10/28/2019,1.7602
10/25/2019,1.712
10/24/2019,1.6894
10/23/2019,1.6895
10/22/2019,1.6929
10/21/2019,1.737
10/18/2019,1.6896
10/17/2019,1.678
10/16/2019,1.665
10/15/2019,1.7005
10/14/2019,1.6533
10/11/2019,1.6535
10/10/2019,1.581
10/9/2019,1.4948
10/8/2019,1.4395
10/7/2019,1.4792
10/4/2019,1.4471
10/3/2019,1.4378
10/2/2019,1.5068
10/1/2019,1.5413
9/30/2019,1.5638
9/27/2019,1.5731
9/26/2019,1.5697
9/25/2019,1.6072
9/24/2019,1.5169
9/23/2019,1.6072
9/20/2019,1.6078
9/19/2019,1.6582
9/18/2019,1.6695
9/17/2019,1.688
9/16/2019,1.7272
9/13/2019,1.7855
9/12/2019,1.6552
9/11/2019,1.6228
9/10/2019,1.621
9/9/2019,1.5336
9/6/2019,1.4458
9/5/2019,1.4471
9/4/2019,1.3524
9/3/2019,1.3352
9/2/2019,1.382
8/30/2019,1.3817
8/29/2019,1.3918
8/28/2019,1.3794
8/27/2019,1.3847
8/26/2019,1.4557
8/23/2019,1.4504
8/22/2019,1.5315
8/21/2019,1.4954
8/20/2019,1.4589
8/19/2019,1.505
8/16/2019,1.4454
8/15/2019,1.4138
8/14/2019,1.4713
8/13/2019,1.604
8/12/2019,1.5362
8/9/2019,1.6304
8/8/2019,1.594
8/7/2019,1.6058
8/6/2019,1.6037
8/5/2019,1.5894
8/2/2019,1.7683
8/1/2019,1.8168
7/31/2019,1.9455
7/30/2019,1.9729
7/29/2019,1.9833
7/26/2019,1.9978
7/25/2019,1.9969
7/24/2019,1.971
7/23/2019,2.012
7/22/2019,1.9801
7/19/2019,1.9888
7/18/2019,1.95
7/17/2019,1.9791
7/16/2019,2.039
7/15/2019,2.025
7/12/2019,2.065
7/11/2019,2.0864
7/10/2019,2.0097
7/9/2019,2.003
7/8/2019,1.9909
7/5/2019,1.987
7/4/2019,1.903
7/3/2019,1.904
7/2/2019,1.9327
7/1/2019,1.9865
6/28/2019,1.964
6/27/2019,1.9548
6/26/2019,1.978
6/25/2019,1.9085
6/24/2019,1.9436
6/21/2019,1.988
6/20/2019,1.9697
6/19/2019,1.959
6/18/2019,2.0014
6/17/2019,2.0415
6/14/2019,2.0115
6/13/2019,2.039
6/12/2019,2.0805
6/11/2019,2.1136
6/10/2019,2.1278
6/7/2019,2.0749
6/6/2019,2.1108
6/5/2019,2.1172
6/4/2019,2.1022
6/3/2019,2.027
5/31/2019,2.0833
5/30/2019,2.174
5/29/2019,2.2159
5/28/2019,2.2191
5/27/2019,2.269
5/24/2019,2.2673
5/23/2019,2.2696
5/22/2019,2.335
5/21/2019,2.3806
5/20/2019,2.3686
5/17/2019,2.3451
5/16/2019,2.3497
5/15/2019,2.3294
5/14/2019,2.375
5/13/2019,2.3723
5/10/2019,2.452
5/9/2019,2.4276
5/8/2019,2.4648
5/7/2019,2.441
5/6/2019,2.4512
5/3/2019,2.5122
5/2/2019,2.5326
5/1/2019,2.4983
4/30/2019,2.4897
4/29/2019,2.5108
4/26/2019,2.4862
4/25/2019,2.5215
4/24/2019,2.5035
4/23/2019,2.5481
4/22/2019,2.5729
4/19/2019,2.5522
4/18/2019,2.553
4/17/2019,2.587
4/16/2019,2.5813
4/15/2019,2.5465
4/12/2019,2.5492
4/11/2019,2.482
4/10/2019,2.4465
4/9/2019,2.4865
4/8/2019,2.5081
4/5/2019,2.4817
4/4/2019,2.4986
4/3/2019,2.5048
4/2/2019,2.4641
4/1/2019,2.5018
3/29/2019,2.4085
3/28/2019,2.3914
3/27/2019,2.343
3/26/2019,2.3862
3/25/2019,2.3551
3/22/2019,2.4233
3/21/2019,2.5322
3/20/2019,2.538
3/19/2019,2.621
3/18/2019,2.6194
3/15/2019,2.6065
3/14/2019,2.6433
3/13/2019,2.6352
3/12/2019,2.6177
3/11/2019,2.6609
3/8/2019,2.6499
3/7/2019,2.6603
3/6/2019,2.7115
3/5/2019,2.7314
3/4/2019,2.7291
3/1/2019,2.7599
2/28/2019,2.7275
2/27/2019,2.6895
2/26/2019,2.6417
2/25/2019,2.6678
2/22/2019,2.6661
2/21/2019,2.7015
2/20/2019,2.6672
2/19/2019,2.6582
2/18/2019,2.6964
2/15/2019,2.6939
2/14/2019,2.686
2/13/2019,2.7267
2/12/2019,2.7108
2/11/2019,2.6794
2/8/2019,2.6613
2/7/2019,2.6845
2/6/2019,2.7215
2/5/2019,2.7243
2/4/2019,2.749
2/1/2019,2.7125
1/31/2019,2.6582
1/30/2019,2.7075
1/29/2019,2.7405
1/28/2019,2.7736
1/25/2019,2.7894
1/24/2019,2.7499
1/23/2019,2.7722
1/22/2019,2.773
1/21/2019,2.8225
1/18/2019,2.8225
1/17/2019,2.7842
1/16/2019,2.756
1/15/2019,2.7408
1/14/2019,2.7285
1/11/2019,2.7249
1/10/2019,2.7655
1/9/2019,2.739
1/8/2019,2.7569
1/7/2019,2.7239
1/4/2019,2.6989
1/3/2019,2.5744
1/2/2019,2.6515
1/1/2019,2.711
12/31/2018,2.7085
12/28/2018,2.7402
12/27/2018,2.7877
12/26/2018,2.8238
12/25/2018,2.762
12/24/2018,2.762
12/21/2018,2.8293
12/20/2018,2.8456
12/19/2018,2.775
12/18/2018,2.8408
12/17/2018,2.8928
12/14/2018,2.9234
