Security,LUTLTRUU Index,
Start Date,1/31/73 0:00,
End Date,7/24/25 0:00,
Period,D,
,,
Date,PX_LAST,VOLATILITY_30D
1/14/22,4401.16,14.3
1/13/22,4463.76,14.37
1/12/22,4428.6,14.09
1/11/22,4443.63,14.21
1/10/22,4418.22,14.89
1/7/22,4408.38,14.96
1/6/22,4439.14,16.67
1/5/22,4431.48,17.25
1/4/22,4452.89,17.68
1/3/22,4473.61,17.93
12/31/21,4600.47,16.07
12/30/21,4572.76,16.01
12/29/21,4536.69,15.98
12/28/21,4584.56,15.64
12/27/21,4600.24,16.07
12/23/21,4583.37,16.12
12/22/21,4628.73,16.67
12/21/21,4608.68,16.98
12/20/21,4627.16,16.94
12/17/21,4654.9,17.29
12/16/21,4608.51,17.27
12/15/21,4608.3,17.53
12/14/21,4646.89,17.34
12/13/21,4657.42,17.42
12/10/21,4597.58,17.02
12/9/21,4606.36,17.07
12/8/21,4582.42,17.7
12/7/21,4651.4,17.12
12/6/21,4683.45,16.94
12/3/21,4742.88,16.5
12/2/21,4692,16.34
12/1/21,4687.43,16.53
11/30/21,4666.83,17.06
11/29/21,4598.5,16.56
11/26/21,4633.77,16.49
11/24/21,4525.6,14.95
11/23/21,4461.32,14.56
11/22/21,4523.57,14.43
11/19/21,4574.47,14.13
11/18/21,4530.39,14.25
11/17/21,4514.68,14.29
11/16/21,4482.83,14.41
11/15/21,4491.64,14.41
11/12/21,4546.95,14.05
11/10/21,4570.92,13.93
11/9/21,4649.32,12.79
11/8/21,4596.25,13.29
11/5/21,4603.89,13.34
11/4/21,4542,12.99
11/3/21,4498.21,14.04
11/2/21,4540.2,13.95
11/1/21,4522.48,13.87
10/29/21,4546.17,14.34
10/28/21,4536.24,14.37
10/27/21,4557.23,14.37
10/26/21,4482.35,13.35
10/25/21,4448.22,13.55
10/22/21,4453.29,13.73
10/21/21,4409.67,13.45
10/20/21,4415.13,13.98
10/19/21,4443.24,14.04
10/18/21,4499.38,13.72
10/15/21,4483.29,13.85
10/14/21,4510.62,13.84
10/13/21,4494.25,13.78
10/12/21,4454.6,13.51
10/8/21,4395.02,12.79
10/7/21,4423.87,12.88
10/6/21,4468.2,12.63
10/5/21,4446.9,12.7
10/4/21,4487.09,12.6
10/1/21,4495.22,12.6
9/30/21,4463.19,12.35
9/29/21,4463.81,12.58
9/28/21,4453.97,12.59
9/27/21,4520.1,11.86
9/24/21,4538.18,11.85
9/23/21,4578.59,12.3
9/22/21,4676.78,10.33
9/21/21,4652.58,10.26
9/20/21,4657.65,10.37
9/17/21,4602.05,9.84
9/16/21,4624.54,10.86
9/15/21,4644.47,10.9
9/14/21,4660.5,10.87
9/13/21,4612.12,10.39
9/10/21,4584.47,10.54
9/9/21,4620.62,10.37
9/8/21,4569.34,9.95
9/7/21,4542.96,9.77
9/3/21,4577.04,9.99
9/2/21,4615.93,9.67
9/1/21,4597.31,9.78
8/31/21,4594.73,10.1
8/30/21,4618.9,10.64
8/27/21,4605.96,10.92
8/26/21,4580.16,12.52
8/25/21,4567.64,12.5
8/24/21,4605.21,12.6
8/23/21,4637.35,12.75
8/20/21,4639.14,13.02
8/19/21,4637.12,13.03
8/18/21,4605.93,13.55
8/17/21,4593.15,13.57
8/16/21,4592.96,13.8
8/13/21,4580.81,14.23
8/12/21,4516.5,13.69
8/11/21,4522.39,13.67
8/10/21,4525.47,13.71
8/9/21,4545.23,13.62
8/6/21,4560,13.78
8/5/21,4632.59,13.14
8/4/21,4656.42,12.97
8/3/21,4645.77,13.03
8/2/21,4643.33,13.02
7/30/21,4604.42,13.74
7/29/21,4581.92,14.58
7/28/21,4607.81,14.85
7/27/21,4606.17,14.88
7/26/21,4561.03,14.7
7/23/21,4572.66,14.88
7/22/21,4600.51,14.74
7/21/21,4562.19,14.65
7/20/21,4617.75,14.15
7/19/21,4658.65,13.77
7/16/21,4562.97,12.67
7/15/21,4571.1,13.01
7/14/21,4525.15,12.9
7/13/21,4475.2,12.59
7/12/21,4509.52,12.47
7/9/21,4514.95,12.45
7/8/21,4574.58,11.57
7/7/21,4557.22,11.72
7/6/21,4518,11.59
7/2/21,4462.96,11.37
7/1/21,4442.22,11.34
6/30/21,4442.38,11.34
6/29/21,4423.98,11.47
6/28/21,4417.21,11.55
6/25/21,4375.96,11.34
6/24/21,4416.31,10.93
6/23/21,4410.41,11.12
6/22/21,4421,11.04
6/21/21,4413.66,11.61
6/18/21,4478.99,10.71
6/17/21,4401.21,10.01
6/16/21,4341.71,9.3
6/15/21,4347.46,9.29
6/14/21,4351.55,9.29
6/11/21,4382.76,9.11
6/10/21,4390.9,9.07
6/9/21,4364.62,8.95
6/8/21,4328.9,8.72
6/7/21,4301.99,8.53
6/4/21,4312.79,8.88
6/3/21,4258.27,7.96
6/2/21,4272.72,7.93
6/1/21,4264.43,7.99
5/31/21,4289.06,7.83
5/28/21,4289.06,7.96
5/27/21,4273,7.91
5/26/21,4290.79,8.06
5/25/21,4297.54,9.27
5/24/21,4257.76,8.9
5/21/21,4243.01,9.06
5/20/21,4231.29,9.02
5/19/21,4197.88,8.72
5/18/21,4209.38,9
5/17/21,4217.37,9.17
5/14/21,4226.9,9.37
5/13/21,4192.27,9.05
5/12/21,4187.48,9.2
5/11/21,4230.01,9.58
5/10/21,4253.29,9.49
5/7/21,4291.38,9.09
5/6/21,4309.38,9.33
5/5/21,4303.87,9.45
5/4/21,4295.85,9.71
5/3/21,4272.15,9.69
4/30/21,4269.82,10.03
4/29/21,4259.3,10.45
4/28/21,4272.46,10.45
4/27/21,4269.02,10.95
4/26/21,4304.69,10.87
4/23/21,4308.54,10.92
4/22/21,4317.04,10.98
4/21/21,4300.86,12.75
4/20/21,4293.34,12.89
4/19/21,4273.48,12.83
4/16/21,4284.43,13.33
4/15/21,4312.91,13.34
4/14/21,4247.7,12.52
4/13/21,4260.05,12.64
4/12/21,4232.04,12.83
4/9/21,4232.98,12.84
4/8/21,4246.51,13.38
4/7/21,4214.7,16.63
4/6/21,4240.55,17.41
4/5/21,4212.24,17.33
4/2/21,4204.54,17.31
4/1/21,4229.41,17.35
3/31/21,4172.71,17.03
3/30/21,4187.64,17.03
3/29/21,4168.91,17.05
3/26/21,4200.86,17.34
3/25/21,4218.2,17.57
3/24/21,4247.61,17.53
3/23/21,4226.14,17.58
3/22/21,4187.88,17.24
3/19/21,4144.18,16.88
3/18/21,4122.03,16.74
3/17/21,4162.3,16.63
3/16/21,4192.11,16.68
3/15/21,4205.39,16.69
3/12/21,4182.18,16.52
3/11/21,4270.24,15.65
3/10/21,4297.6,15.64
3/9/21,4289.17,15.66
3/8/21,4236.72,14.93
3/5/21,4265.99,15.51
3/4/21,4261.67,15.55
3/3/21,4289,15.55
3/2/21,4335.29,15.39
3/1/21,4332.69,15.46
2/26/21,4391.65,15.17
2/25/21,4250.36,10.93
2/24/21,4329.33,10.79
2/23/21,4355.9,10.72
2/22/21,4366.93,10.73
2/19/21,4398.6,10.62
2/18/21,4454.74,10.12
2/17/21,4468.98,11.7
2/16/21,4447.27,11.66
2/12/21,4509.91,11.12
2/11/21,4564.53,10.83
2/10/21,4586.37,10.86
2/9/21,4558.26,10.59
2/8/21,4554.95,10.58
2/5/21,4536.44,10.68
2/4/21,4574.57,10.69
2/3/21,4586.65,10.91
2/2/21,4627.41,10.75
2/1/21,4654.74,10.69
1/29/21,4650.56,10.68
1/28/21,4676.87,10.59
1/27/21,4702.48,10.64
1/26/21,4690.18,10.58
1/25/21,4695.45,10.62
1/22/21,4643.99,10.46
1/21/21,4632.24,10.48
1/20/21,4661.62,10.53
1/19/21,4659.33,10.87
1/15/21,4644.28,11.25
1/14/21,4626.6,11.42
1/13/21,4671.26,11.2
1/12/21,4616.17,11.72
1/11/21,4621.89,11.74
1/8/21,4634.71,12.1
1/7/21,4651.38,12.09
1/6/21,4672.15,12.2
1/5/21,4772.55,10.65
1/4/21,4816.28,10.65
12/31/20,4824.63,10.91
12/30/20,4807.7,10.85
12/29/20,4797.35,10.98
12/28/20,4802.79,10.99
12/24/20,4803.39,10.99
12/23/20,4775.34,12.5
12/22/20,4815.81,12.22
12/21/20,4788.53,14.81
12/18/20,4773.87,15.01
12/17/20,4794.05,14.98
12/16/20,4804.35,16.26
12/15/20,4804.48,16.37
12/14/20,4836.13,16.27
12/11/20,4837.3,16.29
12/10/20,4827.53,16.52
12/9/20,4782.56,16.24
12/8/20,4808.13,16.26
12/7/20,4783.12,16.45
12/4/20,4743.8,16.26
12/3/20,4797.3,16
12/2/20,4764.31,15.88
12/1/20,4790.92,16.06
11/30/20,4882.15,15.07
11/27/20,4880.28,15.11
11/25/20,4841.06,14.88
11/24/20,4852.23,14.9
11/23/20,4889.48,15.13
11/20/20,4915.68,15.04
11/19/20,4878.06,14.92
11/18/20,4841.11,14.99
11/17/20,4840.75,15.09
11/16/20,4812.17,15.65
11/13/20,4821.34,15.68
11/12/20,4819.58,15.68
11/10/20,4721.72,14.3
11/9/20,4729.24,14.4
11/6/20,4863.52,11.92
11/5/20,4910.58,11.62
11/4/20,4908.42,11.72
11/3/20,4809.24,9.75
11/2/20,4838.81,9.69
10/30/20,4824.24,9.76
10/29/20,4835.83,9.81
10/28/20,4881.59,9.55
10/27/20,4881.92,9.58
10/26/20,4858.79,9.45
10/23/20,4811.9,8.9
10/22/20,4801.67,8.94
10/21/20,4828.75,9.03
10/20/20,4848.51,9.13
10/19/20,4896.57,9.2
10/16/20,4912,11.66
10/15/20,4929.77,11.83
10/14/20,4936.69,12.17
10/13/20,4924.78,12.27
10/9/20,4869.58,12.25
10/8/20,4875.23,12.25
10/7/20,4854.15,13.13
10/6/20,4898.7,12.91
10/5/20,4873.05,12.93
10/2/20,4950.39,12.12
10/1/20,4973,12.14
9/30/20,4973.92,12.38
9/29/20,5014.83,12.16
9/28/20,4997.84,12.2
9/25/20,5012.59,12.19
9/24/20,5014.8,12.2
9/23/20,4992.32,12.58
9/22/20,5000.87,12.6
9/21/20,4989.91,13.73
9/18/20,4967.42,13.64
9/17/20,4990.17,13.66
9/16/20,4972.43,13.65
9/15/20,4988.64,13.68
9/14/20,5004.01,14.12
9/11/20,4995.19,14.26
9/10/20,4979.03,14.2
9/9/20,4953.61,14.41
9/8/20,4984.63,14.34
9/4/20,4937.85,14.14
9/3/20,5059.15,12.22
9/2/20,5027.03,12.05
9/1/20,4982.6,11.94
8/31/20,4954.86,11.88
8/28/20,4900.73,11.33
8/27/20,4903.86,11.38
8/26/20,4987.06,10.35
8/25/20,5005.89,10.46
8/24/20,5044.32,10.33
8/21/20,5041.32,10.53
8/20/20,5020.97,10.46
8/19/20,4982.4,10.22
8/18/20,4999.23,11.18
8/17/20,4976.69,11.09
8/14/20,4960.64,11.46
8/13/20,4968.74,11.46
8/12/20,5022.88,10.94
8/11/20,5039.96,10.95
8/10/20,5135.03,9.33
8/7/20,5152.52,9.32
8/6/20,5181.51,9.32
8/5/20,5164.8,9.37
8/4/20,5190.18,9.35
8/3/20,5136.01,9.16
7/31/20,5178.11,8.66
7/30/20,5178.87,8.7
7/29/20,5132.55,8.9
7/28/20,5151.37,8.74
7/27/20,5121.49,10.14
7/24/20,5134.16,10.07
7/23/20,5125.46,10.55
7/22/20,5088.23,12.17
7/21/20,5067.13,12.52
7/20/20,5061.06,12.99
7/17/20,5049.15,13.01
7/16/20,5073.34,13.39
7/15/20,5045.37,14.17
7/14/20,5073.01,14.71
7/13/20,5039.5,14.68
7/10/20,5046.6,14.92
7/9/20,5065.92,15.24
7/8/20,4990.98,14.86
7/7/20,4992.1,14.86
7/6/20,4942.77,15.02
7/2/20,4951.13,15.09
7/1/20,4949.71,15.09
6/30/20,4968.17,15.2
6/29/20,4988.75,15.18
6/26/20,5003.48,16.89
6/25/20,4962.65,16.72
6/24/20,4937.94,16.97
6/23/20,4897.58,16.96
6/22/20,4919.53,17.3
6/19/20,4913.19,17.58
6/18/20,4921.49,17.9
6/17/20,4866.43,18.39
6/16/20,4851.48,18.89
6/15/20,4927.88,18.42
6/12/20,4926.54,18.43
6/11/20,4971.64,18.25
6/10/20,4863.16,16.87
6/9/20,4806.56,16.4
6/8/20,4742.56,16.03
6/5/20,4721.69,16.27
6/4/20,4770.97,16.23
6/3/20,4837.6,15.89
6/2/20,4902.07,15.74
6/1/20,4920.25,16.4
5/29/20,4961.74,16.49
5/28/20,4902.64,16.6
5/27/20,4942.75,16.91
5/26/20,4936.34,18.65
5/22/20,4997.08,18.3
5/21/20,4973.24,18.36
5/20/20,4970.69,18.4
5/19/20,4935.54,18.35
5/18/20,4915.85,18.43
5/15/20,5037.03,17.35
5/14/20,5058.77,17.54
5/13/20,5006.76,17.31
5/12/20,4966.67,17.74
5/11/20,4908.52,17.81
5/8/20,4960.19,17.79
5/7/20,5018.33,17.83
5/6/20,4930.75,17.1
5/5/20,5007.81,16.77
5/4/20,5039.1,16.65
5/1/20,5053.16,20.9
4/30/20,5056.12,22.93
4/29/20,5076.02,24.22
4/28/20,5105.2,31.47
4/27/20,5062.17,35.81
4/24/20,5133.95,38.28
4/23/20,5113.46,39.18
4/22/20,5100.43,39.41
4/21/20,5155.21,39.37
4/20/20,5084.06,42.82
4/17/20,5040.82,44.61
4/16/20,5119.75,47.91
4/15/20,5061.06,47.92
4/14/20,4933.77,47.4
4/13/20,4950.54,47.38
4/9/20,4983.89,47.31
4/8/20,4965.76,47.63
4/7/20,4995.97,47.56
4/6/20,5035.7,47.44
4/3/20,5100.17,47.18
4/2/20,5053.11,47.27
4/1/20,5030.82,47.29
3/31/20,4955.86,47.2
3/30/20,5023.93,46.91
3/27/20,4977.86,46.9
3/26/20,4914.48,46.83
3/25/20,4891.96,46.83
3/24/20,4947.12,46.72
3/23/20,4941.35,46.8
3/20/20,4732.52,45.21
3/19/20,4574.31,44.29
3/18/20,4435.56,43.39
3/17/20,4723.79,38.73
3/16/20,4990.22,34.85
3/13/20,4752.88,32.02
3/12/20,4874.26,30.82
3/11/20,4935.71,30.4
3/10/20,4981.52,30.12
3/9/20,5274.1,23.56
3/6/20,5060.27,21.08
3/5/20,4761.35,12.42
3/4/20,4703.44,12.2
3/3/20,4709.48,12.1
3/2/20,4693.28,12.35
2/28/20,4673.03,12.93
2/27/20,4576.66,11.94
2/26/20,4564.89,11.98
2/25/20,4558.03,11.99
2/24/20,4529.34,12.11
2/21/20,4461.52,11.62
2/20/20,4418.71,11.44
2/19/20,4383.08,11.82
2/18/20,4391.04,11.91
2/14/20,4360.95,11.98
2/13/20,4336.42,12.67
2/12/20,4323.23,12.76
2/11/20,4354.31,12.66
2/10/20,4377.59,12.66
2/7/20,4360.42,12.67
2/6/20,4306.6,12.24
2/5/20,4290.67,12.26
2/4/20,4327.19,11.93
2/3/20,4393.06,10.75
1/31/20,4379.57,10.75
1/30/20,4368.23,11.05
1/29/20,4348.25,11.06
1/28/20,4314.1,11.48
1/27/20,4344.06,11.7
1/24/20,4287.39,12.58
1/23/20,4247.97,12.41
1/22/20,4217.41,12.25
1/21/20,4205.01,12.27
1/17/20,4154.48,11.88
1/16/20,4190.53,11.62
1/15/20,4203.49,12.15
1/14/20,4179.05,13.86
1/13/20,4154.94,14.44
1/10/20,4169,14.41
1/9/20,4135.48,14.18
1/8/20,4115.14,14.2
1/7/20,4153.46,13.99
1/6/20,4170.95,13.95
1/3/20,4192.58,13.95
1/2/20,4127.28,13.38
12/31/19,4098.99,13.37
12/30/19,4121.17,13.33
12/27/19,4143.17,13.25
12/26/19,4124.79,13.5
12/24/19,4123.6,13.62
12/23/19,4106.08,13.68
12/20/19,4116.38,13.7
12/19/19,4117.44,14.88
12/18/19,4110.09,15.12
12/17/19,4136.52,15.52
12/16/19,4141.98,15.82
12/13/19,4186.11,15.62
12/12/19,4133.84,16.06
12/11/19,4209.39,15.32
12/10/19,4184.04,15.26
12/9/19,4174.93,15.55
12/6/19,4159.14,15.61
12/5/19,4186.68,15.49
12/4/19,4198.46,15.47
12/3/19,4250.02,15.07
12/2/19,4155.21,13.6
11/29/19,4216.68,12.85
11/27/19,4223.35,12.85
11/26/19,4235.69,12.81
11/25/19,4213.54,12.77
11/22/19,4201.15,13.26
11/21/19,4194.83,13.67
11/20/19,4216.85,13.77
11/19/19,4178.56,13.42
11/18/19,4150.63,13.24
11/15/19,4136.97,13.29
11/14/19,4147.89,13.67
11/13/19,4108.74,13.36
11/12/19,4082.91,13.22
11/8/19,4058.6,13.03
11/7/19,4072.32,13.04
11/6/19,4150.46,12.34
11/5/19,4113.31,12.82
11/4/19,4167.91,12.8
11/1/19,4212.04,12.67
10/31/19,4238.57,12.53
10/30/19,4165.35,11.44
10/29/19,4125.51,11.28
10/28/19,4112.15,11.31
10/25/19,4151.89,11.49
10/24/19,4177.01,12.86
10/23/19,4183.14,13.21
10/22/19,4182.49,13.27
10/21/19,4158.15,13.8
10/18/19,4184.96,14.21
10/17/19,4187.52,14.39
10/16/19,4194.65,15.2
10/15/19,4193.49,15.2
10/11/19,4207.68,15.33
10/10/19,4260.17,14.95
10/9/19,4310.99,14.57
10/8/19,4345.31,14.53
10/7/19,4342.07,14.6
10/4/19,4364.83,15.05
10/3/19,4344.41,15
10/2/19,4305.42,15.37
10/1/19,4288.72,15.53
9/30/19,4275.3,15.5
9/27/19,4272.38,15.67
9/26/19,4269.37,16.23
9/25/19,4226.02,15.89
9/24/19,4295.39,15.39
9/23/19,4249.6,16.13
9/20/19,4216.2,15.94
9/19/19,4206.73,17.13
9/18/19,4187.66,17.08
9/17/19,4157.24,17.03
9/16/19,4139.73,17.43
9/13/19,4090.27,17.09
9/12/19,4171.55,16.83
9/11/19,4213.99,16.64
9/10/19,4233.13,17.13
9/9/19,4296.48,16.4
9/6/19,4354.92,15.63
9/5/19,4328.41,15.61
9/4/19,4405.08,14.23
9/3/19,4407.75,14.39
9/2/19,4384.67,14.39
8/30/19,4384.67,14.67
8/29/19,4381.94,14.65
8/28/19,4413.53,14.36
8/27/19,4395.07,14.39
8/26/19,4338.77,14.25
8/23/19,4350.29,14.29
8/22/19,4289.15,13.92
8/21/19,4325.6,13.45
8/20/19,4333.06,14.1
8/19/19,4301.66,14.33
8/16/19,4364.47,13.39
8/15/19,4379.21,13.23
8/14/19,4345.81,14.13
8/13/19,4264.01,13.27
8/12/19,4272.45,13.35
8/9/19,4185.47,12.35
8/8/19,4188.39,12.34
8/7/19,4215.03,12.18
8/6/19,4161.68,12.05
8/5/19,4142.36,12.04
8/2/19,4070.21,11.15
8/1/19,4034.9,11.49
7/31/19,3968.04,10.38
7/30/19,3931.28,10.01
7/29/19,3933.6,10.1
7/26/19,3920.64,10.08
7/25/19,3917.77,10.09
7/24/19,3935.48,10.07
7/23/19,3915.1,9.97
7/22/19,3939.47,9.77
7/19/19,3932.92,10.15
7/18/19,3939.67,10.46
7/17/19,3935.95,10.47
7/16/19,3895.98,10.11
7/15/19,3909.68,10.47
7/12/19,3894.37,10.62
7/11/19,3889.55,11.21
7/10/19,3933.88,10.65
7/9/19,3958.9,10.53
7/8/19,3967.15,10.75
7/5/19,3948.03,10.84
7/3/19,4002.47,10.6
7/2/19,3977.12,10.53
7/1/19,3941.09,10.36
6/28/19,3961.7,10.19
6/27/19,3962.99,10.17
6/26/19,3933.82,10.14
6/25/19,3961.38,9.83
6/24/19,3944.81,9.91
6/21/19,3915.42,9.86
6/20/19,3958.59,9.04
6/19/19,3949.07,9.04
6/18/19,3939.93,9.27
6/17/19,3922.89,9.43
6/14/19,3912.08,9.43
6/13/19,3906.74,9.44
6/12/19,3888.97,9.62
6/11/19,3893.33,9.58
6/10/19,3889.31,9.61
6/7/19,3923.67,9.38
6/6/19,3889.23,9.17
6/5/19,3881.55,9.22
6/4/19,3898.27,9.14
6/3/19,3936.39,8.33
5/31/19,3909.5,8.59
5/30/19,3863.41,8.14
5/29/19,3849.88,8.15
5/28/19,3826.82,8.34
5/24/19,3791.57,8
5/23/19,3808.04,8.13
5/22/19,3750.45,7.12
5/21/19,3735.71,7.05
5/20/19,3740.61,7.06
5/17/19,3747.68,7.09
5/16/19,3737.38,7.07
5/15/19,3749.09,6.98
5/14/19,3729.71,7.24
5/13/19,3739.62,7.19
5/10/19,3715.17,7.85
5/9/19,3711.53,7.86
5/8/19,3701.52,7.83
5/7/19,3718.86,8.13
5/6/19,3689.18,7.75
5/3/19,3675.78,7.78
5/2/19,3664.24,8.73
5/1/19,3681.27,8.62
4/30/19,3669.4,8.99
4/29/19,3652.02,8.96
4/26/19,3675.19,8.72
4/25/19,3661.61,8.77
4/24/19,3666.04,8.99
4/23/19,3639.84,8.8
4/22/19,3631.56,9.05
4/18/19,3651.76,8.95
4/17/19,3631.33,8.84
4/16/19,3630.94,9.16
4/15/19,3650.18,9.01
4/12/19,3644.18,9.01
4/11/19,3666.36,8.88
4/10/19,3685.96,8.98
4/9/19,3681.08,9.11
4/8/19,3670.98,9.75
4/5/19,3680.68,9.77
4/4/19,3673.1,9.8
4/3/19,3667.41,9.87
4/2/19,3694.31,9.92
4/1/19,3691.33,9.96
3/29/19,3736.29,9.12
3/28/19,3743.71,9.07
3/27/19,3737.5,9.11
3/26/19,3706.31,8.9
3/25/19,3705.88,9.02
3/22/19,3690.39,9.08
3/21/19,3641.14,8.27
3/20/19,3633.03,8.53
3/19/19,3599.31,8.09
3/18/19,3609.8,8.11
3/15/19,3604.56,8.25
3/14/19,3585.93,8.28
3/13/19,3607.91,8.47
3/12/19,3617.49,8.44
3/11/19,3590.38,8.23
3/8/19,3603.34,8.14
3/7/19,3593.14,8.25
3/6/19,3563.07,8.08
3/5/19,3550.41,8.04
3/4/19,3548.2,8.36
3/1/19,3526.01,8.22
2/28/19,3549.74,7.96
2/27/19,3562.83,7.89
2/26/19,3601.25,7.15
2/25/19,3584.43,7.14
2/22/19,3591.27,7.15
2/21/19,3574.48,7.14
2/20/19,3603.29,6.89
2/19/19,3609.88,6.92
2/15/19,3603.51,6.91
2/14/19,3597.02,8
2/13/19,3581.09,9.12
2/12/19,3587.4,9.35
2/11/19,3601.03,9.33
2/8/19,3615.15,9.27
2/7/19,3599.81,9.26
2/6/19,3572.55,9.28
2/5/19,3572.82,9.39
2/4/19,3557.58,9.33
2/1/19,3574.33,9.22
1/31/19,3593.66,9.66
1/30/19,3562.19,9.49
1/29/19,3568.6,9.55
1/28/19,3554.88,9.53
1/25/19,3553.25,9.57
1/24/19,3570.43,9.5
1/23/19,3547.89,9.34
1/22/19,3555.92,9.32
1/18/19,3529.13,9.08
1/17/19,3542.07,9.21
1/16/19,3541.99,10.43
1/15/19,3546.15,10.49
1/14/19,3550.26,10.46
1/11/19,3564.06,10.32
1/10/19,3553.75,10.36
1/9/19,3568.09,10.21
1/8/19,3586.86,10.03
1/7/19,3597.08,9.93
1/4/19,3599.22,9.94
1/3/19,3648.44,8.66
1/2/19,3594.68,7.8
12/31/18,3569.7,7.8
12/28/18,3555.61,7.88
12/27/18,3563.18,7.77
12/26/18,3548.55,7.79
12/24/18,3574.95,7.27
12/21/18,3557.93,7.29
12/20/18,3566.51,7.17
12/19/18,3567.27,7.14
12/18/18,3526.87,6.62
12/17/18,3505.03,7.67
12/14/18,3487.49,7.61
12/13/18,3476.23,8.13
12/12/18,3483.86,8.25
12/11/18,3495.16,8.19
12/10/18,3494.85,8.28
12/7/18,3486.29,8.29
12/6/18,3488.8,8.29
12/4/18,3463.8,8.11
12/3/18,3404.83,6.46
11/30/18,3384.52,6.45
11/29/18,3375.12,6.43
11/28/18,3372.8,6.49
11/27/18,3377.2,6.5
11/26/18,3376.2,6.62
11/23/18,3381.47,6.62
11/21/18,3380,8.19
11/20/18,3383.34,8.35
11/19/18,3376.38,8.44
11/16/18,3370.45,8.73
11/15/18,3346.77,8.66
11/14/18,3352.82,10.3
11/13/18,3345.17,10.38
11/9/18,3328.91,10.34
11/8/18,3309.33,10.11
11/7/18,3310.78,10.14
11/6/18,3309.28,10.43
11/5/18,3307.01,10.45
11/2/18,3293.82,10.33
11/1/18,3331.34,9.88
10/31/18,3321.66,9.92
10/30/18,3348.54,9.84
10/29/18,3363.35,10.13
10/26/18,3369.69,10.13
10/25/18,3351.08,10.01
10/24/18,3352.15,10.03
10/23/18,3340.63,10.01
10/22/18,3330.33,10.03
10/19/18,3327.64,10.09
10/18/18,3342.86,10.29
10/17/18,3348.02,10.41
10/16/18,3357.3,10.41
10/15/18,3350.32,10.65
10/12/18,3363.26,10.64
10/11/18,3368.63,10.65
10/10/18,3314.42,9.21
10/9/18,3331.17,9.25
10/5/18,3315.34,9.1
10/4/18,3338.54,8.99
10/3/18,3358.11,8.93
10/2/18,3421.76,7.31
10/1/18,3406.84,7.22
9/28/18,3426.03,7.11
9/27/18,3432.47,7.63
9/26/18,3427.83,7.61
9/25/18,3403.6,7.2
9/24/18,3416.62,7.5
9/21/18,3418.87,7.53
9/20/18,3413.51,7.55
9/19/18,3400.66,8.31
9/18/18,3424.17,8.37
9/17/18,3456.89,7.87
9/14/18,3459.48,8.08
9/13/18,3477.89,7.96
9/12/18,3474.63,8.07
9/11/18,3463.92,8.03
9/10/18,3486.11,8.13
9/7/18,3476.29,8.16
9/6/18,3506.81,7.74
9/5/18,3493.92,7.69
9/4/18,3495.81,7.94
9/3/18,3530.61,7.33
8/31/18,3530.61,7.41
8/30/18,3531.65,8.37
8/29/18,3522.83,8.94
8/28/18,3515.62,9.01
8/27/18,3537.71,8.85
8/24/18,3550.04,8.79
8/23/18,3551.08,8.95
8/22/18,3543.67,8.97
8/21/18,3533.76,8.93
8/20/18,3544.47,9
8/17/18,3515.92,8.65
8/16/18,3513.95,8.72
8/15/18,3518.99,8.74
8/14/18,3496.15,8.53
8/13/18,3505.5,8.62
8/10/18,3520.27,8.53
8/9/18,3480.39,7.76
8/8/18,3457.61,7.45
8/7/18,3457.28,8.1
8/6/18,3478.59,7.91
8/3/18,3470.72,7.95
8/2/18,3454.31,7.81
8/1/18,3449.76,7.89
7/31/18,3475.81,7.76
7/30/18,3462.54,7.81
7/27/18,3471.51,7.78
7/26/18,3464.08,7.82
7/25/18,3485.92,7.81
7/24/18,3477.58,7.81
7/23/18,3462.65,7.71
7/20/18,3505.64,6.73
7/19/18,3542.81,5.83
7/18/18,3528.48,6.2
7/17/18,3539.03,6.83
7/16/18,3541.54,6.82
7/13/18,3561.03,6.87
7/12/18,3550.37,7.6
7/11/18,3553.2,7.72
7/10/18,3536.55,8.02
7/9/18,3540.08,10.43
7/6/18,3554.28,10.44
7/5/18,3547.15,10.55
7/3/18,3539.04,10.69
7/2/18,3523.55,10.67
6/29/18,3527.72,10.65
6/28/18,3529.99,10.73
6/27/18,3536.23,10.87
6/26/18,3501.48,10.58
6/25/18,3503.4,11.5
6/22/18,3491.02,11.52
6/21/18,3491.29,11.51
6/20/18,3478.21,11.59
6/19/18,3498.49,11.56
6/18/18,3481.69,11.5
6/15/18,3485.81,11.49
6/14/18,3474.49,11.46
6/13/18,3452.28,11.33
6/12/18,3458.68,11.31
6/11/18,3456.76,11.51
6/8/18,3464.86,11.58
6/7/18,3466.35,11.83
6/6/18,3437.11,11.69
6/5/18,3469.42,11.5
6/4/18,3463.83,11.6
6/1/18,3484.91,11.42
5/31/18,3521.46,11.1
5/30/18,3503.93,11.48
5/29/18,3532.51,11.49
5/25/18,3454.41,9.41
5/24/18,3432.37,9.19
5/23/18,3410.71,8.95
5/22/18,3386.4,8.74
5/21/18,3388.28,8.79
5/18/18,3385.4,8.78
5/17/18,3363.6,8.48
5/16/18,3380.48,9.01
5/15/18,3383.62,9.23
5/14/18,3431.19,8.32
5/11/18,3440.64,8.6
5/10/18,3437.42,8.59
5/9/18,3417.11,8.34
5/8/18,3434.91,8.61
5/7/18,3438.67,8.67
5/4/18,3440.63,8.96
5/3/18,3436.24,8.96
