Security,LUTLTRUU Index,
Start Date,1/31/73 0:00,
End Date,7/24/25 0:00,
Period,D,
,,
Date,PX_LAST,VOLATILITY_30D
8/13/14,3058.32,8.33
8/12/14,3044.91,9.08
8/11/14,3061,9.4
8/8/14,3063.53,9.44
8/7/14,3059.14,9.5
8/6/14,3038.63,9.47
8/5/14,3037.92,9.52
8/4/14,3029.96,9.66
8/1/14,3027.86,9.66
7/31/14,3017.8,9.63
7/30/14,3019.4,9.84
7/29/14,3062.14,8.77
7/28/14,3042.48,9.03
7/25/14,3051.22,8.97
7/24/14,3024.6,8.65
7/23/14,3044.85,8.73
7/22/14,3046.98,8.72
7/21/14,3041.4,8.8
7/18/14,3027.22,8.77
7/17/14,3029.23,8.77
7/16/14,2999.83,8.34
7/15/14,2991.11,8.34
7/14/14,2989.87,8.83
7/11/14,3001.81,9.29
7/10/14,2991.95,9.24
7/9/14,2993.05,9.26
7/8/14,2982.85,9.98
7/7/14,2954.82,9.69
7/3/14,2933.13,9.54
7/2/14,2940.54,9.53
7/1/14,2973.8,9.11
6/30/14,3001.26,8.67
6/27/14,2989.17,8.77
6/26/14,2997.81,8.73
6/25/14,2979.56,8.73
6/24/14,2967.19,9.42
6/23/14,2948.23,9.4
6/20/14,2945.52,9.49
6/19/14,2941.38,9.64
6/18/14,2959.14,9.47
6/17/14,2945.96,9.42
6/16/14,2968.95,9.22
6/13/14,2961.59,9.38
6/12/14,2963.46,9.53
6/11/14,2935.2,9.44
6/10/14,2935.91,9.58
6/9/14,2943.96,9.66
6/6/14,2948.96,9.69
6/5/14,2951.29,9.75
6/4/14,2945.09,9.73
6/3/14,2949.92,9.84
6/2/14,2977.18,9.39
5/30/14,3007.86,8.76
5/29/14,3012.54,9.32
5/28/14,3019.87,9.25
5/27/14,2982.17,8.6
5/23/14,2966.33,8.51
5/22/14,2951.96,8.47
5/21/14,2958.43,8.9
5/20/14,2977.19,8.71
5/19/14,2971.72,8.72
5/16/14,2988.49,8.53
5/15/14,2993.16,8.59
5/14/14,2975.09,8.52
5/13/14,2938.3,8.23
5/12/14,2920.2,8.38
5/9/14,2931.99,8.32
5/8/14,2948.67,8.33
5/7/14,2951.61,8.5
5/6/14,2961.12,8.46
5/5/14,2947.69,8.42
5/2/14,2965.6,8.24
5/1/14,2948.67,8.36
4/30/14,2923.77,8.08
4/29/14,2907.32,8.38
4/28/14,2921.03,8.21
4/25/14,2929.82,8.4
4/24/14,2918.12,8.36
4/23/14,2916.04,8.87
4/22/14,2899.72,8.92
4/21/14,2889.56,8.91
4/17/14,2894.12,8.88
4/16/14,2921.96,8.54
4/15/14,2918.77,8.88
4/14/14,2907.61,8.86
4/11/14,2911.12,9.74
4/10/14,2899.6,9.83
4/9/14,2869.93,9.36
4/8/14,2879.23,9.46
4/7/14,2871.81,9.51
4/4/14,2857.36,9.69
4/3/14,2838.98,9.56
4/2/14,2828.11,9.58
4/1/14,2847.89,9.36
3/31/14,2866.52,9.21
3/28/14,2874.1,9.19
3/27/14,2890.83,8.98
3/26/14,2871.58,8.97
3/25/14,2858.54,9.16
3/24/14,2860.61,9.23
3/21/14,2844.18,9.09
3/20/14,2821.85,8.8
3/19/14,2817.66,8.87
3/18/14,2839.16,8.99
3/17/14,2836.99,9.32
3/14/14,2854.59,9.94
3/13/14,2848.53,9.94
3/12/14,2818.07,9.43
3/11/14,2799.68,9.56
3/10/14,2790.27,9.51
3/7/14,2790.72,9.59
3/6/14,2807.67,9.53
3/5/14,2826.8,9.97
3/4/14,2829.05,10.04
3/3/14,2865.14,9.15
2/28/14,2847.77,9.04
2/27/14,2847.55,9.11
2/26/14,2829.95,9.01
2/25/14,2817.95,9.14
2/24/14,2794.95,8.95
2/21/14,2800.69,9.64
2/20/14,2788.28,9.66
2/19/14,2796.21,9.71
2/18/14,2807.58,9.58
2/14/14,2797.11,9.65
2/13/14,2800.47,9.67
2/12/14,2782.42,9.57
2/11/14,2799.93,9.53
2/10/14,2808.77,9.53
2/7/14,2807.37,9.64
2/6/14,2802.3,9.73
2/5/14,2812.64,10.1
2/4/14,2837.84,9.7
2/3/14,2861.36,9.67
1/31/14,2824.42,9.06
1/30/14,2817.62,9.42
1/29/14,2823.94,9.38
1/28/14,2800.73,9.23
1/27/14,2796.8,9.26
1/24/14,2808.41,9.2
1/23/14,2794.67,9.51
1/22/14,2759.86,9.19
1/21/14,2769.39,9.15
1/17/14,2761.34,9.14
1/16/14,2754.1,9.15
1/15/14,2739.8,9.67
1/14/14,2742.58,9.72
1/13/14,2756.73,9.88
1/10/14,2743.02,9.77
1/9/14,2707.51,8.99
1/8/14,2693.92,9.19
1/7/14,2704.58,9.12
1/6/14,2697.62,9.33
1/3/14,2681.7,9.21
1/2/14,2686.6,10.26
12/31/13,2676.43,10.28
12/30/13,2691.53,10.35
12/27/13,2674.9,10.14
12/26/13,2683.7,10.25
12/24/13,2691.57,10.31
12/23/13,2715.65,9.97
12/20/13,2724.18,11.38
12/19/13,2693.25,11
12/18/13,2687.88,10.97
12/17/13,2706.68,11.21
12/16/13,2695.91,11.13
12/13/13,2702.92,11.45
12/12/13,2692.96,11.36
12/11/13,2700.8,11.35
12/10/13,2721.58,11.18
12/9/13,2696.28,10.7
12/6/13,2684.97,10.65
12/5/13,2685.59,10.68
12/4/13,2689.49,10.84
12/3/13,2718.52,11.14
12/2/13,2708.53,11.1
11/29/13,2729.28,10.91
11/27/13,2728.54,11.46
11/26/13,2739.46,11.69
11/25/13,2718.12,11.59
11/22/13,2715.31,11.6
11/21/13,2696.58,11.4
11/20/13,2688.11,11.38
11/19/13,2729.41,10.49
11/18/13,2745,10.46
11/15/13,2729.69,10.37
11/14/13,2730.22,10.37
11/13/13,2716.42,10.27
11/12/13,2704.73,10.24
11/8/13,2709.69,10.23
11/7/13,2760.06,8.64
11/6/13,2741.79,8.58
11/5/13,2745.22,8.66
11/4/13,2774.29,8.73
11/1/13,2770.29,8.76
10/31/13,2798.28,8.3
10/30/13,2797.91,8.76
10/29/13,2803.08,9.74
10/28/13,2809.17,9.73
10/25/13,2812.93,9.78
10/24/13,2804.5,9.79
10/23/13,2817.51,9.6
10/22/13,2804.76,9.61
10/21/13,2771.92,9.56
10/18/13,2782.91,9.52
10/17/13,2781.84,9.52
10/16/13,2751.17,9.97
10/15/13,2728.17,9.73
10/11/13,2745.43,10.7
10/10/13,2741.6,10.75
10/9/13,2749.83,10.96
10/8/13,2761.72,11.18
10/7/13,2758.74,11.83
10/4/13,2746.21,11.79
10/3/13,2756.45,12.28
10/2/13,2754.66,12.29
10/1/13,2748.52,12.41
9/30/13,2761.52,12.48
9/27/13,2764.01,12.69
9/26/13,2759.53,13.13
9/25/13,2776.37,13.15
9/24/13,2766.05,13.12
9/23/13,2734.8,13.43
9/20/13,2726.4,13.43
9/19/13,2708.3,13.25
9/18/13,2730.74,13.07
9/17/13,2688.96,12.41
9/16/13,2675.34,12.28
9/13/13,2682.84,12.37
9/12/13,2682.65,13.08
9/11/13,2675.92,14.26
9/10/13,2662.95,14.22
9/9/13,2685.27,14.06
9/6/13,2669.89,13.96
9/5/13,2664.88,14.19
9/4/13,2699.53,13.73
9/3/13,2708.02,13.95
8/30/13,2751.33,13.25
8/29/13,2741.43,13.21
8/28/13,2719.87,13.34
8/27/13,2742.48,13.4
8/26/13,2706.64,12.75
8/23/13,2699.49,12.79
8/22/13,2664.42,12.26
8/21/13,2666.46,12.28
8/20/13,2678.89,12.78
8/19/13,2656.57,12.55
8/16/13,2674.32,12.44
8/15/13,2701.49,12.36
8/14/13,2719.19,14.9
8/13/13,2717.12,14.91
8/12/13,2756.71,14.41
8/9/13,2767.42,14.4
8/8/13,2766,14.53
8/7/13,2759.11,14.62
8/6/13,2737.37,14.57
8/5/13,2737.58,14.76
8/2/13,2754.33,14.67
8/1/13,2717.87,14.23
7/31/13,2772.08,13.84
7/30/13,2761.47,14.21
7/29/13,2766.94,14.23
7/26/13,2783.01,14.32
7/25/13,2761.97,14.23
7/24/13,2767.82,14.56
7/23/13,2793.96,14.45
7/22/13,2808.55,14.52
7/19/13,2802.38,14.6
7/18/13,2774.98,14.76
7/17/13,2801.1,14.72
7/16/13,2793.07,14.86
7/15/13,2782.04,14.78
7/12/13,2764.11,14.69
7/11/13,2774.16,14.68
7/10/13,2743.45,14.12
7/9/13,2760.13,14.15
7/8/13,2764.55,14.98
7/5/13,2744.68,14.8
7/3/13,2824.8,12.44
7/2/13,2837.88,12.67
7/1/13,2829.67,12.72
6/28/13,2824.49,12.67
6/27/13,2808.23,12.87
6/26/13,2792.19,13.36
6/25/13,2773.26,13.11
6/24/13,2796.52,13.02
6/21/13,2793.5,12.98
6/20/13,2818.62,13.3
6/19/13,2864.68,12.64
6/18/13,2902.66,12.32
6/17/13,2898.93,12.29
6/14/13,2923.3,12.15
6/13/13,2906.11,13.21
6/12/13,2881.33,12.82
6/11/13,2900.73,13.14
6/10/13,2885.65,12.93
6/7/13,2906.43,12.86
6/6/13,2950.84,12.64
6/5/13,2937.1,12.49
6/4/13,2917.85,12.23
6/3/13,2929.74,12.22
5/31/13,2917.01,12.09
5/30/13,2926.35,12.09
5/29/13,2933.11,12.21
5/28/13,2924.75,12.23
5/24/13,2979.07,11.14
5/23/13,2968.48,11.26
5/22/13,2962.75,11.99
5/21/13,2992.99,11.67
5/20/13,2981.09,12.01
5/17/13,2985.15,12.05
5/16/13,3024.97,11.58
5/15/13,2989.26,12.44
5/14/13,2986.01,12.95
5/13/13,3002.78,13.06
5/10/13,3013.98,13.04
5/9/13,3056.94,12.34
5/8/13,3066.27,12.28
5/7/13,3053.54,12.29
5/6/13,3060.91,12.36
5/3/13,3074.78,12.25
5/2/13,3140.15,10.17
5/1/13,3135.17,10.18
4/30/13,3111.06,10.02
4/29/13,3117.27,10.23
4/26/13,3125.02,10.36
4/25/13,3098.72,10.28
4/24/13,3107.84,10.17
4/23/13,3106.44,10.32
4/22/13,3110.19,10.29
4/19/13,3108.11,10.34
4/18/13,3116.98,10.25
4/17/13,3105.47,10.76
4/16/13,3095.48,11.14
4/15/13,3106.9,11.35
4/12/13,3088.41,11.33
4/11/13,3049.44,10.8
4/10/13,3044.42,10.87
4/9/13,3079.36,10.22
4/8/13,3092.53,10.23
4/5/13,3112.25,9.98
4/4/13,3054.35,8.9
4/3/13,3019.96,8.31
4/2/13,2997.29,8.26
4/1/13,3006.27,8.19
3/29/13,2991.47,8.18
3/28/13,2991.47,8.21
3/27/13,3000.54,8.39
3/26/13,2982.11,8.38
3/25/13,2976.63,8.62
3/22/13,2978.81,8.65
3/21/13,2970.29,8.62
3/20/13,2961.3,8.62
3/19/13,2979.3,8.58
3/18/13,2954.11,8.47
3/15/13,2933.98,8.4
3/14/13,2924.24,8.54
3/13/13,2935.37,8.58
3/12/13,2935.18,8.67
3/11/13,2918,8.49
3/8/13,2917.83,8.5
3/7/13,2943.89,9.28
3/6/13,2967.37,9.02
3/5/13,2989.19,8.78
3/4/13,2997.79,8.78
3/1/13,3008.43,8.88
2/28/13,2994.35,9.07
2/27/13,2989.72,9.05
2/26/13,3003.35,9.06
2/25/13,2995.57,9.05
2/22/13,2963.86,8.52
2/21/13,2958.97,8.59
2/20/13,2938.88,8.36
2/19/13,2939.43,8.49
2/15/13,2950,8.48
2/14/13,2955.56,8.47
2/13/13,2934.14,8.59
2/12/13,2948.6,9.85
2/11/13,2967.82,9.95
2/8/13,2959.11,9.88
2/7/13,2962.17,10.3
2/6/13,2953.79,10.24
2/5/13,2935.68,9.99
2/4/13,2955.29,10.42
2/1/13,2938.34,10.21
1/31/13,2957.12,10.27
1/30/13,2944.39,10.77
1/29/13,2956.8,11
1/28/13,2965.15,11.16
1/25/13,2972.66,11.15
1/24/13,3018.77,10.58
1/23/13,3022.93,10.66
1/22/13,3025.61,10.69
1/18/13,3018.8,10.82
1/17/13,3002.26,10.67
1/16/13,3025.97,10.5
1/15/13,3026.51,10.63
1/14/13,3013.3,10.5
1/11/13,3007.49,10.47
1/10/13,2995.1,10.33
1/9/13,3009.03,10.35
1/8/13,3000.04,10.31
1/7/13,2987.06,10.38
1/4/13,2979.9,10.32
1/3/13,2982.37,10.34
1/2/13,3011.69,10.18
12/31/12,3064.42,9.04
12/28/12,3089.93,8.77
12/27/12,3088.43,8.77
12/26/12,3063.08,8.32
12/24/12,3060.33,8.49
12/21/12,3067.54,8.57
12/20/12,3037.45,8.42
12/19/12,3038.67,9.82
12/18/12,3021.58,9.9
12/17/12,3060.88,9.45
12/14/12,3089.59,9.05
12/13/12,3074.48,9.21
12/12/12,3078.38,9.35
12/11/12,3107.51,9.02
12/10/12,3124.26,9.28
12/7/12,3118.71,9.69
12/6/12,3142.95,9.38
12/5/12,3135.98,9.46
12/4/12,3134.21,9.5
12/3/12,3120.6,9.91
11/30/12,3125.79,9.96
11/29/12,3124.57,10.74
11/28/12,3132.05,11.29
11/27/12,3124.42,11.29
11/26/12,3118.88,11.31
11/23/12,3101.54,11.33
11/21/12,3103.16,11.47
11/20/12,3113.7,11.48
11/19/12,3136.63,11.98
11/16/12,3156.45,12.14
11/15/12,3154.57,12.18
11/14/12,3152.99,12.19
11/13/12,3155.39,12.18
11/9/12,3139.68,12.12
11/8/12,3129.18,12.2
11/7/12,3102.83,12.43
11/6/12,3053.21,11.63
11/5/12,3076.94,11.6
11/2/12,3052.84,11.38
11/1/12,3062.37,11.35
10/31/12,3084.64,11.19
10/29/12,3067.59,11.13
10/26/12,3049.74,11.26
10/25/12,3017.99,12.45
10/24/12,3042.67,12.29
10/23/12,3050.23,12.85
10/22/12,3033.71,12.73
10/19/12,3038.77,12.74
10/18/12,3005.58,12.25
10/17/12,3014.74,12.92
10/16/12,3051.83,12.49
10/15/12,3086.11,12.09
10/12/12,3089.83,12.38
10/11/12,3080.31,12.45
10/10/12,3061.89,12.33
10/9/12,3042.27,12.17
10/5/12,3025.84,12.18
10/4/12,3065.67,11.57
10/3/12,3092.62,11.5
10/2/12,3100.55,12.11
10/1/12,3093.62,12.12
9/28/12,3088.22,12.11
9/27/12,3089.25,12.14
9/26/12,3105.17,12.21
9/25/12,3069.44,12.47
9/24/12,3048.25,12.92
9/21/12,3024.02,12.64
9/20/12,3023.45,12.77
9/19/12,3014.56,12.71
9/18/12,2997.63,12.56
9/17/12,2987.01,12.84
9/14/12,2962.07,12.55
9/13/12,3020.75,12.38
9/12/12,3035.48,12.92
9/11/12,3074.12,12.54
9/10/12,3075.91,12.55
9/7/12,3083.39,13
9/6/12,3094.57,14.78
9/5/12,3140.6,14.21
9/4/12,3148.86,14.21
8/31/12,3149.89,14.41
8/30/12,3123.82,14.26
8/29/12,3107.66,14.56
8/28/12,3118.09,14.62
8/27/12,3111.12,14.63
8/24/12,3093.54,14.62
8/23/12,3098.47,14.78
8/22/12,3075.51,14.57
8/21/12,3034.87,13.98
8/20/12,3027.09,13.94
8/17/12,3022.61,14.01
8/16/12,3011.63,14.17
8/15/12,3031.19,14.41
8/14/12,3072.7,13.92
8/13/12,3115.02,13.59
8/10/12,3115.51,14.25
8/9/12,3099.85,15.02
8/8/12,3103.12,15.1
8/7/12,3114.34,15.07
8/6/12,3151.01,14.65
8/3/12,3141.29,15.04
8/2/12,3199.23,14.3
8/1/12,3164.6,14.06
7/31/12,3183.85,13.9
7/30/12,3181.97,14.13
7/27/12,3149.32,13.82
7/26/12,3226.81,11.52
7/25/12,3238.06,11.43
7/24/12,3237.53,11.69
7/23/12,3214.41,11.94
7/20/12,3197.75,12.03
7/19/12,3163.99,11.68
7/18/12,3182.16,11.67
7/17/12,3173.94,12.7
7/16/12,3197.44,12.74
7/13/12,3177.86,12.7
7/12/12,3188.68,14.13
7/11/12,3174.77,14.22
7/10/12,3171.75,15.26
7/9/12,3159.77,15.24
7/6/12,3137.09,15.14
7/5/12,3109.07,15.16
7/3/12,3096.89,15.76
7/2/12,3126.16,16.12
6/29/12,3082.13,15.58
6/28/12,3132.98,14.71
6/27/12,3117.68,15.3
6/26/12,3114.66,15.33
6/25/12,3123.23,15.28
6/22/12,3086.24,15.19
6/21/12,3119.08,14.81
6/20/12,3100.47,14.8
6/19/12,3099.11,14.83
6/18/12,3122.67,14.62
6/15/12,3115.64,14.62
6/14/12,3107.27,14.68
6/13/12,3107.38,14.68
6/12/12,3077.32,14.58
6/11/12,3103.16,14.55
6/8/12,3080.58,14.46
6/7/12,3081.9,14.45
6/6/12,3098.89,14.25
6/5/12,3148.76,13.27
6/4/12,3174.46,13.03
6/1/12,3190.71,12.85
5/31/12,3124.67,11.76
5/30/12,3102.64,11.68
5/29/12,3043.34,10.47
5/25/12,3039.94,10.75
5/24/12,3038.74,10.81
5/23/12,3062.83,10.6
5/22/12,3016.72,9.98
5/21/12,3060.09,9.11
5/18/12,3063.69,9.18
5/17/12,3058.87,9.21
5/16/12,3011.99,9.54
5/15/12,3000.12,9.72
5/14/12,2992.11,9.75
5/11/12,2961.12,10.24
5/10/12,2940.03,10.12
5/9/12,2945.44,10.82
5/8/12,2950.17,10.83
5/7/12,2930.49,10.74
5/4/12,2927.17,10.78
5/3/12,2907.72,10.72
5/2/12,2906.8,10.88
5/1/12,2885.67,10.74
4/30/12,2908.37,10.8
4/27/12,2903.8,10.8
4/26/12,2894.71,11.37
4/25/12,2888.05,11.39
4/24/12,2902.06,11.23
4/23/12,2914.92,13.71
4/20/12,2893.76,14.09
4/19/12,2902.08,14.08
4/18/12,2893.27,14.09
4/17/12,2879.88,14.25
4/16/12,2897.93,14.22
4/13/12,2881.7,14.43
4/12/12,2854.89,14.18
4/11/12,2865.24,14.29
4/10/12,2886.02,14.5
4/9/12,2865.2,14.36
4/6/12,2851.9,14.29
4/5/12,2801.56,13.45
4/4/12,2776.68,13.18
4/3/12,2762.67,13.12
4/2/12,2792.38,12.99
3/30/12,2787.61,13.01
3/29/12,2819.5,12.61
3/28/12,2804.73,12.71
3/27/12,2805.29,12.74
3/26/12,2791.49,13.2
3/23/12,2797.08,13.2
3/22/12,2775.79,13.49
3/21/12,2769.55,13.59
3/20/12,2736.4,12.97
3/19/12,2729.78,13.05
3/16/12,2756.91,13.29
3/15/12,2757.96,14.54
3/14/12,2758.92,14.56
3/13/12,2828.89,13.09
3/12/12,2862.74,12.96
3/9/12,2854.2,13.56
3/8/12,2862.59,13.62
3/7/12,2886.11,13.71
3/6/12,2902.04,13.6
3/5/12,2873.93,13.31
3/2/12,2884.23,13.43
3/1/12,2865.23,13.56
2/29/12,2896.52,13.72
2/28/12,2908.94,13.94
2/27/12,2916.86,13.95
2/24/12,2890.52,14.18
2/23/12,2879.76,14.15
2/22/12,2869.27,14.49
2/21/12,2850.33,14.33
2/17/12,2862.38,14.29
2/16/12,2869.38,14.41
2/15/12,2894.83,14.17
2/14/12,2907.16,14.28
2/13/12,2873.37,14.56
2/10/12,2880.11,14.6
2/9/12,2847.05,14.09
2/8/12,2868.62,15.44
2/7/12,2868.94,15.55
2/6/12,2892.85,15.98
2/3/12,2864.28,15.7
2/2/12,2925.45,14.72
2/1/12,2922.76,15.76
1/31/12,2957.76,15.59
1/30/12,2934.97,15.79
1/27/12,2897.43,15.29
1/26/12,2884.9,15.87
1/25/12,2856.95,15.77
1/24/12,2849.39,16.02
1/23/12,2853.29,16.7
1/20/12,2872.44,16.75
1/19/12,2899.41,16.78
1/18/12,2937.08,16.55
1/17/12,2965.01,16.26
1/13/12,2958.18,16.79
1/12/12,2922.39,16.8
1/11/12,2931.85,17.53
1/10/12,2900.78,17.32
1/9/12,2901.09,17.33
1/6/12,2904.53,17.89
1/5/12,2886.76,18.24
1/4/12,2891.59,18.32
1/3/12,2912.4,18.39
12/30/11,2959.16,17.76
12/29/11,2950.15,18.08
12/28/11,2954.17,18.14
12/27/11,2892.74,17.08
12/23/11,2875.48,17.1
12/22/11,2918.06,17.07
12/21/11,2909.35,17.8
12/20/11,2941.1,17.95
12/19/11,2997.62,17.05
12/16/11,2973.56,16.95
12/15/11,2940.38,17.11
12/14/11,2949.87,17.14
12/13/11,2908.01,18.83
12/12/11,2885.22,19.74
12/9/11,2858.09,19.98
12/8/11,2903.84,22.01
12/7/11,2883.11,22.28
12/6/11,2853.27,22.83
12/5/11,2880.08,22.65
12/2/11,2883.25,22.78
12/1/11,2840.48,22.43
11/30/11,2870.07,22.2
11/29/11,2917.43,21.58
11/28/11,2935.53,21.68
11/25/11,2930.13,22.01
11/23/11,2974.73,21.57
11/22/11,2936.56,21.89
11/21/11,2921.54,22.31
11/18/11,2896.05,22.42
11/17/11,2908.26,22.61
11/16/11,2873.25,22.92
11/15/11,2854.55,22.8
11/14/11,2859.12,24.14
11/10/11,2840.3,24.28
11/9/11,2881.43,24.2
11/8/11,2831.91,23.67
11/7/11,2869.56,23.95
11/4/11,2840.95,24.42
11/3/11,2833.72,24.69
11/2/11,2866.16,26.85
11/1/11,2878.8,27.86
10/31/11,2794.08,26.39
10/28/11,2733.07,26.41
10/27/11,2693.62,26.02
10/26/11,2784.84,24.11
10/25/11,2817.65,23.83
10/24/11,2762.15,23.36
10/21/11,2771.26,23.35
10/20/11,2791.34,23.43
10/19/11,2804.51,23.44
10/18/11,2810.09,23.84
10/17/11,2816.08,23.91
10/14/11,2782.58,25.2
10/13/11,2812.73,25.12
10/12/11,2782.28,25.29
10/11/11,2823.34,25.17
10/7/11,2862.18,25.09
10/6/11,2893.03,24.79
10/5/11,2924.01,24.42
10/4/11,2978.49,24.59
10/3/11,2978.7,24.96
9/30/11,2905.04,24.04
9/29/11,2874.19,23.94
9/28/11,2836.99,24.16
9/27/11,2825.91,24.29
9/26/11,2876.82,23.64
9/23/11,2933.49,22.75
9/22/11,2974.98,22.3
9/21/11,2871.66,23.22
9/20/11,2799.91,22.17
9/19/11,2806.65,22.47
9/16/11,2744.67,22.68
9/15/11,2740.1,23.26
9/14/11,2762.79,23.76
9/13/11,2756.03,23.77
9/12/11,2789.32,23.83
9/9/11,2785.17,23.85
9/8/11,2757.77,24.15
9/7/11,2739.9,24.15
9/6/11,2777.94,23.53
9/2/11,2757.49,23.53
9/1/11,2677.68,22.64
8/31/11,2645.04,22.52
8/30/11,2675.92,22.28
8/29/11,2632.75,22.27
8/26/11,2665.02,21.9
8/25/11,2645.13,22.01
8/24/11,2633.47,22.03
8/23/11,2687.75,21.14
8/22/11,2717.38,20.65
8/19/11,2720.32,20.6
8/18/11,2702.43,20.68
8/17/11,2655.52,20.53
8/16/11,2626.93,20.54
8/15/11,2592.66,20.35
8/12/11,2608.48,20.13
8/11/11,2567.72,19.9
8/10/11,2656.76,16.31
8/9/11,2640.6,16.56
8/8/11,2600.74,16.62
8/5/11,2537.05,15.97
8/4/11,2574.34,15.18
8/3/11,2518.64,14.09
8/2/11,2503.48,14.04
8/1/11,2452.01,12.77
7/29/11,2430.78,12.54
7/28/11,2386.55,11.38
7/27/11,2378.27,11.52
7/26/11,2380.38,12.39
7/25/11,2363.04,12.91
7/22/11,2382.67,12.7
7/21/11,2364.76,12.61
7/20/11,2381.96,12.44
7/19/11,2403.42,12.36
7/18/11,2374.54,11.83
7/15/11,2384.61,11.81
7/14/11,2384.54,11.85
7/13/11,2406.4,12.23
7/12/11,2400.92,12.59
7/11/11,2396.24,12.62
7/8/11,2370.34,12.21
7/7/11,2335.9,11.67
7/6/11,2342.81,11.67
7/5/11,2330.93,11.57
7/1/11,2322.7,11.58
6/30/11,2330.32,11.55
6/29/11,2336.31,11.54
6/28/11,2349.05,11.65
6/27/11,2370.05,11.48
6/24/11,2403.02,10.75
6/23/11,2406.51,10.81
6/22/11,2385.13,10.81
6/21/11,2384.61,10.9
6/20/11,2390.45,11.01
6/17/11,2390.91,11.01
6/16/11,2404.4,10.85
6/15/11,2388.38,10.87
6/14/11,2352.48,10
6/13/11,2385.44,9.04
6/10/11,2392.65,8.94
6/9/11,2379.43,8.86
6/8/11,2385.42,8.88
6/7/11,2365.87,9.11
6/6/11,2367.73,9.33
6/3/11,2376.22,9.21
6/2/11,2368.55,9.27
6/1/11,2400.65,8.24
5/31/11,2376.11,7.83
5/27/11,2368.31,7.82
5/26/11,2372.82,8.15
5/25/11,2351.83,7.86
5/24/11,2358.49,7.77
5/23/11,2354.12,8.02
5/20/11,2345.45,8.03
5/19/11,2342.3,8.07
5/18/11,2346.38,8.23
5/17/11,2364.33,8.46
5/16/11,2349.93,8.52
5/13/11,2334.57,8.37
5/12/11,2321.53,8.27
5/11/11,2337.72,7.89
5/10/11,2324.57,7.81
5/9/11,2336.4,7.96
5/6/11,2336.52,7.95
5/5/11,2339.83,8.13
5/4/11,2323.48,8.06
5/3/11,2313.38,8
5/2/11,2300.34,7.84
4/29/11,2296.64,7.86
4/28/11,2290.6,7.84
4/27/11,2277.27,7.77
4/26/11,2296.19,8.12
4/25/11,2277.71,8.02
4/21/11,2270.47,8.06
4/20/11,2275.63,8.02
4/19/11,2284.78,8.31
4/18/11,2276.28,8.57
4/15/11,2269.98,8.85
4/14/11,2247.39,8.38
4/13/11,2246.18,8.57
4/12/11,2236.84,9.23
4/11/11,2218.13,9.22
4/8/11,2218.45,9.23
4/7/11,2220.57,9.3
4/6/11,2230.6,9.24
4/5/11,2252.16,9.09
4/4/11,2261.74,8.98
4/1/11,2260.55,9.83
3/31/11,2254.49,9.93
3/30/11,2251.07,9.94
3/29/11,2242.73,9.91
3/28/11,2258.01,9.64
3/25/11,2253.74,9.75
3/24/11,2264.91,9.75
3/23/11,2274.34,10.15
3/22/11,2276.39,10.42
3/21/11,2276.19,10.77
3/18/11,2280.85,10.73
3/17/11,2284,11.34
3/16/11,2295.08,11.28
3/15/11,2268.86,10.93
3/14/11,2253.57,10.94
3/11/11,2244.13,11.05
3/10/11,2246.29,11.17
3/9/11,2225.83,10.96
3/8/11,2207.23,11.74
3/7/11,2221.98,12.22
3/4/11,2223.43,12.24
3/3/11,2209.38,12.24
3/2/11,2235.16,12.44
3/1/11,2255.05,12.22
2/28/11,2254.28,12.29
2/25/11,2246.77,12.35
2/24/11,2241.86,12.41
2/23/11,2223.44,12.2
2/22/11,2222.57,12.2
2/18/11,2191.71,11.38
2/17/11,2200.48,11.58
2/16/11,2194.42,11.6
2/15/11,2195.88,12.51
2/14/11,2195.64,12.55
2/11/11,2182.71,12.45
2/10/11,2166.33,12.76
2/9/11,2186.89,12.53
2/8/11,2165.91,13.55
2/7/11,2182.08,14.33
2/4/11,2175.04,14.53
2/3/11,2198.88,14.24
2/2/11,2206.55,14.23
2/1/11,2215.51,14.26
1/31/11,2228.25,14.26
1/28/11,2242.29,15.62
1/27/11,2229.93,15.58
1/26/11,2217.19,15.6
1/25/11,2254.36,16.13
1/24/11,2226.78,15.71
1/21/11,2220.91,15.73
1/20/11,2206.91,15.69
1/19/11,2237.18,15.23
1/18/11,2225.53,16.83
1/14/11,2234.23,17.15
1/13/11,2245.49,17.16
1/12/11,2235.41,17.09
1/11/11,2243.96,17.97
1/10/11,2244.66,18.1
1/7/11,2241.72,18.28
1/6/11,2225.64,18.49
1/5/11,2217.54,19.11
1/4/11,2253.26,18.73
1/3/11,2263.42,18.87
12/31/10,2277.56,18.87
12/30/10,2251.72,18.51
12/29/10,2258.8,18.52
12/28/10,2216.14,18.13
12/27/10,2255.31,17.97
12/23/10,2237.45,17.81
12/22/10,2246.72,17.82
12/21/10,2253.37,18.28
12/20/10,2244.14,18.19
12/17/10,2256.62,18.32
12/16/10,2207.59,17.03
12/15/10,2199.78,17.35
12/14/10,2212.97,17.82
12/13/10,2260.72,16.86
12/10/10,2252.83,17.04
12/9/10,2263.61,17.03
12/8/10,2252.11,16.96
12/7/10,2263.35,17.21
12/6/10,2321.15,15.77
12/3/10,2298.32,15.39
12/2/10,2311.31,15.44
12/1/10,2319.48,15.46
11/30/10,2366.04,14.43
